delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.4	0.25	ItemMixed_2	8.364	-1.61	-0.608	0.084	0.3165	-0.109	-0.188	1.289	1.2335	1.3445	-0.155
0.4	0.25	ItemMixed_21	6.241	-1.595	-0.427	0.115	0.4155	-0.2305	-0.1405	0.219	0.455	-0.017	-0.031
0.4	0.25	ItemMixed_22	14.035	-0.901	-0.297	0.008	0.067	0.015	-0.117	-0.839	-1.1715	-0.5065	-0.13
0.4	0.25	ItemMixed_23	8.568	0.718	0.084	0.107	0.495	-0.2515	-0.3105	0.733	0.5095	0.9565	0.158
0.4	0.25	ItemMixed_24	10.393	-1.785	0.096	0.195	0.544	-0.225	-0.083	0.293	0.3735	0.2125	-0.002
0.4	0.25	ItemMixed_25	7.525	-1.323	-0.966	-0.13	0.0205	-0.2515	-0.3095	0.228	0.3625	0.0935	-0.063
0.4	0.25	ItemMixed_26	9.39	0.347	0.651	0.268	0.5055	0.062	-0.001	1.112	0.572	1.652	0.081
0.4	0.25	ItemMixed_27	6.929	2.108	0.473	0.37	0.691	0.026	0.072	-0.704	-1.1775	-0.2305	0.027
0.4	0.25	ItemMixed_28	8.173	-1.99	0.081	0.116	0.318	-0.063	-0.109	-1.698	-1.715	-1.681	0.058
0.4	0.25	ItemMixed_29	3.547	-0.738	0.22	0.01	0.2365	-0.2085	-0.2245	0.582	0.4745	0.6895	-0.14
0.4	0.25	ItemMixed_3	4.275	0.727	0.236	-0.093	0.233	-0.3585	-0.4795	0.521	0.696	0.346	-0.185
0.4	0.25	ItemMixed_30	8.087	-2.265	-0.041	0.208	0.503	-0.1035	-0.0705	-0.231	-0.1705	-0.2915	-0.02
0.4	0.25	ItemMixed_31	15.092	-0.084	-1.076	0.076	0.3035	-0.0865	-0.2165	1.037	1.2145	0.8595	0.151
0.4	0.25	ItemMixed_32	6.973	-0.401	-0.183	0.169	0.3165	0.0195	0.0235	-0.121	-0.4685	0.2265	0.029
0.4	0.25	ItemMixed_33	6.805	0.231	0.584	0.026	0.189	-0.0295	-0.2445	0.035	0.0255	0.0445	-0.014
0.4	0.25	ItemMixed_34	3.934	0.025	0.095	-0.051	0.2395	-0.241	-0.442	-1.035	-0.9905	-1.0795	0.175
0.4	0.25	ItemMixed_35	14.09	0.487	-0.078	0.134	0.331	-0.0395	-0.0865	-0.964	-0.7475	-1.1805	0.009
0.4	0.25	ItemMixed_36	11.397	-0.231	-0.494	0.348	0.6185	0.143	0.012	-0.354	-0.8215	0.1135	-0.196
0.4	0.25	ItemMixed_37	8.785	1.11	-0.391	0.135	0.47	-0.2855	-0.1145	1.509	2.2185	0.7995	-0.172
0.4	0.25	ItemMixed_38	11.791	-3.58	-0.179	-0.03	0.157	-0.2285	-0.2055	-1.332	-1.583	-1.081	-0.107
0.4	0.25	ItemMixed_39	4.115	0.369	0.279	-0.014	0.241	-0.2605	-0.2775	0.164	-0.1745	0.5025	0.084
0.4	0.25	ItemMixed_4	4.001	0.16	-0.134	-0.004	0.24	-0.2905	-0.2055	0.091	0.1615	0.0205	0.07
0.4	0.25	ItemMixed_40	7.038	2.322	0.103	0.262	0.693	-0.167	-0.171	-0.627	-0.3505	-0.9035	0.212
0.4	0.25	ItemMixed_41	8.492	0.62	-0.43	-0.139	0.024	-0.19	-0.414	2.715	2.952	2.478	0.009
0.4	0.25	ItemMixed_42	11.158	-3.62	0.206	-0.124	0.129	-0.2495	-0.5045	1.498	1.415	1.581	-0.08
0.4	0.25	ItemMixed_43	6.911	-0.53	0.931	0.061	0.3155	-0.144	-0.243	0.856	0.7965	0.9155	0.03
0.4	0.25	ItemMixed_5	11.294	0.002	-0.203	0.173	0.554	-0.152	-0.264	2.428	2.094	2.762	0.005
0.4	0.25	ItemMixed_6	13.337	0.052	0.098	-0.027	0.197	-0.255	-0.247	-1.217	-1.547	-0.887	-0.096
0.4	0.25	ItemMixed_7	3.695	-0.433	-0.089	-0.015	0.2285	-0.2425	-0.2745	0.082	0.2025	-0.0385	-0.063
0.4	0.25	ItemMixed_8	6.67	1.585	0.216	0.392	0.696	0.145	0.031	-0.938	-1.198	-0.678	0.151
0.4	0.25	ItemMixed_9	3.604	-0.621	-0.456	0.003	0.235	-0.2735	-0.1845	-0.246	-0.371	-0.121	0.059
0.4	0.5	Item232_Critical_0	3.841	-0.122	0.653	-0.038	0.2355	-0.318	-0.305	-0.441	0.0015	-0.8835	0.013
0.4	0.5	Item232_Critical_1	8.181	0.017	0.594	-0.137	0.0225	-0.3705	-0.2225	-0.178	-0.043	-0.313	0.085
0.4	0.5	Item232_Critical_10	5.772	3.738	-1.608	0.012	0.2355	-0.157	-0.266	-1.211	-1.052	-1.37	0.032
0.4	0.5	Item232_Critical_11	9.312	2.198	-0.564	0.032	0.4685	-0.55	-0.259	-1.569	-1.97	-1.168	0.218
0.4	0.5	Item232_Critical_12	10.71	-0.798	-0.285	-0.034	0.085	-0.1605	-0.1455	-0.03	-0.603	0.543	-0.043
0.4	0.5	Item232_Critical_13	8.395	-0.179	-0.22	-0.021	0.148	-0.18	-0.2	-1.793	-1.962	-1.624	-0.039
0.4	0.5	Item232_Critical_14	3.742	-0.322	-0.715	-0.039	0.235	-0.4145	-0.2115	-0.894	-0.2655	-1.5225	0.091
0.4	0.5	Item232_Critical_15	9.05	1.676	-0.104	0.196	0.471	-0.099	-0.059	-0.595	-0.979	-0.211	0.026
0.4	0.5	Item232_Critical_16	9.438	-0.288	0.038	-0.034	0.1555	-0.275	-0.172	1.394	1.8105	0.9775	-0.198
0.4	0.5	Item232_Critical_17	3.818	-0.177	-0.351	-0.048	0.2365	-0.425	-0.24	0.321	-0.077	0.719	-0.03
0.4	0.5	Item232_Critical_18	4.004	0.204	0.411	0.011	0.2355	-0.3335	-0.0935	0.528	0.3455	0.7105	0.02
0.4	0.5	Item232_Critical_19	8.699	1.053	0.253	-0.119	0.022	-0.292	-0.228	0.705	1.0055	0.4045	-0.081
0.4	0.5	Item232_Critical_2	3.973	0.135	0.651	-0.064	0.2365	-0.335	-0.394	1.248	0.7405	1.7555	-0.109
0.4	0.5	Item232_Critical_20	7.716	2.058	-0.202	0.023	0.1845	-0.199	-0.078	0.113	-0.1815	0.4075	-0.025
0.4	0.5	Item232_Critical_21	10.952	0.256	-0.181	0.103	0.289	-0.1245	-0.0415	0.013	0.4065	-0.3805	0.046
0.4	0.5	Item232_Critical_23	8.613	-1.097	-0.281	0.177	0.318	0.049	0.023	-0.434	-0.5875	-0.2805	0.1
0.4	0.5	Item232_Critical_24	8.662	0.08	-0.022	0.213	0.5605	-0.2375	-0.0315	1.305	1.5015	1.1085	-0.033
0.4	0.5	Item232_Critical_25	3.949	0.093	0.072	-0.001	0.235	-0.3745	-0.0995	1.144	1.298	0.99	0.132
0.4	0.5	Item232_Critical_26	4.042	0.278	0.128	-0.113	0.236	-0.5415	-0.3825	0.316	0.1215	0.5105	-0.179
0.4	0.5	Item232_Critical_27	10.733	-0.753	-0.846	-0.057	0.085	-0.1195	-0.2785	-0.106	-0.5345	0.3225	-0.01
0.4	0.5	Item232_Critical_28	8.689	0.999	0.074	0.138	0.4365	-0.2315	-0.0895	1.053	1.1395	0.9665	0.046
0.4	0.5	Item232_Critical_3	4.446	1.087	-0.372	-0.078	0.235	-0.319	-0.463	3.767	4.6765	2.8575	-0.305
0.4	0.5	Item232_Critical_30	4.082	0.356	0.161	-0.06	0.236	-0.4805	-0.2315	0.235	0.5245	-0.0545	0.03
0.4	0.5	Item232_Critical_4	12.128	-2.82	0.834	-0.087	0.0355	-0.2785	-0.1405	1.665	1.9375	1.3925	-0.008
0.4	0.5	Item232_Critical_5	7.771	-0.849	0.256	0.156	0.4975	-0.258	-0.113	1.588	1.8875	1.2885	-0.187
0.4	0.5	Item232_Critical_6	6.672	1.609	-0.049	0.32	0.695	-0.1165	0.0065	1.187	1.8145	0.5595	0.026
0.4	0.5	Item232_Critical_7	9.74	-0.836	-0.121	0.256	0.618	-0.1355	-0.0765	1.295	0.974	1.616	0.038
0.4	0.5	Item232_Critical_8	8.376	0.401	-0.164	-0.129	0.0225	-0.441	-0.12	0.213	0.249	0.177	0.096
0.4	0.5	Item232_Critical_9	4.063	0.319	0.676	-0.013	0.235	-0.304	-0.218	-0.426	-0.173	-0.679	0.228
0.4	0.5	Item238_Critical_VAdv1	12.78	nan	-0.207	-0.063	nan	nan	nan	0.778	nan	nan	0.368
0.4	0.5	Item238_Critical_VN1	4.142	0.475	0.197	-0.004	0.235	-0.3365	-0.1495	1.372	2.1105	0.6335	0.044
0.4	0.5	Item238_Critical_VN2	8.922	1.501	-0.701	-0.191	0.0225	-0.541	-0.268	-1.222	-0.515	-1.929	-0.019
0.4	0.5	Item238_Critical_VN3	9.77	0.379	0.747	-0.108	0.1555	-0.416	-0.327	-0.262	-0.4015	-0.1225	-0.048
0.4	0.5	Item238_Critical_VN5	11.068	0.486	-0.098	0.033	0.2885	-0.285	-0.16	0.177	0.352	0.002	0.115
0.4	0.5	Item238_Critical_Vadv1	12.78	nan	0.001	-0.063	nan	nan	nan	0.79	nan	nan	-0.638
0.4	0.5	Item238_Critical_Vadv2	13.969	-2.303	-0.381	0.135	0.3085	-0.017	-0.06	0.338	0.332	0.344	0.053
0.4	0.5	Item238_Critical_Vadv3	7.194	-2.008	0.193	0.237	0.497	-0.058	0.012	1.289	0.8875	1.6905	-0.002
0.4	0.5	Item238_Critical_Vadv5	8.941	-0.531	-0.031	0.088	0.5075	-0.3295	-0.3335	0.251	0.464	0.038	-0.045
0.4	0.5	Item238_Critical_Vadv6	8.84	1.288	0.087	0.243	0.4965	-0.0325	0.0115	-1.97	-1.5935	-2.3465	-0.045
0.4	0.5	Item238_Critical_Vadv7	8.926	-0.471	-0.244	0.12	0.3195	-0.0275	-0.1315	1.321	1.496	1.146	0.076
0.4	0.5	Item238_Critical_Vadv8	3.55	-0.713	0.736	0.025	0.2355	-0.187	-0.184	0.665	0.2515	1.0785	-0.098
0.4	0.5	Item238_Critical_Vadv9	8.374	0.395	-0.551	-0.097	0.0225	-0.2065	-0.2265	0.299	0.6705	-0.0725	-0.128
0.4	0.5	ItemCritical_6	4.432	1.056	-0.032	-0.076	0.2345	-0.4305	-0.3425	1.625	1.9745	1.2755	0.011
0.4	0.75	Item232_Critical_0	3.648	-0.507	1.204	0.034	0.235	-0.087	-0.247	-0.699	-0.3785	-1.0195	0.085
0.4	0.75	Item232_Critical_1	7.941	-0.456	0.684	-0.07	0.0225	-0.1575	-0.1675	-0.29	-0.1935	-0.3865	0.047
0.4	0.75	Item232_Critical_10	5.61	3.417	-1.623	0.052	0.2355	-0.0675	-0.1955	-1.499	-1.6115	-1.3865	0.116
0.4	0.75	Item232_Critical_11	9.077	1.736	-0.361	0.108	0.4695	-0.3625	-0.1445	-1.942	-2.7855	-1.0985	0.353
0.4	0.75	Item232_Critical_12	10.505	-1.205	-0.087	0.011	0.086	-0.0595	-0.0685	-0.5	-1.007	0.007	-0.027
0.4	0.75	Item232_Critical_13	8.176	-0.61	-0.049	0.002	0.1485	-0.114	-0.175	-2.315	-2.7575	-1.8725	0.005
0.4	0.75	Item232_Critical_14	3.489	-0.825	0.079	0.036	0.2355	-0.1755	-0.1515	-1.355	-1.2435	-1.4665	0.139
0.4	0.75	Item232_Critical_15	8.861	1.305	0.449	0.223	0.47	-0.0315	-0.0165	-0.771	-1.389	-0.153	0.028
0.4	0.75	Item232_Critical_16	9.262	-0.629	0.446	0.022	0.1565	-0.1105	-0.1145	0.988	1.0225	0.9535	-0.003
0.4	0.75	Item232_Critical_17	3.649	-0.505	0.011	-0.002	0.2355	-0.2575	-0.2215	0.176	-0.377	0.729	0.06
0.4	0.75	Item232_Critical_18	3.785	-0.232	0.856	0.064	0.235	-0.126	-0.088	0.19	-0.088	0.468	0.068
0.4	0.75	Item232_Critical_19	8.484	0.63	0.579	-0.077	0.0225	-0.1755	-0.1775	0.147	0.1195	0.1745	-0.069
0.4	0.75	Item232_Critical_2	3.824	-0.154	1.487	0.016	0.235	-0.1215	-0.2845	1.073	0.302	1.844	-0.078
0.4	0.75	Item232_Critical_20	7.54	1.705	-0.006	0.06	0.183	-0.048	-0.078	0.017	-0.455	0.489	-0.046
0.4	0.75	Item232_Critical_21	10.737	-0.169	0.028	0.154	0.289	0.015	0.023	-0.056	0.3485	-0.4605	0.043
0.4	0.75	Item232_Critical_22	12.506	-0.666	0.142	0.048	0.2105	-0.157	-0.072	0.254	-0.086	0.594	0.145
0.4	0.75	Item232_Critical_23	8.51	-1.298	-0.234	0.188	0.3185	0.0935	0.0215	-0.596	-0.7945	-0.3975	0.102
0.4	0.75	Item232_Critical_24	8.468	-0.304	0.396	0.252	0.561	-0.1075	-0.0065	1.273	1.448	1.098	-0.048
0.4	0.75	Item232_Critical_25	3.649	-0.503	1.035	0.058	0.2355	-0.1325	-0.1065	0.558	0.1785	0.9375	0.096
0.4	0.75	Item232_Critical_26	3.759	-0.284	0.815	0.044	0.235	-0.154	-0.14	0.139	-0.295	0.573	-0.001
0.4	0.75	Item232_Critical_27	10.505	-1.206	-0.483	0.023	0.0865	0.052	-0.133	-0.232	-0.477	0.013	0.053
0.4	0.75	Item232_Critical_28	8.497	0.627	0.286	0.214	0.435	-0.0435	0.0295	0.89	0.785	0.995	0.055
0.4	0.75	Item232_Critical_29	11.969	-1.059	-0.463	-0.051	-0.102	-0.01	0.01	2.972	3.44	2.504	0.136
0.4	0.75	Item232_Critical_3	4.395	0.987	-0.046	-0.006	0.2355	-0.1875	-0.3075	3.923	4.7875	3.0585	-0.308
0.4	0.75	Item232_Critical_30	3.746	-0.309	0.499	0.013	0.235	-0.238	-0.18	-0.269	-0.4445	-0.0935	0.026
0.4	0.75	Item232_Critical_31	12.176	-2.252	-0.359	-0.005	0.2015	-0.2375	-0.1855	-0.619	-0.891	-0.347	0.086
0.4	0.75	Item232_Critical_4	11.949	-3.174	1.419	-0.053	0.0345	-0.1325	-0.1485	1.088	0.914	1.262	0.064
0.4	0.75	Item232_Critical_5	7.593	-1.201	0.518	0.197	0.498	-0.1195	-0.0885	1.096	1.2255	0.9665	-0.115
0.4	0.75	Item232_Critical_6	6.476	1.221	0.335	0.374	0.695	0.014	0.092	0.951	1.2835	0.6185	-0.07
0.4	0.75	Item232_Critical_7	9.574	-1.158	0.307	0.292	0.6165	-0.0405	-0.0245	1.156	0.438	1.874	-0.009
0.4	0.75	Item232_Critical_8	8.127	-0.082	0.304	-0.063	0.0225	-0.1835	-0.1135	0.022	-0.012	0.056	0.05
0.4	0.75	Item232_Critical_9	3.873	-0.057	1.058	0.015	0.235	-0.145	-0.265	-0.329	-0.05	-0.608	0.099
0.4	0.75	Item238_Critical_VAdv1	12.506	nan	-0.212	0.048	nan	nan	nan	0.321	nan	nan	0.097
0.4	0.75	Item238_Critical_VN1	3.839	-0.123	0.187	0.046	0.235	-0.1515	-0.1345	1.207	1.8295	0.5845	-0.014
0.4	0.75	Item238_Critical_VN2	8.635	0.934	-0.006	-0.131	0.023	-0.3415	-0.2285	-1.258	-0.857	-1.659	0.002
0.4	0.75	Item238_Critical_VN3	9.615	0.076	1.746	-0.08	0.1565	-0.1645	-0.4685	-0.474	-0.7165	-0.2315	-0.085
0.4	0.75	Item238_Critical_VN5	10.953	0.261	0.344	0.1	0.289	-0.0865	-0.0915	0.156	0.4865	-0.1745	0.104
0.4	0.75	Item238_Critical_Vadv1	12.506	nan	1.079	0.048	nan	nan	nan	0.215	nan	nan	-0.347
0.4	0.75	Item238_Critical_Vadv2	13.842	-2.554	0.086	0.117	0.309	-0.04	-0.11	0.256	0.2335	0.2785	0.032
0.4	0.75	Item238_Critical_Vadv3	7.133	-2.121	0.265	0.224	0.4975	-0.0235	-0.0755	1.112	0.629	1.595	-0.022
0.4	0.75	Item238_Critical_Vadv5	8.724	-0.961	0.929	0.194	0.507	-0.045	-0.193	-0.041	-0.1675	0.0855	-0.004
0.4	0.75	Item238_Critical_Vadv6	8.825	1.263	0.029	0.249	0.4975	0.008	-0.007	-1.987	-1.7495	-2.2245	-0.022
0.4	0.75	Item238_Critical_Vadv7	8.856	-0.607	0.174	0.122	0.319	-0.0315	-0.1185	0.919	1.01	0.828	0.026
0.4	0.75	Item238_Critical_Vadv8	3.378	-1.048	0.596	0.067	0.235	-0.0925	-0.1095	0.189	-0.059	0.437	0.008
0.4	0.75	Item238_Critical_Vadv9	8.184	0.032	0.105	-0.038	0.0225	-0.0075	-0.1895	0.094	0.0785	0.1095	-0.066
0.4	0.75	ItemCritical_0	3.44	-0.922	-0.351	0.074	0.2355	-0.0795	-0.0955	0.42	0.5315	0.3085	-0.057
0.4	0.75	ItemCritical_1	10.735	-1.547	0.06	0.253	0.625	-0.191	-0.047	-1.892	-1.803	-1.981	0.02
0.4	0.75	ItemCritical_10	3.692	-0.419	0.716	0.05	0.235	-0.172	-0.098	-0.66	-0.5215	-0.7985	0.0
0.4	0.75	ItemCritical_11	3.402	-0.997	0.063	0.047	0.2355	-0.1335	-0.1495	0.18	0.1385	0.2215	-0.044
0.4	0.75	ItemCritical_12	3.429	-0.944	-0.137	0.049	0.2355	-0.109	-0.166	-0.724	-0.751	-0.697	-0.047
0.4	0.75	ItemCritical_13	4.083	0.361	-0.055	-0.005	0.236	-0.2475	-0.2445	0.337	0.442	0.232	-0.025
0.4	0.75	ItemCritical_14	4.097	0.393	-0.182	-0.018	0.235	-0.259	-0.283	-0.956	-0.922	-0.99	0.116
0.4	0.75	ItemCritical_15	3.75	-0.303	0.232	0.026	0.235	-0.168	-0.198	1.557	1.5395	1.5745	-0.097
0.4	0.75	ItemCritical_16	4.011	0.22	-0.234	0.065	0.2355	-0.108	-0.103	-0.483	-0.572	-0.394	0.084
0.4	0.75	ItemCritical_17	3.7	-0.401	0.363	0.021	0.235	-0.214	-0.172	-0.732	-0.4625	-1.0015	-0.017
0.4	0.75	ItemCritical_18	13.221	-0.161	-0.043	0.009	0.2005	-0.1985	-0.1665	-1.339	-1.526	-1.152	-0.031
0.4	0.75	ItemCritical_19	3.511	-0.78	0.322	0.055	0.2355	-0.128	-0.123	-0.662	-0.7735	-0.5505	0.089
0.4	0.75	ItemCritical_2	13.051	0.424	0.755	0.098	0.21	0.003	-0.031	0.303	0.286	0.32	-0.076
0.4	0.75	ItemCritical_20	8.231	0.124	-0.534	-0.137	0.0225	-0.31	-0.283	1.661	2.0985	1.2235	-0.084
0.4	0.75	ItemCritical_21	3.175	-1.452	-0.016	0.09	0.2355	-0.0415	-0.0695	0.724	0.656	0.792	0.017
0.4	0.75	ItemCritical_22	7.89	-0.575	-0.199	-0.137	0.0215	-0.3435	-0.2475	-0.947	-0.889	-1.005	0.08
0.4	0.75	ItemCritical_23	10.319	-2.38	-0.393	0.31	0.6255	-0.021	0.01	-1.532	-1.7415	-1.3225	-0.043
0.4	0.75	ItemCritical_24	3.46	-0.883	0.157	0.069	0.2345	-0.0645	-0.1285	0.702	0.1155	1.2885	-0.153
0.4	0.75	ItemCritical_25	3.753	-0.301	-0.732	0.107	0.236	-0.033	-0.011	0.239	0.664	-0.186	0.193
0.4	0.75	ItemCritical_26	11.794	-2.338	-0.643	-0.04	0.1365	-0.1885	-0.2445	-2.03	-2.631	-1.429	0.043
0.4	0.75	ItemCritical_27	6.336	0.929	-0.423	0.402	0.6995	0.0965	0.1125	-0.339	-0.5265	-0.1515	0.024
0.4	0.75	ItemCritical_28	14.136	-1.969	0.516	0.098	0.308	0.0275	-0.2515	0.453	0.379	0.527	0.093
0.4	0.75	ItemCritical_29	13.362	-0.966	-0.67	0.212	0.335	0.08	0.098	-0.09	-0.325	0.145	-0.182
0.4	0.75	ItemCritical_3	3.182	-1.438	0.132	0.028	0.2355	-0.1375	-0.2215	0.449	0.464	0.434	-0.012
0.4	0.75	ItemCritical_30	3.811	-0.18	0.3	0.047	0.2345	-0.1455	-0.1355	1.469	1.765	1.173	-0.013
0.4	0.75	ItemCritical_31	8.59	0.841	0.262	-0.111	0.0225	-0.2595	-0.2295	-1.149	-0.8685	-1.4295	0.013
0.4	0.75	ItemCritical_32	9.305	-0.553	0.642	-0.043	0.1585	-0.124	-0.365	-0.64	-0.704	-0.576	-0.043
0.4	0.75	ItemCritical_33	12.221	-1.316	0.681	0.057	0.22	-0.096	-0.116	-0.33	-0.4185	-0.2415	0.11
0.4	0.75	ItemCritical_34	10.945	0.246	0.464	0.103	0.289	-0.074	-0.092	0.019	0.487	-0.449	0.134
0.4	0.75	ItemCritical_35	12.421	-3.166	0.047	0.059	0.2925	-0.147	-0.202	-1.828	-2.0185	-1.6375	0.152
0.4	0.75	ItemCritical_36	12.449	-1.754	0.064	0.113	0.345	-0.1175	-0.1205	-0.621	-1.2715	0.0295	0.082
0.4	0.75	ItemCritical_4	3.678	-0.446	0.298	0.028	0.2355	-0.1575	-0.2015	-0.944	-1.0205	-0.8675	0.029
0.4	0.75	ItemCritical_5	7.64	-1.106	-0.431	0.144	0.4975	-0.178	-0.241	0.263	-0.562	1.088	-0.059
0.4	0.75	ItemCritical_6	3.969	0.135	0.339	0.023	0.235	-0.1895	-0.1885	0.896	0.8465	0.9455	0.048
0.4	0.75	ItemCritical_7	3.59	-0.622	0.333	0.036	0.2355	-0.1665	-0.1605	-0.71	-1.0105	-0.4095	0.037
0.4	0.75	ItemCritical_8	3.65	-0.503	0.408	0.028	0.2355	-0.141	-0.218	0.9	0.86	0.94	-0.145
0.4	0.75	ItemCritical_9	3.779	-0.244	-0.344	0.011	0.235	-0.214	-0.212	1.509	1.9005	1.1175	-0.087
0.4	0.75	ItemMixed_1	13.355	-1.298	1.163	0.112	0.2915	-0.084	-0.051	-0.091	-0.477	0.295	-0.183
0.4	0.75	ItemMixed_11	8.155	-0.077	0.619	0.1	0.498	-0.258	-0.338	0.426	0.2185	0.6335	0.007
0.4	0.75	ItemMixed_12	8.003	-0.381	0.253	0.172	0.4975	-0.0375	-0.2695	0.36	-0.7545	1.4745	-0.121
0.4	0.75	ItemMixed_13	7.656	-1.024	0.012	-0.1	0.0225	-0.1975	-0.2475	0.92	0.6785	1.1615	-0.104
0.4	0.75	ItemMixed_14	5.518	3.235	1.632	0.106	0.235	0.0325	-0.0785	-2.456	-2.9395	-1.9725	-0.223
0.4	0.75	ItemMixed_15	12.455	-1.739	0.033	0.053	0.345	-0.1805	-0.2975	-1.897	-2.104	-1.69	0.093
0.4	0.75	ItemMixed_16	10.162	1.07	-0.273	-0.169	-0.1845	-0.1555	-0.1515	1.293	2.016	0.57	-0.043
0.4	0.75	ItemMixed_17	3.376	-1.049	0.618	0.076	0.2355	-0.0885	-0.0785	0.649	0.614	0.684	0.005
0.4	0.75	ItemMixed_18	3.717	-0.37	-0.056	0.042	0.2355	-0.16	-0.143	-1.128	-1.12	-1.136	0.054
0.4	0.75	ItemMixed_19	10.95	-0.316	-0.705	-0.033	0.085	-0.128	-0.174	-1.752	-2.353	-1.151	-0.059
0.4	0.75	ItemMixed_2	8.143	-2.031	-0.378	0.126	0.319	-0.0195	-0.1145	0.894	0.855	0.933	-0.098
0.4	0.75	ItemMixed_21	6.157	-1.741	-0.276	0.147	0.4175	-0.0965	-0.1505	0.151	0.319	-0.017	-0.022
0.4	0.75	ItemMixed_22	14.011	-0.911	-0.138	0.022	0.0655	0.0195	-0.0625	-0.966	-1.337	-0.595	-0.111
0.4	0.75	ItemMixed_23	8.225	0.064	-0.113	0.119	0.498	-0.157	-0.363	0.24	0.0305	0.4495	0.081
0.4	0.75	ItemMixed_24	10.308	-1.966	0.237	0.215	0.563	-0.151	-0.115	0.382	0.2335	0.5305	-0.065
0.4	0.75	ItemMixed_25	7.354	-1.63	-0.061	-0.135	0.0225	-0.1875	-0.3975	0.035	0.2935	-0.2235	0.042
0.4	0.75	ItemMixed_26	8.879	-0.651	1.93	0.13	0.5075	-0.164	-0.331	0.538	0.2405	0.8355	0.051
0.4	0.75	ItemMixed_27	6.891	2.052	0.892	0.382	0.6955	0.079	0.058	-0.543	-1.2505	0.1645	0.04
0.4	0.75	ItemMixed_28	8.064	-2.189	0.107	0.154	0.3195	0.0145	-0.0375	-1.657	-1.6755	-1.6385	0.009
0.4	0.75	ItemMixed_29	3.448	-0.907	0.288	0.051	0.235	-0.0785	-0.1875	0.476	0.285	0.667	-0.038
0.4	0.75	ItemMixed_3	4.053	0.305	0.093	-0.001	0.235	-0.204	-0.27	0.312	0.3575	0.2665	-0.053
0.4	0.75	ItemMixed_30	7.955	-2.502	0.117	0.225	0.507	-0.0795	-0.0345	-0.371	-0.3255	-0.4165	-0.02
0.4	0.75	ItemMixed_31	14.924	-0.39	-0.831	0.11	0.309	0.012	-0.19	1.192	1.2805	1.1035	0.059
0.4	0.75	ItemMixed_32	6.938	-0.449	-0.063	0.19	0.3155	0.0815	0.0475	-0.04	-0.3005	0.2205	0.023
0.4	0.75	ItemMixed_33	6.733	0.093	0.389	0.058	0.1825	-0.06	-0.073	0.218	0.0305	0.4055	0.089
0.4	0.75	ItemMixed_34	3.725	-0.352	0.133	0.021	0.2355	-0.157	-0.23	-1.03	-0.9905	-1.0695	0.172
0.4	0.75	ItemMixed_35	14.004	0.318	-0.098	0.161	0.3355	0.018	-0.045	-1.048	-0.8395	-1.2565	0.025
0.4	0.75	ItemMixed_36	11.221	-0.575	-0.575	0.372	0.6255	0.2015	0.0355	-0.608	-1.108	-0.108	-0.253
0.4	0.75	ItemMixed_37	8.625	0.832	0.146	0.171	0.4695	-0.135	-0.12	1.599	2.239	0.959	-0.113
0.4	0.75	ItemMixed_38	11.589	-3.978	-0.31	-0.007	0.1635	-0.158	-0.197	-1.444	-1.614	-1.274	-0.002
0.4	0.75	ItemMixed_39	3.778	-0.246	0.047	0.023	0.2355	-0.1635	-0.2155	-0.301	-0.2715	-0.3305	0.042
0.4	0.75	ItemMixed_4	3.776	-0.25	-0.131	0.019	0.2355	-0.224	-0.171	-0.097	-0.216	0.022	0.128
0.4	0.75	ItemMixed_40	6.863	1.995	0.143	0.31	0.6955	-0.083	-0.068	-0.863	-0.612	-1.114	0.273
0.4	0.75	ItemMixed_41	8.243	0.148	-0.175	-0.132	0.023	-0.2655	-0.3085	1.736	1.8215	1.6505	-0.106
0.4	0.75	ItemMixed_42	10.938	-4.047	0.268	-0.058	0.136	-0.169	-0.335	1.328	1.2665	1.3895	-0.049
0.4	0.75	ItemMixed_43	6.692	-0.943	0.932	0.095	0.3155	-0.0405	-0.2105	0.67	0.5655	0.7745	0.095
0.4	0.75	ItemMixed_5	11.029	-0.525	-0.085	0.23	0.563	-0.026	-0.18	2.571	2.1205	3.0215	-0.117
0.4	0.75	ItemMixed_6	13.222	-0.159	0.091	-0.001	0.201	-0.1985	-0.2075	-1.447	-1.7405	-1.1535	-0.035
0.4	0.75	ItemMixed_7	3.665	-0.476	0.442	0.042	0.235	-0.1285	-0.1735	-0.668	-0.367	-0.969	0.077
0.4	0.75	ItemMixed_8	6.481	1.232	0.281	0.414	0.6945	0.1545	0.1125	-0.991	-1.162	-0.82	0.164
0.4	0.75	ItemMixed_9	3.501	-0.801	-0.121	0.037	0.235	-0.1665	-0.1555	-0.077	-0.5025	0.3485	0.017
0.4	1	Item232_Critical_0	3.872	-0.059	2.521	0.034	0.2355	-0.049	-0.286	-0.329	-0.441	-0.217	-0.071
0.4	1	Item232_Critical_1	7.983	-0.371	1.401	-0.064	0.023	-0.1055	-0.1965	0.056	-0.119	0.231	-0.023
0.4	1	Item232_Critical_10	5.923	4.044	-0.213	0.03	0.2355	-0.0385	-0.3125	-1.044	-1.674	-0.414	0.008
0.4	1	Item232_Critical_11	9.081	1.745	0.065	0.149	0.4695	-0.318	-0.025	-1.576	-2.8215	-0.3305	0.296
