"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"Tail_ESS"
"Intercept"	7.06587309938051	0.0244117242078132	7.01794896589494	7.11409052435453	1.00184277395524	2285	4537
"HasRC.C"	0.311167800573735	0.0219854161205232	0.267715407954632	0.35396181141161	1.00054792032239	12889	13569
"compatible.C"	0.0748029654030143	0.0178788310972747	0.0393681346087598	0.109876403187497	1.00021591889816	12404	13295
"EmbeddingBias.C"	-0.0174299230781049	0.00527776740383984	-0.027878134143733	-0.00683426817402093	1.00007445600678	12973	13135
"HasSC.C"	0.0791116607728412	0.0289700960856924	0.0227019227187106	0.136768474038582	1.00019300776251	11328	13006
"HasRC.C:compatible.C"	0.0528690134930272	0.0303413042051657	-0.00707895772267862	0.112032240243676	1.00015332383401	18150	15941
"HasRC.C:EmbeddingBias.C"	-0.0238267433998462	0.0123559036145292	-0.0481778692133238	0.000417204984287768	0.999966182343799	13952	13934
"EmbeddingBias.C:HasSC.C"	-0.080425910877045	0.0181813786739843	-0.116349051668482	-0.0445512414804017	1.00015844049305	11456	13222
"compatible.C:EmbeddingBias.C"	0.00675517757901931	0.010971908092225	-0.0144220556123433	0.029007731526307	1.00016332957667	14221	14014
