"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"Tail_ESS"
"Intercept"	0.567886633691844	0.410840663918444	-0.264637454218693	1.35283505641414	1.00101353161327	1110	1668
"True_Minus_False.C"	-0.329908993948399	0.138228911766433	-0.60793506591027	-0.0582343766592434	1.00090684550202	2730	2638
