"Noun"	"Region"	"Condition"	"Script"	"ID"	"predictability_weight"	"deletion_rate"	"autoencoder"	"lm"	"Surprisal"	"SurprisalReweighted"	"ThatFraction"	"ThatFractionReweighted"
"24"	"assertion"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.50422727272727	7.88854545454545	72.1818181818182	64.7727272727273
"25"	"assertion"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.3155	7.49818181818182	69.1818181818182	73.1363636363636
"26"	"assessment"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.08309090909091	6.0795	-100	-100
"27"	"assessment"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.16859090909091	6.71190909090909	73	74.2727272727273
"28"	"assessment"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.05159090909091	6.59104545454545	77.5909090909091	78.7727272727273
"29"	"assessment"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.1013181818182	8.88913636363636	43.5454545454545	45.1818181818182
"30"	"assessment"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.58145454545454	8.41459090909091	45.2272727272727	46.1363636363636
"31"	"assumption"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.33068181818182	6.32431818181818	-100	-100
"32"	"assumption"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.43077272727273	5.65309090909091	89.5909090909091	87.3181818181818
"33"	"assumption"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.40495454545455	5.64795454545455	87.4090909090909	95
"34"	"assumption"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.54195454545455	7.77245454545455	64.5	69.3636363636364
"35"	"assumption"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.24477272727273	7.47027272727273	60.6818181818182	74.4090909090909
"36"	"assurance"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.61595454545454	6.61527272727273	-100	-100
"37"	"assurance"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.96372727272727	5.90463636363636	81.4090909090909	83.0909090909091
"38"	"assurance"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.63913636363636	5.50845454545455	82.9545454545455	92.9545454545455
"39"	"assurance"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.97768181818182	8.059	54.7727272727273	61.3181818181818
"40"	"assurance"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.68486363636364	7.70740909090909	54.8181818181818	69.8181818181818
"41"	"belief"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.29886363636364	7.29722727272727	-100	-100
"42"	"belief"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.45486363636364	5.74304545454545	90	86.4090909090909
"43"	"belief"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.38031818181818	5.70436363636364	92.0454545454545	96.0909090909091
"44"	"belief"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.6355	7.75577272727273	62.5909090909091	68.5
"45"	"belief"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.42413636363636	7.42690909090909	65.4090909090909	76.8181818181818
"46"	"certainty"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.05954545454545	7.03290909090909	-100	-100
"47"	"certainty"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.08640909090909	6.13172727272727	78.2272727272727	80.1363636363636
"48"	"certainty"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	8.80186363636364	5.96836363636364	84	88.8181818181818
"49"	"certainty"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.89363636363636	8.47390909090909	49.5	54.5
"50"	"certainty"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.5355	7.86718181818182	53	63
"51"	"claim"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.15309090909091	6.09413636363636	-100	-100
"52"	"claim"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.73077272727273	6.79909090909091	87.6363636363636	85.7272727272727
"53"	"claim"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.34290909090909	6.848	89.2272727272727	95.6363636363636
"54"	"claim"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.97181818181818	8.25163636363636	60.2272727272727	66.5454545454545
"55"	"claim"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.837	8.06518181818182	61.5909090909091	74.9545454545455
"56"	"complaint"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.52304545454545	5.52213636363636	-100	-100
"57"	"complaint"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.98722727272727	6.49545454545455	82.6363636363636	82.4545454545455
"58"	"complaint"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.05159090909091	6.32472727272727	84.2727272727273	90.3636363636364
"59"	"complaint"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.183	8.71963636363636	52.1363636363636	50.8636363636364
"60"	"complaint"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.83622727272727	8.23913636363636	51.1363636363636	53.4545454545455
"61"	"concern"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.12986363636364	6.09922727272727	-100	-100
"62"	"concern"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.98568181818182	6.22345454545455	80.2727272727273	78.0909090909091
"63"	"concern"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.01254545454545	5.91981818181818	82.2272727272727	86.5909090909091
"64"	"concern"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.0144545454545	8.71463636363636	54.3636363636364	53.5909090909091
"65"	"concern"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.73527272727273	8.19136363636364	47.5454545454545	49.7272727272727
"66"	"conclusion"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.30027272727273	6.253	-100	-100
"67"	"conclusion"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.10986363636364	5.75677272727273	81.2272727272727	83.5454545454545
"68"	"conclusion"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.31340909090909	5.81927272727273	80.3181818181818	88.4090909090909
"69"	"conclusion"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.9355	8.31259090909091	49.3181818181818	54
"70"	"conclusion"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.62409090909091	7.78054545454545	51.2727272727273	59.5454545454545
"71"	"confirmation"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.78822727272727	7.78590909090909	-100	-100
"72"	"confirmation"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.70077272727273	6.78404545454545	78.7727272727273	80.7272727272727
"73"	"confirmation"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.72109090909091	6.56031818181818	82.3181818181818	88.8181818181818
"74"	"confirmation"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.99404545454546	8.71409090909091	48.0909090909091	50.9545454545455
"75"	"confirmation"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.58459090909091	8.41604545454545	47.3181818181818	52.2727272727273
"76"	"conjecture"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.02736363636364	6.02236363636364	-100	-100
"77"	"conjecture"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.07945454545455	6.36495454545455	80.6818181818182	80.2272727272727
"78"	"conjecture"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.22927272727273	6.19127272727273	79.6818181818182	91.1818181818182
"79"	"conjecture"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.98845454545454	8.54613636363636	47.7272727272727	50.7727272727273
"80"	"conjecture"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.74531818181818	8.10377272727273	50.5	58.6363636363636
"81"	"contention"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.15363636363636	6.15272727272727	-100	-100
"82"	"contention"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.74990909090909	6.34386363636364	91.8181818181818	83.7727272727273
"83"	"contention"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.823	6.26477272727273	89.2272727272727	94.7727272727273
"84"	"contention"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.78904545454546	8.27940909090909	61.1363636363636	59
"85"	"contention"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.62463636363636	7.70309090909091	59.5454545454545	67.5909090909091
"86"	"conviction"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.08472727272727	6.08559090909091	-100	-100
"87"	"conviction"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.211	6.73372727272727	75.3636363636364	76.3181818181818
"88"	"conviction"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.84709090909091	6.37886363636364	77.7727272727273	85
"89"	"conviction"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.9845	8.76772727272727	46.9090909090909	48.1818181818182
"90"	"conviction"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.74413636363636	8.22563636363636	49.3181818181818	56.8181818181818
"91"	"declaration"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.771	5.76118181818182	-100	-100
"92"	"declaration"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.08913636363636	6.57572727272727	75.5	76.6818181818182
"93"	"declaration"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.99304545454546	6.22904545454545	74.1363636363636	82.9545454545455
"94"	"declaration"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.0072727272727	9.08440909090909	43.1363636363636	45.5454545454545
"95"	"declaration"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.75586363636364	8.26145454545455	46.9090909090909	49.1363636363636
"96"	"disclosure"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.85045454545455	5.81704545454545	-100	-100
"97"	"disclosure"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.93390909090909	7.3395	74.0909090909091	75.1363636363636
"98"	"disclosure"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.65331818181818	6.86122727272727	76.5	78.4545454545455
"99"	"disclosure"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.0527272727273	8.87522727272727	46.9545454545455	48.8181818181818
"100"	"disclosure"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.63159090909091	8.14109090909091	47.4545454545455	50.3636363636364
"101"	"evidence"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.96468181818182	6.94968181818182	-100	-100
"102"	"evidence"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.74586363636364	6.06731818181818	80.2727272727273	86.4545454545455
"103"	"evidence"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.85459090909091	6.1835	76.5454545454545	89.1818181818182
"104"	"evidence"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	10.0134090909091	8.40345454545455	48.5909090909091	52.9090909090909
"105"	"evidence"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.68009090909091	8.14477272727273	46.2272727272727	55.5909090909091
"106"	"fact"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	8.60072727272727	8.60018181818182	-100	-100
"107"	"fact"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.83631818181818	5.97677272727273	89.9545454545455	98.2272727272727
"108"	"fact"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.96977272727273	5.98327272727273	84.1363636363636	97.7727272727273
"109"	"fact"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.65959090909091	7.66345454545455	62.3181818181818	85.0454545454545
"110"	"fact"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.67645454545455	7.49509090909091	60	85.5
"111"	"feeling"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.93977272727273	5.93872727272727	-100	-100
"112"	"feeling"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.34963636363636	5.38722727272727	77.0909090909091	85.3181818181818
"113"	"feeling"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	7.04713636363636	5.28245454545455	78.8181818181818	90.7272727272727
"114"	"feeling"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.83554545454546	8.04022727272727	54.5	63.3636363636364
"115"	"feeling"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.37754545454546	7.55722727272727	54.1363636363636	66.5909090909091
"116"	"finding"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.50318181818182	5.48163636363636	-100	-100
"117"	"finding"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.05490909090909	6.55927272727273	80.5909090909091	85.5
"118"	"finding"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	8.94236363636364	6.53227272727273	83.6363636363636	93.9545454545455
"119"	"finding"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.94304545454546	8.40009090909091	52.8636363636364	59.5909090909091
"120"	"finding"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.60427272727273	7.93477272727273	52.6818181818182	64.5909090909091
"121"	"guess"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.73477272727273	5.69327272727273	-100	-100
"122"	"guess"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.27672727272727	6.81563636363636	78.2272727272727	80.1363636363636
"123"	"guess"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.00054545454545	6.70740909090909	82.6363636363636	87.9090909090909
"124"	"guess"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.80245454545455	8.64436363636364	54.4545454545455	60.8181818181818
"125"	"guess"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.72009090909091	8.28181818181818	52.6363636363636	64.8636363636364
"126"	"idea"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.31822727272727	6.31822727272727	-100	-100
"127"	"idea"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.61645454545455	6.17977272727273	80.5	82.3181818181818
"128"	"idea"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.565	5.83768181818182	78.4090909090909	91.1818181818182
"129"	"idea"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.8755	8.32863636363636	48.9090909090909	52
"130"	"idea"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.52627272727273	7.76640909090909	50.0454545454545	60.9090909090909
"131"	"impression"	"V1_0"	"NoSC_ne"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	6.40422727272727	6.40422727272727	-100	-100
"132"	"impression"	"V1_0"	"SC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.792	5.14822727272727	84.4545454545455	82.7272727272727
"133"	"impression"	"V1_0"	"SC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	5.67577272727273	5.05490909090909	85.3181818181818	91.6818181818182
"134"	"impression"	"V1_0"	"SCRC_co"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.70354545454545	8.10972727272727	60.3636363636364	55.6363636363636
"135"	"impression"	"V1_0"	"SCRC_in"	"script__E1Stims_3_W_GPT2M_LE0_OOV"	24887373	0.75	0.45	516252642	27553360	9.31172727272727	7.61786363636364	55.7272727272727	59.3181818181818
