"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.295	0.058	211.843	0
"RC.C"	-0.014	0.104	-0.139	0.889
"compatible.C"	0.357	0.104	3.436	0.001
"Item232_Critical_29"	-0.229	0.082	-2.792	0.005
"Item232_Critical_31"	-0.122	0.082	-1.485	0.138
"ItemCritical_0"	-8.971	0.082	-109.296	0
"ItemCritical_1"	-1.677	0.082	-20.435	0
"ItemCritical_10"	-8.894	0.082	-108.357	0
"ItemCritical_11"	-9.038	0.082	-110.117	0
"ItemCritical_12"	-8.981	0.082	-109.42	0
"ItemCritical_13"	-8.371	0.082	-101.984	0
"ItemCritical_14"	-8.384	0.082	-102.149	0
"ItemCritical_15"	-8.694	0.082	-105.923	0
"ItemCritical_16"	-8.402	0.082	-102.37	0
"ItemCritical_17"	-8.709	0.082	-106.101	0
"ItemCritical_18"	0.884	0.082	10.771	0
"ItemCritical_19"	-8.92	0.082	-108.677	0
"ItemCritical_2"	0.695	0.082	8.469	0
"ItemCritical_20"	-4.202	0.082	-51.2	0
"ItemCritical_21"	-9.175	0.082	-111.787	0
"ItemCritical_22"	-4.555	0.082	-55.489	0
"ItemCritical_23"	-2.018	0.082	-24.591	0
"ItemCritical_24"	-8.925	0.082	-108.735	0
"ItemCritical_25"	-8.563	0.082	-104.331	0
"ItemCritical_26"	-0.543	0.082	-6.619	0
"ItemCritical_27"	-5.948	0.082	-72.469	0
"ItemCritical_28"	1.745	0.082	21.255	0
"ItemCritical_29"	1.051	0.082	12.802	0
"ItemCritical_3"	-9.229	0.082	-112.439	0
"ItemCritical_30"	-8.644	0.082	-105.315	0
"ItemCritical_31"	-3.922	0.082	-47.789	0
"ItemCritical_32"	-2.946	0.082	-35.894	0
"ItemCritical_33"	-0.187	0.082	-2.274	0.023
"ItemCritical_34"	-1.52	0.082	-18.524	0
"ItemCritical_35"	0.088	0.082	1.067	0.286
"ItemCritical_36"	0.037	0.082	0.454	0.65
"ItemCritical_4"	-8.861	0.082	-107.952	0
