"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.262	0.043	305.307	0
"RC.C"	-0.066	0.078	-0.854	0.393
"compatible.C"	-0.023	0.078	-0.298	0.766
"Item232_Critical_29"	-0.991	0.061	-16.126	0
"Item232_Critical_31"	-0.77	0.061	-12.535	0
"ItemCritical_0"	-7.632	0.061	-124.235	0
"ItemCritical_1"	-0.859	0.061	-13.976	0
"ItemCritical_10"	-7.141	0.061	-116.237	0
"ItemCritical_11"	-7.673	0.061	-124.897	0
"ItemCritical_12"	-6.833	0.061	-111.222	0
"ItemCritical_13"	-6.794	0.061	-110.594	0
"ItemCritical_14"	-6.981	0.061	-113.63	0
"ItemCritical_15"	-7.221	0.061	-117.54	0
"ItemCritical_16"	-8.579	0.061	-139.641	0
"ItemCritical_17"	-7.053	0.061	-114.8	0
"ItemCritical_18"	0.34	0.061	5.537	0
"ItemCritical_19"	-7.664	0.061	-124.748	0
"ItemCritical_2"	0.002	0.061	0.026	0.979
"ItemCritical_20"	-2.602	0.061	-42.359	0
"ItemCritical_21"	-7.603	0.061	-123.761	0
"ItemCritical_22"	-3.047	0.061	-49.605	0
"ItemCritical_23"	-1.448	0.061	-23.576	0
"ItemCritical_24"	-8.018	0.061	-130.52	0
"ItemCritical_25"	-7.696	0.061	-125.282	0
"ItemCritical_26"	-0.365	0.061	-5.946	0
"ItemCritical_27"	-6.089	0.061	-99.119	0
"ItemCritical_28"	3.199	0.061	52.081	0
"ItemCritical_29"	1.073	0.061	17.463	0
"ItemCritical_3"	-6.67	0.061	-108.576	0
"ItemCritical_30"	-8.065	0.061	-131.274	0
"ItemCritical_31"	-3.547	0.061	-57.74	0
"ItemCritical_32"	-2.451	0.061	-39.89	0
"ItemCritical_33"	-0.483	0.061	-7.861	0
"ItemCritical_34"	-0.547	0.061	-8.902	0
"ItemCritical_35"	0.042	0.061	0.68	0.496
"ItemCritical_36"	0.4	0.061	6.512	0
"ItemCritical_4"	-7.575	0.061	-123.307	0
"ItemCritical_5"	-3.564	0.061	-58.013	0
"ItemCritical_7"	-7.728	0.061	-125.802	0
"ItemCritical_8"	-8.005	0.061	-130.297	0
"ItemCritical_9"	-6.886	0.061	-112.088	0
"ItemMixed_1"	0.792	0.061	12.899	0
"ItemMixed_11"	-4.274	0.061	-69.577	0
"ItemMixed_12"	-3.551	0.061	-57.795	0
"ItemMixed_13"	-3.427	0.061	-55.782	0
"ItemMixed_14"	-7.982	0.061	-129.929	0
"ItemMixed_15"	0.522	0.061	8.495	0
"ItemMixed_16"	-1.336	0.061	-21.747	0
"ItemMixed_17"	-7.782	0.061	-126.67	0
"ItemMixed_18"	-7.589	0.061	-123.534	0
"ItemMixed_19"	-1.81	0.061	-29.459	0
"ItemMixed_2"	-2.51	0.061	-40.853	0
"ItemMixed_21"	-5.201	0.061	-84.659	0
"ItemMixed_22"	2.008	0.061	32.686	0
"ItemMixed_23"	-3.864	0.061	-62.899	0
"ItemMixed_24"	-0.882	0.061	-14.352	0
"ItemMixed_25"	-3.634	0.061	-59.159	0
"ItemMixed_26"	-3.122	0.061	-50.824	0
"ItemMixed_27"	-5.556	0.061	-90.435	0
"ItemMixed_28"	-2.354	0.061	-38.324	0
"ItemMixed_29"	-7.622	0.061	-124.071	0
"ItemMixed_3"	-6.802	0.061	-110.716	0
"ItemMixed_30"	-2.263	0.061	-36.836	0
"ItemMixed_31"	2.891	0.061	47.059	0
"ItemMixed_32"	-5.747	0.061	-93.555	0
"ItemMixed_33"	-4.92	0.061	-80.091	0
"ItemMixed_34"	-8.142	0.061	-132.542	0
"ItemMixed_35"	1.272	0.061	20.702	0
"ItemMixed_36"	-0.585	0.061	-9.525	0
"ItemMixed_37"	-2.387	0.061	-38.85	0
"ItemMixed_38"	0.224	0.061	3.639	0
"ItemMixed_39"	-8.608	0.061	-140.122	0
"ItemMixed_4"	-7.731	0.061	-125.84	0
"ItemMixed_40"	-5.513	0.061	-89.74	0
"ItemMixed_41"	-2.593	0.061	-42.209	0
"ItemMixed_42"	0.332	0.061	5.397	0
"ItemMixed_43"	-5.297	0.061	-86.22	0
"ItemMixed_5"	-0.874	0.061	-14.226	0
"ItemMixed_6"	0.349	0.061	5.681	0
"ItemMixed_7"	-7.056	0.061	-114.851	0
"ItemMixed_8"	-5.951	0.061	-96.878	0
"ItemMixed_9"	-7.513	0.061	-122.3	0
"Item232_Critical_0"	-7.751	0.061	-126.177	0
"Item232_Critical_1"	-3.952	0.061	-64.329	0
"Item232_Critical_10"	-7.996	0.061	-130.15	0
"Item232_Critical_11"	-2.376	0.061	-38.674	0
"Item232_Critical_12"	-2.265	0.061	-36.875	0
"Item232_Critical_13"	-4.02	0.061	-65.435	0
"Item232_Critical_14"	-7.187	0.061	-116.987	0
"Item232_Critical_15"	-3.653	0.061	-59.467	0
"Item232_Critical_16"	-2.073	0.061	-33.742	0
"Item232_Critical_17"	-8.686	0.061	-141.393	0
"Item232_Critical_18"	-8.157	0.061	-132.786	0
"Item232_Critical_19"	-2.669	0.061	-43.449	0
"Item232_Critical_2"	-8.433	0.061	-137.266	0
"Item232_Critical_20"	-5.055	0.061	-82.283	0
"Item232_Critical_21"	-1.734	0.061	-28.223	0
"Item232_Critical_23"	-4.722	0.061	-76.86	0
"Item232_Critical_24"	-4.461	0.061	-72.613	0
"Item232_Critical_25"	-8.09	0.061	-131.696	0
"Item232_Critical_26"	-8.23	0.061	-133.961	0
"Item232_Critical_27"	-1.981	0.061	-32.241	0
"Item232_Critical_28"	-4.187	0.061	-68.16	0
"Item232_Critical_3"	-6.768	0.061	-110.171	0
"Item232_Critical_30"	-8.353	0.061	-135.962	0
"Item232_Critical_4"	-0.275	0.061	-4.48	0
"Item232_Critical_5"	-4.722	0.061	-76.867	0
"Item232_Critical_6"	-5.509	0.061	-89.678	0
"Item232_Critical_7"	-3.002	0.061	-48.865	0
"Item232_Critical_8"	-3.55	0.061	-57.784	0
"Item232_Critical_9"	-8.135	0.061	-132.424	0
"Item238_Critical_Vadv1"	0.004	0.11	0.034	0.973
"Item238_Critical_VAdv1"	-0.034	0.11	-0.309	0.757
"Item238_Critical_Vadv2"	1.512	0.061	24.607	0
"Item238_Critical_Vadv3"	-4.732	0.061	-77.031	0
"Item238_Critical_Vadv5"	-4.024	0.061	-65.498	0
"Item238_Critical_Vadv6"	-4.125	0.061	-67.139	0
"Item238_Critical_Vadv7"	-3.565	0.061	-58.026	0
"Item238_Critical_Vadv8"	-7.665	0.061	-124.765	0
"Item238_Critical_Vadv9"	-3.919	0.061	-63.798	0
"Item238_Critical_VN1"	-8.099	0.061	-131.84	0
"Item238_Critical_VN2"	-3.554	0.061	-57.851	0
"Item238_Critical_VN3"	-2.441	0.061	-39.737	0
"Item238_Critical_VN5"	-0.536	0.061	-8.721	0
"ItemCritical_6"	-7.578	0.061	-123.353	0
"EmbBias.C"	-0.036	0.04	-0.912	0.362
"SC.C"	1.297	0.087	14.932	0
"RC.C:compatible.C"	0.145	0.155	0.934	0.35
"RC.C:Item232_Critical_29"	0.303	0.11	2.76	0.006
"RC.C:Item232_Critical_31"	-0.013	0.11	-0.114	0.909
"RC.C:ItemCritical_0"	0.132	0.11	1.198	0.231
"RC.C:ItemCritical_1"	0.193	0.11	1.752	0.08
"RC.C:ItemCritical_10"	-0.098	0.11	-0.888	0.375
"RC.C:ItemCritical_11"	0.111	0.11	1.013	0.311
"RC.C:ItemCritical_12"	-0.115	0.11	-1.05	0.294
"RC.C:ItemCritical_13"	-0.033	0.11	-0.297	0.766
"RC.C:ItemCritical_14"	0.135	0.11	1.229	0.219
"RC.C:ItemCritical_15"	0.054	0.11	0.489	0.625
"RC.C:ItemCritical_16"	-0.419	0.11	-3.814	0
"RC.C:ItemCritical_17"	0.022	0.11	0.199	0.842
"RC.C:ItemCritical_18"	-0.041	0.11	-0.37	0.711
"RC.C:ItemCritical_19"	0.13	0.11	1.179	0.238
"RC.C:ItemCritical_2"	0.02	0.11	0.185	0.853
