"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.722	0.069	183.859	0
"RC.C"	0.051	0.124	0.409	0.683
"compatible.C"	-0.073	0.124	-0.59	0.555
"Item232_Critical_29"	-1.082	0.098	-11.061	0
"Item232_Critical_31"	-0.214	0.098	-2.191	0.028
"ItemCritical_0"	-8.123	0.098	-83.014	0
"ItemCritical_1"	-1.37	0.098	-14.005	0
"ItemCritical_10"	-7.588	0.098	-77.544	0
"ItemCritical_11"	-7.554	0.098	-77.199	0
"ItemCritical_12"	-7.399	0.098	-75.616	0
"ItemCritical_13"	-7.343	0.098	-75.043	0
"ItemCritical_14"	-6.906	0.098	-70.576	0
"ItemCritical_15"	-7.418	0.098	-75.805	0
"ItemCritical_16"	-7.201	0.098	-73.591	0
"ItemCritical_17"	-7.251	0.098	-74.106	0
"ItemCritical_18"	1.083	0.098	11.073	0
"ItemCritical_19"	-7.634	0.098	-78.013	0
"ItemCritical_2"	0.857	0.098	8.762	0
"ItemCritical_20"	-2.971	0.098	-30.36	0
"ItemCritical_21"	-7.864	0.098	-80.368	0
"ItemCritical_22"	-3.593	0.098	-36.72	0
"ItemCritical_23"	-1.522	0.098	-15.556	0
"ItemCritical_24"	-8.239	0.098	-84.199	0
"ItemCritical_25"	-8.141	0.098	-83.197	0
"ItemCritical_26"	-0.197	0.098	-2.01	0.044
"ItemCritical_27"	-5.607	0.098	-57.296	0
"ItemCritical_28"	3.032	0.098	30.983	0
"ItemCritical_29"	1.359	0.098	13.892	0
"ItemCritical_3"	-8.063	0.098	-82.394	0
"ItemCritical_30"	-7.935	0.098	-81.087	0
"ItemCritical_31"	-3.015	0.098	-30.812	0
"ItemCritical_32"	-2.322	0.098	-23.734	0
"ItemCritical_33"	-0.422	0.098	-4.309	0
"ItemCritical_34"	-0.889	0.098	-9.082	0
"ItemCritical_35"	0.001	0.098	0.014	0.989
"ItemCritical_36"	0.463	0.098	4.729	0
"ItemCritical_4"	-7.518	0.098	-76.829	0
"ItemCritical_5"	-3.512	0.098	-35.892	0
"ItemCritical_7"	-7.824	0.098	-79.957	0
"ItemCritical_8"	-7.924	0.098	-80.976	0
"ItemCritical_9"	-7.058	0.098	-72.126	0
"ItemMixed_1"	1.398	0.098	14.29	0
"ItemMixed_11"	-4.318	0.098	-44.127	0
"ItemMixed_12"	-3.062	0.098	-31.294	0
"ItemMixed_13"	-4.013	0.098	-41.008	0
"ItemMixed_14"	-7	0.098	-71.54	0
"ItemMixed_15"	1.088	0.098	11.121	0
"ItemMixed_16"	-1.192	0.098	-12.18	0
"ItemMixed_17"	-8.183	0.098	-83.628	0
"ItemMixed_18"	-7.595	0.098	-77.613	0
"ItemMixed_19"	-0.293	0.098	-2.994	0.003
"ItemMixed_2"	-3.067	0.098	-31.34	0
"ItemMixed_21"	-4.996	0.098	-51.054	0
"ItemMixed_22"	1.719	0.098	17.566	0
"ItemMixed_23"	-2.854	0.098	-29.171	0
"ItemMixed_24"	-1.499	0.098	-15.321	0
"ItemMixed_25"	-4.591	0.098	-46.919	0
"ItemMixed_26"	-2.444	0.098	-24.975	0
"ItemMixed_27"	-5.163	0.098	-52.761	0
"ItemMixed_28"	-3.199	0.098	-32.69	0
"ItemMixed_29"	-8.081	0.098	-82.584	0
"ItemMixed_3"	-7.36	0.098	-75.217	0
"ItemMixed_30"	-3.332	0.098	-34.052	0
"ItemMixed_31"	3.309	0.098	33.814	0
"ItemMixed_32"	-5.174	0.098	-52.878	0
"ItemMixed_33"	-5.756	0.098	-58.82	0
"ItemMixed_34"	-8.021	0.098	-81.974	0
"ItemMixed_35"	1.838	0.098	18.783	0
"ItemMixed_36"	-0.315	0.098	-3.221	0.001
"ItemMixed_37"	-2.594	0.098	-26.509	0
"ItemMixed_38"	0.178	0.098	1.819	0.069
"ItemMixed_39"	-7.361	0.098	-75.226	0
"ItemMixed_4"	-7.43	0.098	-75.935	0
"ItemMixed_40"	-4.823	0.098	-49.292	0
"ItemMixed_41"	-2.904	0.098	-29.682	0
"ItemMixed_42"	-0.23	0.098	-2.352	0.019
"ItemMixed_43"	-5.445	0.098	-55.642	0
"ItemMixed_5"	-0.535	0.098	-5.468	0
"ItemMixed_6"	1.07	0.098	10.939	0
"ItemMixed_7"	-7.783	0.098	-79.533	0
"ItemMixed_8"	-5.522	0.098	-56.427	0
"ItemMixed_9"	-7.856	0.098	-80.282	0
"Item232_Critical_0"	-8.272	0.098	-84.534	0
"Item232_Critical_1"	-4.157	0.098	-42.485	0
"Item232_Critical_10"	-6.384	0.098	-65.24	0
"Item232_Critical_11"	-2.791	0.098	-28.526	0
"Item232_Critical_12"	-1.828	0.098	-18.684	0
"Item232_Critical_13"	-3.888	0.098	-39.73	0
"Item232_Critical_14"	-8.039	0.098	-82.154	0
"Item232_Critical_15"	-3.156	0.098	-32.253	0
"Item232_Critical_16"	-2.56	0.098	-26.166	0
"Item232_Critical_17"	-8.269	0.098	-84.506	0
"Item232_Critical_18"	-8.03	0.098	-82.065	0
"Item232_Critical_19"	-3.084	0.098	-31.521	0
