"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.91	0.059	219.407	0
"RC.C"	0.18	0.105	1.709	0.088
"compatible.C"	-0.173	0.105	-1.64	0.101
"Item232_Critical_29"	-1.023	0.083	-12.29	0
"Item232_Critical_31"	-0.411	0.083	-4.942	0
"ItemCritical_0"	-7.722	0.083	-92.799	0
"ItemCritical_1"	-1.043	0.083	-12.534	0
"ItemCritical_10"	-7.556	0.083	-90.804	0
"ItemCritical_11"	-7.789	0.083	-93.601	0
"ItemCritical_12"	-7.369	0.083	-88.559	0
"ItemCritical_13"	-7.119	0.083	-85.553	0
"ItemCritical_14"	-6.93	0.083	-83.284	0
"ItemCritical_15"	-7.318	0.083	-87.937	0
"ItemCritical_16"	-7.68	0.083	-92.289	0
"ItemCritical_17"	-7.368	0.083	-88.544	0
"ItemCritical_18"	0.85	0.083	10.215	0
"ItemCritical_19"	-7.736	0.083	-92.968	0
"ItemCritical_2"	0.641	0.083	7.703	0
"ItemCritical_20"	-2.598	0.083	-31.221	0
"ItemCritical_21"	-7.862	0.083	-94.484	0
"ItemCritical_22"	-3.276	0.083	-39.364	0
"ItemCritical_23"	-1.636	0.083	-19.664	0
"ItemCritical_24"	-8.195	0.083	-98.477	0
"ItemCritical_25"	-8.069	0.083	-96.965	0
"ItemCritical_26"	-0.132	0.083	-1.586	0.113
"ItemCritical_27"	-5.884	0.083	-70.704	0
"ItemCritical_28"	3.083	0.083	37.046	0
"ItemCritical_29"	1.194	0.083	14.343	0
"ItemCritical_3"	-7.383	0.083	-88.725	0
"ItemCritical_30"	-8.143	0.083	-97.861	0
"ItemCritical_31"	-3.264	0.083	-39.222	0
"ItemCritical_32"	-2.313	0.083	-27.793	0
"ItemCritical_33"	-0.441	0.083	-5.294	0
"ItemCritical_34"	-0.704	0.083	-8.464	0
"ItemCritical_35"	0.013	0.083	0.158	0.875
"ItemCritical_36"	0.553	0.083	6.647	0
"ItemCritical_4"	-7.548	0.083	-90.702	0
"ItemCritical_5"	-3.519	0.083	-42.29	0
"ItemCritical_7"	-7.611	0.083	-91.459	0
"ItemCritical_8"	-7.852	0.083	-94.361	0
"ItemCritical_9"	-7.204	0.083	-86.57	0
"ItemMixed_1"	1.365	0.083	16.401	0
"ItemMixed_11"	-4.373	0.083	-52.556	0
"ItemMixed_12"	-3.455	0.083	-41.517	0
"ItemMixed_13"	-3.864	0.083	-46.429	0
"ItemMixed_14"	-7.401	0.083	-88.939	0
"ItemMixed_15"	0.711	0.083	8.548	0
"ItemMixed_16"	-1.357	0.083	-16.304	0
"ItemMixed_17"	-7.94	0.083	-95.42	0
"ItemMixed_18"	-7.489	0.083	-89.997	0
"ItemMixed_19"	-0.883	0.083	-10.614	0
"ItemMixed_2"	-2.94	0.083	-35.33	0
"ItemMixed_21"	-5.047	0.083	-60.647	0
"ItemMixed_22"	1.643	0.083	19.747	0
"ItemMixed_23"	-3.239	0.083	-38.925	0
"ItemMixed_24"	-1.161	0.083	-13.952	0
"ItemMixed_25"	-4.102	0.083	-49.3	0
"ItemMixed_26"	-2.477	0.083	-29.771	0
"ItemMixed_27"	-5.357	0.083	-64.37	0
"ItemMixed_28"	-3.216	0.083	-38.653	0
"ItemMixed_29"	-7.929	0.083	-95.285	0
"ItemMixed_3"	-7.145	0.083	-85.863	0
"ItemMixed_30"	-3.31	0.083	-39.777	0
"ItemMixed_31"	3.134	0.083	37.658	0
"ItemMixed_32"	-5.491	0.083	-65.989	0
"ItemMixed_33"	-5.613	0.083	-67.449	0
"ItemMixed_34"	-8.128	0.083	-97.679	0
"ItemMixed_35"	1.645	0.083	19.77	0
"ItemMixed_36"	-0.417	0.083	-5.014	0
"ItemMixed_37"	-2.407	0.083	-28.923	0
"ItemMixed_38"	0.139	0.083	1.667	0.096
"ItemMixed_39"	-7.707	0.083	-92.621	0
"ItemMixed_4"	-7.377	0.083	-88.652	0
"ItemMixed_40"	-4.872	0.083	-58.548	0
"ItemMixed_41"	-2.82	0.083	-33.89	0
"ItemMixed_42"	0.059	0.083	0.714	0.475
"ItemMixed_43"	-5.439	0.083	-65.358	0
"ItemMixed_5"	-0.693	0.083	-8.334	0
"ItemMixed_6"	0.85	0.083	10.214	0
"ItemMixed_7"	-7.373	0.083	-88.601	0
"ItemMixed_8"	-5.556	0.083	-66.772	0
"ItemMixed_9"	-7.765	0.083	-93.311	0
"Item232_Critical_0"	-8.224	0.083	-98.823	0
"Item232_Critical_1"	-4.144	0.083	-49.802	0
"Item232_Critical_10"	-6.697	0.083	-80.474	0
"Item232_Critical_11"	-2.812	0.083	-33.79	0
"Item232_Critical_12"	-1.812	0.083	-21.778	0
"Item232_Critical_13"	-4.135	0.083	-49.692	0
"Item232_Critical_14"	-7.755	0.083	-93.191	0
"Item232_Critical_15"	-3.484	0.083	-41.872	0
"Item232_Critical_16"	-2.529	0.083	-30.389	0
"Item232_Critical_17"	-8.346	0.083	-100.289	0
"Item232_Critical_18"	-8.156	0.083	-98.015	0
"Item232_Critical_19"	-3.109	0.083	-37.358	0
"Item232_Critical_2"	-8.27	0.083	-99.384	0
"Item232_Critical_20"	-4.83	0.083	-58.038	0
"Item232_Critical_21"	-1.49	0.083	-17.9	0
"Item232_Critical_23"	-4.287	0.083	-51.514	0
"Item232_Critical_24"	-3.859	0.083	-46.379	0
"Item232_Critical_25"	-7.735	0.083	-92.952	0
"Item232_Critical_26"	-7.806	0.083	-93.808	0
"Item232_Critical_27"	-1.796	0.083	-21.583	0
"Item232_Critical_28"	-4.033	0.083	-48.464	0
"Item232_Critical_3"	-7.111	0.083	-85.451	0
"Item232_Critical_30"	-7.882	0.083	-94.719	0
"Item232_Critical_4"	-0.037	0.083	-0.441	0.659
"Item232_Critical_5"	-4.564	0.083	-54.849	0
"Item232_Critical_6"	-5.513	0.083	-66.251	0
"Item232_Critical_7"	-2.977	0.083	-35.777	0
"Item232_Critical_8"	-3.65	0.083	-43.859	0
"Item232_Critical_9"	-8.215	0.083	-98.726	0
"Item238_Critical_Vadv1"	-0.015	0.149	-0.102	0.919
"Item238_Critical_VAdv1"	-0.014	0.149	-0.094	0.925
"Item238_Critical_Vadv2"	1.939	0.083	23.296	0
"Item238_Critical_Vadv3"	-4.595	0.083	-55.224	0
"Item238_Critical_Vadv5"	-3.376	0.083	-40.572	0
"Item238_Critical_Vadv6"	-3.636	0.083	-43.699	0
"Item238_Critical_Vadv7"	-2.899	0.083	-34.841	0
"Item238_Critical_Vadv8"	-8.178	0.083	-98.271	0
"Item238_Critical_Vadv9"	-3.516	0.083	-42.255	0
"Item238_Critical_VN1"	-8.178	0.083	-98.281	0
"Item238_Critical_VN2"	-3.23	0.083	-38.811	0
"Item238_Critical_VN3"	-2.305	0.083	-27.701	0
"Item238_Critical_VN5"	-0.757	0.083	-9.101	0
"ItemCritical_6"	-7.629	0.083	-91.676	0
"EmbBias.C"	0.097	0.054	1.798	0.072
"SC.C"	0.067	0.118	0.57	0.569
"RC.C:compatible.C"	-0.004	0.211	-0.021	0.984
"RC.C:Item232_Critical_29"	-0.67	0.149	-4.502	0
"RC.C:Item232_Critical_31"	-0.312	0.149	-2.094	0.036
"RC.C:ItemCritical_0"	0.199	0.149	1.335	0.182
"RC.C:ItemCritical_1"	-0.214	0.149	-1.441	0.15
"RC.C:ItemCritical_10"	1.51	0.149	10.142	0
"RC.C:ItemCritical_11"	2.214	0.149	14.873	0
"RC.C:ItemCritical_12"	0.944	0.149	6.344	0
"RC.C:ItemCritical_13"	3.097	0.149	20.808	0
"RC.C:ItemCritical_14"	2.107	0.149	14.156	0
"RC.C:ItemCritical_15"	1.628	0.149	10.936	0
"RC.C:ItemCritical_16"	0.419	0.149	2.815	0.005
"RC.C:ItemCritical_17"	2.783	0.149	18.692	0
"RC.C:ItemCritical_18"	0.236	0.149	1.586	0.113
"RC.C:ItemCritical_19"	2.916	0.149	19.586	0
"RC.C:ItemCritical_2"	-0.388	0.149	-2.608	0.009
"RC.C:ItemCritical_20"	1.439	0.149	9.665	0
"RC.C:ItemCritical_21"	1.67	0.149	11.221	0
"RC.C:ItemCritical_22"	2.235	0.149	15.012	0
"RC.C:ItemCritical_23"	-0.711	0.149	-4.776	0
"RC.C:ItemCritical_24"	1.12	0.149	7.525	0
