"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.151	0.059	206.344	0
"RC.C"	-0.509	0.105	-4.835	0
"compatible.C"	0.426	0.105	4.046	0
"Item232_Critical_29"	-0.042	0.083	-0.498	0.618
"Item232_Critical_31"	-0.049	0.083	-0.592	0.554
"ItemCritical_0"	-8.934	0.083	-107.284	0
"ItemCritical_1"	-1.66	0.083	-19.931	0
"ItemCritical_10"	-8.92	0.083	-107.113	0
"ItemCritical_11"	-8.945	0.083	-107.415	0
"ItemCritical_12"	-8.884	0.083	-106.682	0
"ItemCritical_13"	-8.277	0.083	-99.387	0
"ItemCritical_14"	-8.303	0.083	-99.703	0
"ItemCritical_15"	-8.684	0.083	-104.277	0
"ItemCritical_16"	-8.324	0.083	-99.958	0
"ItemCritical_17"	-8.63	0.083	-103.636	0
"ItemCritical_18"	1.01	0.083	12.126	0
"ItemCritical_19"	-8.838	0.083	-106.123	0
"ItemCritical_2"	0.824	0.083	9.896	0
"ItemCritical_20"	-4.127	0.083	-49.562	0
"ItemCritical_21"	-9.102	0.083	-109.296	0
"ItemCritical_22"	-4.462	0.083	-53.579	0
"ItemCritical_23"	-2.039	0.083	-24.483	0
"ItemCritical_24"	-8.916	0.083	-107.062	0
"ItemCritical_25"	-8.475	0.083	-101.772	0
"ItemCritical_26"	-0.49	0.083	-5.885	0
"ItemCritical_27"	-5.825	0.083	-69.953	0
"ItemCritical_28"	1.645	0.083	19.749	0
"ItemCritical_29"	1.118	0.083	13.421	0
"ItemCritical_3"	-9.144	0.083	-109.797	0
"ItemCritical_30"	-8.766	0.083	-105.268	0
"ItemCritical_31"	-3.872	0.083	-46.5	0
"ItemCritical_32"	-3.139	0.083	-37.692	0
"ItemCritical_33"	-0.082	0.083	-0.987	0.324
"ItemCritical_34"	-1.531	0.083	-18.389	0
"ItemCritical_35"	0.095	0.083	1.136	0.256
"ItemCritical_36"	0.08	0.083	0.965	0.334
"ItemCritical_4"	-8.902	0.083	-106.892	0
"ItemCritical_5"	-4.717	0.083	-56.643	0
"ItemCritical_7"	-8.845	0.083	-106.217	0
"ItemCritical_8"	-8.826	0.083	-105.979	0
"ItemCritical_9"	-8.605	0.083	-103.331	0
"ItemMixed_1"	1.1	0.083	13.21	0
"ItemMixed_11"	-4.21	0.083	-50.556	0
"ItemMixed_12"	-4.423	0.083	-53.117	0
"ItemMixed_13"	-4.748	0.083	-57.017	0
"ItemMixed_14"	-6.636	0.083	-79.69	0
"ItemMixed_15"	0.092	0.083	1.102	0.271
"ItemMixed_16"	-2.21	0.083	-26.537	0
"ItemMixed_17"	-9.013	0.083	-108.224	0
"ItemMixed_18"	-8.712	0.083	-104.621	0
"ItemMixed_19"	-1.409	0.083	-16.919	0
"ItemMixed_2"	-4.203	0.083	-50.475	0
"ItemMixed_21"	-6.081	0.083	-73.025	0
"ItemMixed_22"	1.778	0.083	21.351	0
"ItemMixed_23"	-4.168	0.083	-50.049	0
"ItemMixed_24"	-2.131	0.083	-25.591	0
"ItemMixed_25"	-5.299	0.083	-63.634	0
"ItemMixed_26"	-3.845	0.083	-46.173	0
"ItemMixed_27"	-5.432	0.083	-65.224	0
"ItemMixed_28"	-4.255	0.083	-51.089	0
"ItemMixed_29"	-8.979	0.083	-107.827	0
"ItemMixed_3"	-8.276	0.083	-99.383	0
"ItemMixed_30"	-4.327	0.083	-51.959	0
"ItemMixed_31"	2.62	0.083	31.46	0
"ItemMixed_32"	-5.34	0.083	-64.125	0
"ItemMixed_33"	-5.71	0.083	-68.569	0
"ItemMixed_34"	-8.764	0.083	-105.241	0
"ItemMixed_35"	1.742	0.083	20.913	0
"ItemMixed_36"	-1.039	0.083	-12.479	0
"ItemMixed_37"	-3.917	0.083	-47.041	0
"ItemMixed_38"	-0.774	0.083	-9.291	0
"ItemMixed_39"	-8.552	0.083	-102.698	0
"ItemMixed_4"	-8.627	0.083	-103.597	0
"ItemMixed_40"	-5.424	0.083	-65.13	0
"ItemMixed_41"	-4.233	0.083	-50.83	0
"ItemMixed_42"	-1.433	0.083	-17.204	0
"ItemMixed_43"	-5.886	0.083	-70.675	0
"ItemMixed_5"	-1.341	0.083	-16.104	0
"ItemMixed_6"	1.003	0.083	12.039	0
"ItemMixed_7"	-8.883	0.083	-106.663	0
"ItemMixed_8"	-5.766	0.083	-69.242	0
"ItemMixed_9"	-8.909	0.083	-106.985	0
"Item232_Critical_0"	-8.768	0.083	-105.292	0
"Item232_Critical_1"	-4.482	0.083	-53.825	0
"Item232_Critical_10"	-6.861	0.083	-82.387	0
"Item232_Critical_11"	-3.388	0.083	-40.68	0
"Item232_Critical_12"	-1.896	0.083	-22.765	0
"Item232_Critical_13"	-4.141	0.083	-49.725	0
"Item232_Critical_14"	-8.996	0.083	-108.026	0
"Item232_Critical_15"	-3.527	0.083	-42.358	0
"Item232_Critical_16"	-3.216	0.083	-38.617	0
"Item232_Critical_17"	-8.825	0.083	-105.97	0
"Item232_Critical_18"	-8.499	0.083	-102.053	0
"Item232_Critical_19"	-3.903	0.083	-46.865	0
"Item232_Critical_2"	-8.697	0.083	-104.438	0
"Item232_Critical_20"	-4.756	0.083	-57.112	0
"Item232_Critical_21"	-1.635	0.083	-19.63	0
"Item232_Critical_23"	-3.831	0.083	-45.999	0
"Item232_Critical_24"	-3.967	0.083	-47.636	0
"Item232_Critical_25"	-8.92	0.083	-107.108	0
"Item232_Critical_26"	-8.845	0.083	-106.216	0
"Item232_Critical_27"	-1.953	0.083	-23.458	0
"Item232_Critical_28"	-3.883	0.083	-46.625	0
"Item232_Critical_3"	-8.037	0.083	-96.514	0
"Item232_Critical_30"	-8.768	0.083	-105.289	0
"Item232_Critical_4"	-0.396	0.083	-4.761	0
"Item232_Critical_5"	-4.738	0.083	-56.896	0
"Item232_Critical_6"	-5.946	0.083	-71.397	0
"Item232_Critical_7"	-2.798	0.083	-33.605	0
"Item232_Critical_8"	-4.284	0.083	-51.445	0
"Item232_Critical_9"	-8.657	0.083	-103.954	0
"Item238_Critical_Vadv1"	0	0.149	0	1
"Item238_Critical_VAdv1"	0	0.149	0	1
"Item238_Critical_Vadv2"	1.465	0.083	17.594	0
"Item238_Critical_Vadv3"	-5.309	0.083	-63.754	0
"Item238_Critical_Vadv5"	-3.854	0.083	-46.277	0
"Item238_Critical_Vadv6"	-3.283	0.083	-39.427	0
"Item238_Critical_Vadv7"	-3.622	0.083	-43.498	0
"Item238_Critical_Vadv8"	-9.163	0.083	-110.032	0
"Item238_Critical_Vadv9"	-4.286	0.083	-51.463	0
"Item238_Critical_VN1"	-8.764	0.083	-105.238	0
"Item238_Critical_VN2"	-3.871	0.083	-46.48	0
"Item238_Critical_VN3"	-3.137	0.083	-37.671	0
"Item238_Critical_VN5"	-1.53	0.083	-18.369	0
"ItemCritical_6"	-8.647	0.083	-103.835	0
"EmbBias.C"	0.05	0.054	0.934	0.351
"SC.C"	-1.378	0.118	-11.698	0
"RC.C:compatible.C"	1.087	0.211	5.16	0
"RC.C:Item232_Critical_29"	0.504	0.149	3.381	0.001
"RC.C:Item232_Critical_31"	0.163	0.149	1.095	0.273
"RC.C:ItemCritical_0"	0.068	0.149	0.459	0.646
"RC.C:ItemCritical_1"	0.672	0.149	4.51	0
"RC.C:ItemCritical_10"	0.35	0.149	2.348	0.019
"RC.C:ItemCritical_11"	0.552	0.149	3.705	0
"RC.C:ItemCritical_12"	0.411	0.149	2.76	0.006
"RC.C:ItemCritical_13"	0.261	0.149	1.752	0.08
"RC.C:ItemCritical_14"	0.25	0.149	1.679	0.093
"RC.C:ItemCritical_15"	0.43	0.149	2.884	0.004
"RC.C:ItemCritical_16"	0.367	0.149	2.465	0.014
"RC.C:ItemCritical_17"	0.9	0.149	6.041	0
"RC.C:ItemCritical_18"	0.581	0.149	3.897	0
"RC.C:ItemCritical_19"	0.844	0.149	5.667	0
"RC.C:ItemCritical_2"	1.402	0.149	9.414	0
"RC.C:ItemCritical_20"	-0.172	0.149	-1.156	0.248
"RC.C:ItemCritical_21"	0.431	0.149	2.893	0.004
"RC.C:ItemCritical_22"	0.1	0.149	0.672	0.502
"RC.C:ItemCritical_23"	0.002	0.149	0.015	0.988
"RC.C:ItemCritical_24"	0.462	0.149	3.103	0.002
"RC.C:ItemCritical_25"	0.851	0.149	5.713	0
"RC.C:ItemCritical_26"	-0.338	0.149	-2.266	0.023
"RC.C:ItemCritical_27"	0.238	0.149	1.594	0.111
"RC.C:ItemCritical_28"	0.269	0.149	1.808	0.071
"RC.C:ItemCritical_29"	-0.272	0.149	-1.828	0.068
"RC.C:ItemCritical_3"	0.635	0.149	4.266	0
"RC.C:ItemCritical_30"	-0.135	0.149	-0.904	0.366
"RC.C:ItemCritical_31"	0.526	0.149	3.531	0
"RC.C:ItemCritical_32"	0.583	0.149	3.914	0
"RC.C:ItemCritical_33"	0.963	0.149	6.466	0
"RC.C:ItemCritical_34"	0.353	0.149	2.371	0.018
"RC.C:ItemCritical_35"	0.562	0.149	3.772	0
"RC.C:ItemCritical_36"	0.31	0.149	2.083	0.037
"RC.C:ItemCritical_4"	0.103	0.149	0.691	0.49
"RC.C:ItemCritical_5"	0.08	0.149	0.54	0.589
"RC.C:ItemCritical_7"	0.279	0.149	1.873	0.061
"RC.C:ItemCritical_8"	0.816	0.149	5.478	0
"RC.C:ItemCritical_9"	-0.068	0.149	-0.456	0.649
"RC.C:ItemMixed_1"	1.696	0.149	11.387	0
"RC.C:ItemMixed_11"	0.74	0.149	4.965	0
"RC.C:ItemMixed_12"	0.114	0.149	0.762	0.446
"RC.C:ItemMixed_13"	0.26	0.149	1.748	0.081
"RC.C:ItemMixed_14"	2.302	0.149	15.452	0
"RC.C:ItemMixed_15"	0.176	0.149	1.18	0.238
"RC.C:ItemMixed_16"	-0.125	0.149	-0.841	0.4
"RC.C:ItemMixed_17"	0.79	0.149	5.303	0
"RC.C:ItemMixed_18"	0.104	0.149	0.696	0.486
"RC.C:ItemMixed_19"	-0.563	0.149	-3.779	0
"RC.C:ItemMixed_2"	-0.074	0.149	-0.494	0.622
"RC.C:ItemMixed_21"	0.297	0.149	1.994	0.046
"RC.C:ItemMixed_22"	0.544	0.149	3.655	0
"RC.C:ItemMixed_23"	0.1	0.149	0.668	0.504
"RC.C:ItemMixed_24"	0.189	0.149	1.265	0.206
"RC.C:ItemMixed_25"	-0.381	0.149	-2.559	0.011
"RC.C:ItemMixed_26"	1.034	0.149	6.944	0
"RC.C:ItemMixed_27"	1.304	0.149	8.751	0
"RC.C:ItemMixed_28"	0.411	0.149	2.756	0.006
"RC.C:ItemMixed_29"	0.287	0.149	1.925	0.054
"RC.C:ItemMixed_3"	0.264	0.149	1.773	0.076
"RC.C:ItemMixed_30"	0.66	0.149	4.431	0
"RC.C:ItemMixed_31"	-0.519	0.149	-3.482	0
"RC.C:ItemMixed_32"	0.392	0.149	2.633	0.008
"RC.C:ItemMixed_33"	0.664	0.149	4.458	0
"RC.C:ItemMixed_34"	0.208	0.149	1.393	0.164
"RC.C:ItemMixed_35"	0.303	0.149	2.037	0.042
"RC.C:ItemMixed_36"	-0.223	0.149	-1.498	0.134
"RC.C:ItemMixed_37"	-0.382	0.149	-2.566	0.01
"RC.C:ItemMixed_38"	-0.161	0.149	-1.08	0.28
"RC.C:ItemMixed_39"	0.475	0.149	3.19	0.001
"RC.C:ItemMixed_4"	0.415	0.149	2.786	0.005
"RC.C:ItemMixed_40"	0.606	0.149	4.068	0
"RC.C:ItemMixed_41"	-0.146	0.149	-0.981	0.327
"RC.C:ItemMixed_42"	0.469	0.149	3.148	0.002
"RC.C:ItemMixed_43"	0.686	0.149	4.606	0
"RC.C:ItemMixed_5"	0.186	0.149	1.246	0.213
"RC.C:ItemMixed_6"	0.635	0.149	4.26	0
"RC.C:ItemMixed_7"	0.34	0.149	2.282	0.022
"RC.C:ItemMixed_8"	0.783	0.149	5.259	0
"RC.C:ItemMixed_9"	0.196	0.149	1.315	0.189
"RC.C:Item232_Critical_0"	1.299	0.149	8.722	0
"RC.C:Item232_Critical_1"	0.868	0.149	5.827	0
"RC.C:Item232_Critical_10"	-2.167	0.149	-14.549	0
"RC.C:Item232_Critical_11"	-0.547	0.149	-3.671	0
"RC.C:Item232_Critical_12"	0.39	0.149	2.618	0.009
"RC.C:Item232_Critical_13"	0.547	0.149	3.669	0
"RC.C:Item232_Critical_14"	0.368	0.149	2.472	0.013
"RC.C:Item232_Critical_15"	0.555	0.149	3.723	0
"RC.C:Item232_Critical_16"	0.325	0.149	2.183	0.029
"RC.C:Item232_Critical_17"	-0.129	0.149	-0.869	0.385
"RC.C:Item232_Critical_18"	1.484	0.149	9.963	0
"RC.C:Item232_Critical_19"	0.84	0.149	5.638	0
"RC.C:Item232_Critical_2"	1.379	0.149	9.257	0
"RC.C:Item232_Critical_20"	0.352	0.149	2.361	0.018
"RC.C:Item232_Critical_21"	0.331	0.149	2.224	0.026
"RC.C:Item232_Critical_23"	0.305	0.149	2.048	0.041
