"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.384	0.062	200.081	0
"RC.C"	0.375	0.111	3.391	0.001
"compatible.C"	-0.183	0.111	-1.649	0.099
"Item232_Critical_29"	-0.893	0.088	-10.198	0
"Item232_Critical_31"	-0.103	0.088	-1.181	0.238
"ItemCritical_0"	-7.794	0.088	-89.047	0
"ItemCritical_1"	-1.185	0.088	-13.539	0
"ItemCritical_10"	-7.548	0.088	-86.235	0
"ItemCritical_11"	-6.861	0.088	-78.382	0
"ItemCritical_12"	-6.794	0.088	-77.624	0
"ItemCritical_13"	-6.774	0.088	-77.396	0
"ItemCritical_14"	-6.648	0.088	-75.957	0
"ItemCritical_15"	-7.139	0.088	-81.565	0
"ItemCritical_16"	-7.07	0.088	-80.77	0
"ItemCritical_17"	-6.948	0.088	-79.374	0
"ItemCritical_18"	0.979	0.088	11.182	0
"ItemCritical_19"	-7.138	0.088	-81.553	0
"ItemCritical_2"	0.68	0.088	7.77	0
"ItemCritical_20"	-2.086	0.088	-23.826	0
"ItemCritical_21"	-7.559	0.088	-86.358	0
"ItemCritical_22"	-2.86	0.088	-32.674	0
"ItemCritical_23"	-1.375	0.088	-15.709	0
"ItemCritical_24"	-8.146	0.088	-93.069	0
"ItemCritical_25"	-7.713	0.088	-88.12	0
"ItemCritical_26"	-0.052	0.088	-0.593	0.553
"ItemCritical_27"	-5.456	0.088	-62.338	0
"ItemCritical_28"	3.299	0.088	37.686	0
"ItemCritical_29"	1.756	0.088	20.06	0
"ItemCritical_3"	-6.797	0.088	-77.649	0
"ItemCritical_30"	-7.845	0.088	-89.632	0
"ItemCritical_31"	-2.877	0.088	-32.864	0
"ItemCritical_32"	-2.115	0.088	-24.161	0
"ItemCritical_33"	-0.239	0.088	-2.731	0.006
"ItemCritical_34"	-0.62	0.088	-7.084	0
"ItemCritical_35"	0.093	0.088	1.059	0.29
"ItemCritical_36"	0.501	0.088	5.721	0
"ItemCritical_4"	-7.525	0.088	-85.968	0
"ItemCritical_5"	-2.973	0.088	-33.968	0
"ItemCritical_7"	-8.125	0.088	-92.827	0
"ItemCritical_8"	-7.683	0.088	-87.775	0
"ItemCritical_9"	-6.696	0.088	-76.496	0
"ItemMixed_1"	1.474	0.088	16.84	0
"ItemMixed_11"	-4.071	0.088	-46.508	0
"ItemMixed_12"	-3.019	0.088	-34.496	0
"ItemMixed_13"	-3.725	0.088	-42.555	0
"ItemMixed_14"	-6.998	0.088	-79.951	0
"ItemMixed_15"	0.742	0.088	8.472	0
"ItemMixed_16"	-0.684	0.088	-7.816	0
"ItemMixed_17"	-8.029	0.088	-91.732	0
"ItemMixed_18"	-7.568	0.088	-86.458	0
"ItemMixed_19"	-0.389	0.088	-4.446	0
"ItemMixed_2"	-2.301	0.088	-26.293	0
"ItemMixed_21"	-4.664	0.088	-53.28	0
"ItemMixed_22"	2.167	0.088	24.754	0
"ItemMixed_23"	-2.896	0.088	-33.081	0
"ItemMixed_24"	-1.443	0.088	-16.491	0
"ItemMixed_25"	-3.359	0.088	-38.377	0
"ItemMixed_26"	-1.976	0.088	-22.577	0
"ItemMixed_27"	-4.868	0.088	-55.615	0
"ItemMixed_28"	-2.947	0.088	-33.671	0
"ItemMixed_29"	-7.731	0.088	-88.327	0
"ItemMixed_3"	-6.774	0.088	-77.395	0
"ItemMixed_30"	-2.923	0.088	-33.397	0
"ItemMixed_31"	3.55	0.088	40.558	0
"ItemMixed_32"	-4.977	0.088	-56.863	0
"ItemMixed_33"	-5.094	0.088	-58.2	0
"ItemMixed_34"	-7.788	0.088	-88.975	0
"ItemMixed_35"	2.102	0.088	24.011	0
"ItemMixed_36"	0.193	0.088	2.206	0.027
"ItemMixed_37"	-1.987	0.088	-22.696	0
"ItemMixed_38"	0.584	0.088	6.67	0
"ItemMixed_39"	-7.285	0.088	-83.225	0
"ItemMixed_4"	-7.24	0.088	-82.716	0
"ItemMixed_40"	-4.505	0.088	-51.473	0
"ItemMixed_41"	-2.572	0.088	-29.383	0
"ItemMixed_42"	0.407	0.088	4.648	0
"ItemMixed_43"	-5.15	0.088	-58.833	0
"ItemMixed_5"	-0.448	0.088	-5.121	0
"ItemMixed_6"	1.029	0.088	11.758	0
"ItemMixed_7"	-7.494	0.088	-85.613	0
"ItemMixed_8"	-5.073	0.088	-57.958	0
"ItemMixed_9"	-7.74	0.088	-88.432	0
"Item232_Critical_0"	-7.953	0.088	-90.861	0
"Item232_Critical_1"	-3.846	0.088	-43.938	0
"Item232_Critical_10"	-6.214	0.088	-70.993	0
"Item232_Critical_11"	-2.371	0.088	-27.082	0
"Item232_Critical_12"	-1.537	0.088	-17.558	0
"Item232_Critical_13"	-3.589	0.088	-41.005	0
"Item232_Critical_14"	-7.574	0.088	-86.533	0
"Item232_Critical_15"	-2.855	0.088	-32.614	0
"Item232_Critical_16"	-2.175	0.088	-24.847	0
"Item232_Critical_17"	-7.974	0.088	-91.096	0
"Item232_Critical_18"	-7.675	0.088	-87.681	0
"Item232_Critical_19"	-2.78	0.088	-31.755	0
"Item232_Critical_2"	-7.897	0.088	-90.222	0
"Item232_Critical_20"	-4.228	0.088	-48.307	0
"Item232_Critical_21"	-0.989	0.088	-11.304	0
"Item232_Critical_23"	-3.772	0.088	-43.089	0
"Item232_Critical_24"	-3.36	0.088	-38.384	0
"Item232_Critical_25"	-7.447	0.088	-85.083	0
"Item232_Critical_26"	-7.578	0.088	-86.582	0
"Item232_Critical_27"	-1.243	0.088	-14.206	0
"Item232_Critical_28"	-3.265	0.088	-37.298	0
"Item232_Critical_3"	-6.631	0.088	-75.754	0
"Item232_Critical_30"	-7.344	0.088	-83.906	0
"Item232_Critical_4"	0.118	0.088	1.345	0.179
"Item232_Critical_5"	-4.104	0.088	-46.887	0
"Item232_Critical_6"	-5.161	0.088	-58.961	0
"Item232_Critical_7"	-2.416	0.088	-27.601	0
"Item232_Critical_8"	-3.23	0.088	-36.9	0
"Item232_Critical_9"	-7.899	0.088	-90.24	0
"Item238_Critical_Vadv1"	0.101	0.157	0.644	0.52
"Item238_Critical_VAdv1"	0.077	0.157	0.493	0.622
"Item238_Critical_Vadv2"	2.201	0.088	25.149	0
"Item238_Critical_Vadv3"	-4.393	0.088	-50.191	0
"Item238_Critical_Vadv5"	-3.379	0.088	-38.609	0
"Item238_Critical_Vadv6"	-3.422	0.088	-39.091	0
"Item238_Critical_Vadv7"	-2.776	0.088	-31.715	0
"Item238_Critical_Vadv8"	-7.445	0.088	-85.061	0
"Item238_Critical_Vadv9"	-3.441	0.088	-39.314	0
"Item238_Critical_VN1"	-7.756	0.088	-88.615	0
"Item238_Critical_VN2"	-2.779	0.088	-31.745	0
"Item238_Critical_VN3"	-2.048	0.088	-23.4	0
"Item238_Critical_VN5"	-0.694	0.088	-7.926	0
"ItemCritical_6"	-7.182	0.088	-82.049	0
"EmbBias.C"	-0.083	0.057	-1.463	0.144
"SC.C"	-0.331	0.124	-2.671	0.008
"RC.C:compatible.C"	-0.18	0.221	-0.813	0.416
"RC.C:Item232_Critical_29"	-0.606	0.157	-3.869	0
"RC.C:Item232_Critical_31"	-0.273	0.157	-1.744	0.081
"RC.C:ItemCritical_0"	-0.175	0.157	-1.116	0.265
"RC.C:ItemCritical_1"	-0.1	0.157	-0.638	0.524
"RC.C:ItemCritical_10"	0.697	0.157	4.451	0
"RC.C:ItemCritical_11"	1.983	0.157	12.662	0
"RC.C:ItemCritical_12"	1.006	0.157	6.428	0
"RC.C:ItemCritical_13"	3.312	0.157	21.149	0
"RC.C:ItemCritical_14"	2.117	0.157	13.522	0
"RC.C:ItemCritical_15"	0.786	0.157	5.017	0
"RC.C:ItemCritical_16"	0.926	0.157	5.915	0
"RC.C:ItemCritical_17"	3.164	0.157	20.207	0
"RC.C:ItemCritical_18"	0.273	0.157	1.744	0.081
"RC.C:ItemCritical_19"	2.19	0.157	13.986	0
"RC.C:ItemCritical_2"	-0.539	0.157	-3.444	0.001
"RC.C:ItemCritical_20"	1.682	0.157	10.743	0
"RC.C:ItemCritical_21"	2.349	0.157	14.999	0
"RC.C:ItemCritical_22"	2.432	0.157	15.53	0
"RC.C:ItemCritical_23"	-1.015	0.157	-6.483	0
"RC.C:ItemCritical_24"	0.102	0.157	0.651	0.515
"RC.C:ItemCritical_25"	0.079	0.157	0.503	0.615
"RC.C:ItemCritical_26"	-0.722	0.157	-4.614	0
"RC.C:ItemCritical_27"	-0.361	0.157	-2.307	0.021
"RC.C:ItemCritical_28"	0.064	0.157	0.411	0.681
"RC.C:ItemCritical_29"	-0.941	0.157	-6.011	0
"RC.C:ItemCritical_3"	3.592	0.157	22.939	0
"RC.C:ItemCritical_30"	0.999	0.157	6.381	0
"RC.C:ItemCritical_31"	-0.738	0.157	-4.711	0
"RC.C:ItemCritical_32"	0.359	0.157	2.29	0.022
"RC.C:ItemCritical_33"	0.424	0.157	2.709	0.007
"RC.C:ItemCritical_34"	0.185	0.157	1.184	0.237
"RC.C:ItemCritical_35"	-0.801	0.157	-5.117	0
"RC.C:ItemCritical_36"	0.113	0.157	0.722	0.471
"RC.C:ItemCritical_4"	0.265	0.157	1.692	0.091
"RC.C:ItemCritical_5"	1.641	0.157	10.481	0
"RC.C:ItemCritical_7"	0.285	0.157	1.819	0.069
"RC.C:ItemCritical_8"	-0.431	0.157	-2.755	0.006
"RC.C:ItemCritical_9"	2.746	0.157	17.536	0
"RC.C:ItemMixed_1"	0.738	0.157	4.714	0
"RC.C:ItemMixed_11"	0.108	0.157	0.691	0.489
"RC.C:ItemMixed_12"	0.879	0.157	5.616	0
"RC.C:ItemMixed_13"	0.134	0.157	0.853	0.394
"RC.C:ItemMixed_14"	0.06	0.157	0.38	0.704
"RC.C:ItemMixed_15"	-0.652	0.157	-4.163	0
"RC.C:ItemMixed_16"	2.164	0.157	13.818	0
"RC.C:ItemMixed_17"	0.642	0.157	4.099	0
"RC.C:ItemMixed_18"	0.278	0.157	1.776	0.076
"RC.C:ItemMixed_19"	-0.219	0.157	-1.396	0.163
"RC.C:ItemMixed_2"	0.48	0.157	3.067	0.002
"RC.C:ItemMixed_21"	2.972	0.157	18.979	0
"RC.C:ItemMixed_22"	-0.178	0.157	-1.138	0.255
"RC.C:ItemMixed_23"	1.001	0.157	6.393	0
"RC.C:ItemMixed_24"	-0.138	0.157	-0.88	0.379
"RC.C:ItemMixed_25"	-1.068	0.157	-6.82	0
"RC.C:ItemMixed_26"	-0.163	0.157	-1.038	0.299
"RC.C:ItemMixed_27"	0.486	0.157	3.102	0.002
"RC.C:ItemMixed_28"	3.158	0.157	20.168	0
"RC.C:ItemMixed_29"	0.446	0.157	2.851	0.004
"RC.C:ItemMixed_3"	3.349	0.157	21.386	0
