"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.703	0.053	240.574	0
"RC.C"	1.494	0.094	15.811	0
"compatible.C"	0.165	0.094	1.742	0.081
"Item232_Critical_29"	-0.73	0.075	-9.774	0
"Item232_Critical_31"	-0.233	0.075	-3.114	0.002
"ItemCritical_0"	-8.658	0.075	-115.944	0
"ItemCritical_1"	-1.486	0.075	-19.895	0
"ItemCritical_10"	-8.042	0.075	-107.687	0
"ItemCritical_11"	-8.696	0.075	-116.451	0
"ItemCritical_12"	-8.557	0.075	-114.59	0
"ItemCritical_13"	-8.004	0.075	-107.187	0
"ItemCritical_14"	-8.012	0.075	-107.291	0
"ItemCritical_15"	-8.095	0.075	-108.396	0
"ItemCritical_16"	-8.487	0.075	-113.649	0
"ItemCritical_17"	-8.212	0.075	-109.963	0
"ItemCritical_18"	0.762	0.075	10.198	0
"ItemCritical_19"	-8.433	0.075	-112.922	0
"ItemCritical_2"	0.485	0.075	6.496	0
"ItemCritical_20"	-3.588	0.075	-48.05	0
"ItemCritical_21"	-8.79	0.075	-117.71	0
"ItemCritical_22"	-4.028	0.075	-53.936	0
"ItemCritical_23"	-1.613	0.075	-21.6	0
"ItemCritical_24"	-8.722	0.075	-116.793	0
"ItemCritical_25"	-8.333	0.075	-111.589	0
"ItemCritical_26"	-0.537	0.075	-7.196	0
"ItemCritical_27"	-6.06	0.075	-81.147	0
"ItemCritical_28"	2.37	0.075	31.739	0
"ItemCritical_29"	1.077	0.075	14.426	0
"ItemCritical_3"	-8.904	0.075	-119.229	0
"ItemCritical_30"	-8.214	0.075	-109.992	0
"ItemCritical_31"	-3.814	0.075	-51.077	0
"ItemCritical_32"	-2.612	0.075	-34.975	0
"ItemCritical_33"	-0.394	0.075	-5.274	0
"ItemCritical_34"	-1.173	0.075	-15.704	0
"ItemCritical_35"	0.095	0.075	1.266	0.206
"ItemCritical_36"	0.136	0.075	1.82	0.069
"ItemCritical_4"	-8.094	0.075	-108.39	0
"ItemCritical_5"	-4.607	0.075	-61.686	0
"ItemCritical_7"	-8.076	0.075	-108.15	0
"ItemCritical_8"	-8.432	0.075	-112.915	0
"ItemCritical_9"	-8.127	0.075	-108.827	0
"ItemMixed_1"	0.916	0.075	12.266	0
"ItemMixed_11"	-4.42	0.075	-59.183	0
"ItemMixed_12"	-4.162	0.075	-55.728	0
"ItemMixed_13"	-4.548	0.075	-60.903	0
"ItemMixed_14"	-7.088	0.075	-94.922	0
"ItemMixed_15"	0.377	0.075	5.05	0
"ItemMixed_16"	-1.833	0.075	-24.54	0
"ItemMixed_17"	-8.481	0.075	-113.563	0
"ItemMixed_18"	-8.148	0.075	-109.103	0
"ItemMixed_19"	-1.207	0.075	-16.169	0
"ItemMixed_2"	-3.871	0.075	-51.832	0
"ItemMixed_21"	-5.996	0.075	-80.295	0
"ItemMixed_22"	1.698	0.075	22.732	0
"ItemMixed_23"	-3.913	0.075	-52.398	0
"ItemMixed_24"	-1.687	0.075	-22.586	0
"ItemMixed_25"	-4.321	0.075	-57.868	0
"ItemMixed_26"	-3.084	0.075	-41.296	0
"ItemMixed_27"	-5.412	0.075	-72.467	0
"ItemMixed_28"	-3.944	0.075	-52.81	0
"ItemMixed_29"	-8.53	0.075	-114.225	0
"ItemMixed_3"	-7.951	0.075	-106.477	0
"ItemMixed_30"	-4.358	0.075	-58.363	0
"ItemMixed_31"	2.673	0.075	35.797	0
"ItemMixed_32"	-5.246	0.075	-70.25	0
"ItemMixed_33"	-5.491	0.075	-73.525	0
"ItemMixed_34"	-8.357	0.075	-111.908	0
"ItemMixed_35"	1.645	0.075	22.029	0
"ItemMixed_36"	-1.033	0.075	-13.827	0
"ItemMixed_37"	-3.265	0.075	-43.724	0
"ItemMixed_38"	-0.693	0.075	-9.279	0
"ItemMixed_39"	-8.59	0.075	-115.027	0
"ItemMixed_4"	-8.145	0.075	-109.071	0
"ItemMixed_40"	-5.48	0.075	-73.382	0
"ItemMixed_41"	-3.556	0.075	-47.618	0
"ItemMixed_42"	-1.062	0.075	-14.221	0
"ItemMixed_43"	-5.577	0.075	-74.686	0
"ItemMixed_5"	-1.098	0.075	-14.7	0
"ItemMixed_6"	0.751	0.075	10.059	0
"ItemMixed_7"	-8.194	0.075	-109.728	0
"ItemMixed_8"	-6.005	0.075	-80.419	0
"ItemMixed_9"	-8.806	0.075	-117.925	0
"Item232_Critical_0"	-8.609	0.075	-115.282	0
"Item232_Critical_1"	-4.413	0.075	-59.095	0
"Item232_Critical_10"	-6.547	0.075	-87.67	0
"Item232_Critical_11"	-3.236	0.075	-43.332	0
"Item232_Critical_12"	-1.898	0.075	-25.412	0
"Item232_Critical_13"	-4.024	0.075	-53.879	0
"Item232_Critical_14"	-8.74	0.075	-117.043	0
"Item232_Critical_15"	-3.482	0.075	-46.626	0
"Item232_Critical_16"	-2.911	0.075	-38.974	0
"Item232_Critical_17"	-8.37	0.075	-112.077	0
"Item232_Critical_18"	-8.518	0.075	-114.063	0
"Item232_Critical_19"	-3.712	0.075	-49.702	0
"Item232_Critical_2"	-8.416	0.075	-112.694	0
"Item232_Critical_20"	-4.779	0.075	-63.993	0
"Item232_Critical_21"	-1.558	0.075	-20.861	0
"Item232_Critical_23"	-4.02	0.075	-53.837	0
"Item232_Critical_24"	-3.848	0.075	-51.523	0
"Item232_Critical_25"	-8.473	0.075	-113.463	0
"Item232_Critical_26"	-8.086	0.075	-108.281	0
"Item232_Critical_27"	-1.591	0.075	-21.307	0
"Item232_Critical_28"	-3.639	0.075	-48.726	0
"Item232_Critical_3"	-7.919	0.075	-106.047	0
"Item232_Critical_30"	-8.246	0.075	-110.428	0
"Item232_Critical_4"	-0.434	0.075	-5.813	0
"Item232_Critical_5"	-4.804	0.075	-64.337	0
"Item232_Critical_6"	-5.683	0.075	-76.099	0
"Item232_Critical_7"	-3.006	0.075	-40.256	0
"Item232_Critical_8"	-4.253	0.075	-56.95	0
"Item232_Critical_9"	-8.429	0.075	-112.874	0
"Item238_Critical_Vadv1"	0	0.134	0	1
"Item238_Critical_VAdv1"	0	0.134	0	1
"Item238_Critical_Vadv2"	1.877	0.075	25.134	0
"Item238_Critical_Vadv3"	-4.607	0.075	-61.693	0
"Item238_Critical_Vadv5"	-3.236	0.075	-43.335	0
"Item238_Critical_Vadv6"	-3.628	0.075	-48.584	0
"Item238_Critical_Vadv7"	-3	0.075	-40.178	0
"Item238_Critical_Vadv8"	-8.516	0.075	-114.034	0
"Item238_Critical_Vadv9"	-3.777	0.075	-50.584	0
"Item238_Critical_VN1"	-8.214	0.075	-109.994	0
"Item238_Critical_VN2"	-3.788	0.075	-50.72	0
"Item238_Critical_VN3"	-2.611	0.075	-34.969	0
"Item238_Critical_VN5"	-1.177	0.075	-15.758	0
"ItemCritical_6"	-7.961	0.075	-106.611	0
"EmbBias.C"	0.073	0.048	1.506	0.132
"SC.C"	-0.272	0.106	-2.576	0.01
"RC.C:compatible.C"	0.588	0.189	3.11	0.002
"RC.C:Item232_Critical_29"	-1.951	0.134	-14.604	0
"RC.C:Item232_Critical_31"	-0.471	0.134	-3.529	0
"RC.C:ItemCritical_0"	1.063	0.134	7.959	0
"RC.C:ItemCritical_1"	1.235	0.134	9.246	0
"RC.C:ItemCritical_10"	3.626	0.134	27.14	0
"RC.C:ItemCritical_11"	1.625	0.134	12.165	0
"RC.C:ItemCritical_12"	1.806	0.134	13.52	0
"RC.C:ItemCritical_13"	1.464	0.134	10.958	0
"RC.C:ItemCritical_14"	1.464	0.134	10.958	0
"RC.C:ItemCritical_15"	2.718	0.134	20.349	0
"RC.C:ItemCritical_16"	-0.166	0.134	-1.242	0.214
"RC.C:ItemCritical_17"	2.644	0.134	19.789	0
"RC.C:ItemCritical_18"	-0.266	0.134	-1.99	0.047
"RC.C:ItemCritical_19"	2.522	0.134	18.883	0
"RC.C:ItemCritical_2"	0.176	0.134	1.321	0.187
"RC.C:ItemCritical_20"	2.071	0.134	15.501	0
"RC.C:ItemCritical_21"	1.771	0.134	13.255	0
"RC.C:ItemCritical_22"	1.888	0.134	14.133	0
"RC.C:ItemCritical_23"	1.465	0.134	10.969	0
"RC.C:ItemCritical_24"	1.174	0.134	8.79	0
