"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.931	0.054	258.356	0
"RC.C"	2.333	0.096	24.183	0
"compatible.C"	0.299	0.096	3.098	0.002
"ItemMixed_11"	-5.598	0.076	-73.414	0
"ItemMixed_12"	-4.934	0.076	-64.702	0
"ItemMixed_13"	-5.213	0.076	-68.357	0
"ItemMixed_14"	-8.423	0.076	-110.456	0
"ItemMixed_15"	-0.487	0.076	-6.388	0
"ItemMixed_16"	-2.455	0.076	-32.199	0
"ItemMixed_17"	-9.335	0.076	-122.417	0
"ItemMixed_18"	-8.541	0.076	-112.002	0
"ItemMixed_19"	-2.049	0.076	-26.866	0
"ItemMixed_2"	-4.519	0.076	-59.259	0
"ItemMixed_21"	-6.557	0.076	-85.984	0
"ItemMixed_22"	0.677	0.076	8.875	0
"ItemMixed_23"	-4.598	0.076	-60.3	0
"ItemMixed_24"	-2.443	0.076	-32.042	0
"ItemMixed_25"	-4.749	0.076	-62.274	0
"ItemMixed_26"	-3.582	0.076	-46.973	0
"ItemMixed_27"	-6.461	0.076	-84.723	0
"ItemMixed_28"	-4.468	0.076	-58.591	0
"ItemMixed_29"	-9.211	0.076	-120.792	0
"ItemMixed_3"	-8.633	0.076	-113.206	0
"ItemMixed_30"	-4.774	0.076	-62.602	0
"ItemMixed_31"	1.835	0.076	24.063	0
"ItemMixed_32"	-6.277	0.076	-82.313	0
"ItemMixed_33"	-6.458	0.076	-84.684	0
"ItemMixed_34"	-9.243	0.076	-121.213	0
"ItemMixed_35"	0.689	0.076	9.036	0
"ItemMixed_36"	-1.929	0.076	-25.296	0
"ItemMixed_37"	-4.126	0.076	-54.11	0
"ItemMixed_38"	-1.441	0.076	-18.891	0
"ItemMixed_39"	-9.126	0.076	-119.676	0
"ItemMixed_4"	-8.659	0.076	-113.558	0
"ItemMixed_40"	-6.198	0.076	-81.274	0
"ItemMixed_41"	-4	0.076	-52.45	0
"ItemMixed_42"	-1.679	0.076	-22.013	0
"ItemMixed_43"	-6.505	0.076	-85.305	0
"ItemMixed_5"	-1.937	0.076	-25.399	0
"ItemMixed_6"	-0.304	0.076	-3.984	0
"ItemMixed_7"	-8.657	0.076	-113.525	0
"ItemMixed_8"	-6.764	0.076	-88.704	0
"ItemMixed_9"	-9.188	0.076	-120.488	0
"Item232_Critical_0"	-9.576	0.076	-125.574	0
"Item232_Critical_1"	-5.232	0.076	-68.615	0
"Item232_Critical_10"	-7.665	0.076	-100.515	0
"Item232_Critical_11"	-4.261	0.076	-55.884	0
"Item232_Critical_12"	-2.874	0.076	-37.685	0
"Item232_Critical_13"	-5.311	0.076	-69.653	0
"Item232_Critical_14"	-9.34	0.076	-122.485	0
"Item232_Critical_15"	-4.465	0.076	-58.552	0
"Item232_Critical_16"	-3.856	0.076	-50.572	0
"Item232_Critical_17"	-9.315	0.076	-122.156	0
"Item232_Critical_18"	-9.413	0.076	-123.445	0
"Item232_Critical_19"	-4.53	0.076	-59.411	0
