"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.888	0.057	227.632	0
"RC.C"	0.179	0.101	1.765	0.078
"compatible.C"	0.091	0.101	0.9	0.368
"Item232_Critical_29"	-1.271	0.08	-15.879	0
"Item232_Critical_31"	-0.394	0.08	-4.923	0
"ItemCritical_0"	-8.435	0.08	-105.341	0
"ItemCritical_1"	-1.486	0.08	-18.559	0
"ItemCritical_10"	-7.745	0.08	-96.727	0
"ItemCritical_11"	-7.605	0.08	-94.983	0
"ItemCritical_12"	-7.173	0.08	-89.58	0
"ItemCritical_13"	-6.936	0.08	-86.621	0
"ItemCritical_14"	-7.12	0.08	-88.925	0
"ItemCritical_15"	-7.57	0.08	-94.542	0
"ItemCritical_16"	-7.398	0.08	-92.395	0
"ItemCritical_17"	-7.235	0.08	-90.356	0
"ItemCritical_18"	0.899	0.08	11.224	0
"ItemCritical_19"	-7.412	0.08	-92.575	0
"ItemCritical_2"	0.741	0.08	9.255	0
"ItemCritical_20"	-2.923	0.08	-36.504	0
"ItemCritical_21"	-7.649	0.08	-95.531	0
"ItemCritical_22"	-3.088	0.08	-38.56	0
"ItemCritical_23"	-1.584	0.08	-19.783	0
"ItemCritical_24"	-8.356	0.08	-104.361	0
"ItemCritical_25"	-8.38	0.08	-104.659	0
"ItemCritical_26"	-0.436	0.08	-5.441	0
"ItemCritical_27"	-6.24	0.08	-77.928	0
"ItemCritical_28"	2.676	0.08	33.426	0
"ItemCritical_29"	1.221	0.08	15.246	0
"ItemCritical_3"	-7.608	0.08	-95.013	0
"ItemCritical_30"	-8.005	0.08	-99.981	0
"ItemCritical_31"	-3.122	0.08	-38.991	0
"ItemCritical_32"	-2.436	0.08	-30.423	0
"ItemCritical_33"	-0.489	0.08	-6.11	0
"ItemCritical_34"	-1.122	0.08	-14.016	0
"ItemCritical_35"	0.092	0.08	1.147	0.251
"ItemCritical_36"	0.127	0.08	1.589	0.112
"ItemCritical_4"	-7.659	0.08	-95.654	0
"ItemCritical_5"	-3.413	0.08	-42.628	0
"ItemCritical_7"	-8.013	0.08	-100.078	0
"ItemCritical_8"	-7.974	0.08	-99.59	0
"ItemCritical_9"	-7.108	0.08	-88.768	0
"ItemMixed_1"	1.338	0.08	16.711	0
"ItemMixed_11"	-4.446	0.08	-55.523	0
"ItemMixed_12"	-3.192	0.08	-39.861	0
"ItemMixed_13"	-4.243	0.08	-52.997	0
"ItemMixed_14"	-7.236	0.08	-90.366	0
"ItemMixed_15"	0.765	0.08	9.559	0
"ItemMixed_16"	-1.344	0.08	-16.791	0
"ItemMixed_17"	-8.365	0.08	-104.476	0
"ItemMixed_18"	-7.942	0.08	-99.189	0
"ItemMixed_19"	-0.609	0.08	-7.607	0
"ItemMixed_2"	-3.005	0.08	-37.53	0
"ItemMixed_21"	-4.919	0.08	-61.438	0
"ItemMixed_22"	1.558	0.08	19.455	0
"ItemMixed_23"	-3.103	0.08	-38.76	0
"ItemMixed_24"	-1.792	0.08	-22.385	0
"ItemMixed_25"	-4.501	0.08	-56.214	0
"ItemMixed_26"	-2.475	0.08	-30.911	0
"ItemMixed_27"	-5.296	0.08	-66.145	0
"ItemMixed_28"	-2.661	0.08	-33.238	0
"ItemMixed_29"	-8.33	0.08	-104.033	0
"ItemMixed_3"	-6.959	0.08	-86.916	0
"ItemMixed_30"	-2.968	0.08	-37.07	0
"ItemMixed_31"	3.269	0.08	40.827	0
"ItemMixed_32"	-5.375	0.08	-67.127	0
"ItemMixed_33"	-5.333	0.08	-66.61	0
"ItemMixed_34"	-8.205	0.08	-102.477	0
"ItemMixed_35"	1.786	0.08	22.305	0
"ItemMixed_36"	-0.381	0.08	-4.758	0
"ItemMixed_37"	-3.052	0.08	-38.112	0
"ItemMixed_38"	0.126	0.08	1.575	0.115
"ItemMixed_39"	-7.439	0.08	-92.911	0
"ItemMixed_4"	-7.754	0.08	-96.841	0
"ItemMixed_40"	-4.839	0.08	-60.441	0
"ItemMixed_41"	-3.174	0.08	-39.643	0
"ItemMixed_42"	-0.215	0.08	-2.684	0.007
"ItemMixed_43"	-5.914	0.08	-73.861	0
"ItemMixed_5"	-0.559	0.08	-6.983	0
"ItemMixed_6"	0.892	0.08	11.135	0
"ItemMixed_7"	-7.984	0.08	-99.709	0
"ItemMixed_8"	-6.094	0.08	-76.105	0
"ItemMixed_9"	-8.358	0.08	-104.386	0
"Item232_Critical_0"	-8.297	0.08	-103.62	0
"Item232_Critical_1"	-4.28	0.08	-53.453	0
"Item232_Critical_10"	-6.541	0.08	-81.692	0
"Item232_Critical_11"	-3.071	0.08	-38.357	0
"Item232_Critical_12"	-1.677	0.08	-20.948	0
"Item232_Critical_13"	-4.126	0.08	-51.534	0
"Item232_Critical_14"	-7.995	0.08	-99.847	0
"Item232_Critical_15"	-3.256	0.08	-40.67	0
"Item232_Critical_16"	-2.733	0.08	-34.133	0
"Item232_Critical_17"	-8.161	0.08	-101.92	0
"Item232_Critical_18"	-8.231	0.08	-102.803	0
"Item232_Critical_19"	-3.514	0.08	-43.892	0
"Item232_Critical_2"	-7.901	0.08	-98.676	0
"Item232_Critical_20"	-4.687	0.08	-58.537	0
"Item232_Critical_21"	-1.47	0.08	-18.36	0
"Item232_Critical_23"	-4.135	0.08	-51.638	0
"Item232_Critical_24"	-3.737	0.08	-46.67	0
"Item232_Critical_25"	-7.761	0.08	-96.923	0
"Item232_Critical_26"	-7.629	0.08	-95.274	0
"Item232_Critical_27"	-1.537	0.08	-19.202	0
"Item232_Critical_28"	-3.72	0.08	-46.455	0
"Item232_Critical_3"	-7.549	0.08	-94.283	0
"Item232_Critical_30"	-7.671	0.08	-95.809	0
"Item232_Critical_4"	-0.219	0.08	-2.74	0.006
"Item232_Critical_5"	-4.458	0.08	-55.674	0
"Item232_Critical_6"	-5.574	0.08	-69.616	0
"Item232_Critical_7"	-2.702	0.08	-33.74	0
"Item232_Critical_8"	-3.811	0.08	-47.594	0
"Item232_Critical_9"	-8.139	0.08	-101.645	0
"Item238_Critical_Vadv1"	0.006	0.143	0.044	0.965
"Item238_Critical_VAdv1"	0.006	0.143	0.041	0.967
"Item238_Critical_Vadv2"	2.148	0.08	26.825	0
"Item238_Critical_Vadv3"	-4.473	0.08	-55.868	0
"Item238_Critical_Vadv5"	-3.223	0.08	-40.253	0
"Item238_Critical_Vadv6"	-3.665	0.08	-45.779	0
"Item238_Critical_Vadv7"	-2.701	0.08	-33.737	0
"Item238_Critical_Vadv8"	-7.708	0.08	-96.272	0
"Item238_Critical_Vadv9"	-3.981	0.08	-49.715	0
"Item238_Critical_VN1"	-7.83	0.08	-97.786	0
"Item238_Critical_VN2"	-2.977	0.08	-37.18	0
"Item238_Critical_VN3"	-2.271	0.08	-28.362	0
"Item238_Critical_VN5"	-1.17	0.08	-14.606	0
"ItemCritical_6"	-7.33	0.08	-91.546	0
"EmbBias.C"	0.059	0.052	1.134	0.257
"SC.C"	0.097	0.113	0.853	0.394
"RC.C:compatible.C"	0.542	0.203	2.676	0.007
"RC.C:Item232_Critical_29"	-0.399	0.143	-2.785	0.005
"RC.C:Item232_Critical_31"	-0.305	0.143	-2.13	0.033
"RC.C:ItemCritical_0"	-0.847	0.143	-5.917	0
"RC.C:ItemCritical_1"	-0.186	0.143	-1.299	0.194
"RC.C:ItemCritical_10"	-0.29	0.143	-2.025	0.043
"RC.C:ItemCritical_11"	1.41	0.143	9.842	0
"RC.C:ItemCritical_12"	-0.106	0.143	-0.739	0.46
"RC.C:ItemCritical_13"	1.438	0.143	10.039	0
"RC.C:ItemCritical_14"	0.899	0.143	6.275	0
"RC.C:ItemCritical_15"	-0.327	0.143	-2.28	0.023
"RC.C:ItemCritical_16"	0.523	0.143	3.648	0
"RC.C:ItemCritical_17"	0.23	0.143	1.609	0.108
"RC.C:ItemCritical_18"	-0.268	0.143	-1.871	0.061
"RC.C:ItemCritical_19"	1.338	0.143	9.338	0
"RC.C:ItemCritical_2"	0.106	0.143	0.743	0.457
"RC.C:ItemCritical_20"	-0.699	0.143	-4.882	0
"RC.C:ItemCritical_21"	0.196	0.143	1.369	0.171
"RC.C:ItemCritical_22"	0.467	0.143	3.26	0.001
"RC.C:ItemCritical_23"	0.085	0.143	0.595	0.552
"RC.C:ItemCritical_24"	-0.426	0.143	-2.971	0.003
"RC.C:ItemCritical_25"	-0.902	0.143	-6.296	0
"RC.C:ItemCritical_26"	-0.611	0.143	-4.262	0
"RC.C:ItemCritical_27"	-0.333	0.143	-2.323	0.02
"RC.C:ItemCritical_28"	-0.627	0.143	-4.378	0
"RC.C:ItemCritical_29"	-0.724	0.143	-5.057	0
"RC.C:ItemCritical_3"	1.017	0.143	7.103	0
"RC.C:ItemCritical_30"	0.912	0.143	6.366	0
"RC.C:ItemCritical_31"	-1.554	0.143	-10.846	0
"RC.C:ItemCritical_32"	0.719	0.143	5.023	0
"RC.C:ItemCritical_33"	1.049	0.143	7.324	0
"RC.C:ItemCritical_34"	-0.23	0.143	-1.607	0.108
"RC.C:ItemCritical_35"	0.171	0.143	1.192	0.233
"RC.C:ItemCritical_36"	-0.302	0.143	-2.111	0.035
"RC.C:ItemCritical_4"	0.285	0.143	1.992	0.046
"RC.C:ItemCritical_5"	0.799	0.143	5.577	0
"RC.C:ItemCritical_7"	-0.799	0.143	-5.579	0
"RC.C:ItemCritical_8"	0.792	0.143	5.527	0
"RC.C:ItemCritical_9"	0.683	0.143	4.771	0
"RC.C:ItemMixed_1"	0.438	0.143	3.059	0.002
"RC.C:ItemMixed_11"	0.198	0.143	1.384	0.166
"RC.C:ItemMixed_12"	0.649	0.143	4.531	0
"RC.C:ItemMixed_13"	-0.566	0.143	-3.952	0
"RC.C:ItemMixed_14"	0.346	0.143	2.415	0.016
"RC.C:ItemMixed_15"	0.127	0.143	0.888	0.375
"RC.C:ItemMixed_16"	0.218	0.143	1.52	0.129
"RC.C:ItemMixed_17"	0.368	0.143	2.57	0.01
"RC.C:ItemMixed_18"	-0.826	0.143	-5.765	0
"RC.C:ItemMixed_19"	-0.656	0.143	-4.581	0
"RC.C:ItemMixed_2"	0.276	0.143	1.928	0.054
"RC.C:ItemMixed_21"	0.75	0.143	5.236	0
"RC.C:ItemMixed_22"	-0.137	0.143	-0.957	0.339
"RC.C:ItemMixed_23"	0.984	0.143	6.872	0
"RC.C:ItemMixed_24"	-0.077	0.143	-0.536	0.592
"RC.C:ItemMixed_25"	-0.936	0.143	-6.537	0
"RC.C:ItemMixed_26"	0.369	0.143	2.578	0.01
"RC.C:ItemMixed_27"	0.94	0.143	6.56	0
"RC.C:ItemMixed_28"	-0.055	0.143	-0.384	0.701
"RC.C:ItemMixed_29"	0.01	0.143	0.069	0.945
"RC.C:ItemMixed_3"	1.434	0.143	10.01	0
"RC.C:ItemMixed_30"	-0.034	0.143	-0.235	0.814
"RC.C:ItemMixed_31"	-0.213	0.143	-1.486	0.137
"RC.C:ItemMixed_32"	0.232	0.143	1.621	0.105
"RC.C:ItemMixed_33"	0.661	0.143	4.612	0
"RC.C:ItemMixed_34"	-0.727	0.143	-5.073	0
"RC.C:ItemMixed_35"	-0.193	0.143	-1.348	0.178
"RC.C:ItemMixed_36"	0.103	0.143	0.717	0.473
"RC.C:ItemMixed_37"	-2.305	0.143	-16.093	0
"RC.C:ItemMixed_38"	0.415	0.143	2.895	0.004
"RC.C:ItemMixed_39"	0.466	0.143	3.256	0.001
"RC.C:ItemMixed_4"	-0.468	0.143	-3.266	0.001
"RC.C:ItemMixed_40"	-0.663	0.143	-4.631	0
"RC.C:ItemMixed_41"	-0.241	0.143	-1.681	0.093
"RC.C:ItemMixed_42"	0.131	0.143	0.915	0.36
"RC.C:ItemMixed_43"	-0.642	0.143	-4.483	0
"RC.C:ItemMixed_5"	0.32	0.143	2.232	0.026
"RC.C:ItemMixed_6"	-0.098	0.143	-0.684	0.494
"RC.C:ItemMixed_7"	0.078	0.143	0.545	0.586
"RC.C:ItemMixed_8"	1.181	0.143	8.246	0
"RC.C:ItemMixed_9"	-1.221	0.143	-8.524	0
"RC.C:Item232_Critical_0"	-0.05	0.143	-0.35	0.727
