"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.816	0.057	223.761	0
"RC.C"	0.615	0.102	6.007	0
"compatible.C"	0.129	0.102	1.258	0.208
"Item232_Critical_29"	-0.979	0.081	-12.086	0
"Item232_Critical_31"	-0.356	0.081	-4.39	0
"ItemCritical_0"	-8.579	0.081	-105.914	0
"ItemCritical_1"	-1.498	0.081	-18.489	0
"ItemCritical_10"	-8.032	0.081	-99.157	0
"ItemCritical_11"	-8.504	0.081	-104.982	0
"ItemCritical_12"	-8.506	0.081	-105.014	0
"ItemCritical_13"	-7.995	0.081	-98.701	0
"ItemCritical_14"	-7.675	0.081	-94.745	0
"ItemCritical_15"	-8.229	0.081	-101.594	0
"ItemCritical_16"	-8.108	0.081	-100.098	0
"ItemCritical_17"	-8.158	0.081	-100.716	0
"ItemCritical_18"	0.717	0.081	8.846	0
"ItemCritical_19"	-8.445	0.081	-104.258	0
"ItemCritical_2"	0.563	0.081	6.949	0
"ItemCritical_20"	-3.733	0.081	-46.086	0
"ItemCritical_21"	-8.789	0.081	-108.501	0
"ItemCritical_22"	-4.061	0.081	-50.13	0
"ItemCritical_23"	-1.63	0.081	-20.12	0
"ItemCritical_24"	-8.649	0.081	-106.779	0
"ItemCritical_25"	-8.423	0.081	-103.98	0
"ItemCritical_26"	-0.475	0.081	-5.864	0
"ItemCritical_27"	-6.19	0.081	-76.422	0
"ItemCritical_28"	2.249	0.081	27.769	0
"ItemCritical_29"	1.112	0.081	13.727	0
"ItemCritical_3"	-8.783	0.081	-108.433	0
"ItemCritical_30"	-8.246	0.081	-101.798	0
"ItemCritical_31"	-3.502	0.081	-43.238	0
"ItemCritical_32"	-2.714	0.081	-33.509	0
"ItemCritical_33"	-0.474	0.081	-5.85	0
"ItemCritical_34"	-1.248	0.081	-15.406	0
"ItemCritical_35"	0.008	0.081	0.102	0.919
"ItemCritical_36"	0.022	0.081	0.269	0.788
"ItemCritical_4"	-8.17	0.081	-100.862	0
"ItemCritical_5"	-4.274	0.081	-52.768	0
"ItemCritical_7"	-8.243	0.081	-101.766	0
"ItemCritical_8"	-8.214	0.081	-101.409	0
"ItemCritical_9"	-7.821	0.081	-96.548	0
"ItemMixed_1"	1.03	0.081	12.713	0
"ItemMixed_11"	-4.455	0.081	-54.999	0
"ItemMixed_12"	-3.84	0.081	-47.404	0
"ItemMixed_13"	-4.569	0.081	-56.407	0
"ItemMixed_14"	-7.307	0.081	-90.21	0
"ItemMixed_15"	0.42	0.081	5.183	0
"ItemMixed_16"	-1.762	0.081	-21.753	0
"ItemMixed_17"	-8.717	0.081	-107.619	0
"ItemMixed_18"	-8.339	0.081	-102.95	0
"ItemMixed_19"	-1.071	0.081	-13.222	0
"ItemMixed_2"	-3.83	0.081	-47.282	0
"ItemMixed_21"	-6.04	0.081	-74.562	0
"ItemMixed_22"	1.562	0.081	19.277	0
"ItemMixed_23"	-3.658	0.081	-45.156	0
"ItemMixed_24"	-1.882	0.081	-23.237	0
"ItemMixed_25"	-4.403	0.081	-54.357	0
"ItemMixed_26"	-3.052	0.081	-37.672	0
"ItemMixed_27"	-5.476	0.081	-67.608	0
"ItemMixed_28"	-3.924	0.081	-48.441	0
"ItemMixed_29"	-8.683	0.081	-107.192	0
"ItemMixed_3"	-7.981	0.081	-98.529	0
"ItemMixed_30"	-4.109	0.081	-50.723	0
"ItemMixed_31"	2.678	0.081	33.066	0
"ItemMixed_32"	-5.498	0.081	-67.872	0
"ItemMixed_33"	-5.749	0.081	-70.978	0
"ItemMixed_34"	-8.494	0.081	-104.863	0
"ItemMixed_35"	1.575	0.081	19.441	0
"ItemMixed_36"	-0.986	0.081	-12.169	0
"ItemMixed_37"	-3.414	0.081	-42.146	0
"ItemMixed_38"	-0.518	0.081	-6.397	0
"ItemMixed_39"	-8.189	0.081	-101.097	0
"ItemMixed_4"	-8.206	0.081	-101.311	0
"ItemMixed_40"	-5.307	0.081	-65.519	0
"ItemMixed_41"	-3.858	0.081	-47.625	0
"ItemMixed_42"	-0.906	0.081	-11.19	0
"ItemMixed_43"	-5.666	0.081	-69.945	0
"ItemMixed_5"	-1.062	0.081	-13.114	0
"ItemMixed_6"	0.721	0.081	8.907	0
"ItemMixed_7"	-8.338	0.081	-102.931	0
"ItemMixed_8"	-5.874	0.081	-72.514	0
"ItemMixed_9"	-8.661	0.081	-106.926	0
"Item232_Critical_0"	-8.622	0.081	-106.435	0
"Item232_Critical_1"	-4.47	0.081	-55.178	0
"Item232_Critical_10"	-6.589	0.081	-81.349	0
"Item232_Critical_11"	-3.289	0.081	-40.601	0
"Item232_Critical_12"	-1.867	0.081	-23.055	0
"Item232_Critical_13"	-4.265	0.081	-52.657	0
"Item232_Critical_14"	-8.559	0.081	-105.659	0
"Item232_Critical_15"	-3.476	0.081	-42.912	0
"Item232_Critical_16"	-2.965	0.081	-36.603	0
"Item232_Critical_17"	-8.507	0.081	-105.025	0
"Item232_Critical_18"	-8.599	0.081	-106.162	0
"Item232_Critical_19"	-3.746	0.081	-46.243	0
"Item232_Critical_2"	-8.362	0.081	-103.232	0
"Item232_Critical_20"	-4.884	0.081	-60.298	0
"Item232_Critical_21"	-1.62	0.081	-20.002	0
"Item232_Critical_23"	-4.139	0.081	-51.092	0
"Item232_Critical_24"	-3.941	0.081	-48.657	0
"Item232_Critical_25"	-8.363	0.081	-103.243	0
"Item232_Critical_26"	-8.114	0.081	-100.175	0
"Item232_Critical_27"	-1.713	0.081	-21.153	0
"Item232_Critical_28"	-3.894	0.081	-48.078	0
"Item232_Critical_3"	-7.845	0.081	-96.845	0
"Item232_Critical_30"	-8.195	0.081	-101.169	0
"Item232_Critical_4"	-0.49	0.081	-6.044	0
"Item232_Critical_5"	-4.73	0.081	-58.388	0
"Item232_Critical_6"	-5.819	0.081	-71.838	0
"Item232_Critical_7"	-2.906	0.081	-35.87	0
"Item232_Critical_8"	-4.135	0.081	-51.049	0
"Item232_Critical_9"	-8.438	0.081	-104.174	0
"Item238_Critical_Vadv1"	0	0.145	-0.001	0.999
"Item238_Critical_VAdv1"	0	0.145	-0.001	0.999
"Item238_Critical_Vadv2"	1.72	0.081	21.23	0
"Item238_Critical_Vadv3"	-5.054	0.081	-62.39	0
"Item238_Critical_Vadv5"	-3.393	0.081	-41.89	0
"Item238_Critical_Vadv6"	-3.88	0.081	-47.905	0
"Item238_Critical_Vadv7"	-3.239	0.081	-39.989	0
"Item238_Critical_Vadv8"	-8.304	0.081	-102.512	0
"Item238_Critical_Vadv9"	-3.999	0.081	-49.364	0
"Item238_Critical_VN1"	-8.159	0.081	-100.72	0
"Item238_Critical_VN2"	-3.472	0.081	-42.863	0
"Item238_Critical_VN3"	-2.682	0.081	-33.115	0
"Item238_Critical_VN5"	-1.376	0.081	-16.986	0
"ItemCritical_6"	-7.859	0.081	-97.027	0
"EmbBias.C"	0.039	0.052	0.738	0.461
"SC.C"	-0.046	0.115	-0.405	0.685
"RC.C:compatible.C"	0.315	0.205	1.538	0.124
"RC.C:Item232_Critical_29"	-1.073	0.145	-7.403	0
"RC.C:Item232_Critical_31"	-0.261	0.145	-1.802	0.071
"RC.C:ItemCritical_0"	0.352	0.145	2.43	0.015
"RC.C:ItemCritical_1"	0.464	0.145	3.2	0.001
"RC.C:ItemCritical_10"	1.319	0.145	9.105	0
"RC.C:ItemCritical_11"	1.433	0.145	9.89	0
"RC.C:ItemCritical_12"	0.909	0.145	6.272	0
"RC.C:ItemCritical_13"	1.166	0.145	8.044	0
"RC.C:ItemCritical_14"	1.909	0.145	13.172	0
"RC.C:ItemCritical_15"	1.5	0.145	10.354	0
"RC.C:ItemCritical_16"	0.398	0.145	2.744	0.006
"RC.C:ItemCritical_17"	1.808	0.145	12.479	0
"RC.C:ItemCritical_18"	-0.108	0.145	-0.742	0.458
"RC.C:ItemCritical_19"	1.682	0.145	11.608	0
"RC.C:ItemCritical_2"	0.447	0.145	3.086	0.002
"RC.C:ItemCritical_20"	0.755	0.145	5.21	0
"RC.C:ItemCritical_21"	0.978	0.145	6.747	0
"RC.C:ItemCritical_22"	1.181	0.145	8.151	0
"RC.C:ItemCritical_23"	-0.045	0.145	-0.309	0.758
"RC.C:ItemCritical_24"	0.827	0.145	5.708	0
"RC.C:ItemCritical_25"	0.03	0.145	0.208	0.836
"RC.C:ItemCritical_26"	-0.027	0.145	-0.184	0.854
"RC.C:ItemCritical_27"	-0.358	0.145	-2.471	0.013
"RC.C:ItemCritical_28"	1.681	0.145	11.599	0
"RC.C:ItemCritical_29"	-0.382	0.145	-2.638	0.008
"RC.C:ItemCritical_3"	1.464	0.145	10.101	0
"RC.C:ItemCritical_30"	1.109	0.145	7.655	0
"RC.C:ItemCritical_31"	-0.072	0.145	-0.497	0.619
"RC.C:ItemCritical_32"	1.765	0.145	12.183	0
"RC.C:ItemCritical_33"	0.349	0.145	2.408	0.016
"RC.C:ItemCritical_34"	0.895	0.145	6.179	0
"RC.C:ItemCritical_35"	0.285	0.145	1.964	0.05
"RC.C:ItemCritical_36"	0.347	0.145	2.395	0.017
"RC.C:ItemCritical_4"	1.484	0.145	10.243	0
"RC.C:ItemCritical_5"	1.251	0.145	8.632	0
"RC.C:ItemCritical_7"	1.656	0.145	11.426	0
"RC.C:ItemCritical_8"	0.176	0.145	1.215	0.224
"RC.C:ItemCritical_9"	2.469	0.145	17.038	0
"RC.C:ItemMixed_1"	1.423	0.145	9.819	0
"RC.C:ItemMixed_11"	0.212	0.145	1.466	0.143
"RC.C:ItemMixed_12"	2.333	0.145	16.102	0
"RC.C:ItemMixed_13"	0.514	0.145	3.549	0
"RC.C:ItemMixed_14"	0.669	0.145	4.619	0
"RC.C:ItemMixed_15"	1.523	0.145	10.51	0
"RC.C:ItemMixed_16"	1.56	0.145	10.767	0
"RC.C:ItemMixed_17"	1.299	0.145	8.963	0
"RC.C:ItemMixed_18"	0.931	0.145	6.426	0
"RC.C:ItemMixed_19"	0.56	0.145	3.865	0
"RC.C:ItemMixed_2"	0.663	0.145	4.578	0
"RC.C:ItemMixed_21"	0.52	0.145	3.589	0
"RC.C:ItemMixed_22"	-0.092	0.145	-0.635	0.525
"RC.C:ItemMixed_23"	1.512	0.145	10.433	0
"RC.C:ItemMixed_24"	0.886	0.145	6.115	0
"RC.C:ItemMixed_25"	-0.608	0.145	-4.195	0
"RC.C:ItemMixed_26"	3.333	0.145	23.002	0
"RC.C:ItemMixed_27"	1.091	0.145	7.53	0
"RC.C:ItemMixed_28"	1.779	0.145	12.279	0
"RC.C:ItemMixed_29"	0.911	0.145	6.286	0
"RC.C:ItemMixed_3"	1.418	0.145	9.784	0
"RC.C:ItemMixed_30"	1.261	0.145	8.699	0
"RC.C:ItemMixed_31"	-0.365	0.145	-2.516	0.012
"RC.C:ItemMixed_32"	0.134	0.145	0.926	0.355
"RC.C:ItemMixed_33"	0.543	0.145	3.746	0
"RC.C:ItemMixed_34"	0.616	0.145	4.248	0
"RC.C:ItemMixed_35"	-0.083	0.145	-0.575	0.565
"RC.C:ItemMixed_36"	0.45	0.145	3.104	0.002
"RC.C:ItemMixed_37"	1.038	0.145	7.161	0
"RC.C:ItemMixed_38"	0.875	0.145	6.04	0
"RC.C:ItemMixed_39"	1.358	0.145	9.373	0
"RC.C:ItemMixed_4"	0.754	0.145	5.204	0
"RC.C:ItemMixed_40"	0.686	0.145	4.737	0
"RC.C:ItemMixed_41"	1.129	0.145	7.791	0
"RC.C:ItemMixed_42"	2.146	0.145	14.812	0
"RC.C:ItemMixed_43"	0.666	0.145	4.595	0
"RC.C:ItemMixed_5"	0.92	0.145	6.351	0
"RC.C:ItemMixed_6"	0.123	0.145	0.849	0.396
"RC.C:ItemMixed_7"	1.376	0.145	9.493	0
"RC.C:ItemMixed_8"	0.561	0.145	3.873	0
"RC.C:ItemMixed_9"	0.51	0.145	3.522	0
"RC.C:Item232_Critical_0"	1.238	0.145	8.543	0
"RC.C:Item232_Critical_1"	0.688	0.145	4.746	0
"RC.C:Item232_Critical_10"	-0.574	0.145	-3.962	0
"RC.C:Item232_Critical_11"	-0.204	0.145	-1.405	0.16
"RC.C:Item232_Critical_12"	-0.242	0.145	-1.672	0.095
"RC.C:Item232_Critical_13"	-0.166	0.145	-1.143	0.253
"RC.C:Item232_Critical_14"	0.356	0.145	2.456	0.014
"RC.C:Item232_Critical_15"	0.178	0.145	1.225	0.221
"RC.C:Item232_Critical_16"	0.824	0.145	5.687	0
"RC.C:Item232_Critical_17"	0.726	0.145	5.008	0
"RC.C:Item232_Critical_18"	0.421	0.145	2.906	0.004
"RC.C:Item232_Critical_19"	0.988	0.145	6.816	0
"RC.C:Item232_Critical_2"	1.473	0.145	10.166	0
"RC.C:Item232_Critical_20"	0.123	0.145	0.852	0.394
"RC.C:Item232_Critical_21"	-0.119	0.145	-0.823	0.411
"RC.C:Item232_Critical_23"	-0.653	0.145	-4.506	0
"RC.C:Item232_Critical_24"	0.076	0.145	0.527	0.598
"RC.C:Item232_Critical_25"	1.78	0.145	12.285	0
"RC.C:Item232_Critical_26"	1.571	0.145	10.84	0
"RC.C:Item232_Critical_27"	-0.154	0.145	-1.06	0.289
"RC.C:Item232_Critical_28"	0.466	0.145	3.215	0.001
"RC.C:Item232_Critical_3"	0.224	0.145	1.544	0.123
"RC.C:Item232_Critical_30"	1.633	0.145	11.27	0
"RC.C:Item232_Critical_4"	1.056	0.145	7.287	0
"RC.C:Item232_Critical_5"	0.294	0.145	2.028	0.043
"RC.C:Item232_Critical_6"	-0.049	0.145	-0.336	0.737
"RC.C:Item232_Critical_7"	-0.074	0.145	-0.512	0.608
"RC.C:Item232_Critical_8"	0.465	0.145	3.212	0.001
"RC.C:Item232_Critical_9"	1.065	0.145	7.351	0
"RC.C:Item238_Critical_Vadv1"	0.553	0.205	2.696	0.007
"RC.C:Item238_Critical_VAdv1"	0.82	0.205	4	0
"RC.C:Item238_Critical_Vadv2"	-0.347	0.145	-2.391	0.017
"RC.C:Item238_Critical_Vadv3"	0.295	0.145	2.036	0.042
"RC.C:Item238_Critical_Vadv5"	0.151	0.145	1.039	0.299
"RC.C:Item238_Critical_Vadv6"	-0.475	0.145	-3.28	0.001
"RC.C:Item238_Critical_Vadv7"	0.18	0.145	1.239	0.215
"RC.C:Item238_Critical_Vadv8"	0.176	0.145	1.216	0.224
"RC.C:Item238_Critical_Vadv9"	-0.158	0.145	-1.088	0.277
"RC.C:Item238_Critical_VN1"	1.183	0.145	8.167	0
"RC.C:Item238_Critical_VN2"	-0.343	0.145	-2.368	0.018
