"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.544	0.035	385.542	0
"RC.C"	-0.358	0.063	-5.704	0
"compatible.C"	0.029	0.063	0.461	0.645
"ItemMixed_11"	-3.831	0.05	-77.105	0
"ItemMixed_12"	-3.826	0.05	-77.019	0
"ItemMixed_13"	-2.695	0.05	-54.249	0
"ItemMixed_14"	-6.449	0.05	-129.809	0
"ItemMixed_15"	0.384	0.05	7.737	0
"ItemMixed_16"	-1.507	0.05	-30.334	0
"ItemMixed_17"	-6.629	0.05	-133.429	0
"ItemMixed_18"	-6.624	0.05	-133.325	0
"ItemMixed_19"	-0.905	0.05	-18.211	0
"ItemMixed_2"	-3.289	0.05	-66.194	0
"ItemMixed_21"	-4.545	0.05	-91.476	0
"ItemMixed_22"	1.045	0.05	21.042	0
"ItemMixed_23"	-3.78	0.05	-76.087	0
"ItemMixed_24"	-1.621	0.05	-32.638	0
"ItemMixed_25"	-2.534	0.05	-51.007	0
"ItemMixed_26"	-2.905	0.05	-58.472	0
"ItemMixed_27"	-4.124	0.05	-83.01	0
"ItemMixed_28"	-3.394	0.05	-68.311	0
"ItemMixed_29"	-6.704	0.05	-134.948	0
"ItemMixed_3"	-6.57	0.05	-132.235	0
"ItemMixed_30"	-2.753	0.05	-55.406	0
"ItemMixed_31"	1.392	0.05	28.014	0
"ItemMixed_32"	-5.478	0.05	-110.256	0
"ItemMixed_33"	-4.842	0.05	-97.455	0
"ItemMixed_34"	-6.66	0.05	-134.049	0
"ItemMixed_35"	-0.375	0.05	-7.542	0
"ItemMixed_36"	-1.428	0.05	-28.738	0
"ItemMixed_37"	-2.803	0.05	-56.422	0
"ItemMixed_38"	0.424	0.05	8.529	0
"ItemMixed_39"	-6.557	0.05	-131.975	0
"ItemMixed_4"	-6.674	0.05	-134.333	0
"ItemMixed_40"	-3.914	0.05	-78.785	0
"ItemMixed_41"	-2.634	0.05	-53.012	0
"ItemMixed_42"	-0.808	0.05	-16.26	0
