"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.678	0.061	208.278	0
"RC.C"	0.381	0.109	3.5	0
"compatible.C"	0.332	0.109	3.045	0.002
"Item232_Critical_29"	-0.761	0.086	-8.845	0
"Item232_Critical_31"	-0.389	0.086	-4.516	0
"ItemCritical_0"	-9.056	0.086	-105.204	0
"ItemCritical_1"	-1.794	0.086	-20.845	0
"ItemCritical_10"	-8.633	0.086	-100.284	0
"ItemCritical_11"	-8.887	0.086	-103.245	0
"ItemCritical_12"	-9.046	0.086	-105.09	0
"ItemCritical_13"	-8.346	0.086	-96.953	0
"ItemCritical_14"	-8.133	0.086	-94.481	0
"ItemCritical_15"	-8.685	0.086	-100.889	0
"ItemCritical_16"	-8.468	0.086	-98.369	0
"ItemCritical_17"	-8.512	0.086	-98.882	0
"ItemCritical_18"	0.658	0.086	7.639	0
"ItemCritical_19"	-8.826	0.086	-102.528	0
"ItemCritical_2"	0.457	0.086	5.304	0
"ItemCritical_20"	-4.102	0.086	-47.649	0
"ItemCritical_21"	-9.229	0.086	-107.213	0
"ItemCritical_22"	-4.482	0.086	-52.071	0
"ItemCritical_23"	-1.922	0.086	-22.327	0
"ItemCritical_24"	-8.919	0.086	-103.616	0
"ItemCritical_25"	-8.653	0.086	-100.522	0
"ItemCritical_26"	-0.596	0.086	-6.923	0
"ItemCritical_27"	-6.211	0.086	-72.157	0
"ItemCritical_28"	1.952	0.086	22.678	0
"ItemCritical_29"	0.999	0.086	11.601	0
"ItemCritical_3"	-9.24	0.086	-107.339	0
"ItemCritical_30"	-8.299	0.086	-96.406	0
"ItemCritical_31"	-3.764	0.086	-43.724	0
"ItemCritical_32"	-2.944	0.086	-34.202	0
"ItemCritical_33"	-0.354	0.086	-4.109	0
"ItemCritical_34"	-1.428	0.086	-16.591	0
"ItemCritical_35"	-0.122	0.086	-1.415	0.157
"ItemCritical_36"	-0.001	0.086	-0.007	0.994
"ItemCritical_4"	-8.714	0.086	-101.231	0
"ItemCritical_5"	-4.688	0.086	-54.455	0
"ItemCritical_7"	-8.843	0.086	-102.732	0
"ItemCritical_8"	-8.742	0.086	-101.555	0
"ItemCritical_9"	-8.27	0.086	-96.068	0
"ItemMixed_1"	0.815	0.086	9.469	0
"ItemMixed_11"	-4.382	0.086	-50.911	0
"ItemMixed_12"	-4.205	0.086	-48.855	0
"ItemMixed_13"	-4.833	0.086	-56.149	0
"ItemMixed_14"	-7.168	0.086	-83.268	0
"ItemMixed_15"	0.228	0.086	2.652	0.008
"ItemMixed_16"	-2.02	0.086	-23.467	0
"ItemMixed_17"	-9.09	0.086	-105.604	0
"ItemMixed_18"	-8.719	0.086	-101.283	0
"ItemMixed_19"	-1.274	0.086	-14.804	0
