"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.793	0.055	248.639	0
"RC.C"	3.146	0.099	31.705	0
"compatible.C"	0.336	0.099	3.389	0.001
"ItemMixed_11"	-5.456	0.078	-69.549	0
"ItemMixed_12"	-5.024	0.078	-64.037	0
"ItemMixed_13"	-5.55	0.078	-70.748	0
"ItemMixed_14"	-8.18	0.078	-104.272	0
"ItemMixed_15"	-0.612	0.078	-7.802	0
"ItemMixed_16"	-2.783	0.078	-35.47	0
"ItemMixed_17"	-9.503	0.078	-121.129	0
"ItemMixed_18"	-9.124	0.078	-116.305	0
"ItemMixed_19"	-2.216	0.078	-28.251	0
"ItemMixed_2"	-4.862	0.078	-61.968	0
"ItemMixed_21"	-6.947	0.078	-88.552	0
"ItemMixed_22"	0.62	0.078	7.899	0
"ItemMixed_23"	-4.765	0.078	-60.733	0
"ItemMixed_24"	-2.745	0.078	-34.986	0
"ItemMixed_25"	-5.225	0.078	-66.599	0
"ItemMixed_26"	-4.07	0.078	-51.882	0
"ItemMixed_27"	-6.483	0.078	-82.633	0
"ItemMixed_28"	-4.837	0.078	-61.654	0
"ItemMixed_29"	-9.545	0.078	-121.671	0
"ItemMixed_3"	-8.763	0.078	-111.692	0
"ItemMixed_30"	-5.23	0.078	-66.669	0
"ItemMixed_31"	1.703	0.078	21.71	0
"ItemMixed_32"	-6.33	0.078	-80.689	0
"ItemMixed_33"	-6.508	0.078	-82.957	0
"ItemMixed_34"	-9.399	0.078	-119.807	0
"ItemMixed_35"	0.622	0.078	7.927	0
"ItemMixed_36"	-2.02	0.078	-25.743	0
"ItemMixed_37"	-4.349	0.078	-55.437	0
"ItemMixed_38"	-1.641	0.078	-20.919	0
"ItemMixed_39"	-9.434	0.078	-120.249	0
"ItemMixed_4"	-9.167	0.078	-116.841	0
"ItemMixed_40"	-6.358	0.078	-81.044	0
"ItemMixed_41"	-4.554	0.078	-58.044	0
"ItemMixed_42"	-1.913	0.078	-24.386	0
"ItemMixed_43"	-6.596	0.078	-84.079	0
"ItemMixed_5"	-1.964	0.078	-25.03	0
"ItemMixed_6"	-0.287	0.078	-3.655	0
"ItemMixed_7"	-9.169	0.078	-116.876	0
"ItemMixed_8"	-6.971	0.078	-88.857	0
"ItemMixed_9"	-9.757	0.078	-124.372	0
"Item232_Critical_0"	-9.625	0.078	-122.69	0
"Item232_Critical_1"	-5.448	0.078	-69.444	0
"Item232_Critical_10"	-7.621	0.078	-97.145	0
"Item232_Critical_11"	-4.279	0.078	-54.537	0
"Item232_Critical_12"	-2.924	0.078	-37.275	0
"Item232_Critical_13"	-5.099	0.078	-65.001	0
"Item232_Critical_14"	-9.705	0.078	-123.709	0
"Item232_Critical_15"	-4.554	0.078	-58.05	0
"Item232_Critical_16"	-3.957	0.078	-50.439	0
"Item232_Critical_17"	-9.424	0.078	-120.129	0
"Item232_Critical_18"	-9.573	0.078	-122.022	0
"Item232_Critical_19"	-4.746	0.078	-60.492	0
"Item232_Critical_2"	-9.439	0.078	-120.314	0
"Item232_Critical_20"	-5.832	0.078	-74.34	0
"Item232_Critical_21"	-2.636	0.078	-33.6	0
"Item232_Critical_23"	-5.078	0.078	-64.732	0
"Item232_Critical_24"	-4.907	0.078	-62.553	0
"Item232_Critical_25"	-9.49	0.078	-120.961	0
"Item232_Critical_26"	-9.064	0.078	-115.533	0
"Item232_Critical_27"	-2.595	0.078	-33.078	0
"Item232_Critical_28"	-4.688	0.078	-59.757	0
"Item232_Critical_3"	-8.968	0.078	-114.311	0
"Item232_Critical_30"	-9.26	0.078	-118.035	0
"Item232_Critical_4"	-1.49	0.078	-18.993	0
"Item232_Critical_5"	-5.848	0.078	-74.545	0
