"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.179	0.058	210.073	0
"RC.C"	-0.38	0.104	-3.66	0
"compatible.C"	0.406	0.104	3.916	0
"Item232_Critical_29"	-0.087	0.082	-1.06	0.289
"Item232_Critical_31"	-0.058	0.082	-0.706	0.48
"ItemCritical_0"	-8.916	0.082	-108.749	0
"ItemCritical_1"	-1.657	0.082	-20.212	0
"ItemCritical_10"	-8.897	0.082	-108.511	0
"ItemCritical_11"	-8.951	0.082	-109.175	0
"ItemCritical_12"	-8.884	0.082	-108.357	0
"ItemCritical_13"	-8.276	0.082	-100.936	0
"ItemCritical_14"	-8.302	0.082	-101.256	0
"ItemCritical_15"	-8.653	0.082	-105.535	0
"ItemCritical_16"	-8.345	0.082	-101.788	0
"ItemCritical_17"	-8.618	0.082	-105.115	0
"ItemCritical_18"	0.99	0.082	12.075	0
"ItemCritical_19"	-8.836	0.082	-107.775	0
"ItemCritical_2"	0.802	0.082	9.785	0
"ItemCritical_20"	-4.118	0.082	-50.222	0
"ItemCritical_21"	-9.1	0.082	-110.989	0
"ItemCritical_22"	-4.452	0.082	-54.302	0
"ItemCritical_23"	-1.967	0.082	-23.993	0
"ItemCritical_24"	-8.9	0.082	-108.551	0
"ItemCritical_25"	-8.487	0.082	-103.509	0
"ItemCritical_26"	-0.49	0.082	-5.978	0
"ItemCritical_27"	-5.839	0.082	-71.219	0
"ItemCritical_28"	1.662	0.082	20.267	0
"ItemCritical_29"	1.129	0.082	13.771	0
"ItemCritical_3"	-9.147	0.082	-111.563	0
"ItemCritical_30"	-8.705	0.082	-106.167	0
"ItemCritical_31"	-3.879	0.082	-47.306	0
"ItemCritical_32"	-3.022	0.082	-36.853	0
"ItemCritical_33"	-0.096	0.082	-1.168	0.243
"ItemCritical_34"	-1.52	0.082	-18.537	0
"ItemCritical_35"	0.14	0.082	1.709	0.087
"ItemCritical_36"	0.095	0.082	1.162	0.245
"ItemCritical_4"	-8.877	0.082	-108.275	0
"ItemCritical_5"	-4.719	0.082	-57.552	0
"ItemCritical_7"	-8.813	0.082	-107.486	0
"ItemCritical_8"	-8.785	0.082	-107.152	0
"ItemCritical_9"	-8.593	0.082	-104.802	0
"ItemMixed_1"	1.087	0.082	13.259	0
"ItemMixed_11"	-4.209	0.082	-51.334	0
"ItemMixed_12"	-4.403	0.082	-53.705	0
"ItemMixed_13"	-4.751	0.082	-57.946	0
"ItemMixed_14"	-6.666	0.082	-81.298	0
"ItemMixed_15"	0.113	0.082	1.377	0.168
"ItemMixed_16"	-2.194	0.082	-26.761	0
"ItemMixed_17"	-8.988	0.082	-109.624	0
"ItemMixed_18"	-8.685	0.082	-105.928	0
"ItemMixed_19"	-1.39	0.082	-16.957	0
"ItemMixed_2"	-4.176	0.082	-50.933	0
"ItemMixed_21"	-6.085	0.082	-74.218	0
"ItemMixed_22"	1.769	0.082	21.579	0
"ItemMixed_23"	-4.16	0.082	-50.736	0
"ItemMixed_24"	-2.135	0.082	-26.039	0
"ItemMixed_25"	-5.217	0.082	-63.636	0
"ItemMixed_26"	-3.857	0.082	-47.043	0
"ItemMixed_27"	-5.441	0.082	-66.366	0
"ItemMixed_28"	-4.251	0.082	-51.843	0
"ItemMixed_29"	-8.955	0.082	-109.222	0
"ItemMixed_3"	-8.261	0.082	-100.761	0
"ItemMixed_30"	-4.33	0.082	-52.816	0
"ItemMixed_31"	2.619	0.082	31.947	0
"ItemMixed_32"	-5.342	0.082	-65.151	0
"ItemMixed_33"	-5.721	0.082	-69.779	0
"ItemMixed_34"	-8.727	0.082	-106.447	0
"ItemMixed_35"	1.738	0.082	21.204	0
"ItemMixed_36"	-1.039	0.082	-12.676	0
"ItemMixed_37"	-3.883	0.082	-47.356	0
"ItemMixed_38"	-0.765	0.082	-9.335	0
"ItemMixed_39"	-8.562	0.082	-104.427	0
"ItemMixed_4"	-8.618	0.082	-105.108	0
"ItemMixed_40"	-5.425	0.082	-66.162	0
"ItemMixed_41"	-4.23	0.082	-51.588	0
"ItemMixed_42"	-1.411	0.082	-17.207	0
"ItemMixed_43"	-5.839	0.082	-71.22	0
"ItemMixed_5"	-1.311	0.082	-15.987	0
"ItemMixed_6"	0.985	0.082	12.01	0
"ItemMixed_7"	-8.861	0.082	-108.08	0
"ItemMixed_8"	-5.773	0.082	-70.411	0
"ItemMixed_9"	-8.911	0.082	-108.683	0
"Item232_Critical_0"	-8.775	0.082	-107.031	0
"Item232_Critical_1"	-4.489	0.082	-54.746	0
"Item232_Critical_10"	-6.839	0.082	-83.419	0
"Item232_Critical_11"	-3.38	0.082	-41.22	0
"Item232_Critical_12"	-1.899	0.082	-23.159	0
"Item232_Critical_13"	-4.138	0.082	-50.472	0
"Item232_Critical_14"	-8.991	0.082	-109.661	0
"Item232_Critical_15"	-3.517	0.082	-42.896	0
"Item232_Critical_16"	-3.216	0.082	-39.227	0
"Item232_Critical_17"	-8.811	0.082	-107.466	0
"Item232_Critical_18"	-8.499	0.082	-103.657	0
"Item232_Critical_19"	-3.906	0.082	-47.64	0
"Item232_Critical_2"	-8.663	0.082	-105.665	0
"Item232_Critical_20"	-4.765	0.082	-58.12	0
"Item232_Critical_21"	-1.635	0.082	-19.943	0
"Item232_Critical_23"	-3.835	0.082	-46.78	0
"Item232_Critical_24"	-3.969	0.082	-48.404	0
"Item232_Critical_25"	-8.899	0.082	-108.544	0
"Item232_Critical_26"	-8.81	0.082	-107.456	0
"Item232_Critical_27"	-1.931	0.082	-23.554	0
"Item232_Critical_28"	-3.882	0.082	-47.345	0
"Item232_Critical_3"	-8.03	0.082	-97.945	0
"Item232_Critical_30"	-8.749	0.082	-106.712	0
"Item232_Critical_4"	-0.402	0.082	-4.902	0
"Item232_Critical_5"	-4.739	0.082	-57.806	0
"Item232_Critical_6"	-5.941	0.082	-72.463	0
"Item232_Critical_7"	-2.807	0.082	-34.234	0
"Item232_Critical_8"	-4.293	0.082	-52.363	0
"Item232_Critical_9"	-8.625	0.082	-105.196	0
"Item238_Critical_Vadv1"	0	0.147	0	1
"Item238_Critical_VAdv1"	0	0.147	0	1
"Item238_Critical_Vadv2"	1.478	0.082	18.021	0
"Item238_Critical_Vadv3"	-5.313	0.082	-64.805	0
"Item238_Critical_Vadv5"	-3.838	0.082	-46.811	0
"Item238_Critical_Vadv6"	-3.335	0.082	-40.67	0
"Item238_Critical_Vadv7"	-3.613	0.082	-44.069	0
"Item238_Critical_Vadv8"	-9.122	0.082	-111.258	0
"Item238_Critical_Vadv9"	-4.286	0.082	-52.271	0
"Item238_Critical_VN1"	-8.726	0.082	-106.431	0
"Item238_Critical_VN2"	-3.879	0.082	-47.314	0
"Item238_Critical_VN3"	-3.089	0.082	-37.675	0
"Item238_Critical_VN5"	-1.52	0.082	-18.545	0
"ItemCritical_6"	-8.609	0.082	-105.006	0
"EmbBias.C"	0.051	0.053	0.968	0.333
"SC.C"	-1.321	0.116	-11.394	0
"RC.C:compatible.C"	1.054	0.207	5.083	0
"RC.C:Item232_Critical_29"	0.303	0.147	2.066	0.039
"RC.C:Item232_Critical_31"	0.122	0.147	0.832	0.406
"RC.C:ItemCritical_0"	0.135	0.147	0.919	0.358
"RC.C:ItemCritical_1"	0.688	0.147	4.692	0
"RC.C:ItemCritical_10"	0.434	0.147	2.956	0.003
"RC.C:ItemCritical_11"	0.519	0.147	3.539	0
"RC.C:ItemCritical_12"	0.399	0.147	2.718	0.007
"RC.C:ItemCritical_13"	0.258	0.147	1.757	0.079
"RC.C:ItemCritical_14"	0.248	0.147	1.694	0.09
"RC.C:ItemCritical_15"	0.539	0.147	3.676	0
"RC.C:ItemCritical_16"	0.276	0.147	1.881	0.06
"RC.C:ItemCritical_17"	0.936	0.147	6.381	0
