"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.811	0.055	233.409	0
"RC.C"	1.476	0.098	15.032	0
"compatible.C"	0.013	0.098	0.133	0.894
"Item232_Critical_29"	-0.878	0.078	-11.317	0
"Item232_Critical_31"	-0.326	0.078	-4.197	0
"ItemCritical_0"	-8.596	0.078	-110.743	0
"ItemCritical_1"	-1.513	0.078	-19.493	0
"ItemCritical_10"	-7.958	0.078	-102.528	0
"ItemCritical_11"	-8.625	0.078	-111.122	0
"ItemCritical_12"	-8.506	0.078	-109.59	0
"ItemCritical_13"	-7.845	0.078	-101.071	0
"ItemCritical_14"	-7.731	0.078	-99.608	0
"ItemCritical_15"	-8.009	0.078	-103.188	0
"ItemCritical_16"	-8.395	0.078	-108.162	0
"ItemCritical_17"	-8.04	0.078	-103.587	0
"ItemCritical_18"	0.709	0.078	9.133	0
"ItemCritical_19"	-8.424	0.078	-108.531	0
"ItemCritical_2"	0.497	0.078	6.404	0
"ItemCritical_20"	-3.608	0.078	-46.482	0
"ItemCritical_21"	-8.836	0.078	-113.842	0
"ItemCritical_22"	-3.864	0.078	-49.784	0
"ItemCritical_23"	-1.306	0.078	-16.826	0
"ItemCritical_24"	-8.711	0.078	-112.222	0
"ItemCritical_25"	-8.251	0.078	-106.306	0
"ItemCritical_26"	-0.521	0.078	-6.713	0
"ItemCritical_27"	-6.14	0.078	-79.103	0
"ItemCritical_28"	2.4	0.078	30.921	0
"ItemCritical_29"	1.037	0.078	13.362	0
"ItemCritical_3"	-8.683	0.078	-111.864	0
"ItemCritical_30"	-8.292	0.078	-106.831	0
"ItemCritical_31"	-3.774	0.078	-48.621	0
"ItemCritical_32"	-2.763	0.078	-35.598	0
"ItemCritical_33"	-0.474	0.078	-6.107	0
"ItemCritical_34"	-1.178	0.078	-15.181	0
"ItemCritical_35"	-0.099	0.078	-1.276	0.202
"ItemCritical_36"	0.083	0.078	1.066	0.286
"ItemCritical_4"	-7.983	0.078	-102.843	0
"ItemCritical_5"	-4.408	0.078	-56.795	0
"ItemCritical_7"	-8.048	0.078	-103.687	0
"ItemCritical_8"	-7.882	0.078	-101.545	0
"ItemCritical_9"	-7.911	0.078	-101.925	0
"ItemMixed_1"	0.973	0.078	12.531	0
"ItemMixed_11"	-4.489	0.078	-57.832	0
"ItemMixed_12"	-4.032	0.078	-51.952	0
"ItemMixed_13"	-4.508	0.078	-58.076	0
"ItemMixed_14"	-7.216	0.078	-92.962	0
"ItemMixed_15"	0.35	0.078	4.504	0
"ItemMixed_16"	-1.837	0.078	-23.662	0
"ItemMixed_17"	-8.562	0.078	-110.31	0
"ItemMixed_18"	-8.054	0.078	-103.764	0
"ItemMixed_19"	-1.235	0.078	-15.917	0
"ItemMixed_2"	-3.959	0.078	-51.004	0
"ItemMixed_21"	-6.111	0.078	-78.73	0
"ItemMixed_22"	1.655	0.078	21.324	0
"ItemMixed_23"	-3.823	0.078	-49.259	0
"ItemMixed_24"	-1.701	0.078	-21.912	0
"ItemMixed_25"	-3.835	0.078	-49.414	0
"ItemMixed_26"	-3.152	0.078	-40.611	0
"ItemMixed_27"	-5.515	0.078	-71.052	0
"ItemMixed_28"	-3.947	0.078	-50.857	0
"ItemMixed_29"	-8.502	0.078	-109.536	0
"ItemMixed_3"	-7.869	0.078	-101.379	0
"ItemMixed_30"	-4.308	0.078	-55.497	0
"ItemMixed_31"	2.618	0.078	33.727	0
"ItemMixed_32"	-5.327	0.078	-68.636	0
"ItemMixed_33"	-5.33	0.078	-68.666	0
"ItemMixed_34"	-8.486	0.078	-109.327	0
"ItemMixed_35"	1.589	0.078	20.473	0
