"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.544	0.06	225.548	0
"RC.C"	2.348	0.107	21.861	0
"compatible.C"	0.262	0.107	2.441	0.015
"ItemMixed_11"	-5.345	0.085	-62.942	0
"ItemMixed_12"	-5.1	0.085	-60.053	0
"ItemMixed_13"	-5.685	0.085	-66.945	0
"ItemMixed_14"	-7.917	0.085	-93.226	0
"ItemMixed_15"	-0.705	0.085	-8.302	0
"ItemMixed_16"	-3.094	0.085	-36.434	0
"ItemMixed_17"	-9.83	0.085	-115.751	0
"ItemMixed_18"	-9.501	0.085	-111.882	0
"ItemMixed_19"	-2.138	0.085	-25.181	0
"ItemMixed_2"	-5.147	0.085	-60.605	0
"ItemMixed_21"	-7.192	0.085	-84.691	0
"ItemMixed_22"	0.68	0.085	8.007	0
"ItemMixed_23"	-4.883	0.085	-57.501	0
"ItemMixed_24"	-2.915	0.085	-34.322	0
"ItemMixed_25"	-5.472	0.085	-64.441	0
"ItemMixed_26"	-4.227	0.085	-49.776	0
"ItemMixed_27"	-6.398	0.085	-75.339	0
"ItemMixed_28"	-5.149	0.085	-60.634	0
"ItemMixed_29"	-9.764	0.085	-114.977	0
"ItemMixed_3"	-9.163	0.085	-107.901	0
"ItemMixed_30"	-5.353	0.085	-63.039	0
"ItemMixed_31"	1.54	0.085	18.129	0
"ItemMixed_32"	-6.393	0.085	-75.282	0
"ItemMixed_33"	-6.589	0.085	-77.592	0
"ItemMixed_34"	-9.45	0.085	-111.274	0
"ItemMixed_35"	0.631	0.085	7.427	0
"ItemMixed_36"	-2.008	0.085	-23.646	0
"ItemMixed_37"	-4.542	0.085	-53.489	0
"ItemMixed_38"	-1.714	0.085	-20.182	0
"ItemMixed_39"	-9.526	0.085	-112.18	0
"ItemMixed_4"	-9.555	0.085	-112.516	0
"ItemMixed_40"	-6.487	0.085	-76.389	0
"ItemMixed_41"	-5.027	0.085	-59.197	0
"ItemMixed_42"	-2.243	0.085	-26.415	0
"ItemMixed_43"	-6.526	0.085	-76.85	0
