"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	14.541	0.046	315.309	0
"RC.C"	0.028	0.082	0.339	0.735
"compatible.C"	0.919	0.082	11.143	0
"ItemMixed_11"	-5.93	0.065	-90.924	0
"ItemMixed_12"	-4.605	0.065	-70.615	0
"ItemMixed_13"	-5.389	0.065	-82.63	0
"ItemMixed_14"	-9.031	0.065	-138.479	0
"ItemMixed_15"	-0.856	0.065	-13.121	0
"ItemMixed_16"	-2.758	0.065	-42.292	0
"ItemMixed_17"	-9.606	0.065	-147.298	0
"ItemMixed_18"	-8.425	0.065	-129.182	0
"ItemMixed_19"	-2.464	0.065	-37.784	0
"ItemMixed_2"	-4.247	0.065	-65.127	0
"ItemMixed_21"	-6.182	0.065	-94.796	0
"ItemMixed_22"	0.253	0.065	3.879	0
"ItemMixed_23"	-4.441	0.065	-68.095	0
"ItemMixed_24"	-2.726	0.065	-41.796	0
"ItemMixed_25"	-4.727	0.065	-72.485	0
"ItemMixed_26"	-3.682	0.065	-56.463	0
"ItemMixed_27"	-6.994	0.065	-107.244	0
"ItemMixed_28"	-4.053	0.065	-62.149	0
"ItemMixed_29"	-9.25	0.065	-141.833	0
"ItemMixed_3"	-8.114	0.065	-124.408	0
"ItemMixed_30"	-4.218	0.065	-64.676	0
"ItemMixed_31"	1.934	0.065	29.647	0
"ItemMixed_32"	-7.057	0.065	-108.211	0
"ItemMixed_33"	-6.772	0.065	-103.838	0
"ItemMixed_34"	-9.685	0.065	-148.507	0
"ItemMixed_35"	0.259	0.065	3.971	0
"ItemMixed_36"	-1.972	0.065	-30.245	0
"ItemMixed_37"	-4.105	0.065	-62.941	0
"ItemMixed_38"	-1.503	0.065	-23.051	0
"ItemMixed_39"	-8.996	0.065	-137.945	0
"ItemMixed_4"	-8.446	0.065	-129.505	0
"ItemMixed_40"	-6.169	0.065	-94.597	0
"ItemMixed_41"	-3.871	0.065	-59.351	0
"ItemMixed_42"	-1.484	0.065	-22.76	0
"ItemMixed_43"	-6.719	0.065	-103.019	0
"ItemMixed_5"	-1.924	0.065	-29.505	0
"ItemMixed_6"	-0.673	0.065	-10.318	0
"ItemMixed_7"	-8.424	0.065	-129.165	0
"ItemMixed_8"	-6.942	0.065	-106.444	0
"ItemMixed_9"	-8.998	0.065	-137.966	0
"Item232_Critical_0"	-9.659	0.065	-148.109	0
"Item232_Critical_1"	-5.568	0.065	-85.376	0
"Item232_Critical_10"	-8.151	0.065	-124.984	0
"Item232_Critical_11"	-4.523	0.065	-69.358	0
"Item232_Critical_12"	-3.368	0.065	-51.639	0
"Item232_Critical_13"	-6.045	0.065	-92.687	0
"Item232_Critical_14"	-9.135	0.065	-140.07	0
"Item232_Critical_15"	-4.977	0.065	-76.31	0
"Item232_Critical_16"	-4.145	0.065	-63.553	0
"Item232_Critical_17"	-9.417	0.065	-144.395	0
"Item232_Critical_18"	-9.414	0.065	-144.348	0
"Item232_Critical_19"	-4.795	0.065	-73.516	0
"Item232_Critical_2"	-9.828	0.065	-150.69	0
"Item232_Critical_20"	-6.287	0.065	-96.408	0
"Item232_Critical_21"	-3.036	0.065	-46.546	0
"Item232_Critical_23"	-5.88	0.065	-90.156	0
"Item232_Critical_24"	-5.195	0.065	-79.657	0
"Item232_Critical_25"	-9.208	0.065	-141.187	0
"Item232_Critical_26"	-9.101	0.065	-139.544	0
"Item232_Critical_27"	-3.365	0.065	-51.6	0
"Item232_Critical_28"	-5.354	0.065	-82.097	0
"Item232_Critical_3"	-9.106	0.065	-139.626	0
"Item232_Critical_30"	-9.392	0.065	-144.004	0
"Item232_Critical_4"	-1.737	0.065	-26.636	0
"Item232_Critical_5"	-5.853	0.065	-89.739	0
"Item232_Critical_6"	-7.175	0.065	-110.024	0
"Item232_Critical_7"	-4.825	0.065	-73.976	0
"Item232_Critical_8"	-5.191	0.065	-79.6	0
"Item232_Critical_9"	-9.702	0.065	-148.761	0
"Item238_Critical_Vadv1"	-1.17	0.117	-10.03	0
"Item238_Critical_VAdv1"	-1.171	0.117	-10.033	0
"Item238_Critical_Vadv2"	0.758	0.065	11.618	0
"Item238_Critical_Vadv3"	-5.662	0.065	-86.819	0
"Item238_Critical_Vadv5"	-4.071	0.065	-62.421	0
"Item238_Critical_Vadv6"	-5.26	0.065	-80.657	0
"Item238_Critical_Vadv7"	-4.197	0.065	-64.35	0
"Item238_Critical_Vadv8"	-9.418	0.065	-144.416	0
"Item238_Critical_Vadv9"	-4.364	0.065	-66.92	0
"Item238_Critical_VN1"	-9.711	0.065	-148.906	0
"Item238_Critical_VN2"	-4.386	0.065	-67.255	0
"Item238_Critical_VN3"	-3.684	0.065	-56.486	0
"Item238_Critical_VN5"	-1.98	0.065	-30.358	0
"ItemCritical_6"	-8.522	0.065	-130.679	0
"EmbBias.C"	0.139	0.042	3.284	0.001
"SC.C"	1.061	0.092	11.502	0
"RC.C:compatible.C"	0.27	0.165	1.635	0.102
"RC.C:ItemMixed_11"	0.452	0.117	3.872	0
"RC.C:ItemMixed_12"	-0.301	0.117	-2.577	0.01
"RC.C:ItemMixed_13"	-1.44	0.117	-12.346	0
"RC.C:ItemMixed_14"	0.082	0.117	0.702	0.482
"RC.C:ItemMixed_15"	-0.098	0.117	-0.837	0.403
"RC.C:ItemMixed_16"	-0.753	0.117	-6.451	0
"RC.C:ItemMixed_17"	-1.166	0.117	-9.999	0
"RC.C:ItemMixed_18"	-0.187	0.117	-1.601	0.109
"RC.C:ItemMixed_19"	-1.542	0.117	-13.219	0
"RC.C:ItemMixed_2"	-0.17	0.117	-1.456	0.145
"RC.C:ItemMixed_21"	-0.017	0.117	-0.145	0.885
"RC.C:ItemMixed_22"	-0.72	0.117	-6.168	0
"RC.C:ItemMixed_23"	-0.433	0.117	-3.711	0
"RC.C:ItemMixed_24"	-0.49	0.117	-4.202	0
"RC.C:ItemMixed_25"	0.134	0.117	1.153	0.249
"RC.C:ItemMixed_26"	-0.789	0.117	-6.764	0
"RC.C:ItemMixed_27"	-0.449	0.117	-3.848	0
"RC.C:ItemMixed_28"	-0.208	0.117	-1.781	0.075
"RC.C:ItemMixed_29"	-0.489	0.117	-4.194	0
"RC.C:ItemMixed_3"	0.174	0.117	1.49	0.136
"RC.C:ItemMixed_30"	0.162	0.117	1.388	0.165
"RC.C:ItemMixed_31"	-0.634	0.117	-5.439	0
"RC.C:ItemMixed_32"	-1.076	0.117	-9.223	0
"RC.C:ItemMixed_33"	0.108	0.117	0.925	0.355
"RC.C:ItemMixed_34"	-1.473	0.117	-12.624	0
"RC.C:ItemMixed_35"	-0.941	0.117	-8.065	0
"RC.C:ItemMixed_36"	-0.329	0.117	-2.821	0.005
"RC.C:ItemMixed_37"	-1.053	0.117	-9.022	0
"RC.C:ItemMixed_38"	-0.546	0.117	-4.683	0
"RC.C:ItemMixed_39"	-0.403	0.117	-3.453	0.001
"RC.C:ItemMixed_4"	-0.532	0.117	-4.563	0
"RC.C:ItemMixed_40"	-0.884	0.117	-7.579	0
"RC.C:ItemMixed_41"	-0.28	0.117	-2.402	0.016
"RC.C:ItemMixed_42"	-0.205	0.117	-1.756	0.079
"RC.C:ItemMixed_43"	-1.242	0.117	-10.648	0
"RC.C:ItemMixed_5"	-0.477	0.117	-4.091	0
"RC.C:ItemMixed_6"	-0.815	0.117	-6.984	0
"RC.C:ItemMixed_7"	0.174	0.117	1.491	0.136
"RC.C:ItemMixed_8"	0.32	0.117	2.739	0.006
"RC.C:ItemMixed_9"	-0.517	0.117	-4.428	0
"RC.C:Item232_Critical_0"	-0.011	0.117	-0.092	0.926
"RC.C:Item232_Critical_1"	-0.043	0.117	-0.37	0.711
"RC.C:Item232_Critical_10"	-1.123	0.117	-9.629	0
"RC.C:Item232_Critical_11"	-1.841	0.117	-15.781	0
"RC.C:Item232_Critical_12"	-0.194	0.117	-1.666	0.096
"RC.C:Item232_Critical_13"	-1.193	0.117	-10.223	0
"RC.C:Item232_Critical_14"	-1.018	0.117	-8.728	0
"RC.C:Item232_Critical_15"	-0.805	0.117	-6.901	0
"RC.C:Item232_Critical_16"	0.13	0.117	1.116	0.265
"RC.C:Item232_Critical_17"	-2.14	0.117	-18.339	0
"RC.C:Item232_Critical_18"	-0.967	0.117	-8.288	0
"RC.C:Item232_Critical_19"	0.96	0.117	8.232	0
"RC.C:Item232_Critical_2"	-1.659	0.117	-14.22	0
"RC.C:Item232_Critical_20"	-1.196	0.117	-10.248	0
"RC.C:Item232_Critical_21"	-1.418	0.117	-12.151	0
"RC.C:Item232_Critical_23"	-1.067	0.117	-9.146	0
"RC.C:Item232_Critical_24"	-1.559	0.117	-13.367	0
"RC.C:Item232_Critical_25"	-0.353	0.117	-3.024	0.002
"RC.C:Item232_Critical_26"	-1.586	0.117	-13.591	0
"RC.C:Item232_Critical_27"	-1.722	0.117	-14.757	0
