"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.806	0.048	285.904	0
"RC.C"	0.54	0.086	6.253	0
"compatible.C"	0.004	0.086	0.051	0.959
"ItemMixed_11"	-3.83	0.068	-56.093	0
"ItemMixed_12"	-3.815	0.068	-55.868	0
"ItemMixed_13"	-3.114	0.068	-45.596	0
"ItemMixed_14"	-6.547	0.068	-95.872	0
"ItemMixed_15"	0.131	0.068	1.919	0.055
"ItemMixed_16"	-1.53	0.068	-22.398	0
"ItemMixed_17"	-6.565	0.068	-96.142	0
"ItemMixed_18"	-6.739	0.068	-98.678	0
"ItemMixed_19"	-1.001	0.068	-14.656	0
"ItemMixed_2"	-3.431	0.068	-50.245	0
"ItemMixed_21"	-4.564	0.068	-66.83	0
"ItemMixed_22"	0.682	0.068	10.053	0
"ItemMixed_23"	-3.927	0.068	-57.877	0
"ItemMixed_24"	-1.837	0.068	-27.074	0
"ItemMixed_25"	-2.88	0.068	-42.454	0
"ItemMixed_26"	-2.956	0.068	-43.57	0
"ItemMixed_27"	-4.295	0.068	-63.305	0
"ItemMixed_28"	-3.382	0.068	-49.847	0
"ItemMixed_29"	-6.827	0.068	-100.635	0
"ItemMixed_3"	-6.579	0.068	-96.342	0
"ItemMixed_30"	-2.67	0.068	-39.359	0
"ItemMixed_31"	1.273	0.068	18.759	0
"ItemMixed_32"	-5.228	0.068	-77.057	0
"ItemMixed_33"	-4.996	0.068	-73.636	0
"ItemMixed_34"	-6.788	0.068	-100.062	0
"ItemMixed_35"	-0.627	0.068	-9.235	0
"ItemMixed_36"	-1.576	0.068	-23.235	0
"ItemMixed_37"	-2.869	0.068	-42.288	0
"ItemMixed_38"	0.441	0.068	6.504	0
"ItemMixed_39"	-6.598	0.068	-97.258	0
"ItemMixed_4"	-6.569	0.068	-96.191	0
"ItemMixed_40"	-4.064	0.068	-59.905	0
"ItemMixed_41"	-2.606	0.068	-38.412	0
"ItemMixed_42"	-0.897	0.068	-13.225	0
"ItemMixed_43"	-5.54	0.068	-81.667	0
"ItemMixed_5"	-1.844	0.068	-27.004	0
"ItemMixed_6"	-0.877	0.068	-12.848	0
"ItemMixed_7"	-6.787	0.068	-99.381	0
"ItemMixed_8"	-4.042	0.068	-59.194	0
"ItemMixed_9"	-6.753	0.068	-98.888	0
"Item232_Critical_0"	-7.007	0.066	-106.969	0
"Item232_Critical_1"	-2.878	0.066	-43.942	0
"Item232_Critical_10"	-6.766	0.066	-103.294	0
"Item232_Critical_11"	-3.017	0.066	-46.063	0
"Item232_Critical_12"	-0.732	0.066	-11.18	0
"Item232_Critical_13"	-3.275	0.066	-50.001	0
"Item232_Critical_14"	-6.763	0.066	-103.243	0
"Item232_Critical_15"	-3.419	0.066	-52.194	0
"Item232_Critical_16"	-2.074	0.066	-31.67	0
"Item232_Critical_17"	-6.974	0.066	-106.464	0
"Item232_Critical_18"	-6.826	0.066	-104.205	0
"Item232_Critical_19"	-2.279	0.066	-34.79	0
"Item232_Critical_2"	-6.886	0.066	-105.127	0
"Item232_Critical_20"	-5.116	0.066	-78.098	0
"Item232_Critical_21"	-0.501	0.066	-7.654	0
"Item232_Critical_23"	-3.597	0.066	-54.909	0
"Item232_Critical_24"	-3.623	0.066	-55.315	0
"Item232_Critical_25"	-6.56	0.066	-100.145	0
"Item232_Critical_26"	-6.557	0.066	-100.095	0
"Item232_Critical_27"	-1.213	0.066	-18.525	0
"Item232_Critical_28"	-3.788	0.066	-57.833	0
"Item232_Critical_3"	-6.646	0.066	-101.458	0
"Item232_Critical_30"	-6.716	0.066	-102.523	0
"Item232_Critical_4"	-0.296	0.066	-4.526	0
"Item232_Critical_5"	-4.223	0.066	-64.468	0
"Item232_Critical_6"	-4.105	0.066	-62.671	0
"Item232_Critical_7"	-3.097	0.066	-47.284	0
"Item232_Critical_8"	-2.656	0.066	-40.548	0
"Item232_Critical_9"	-6.605	0.066	-100.835	0
"Item238_Critical_Vadv1"	-1.178	0.117	-10.055	0
"Item238_Critical_VAdv1"	-1.197	0.117	-10.218	0
"Item238_Critical_Vadv2"	1.135	0.066	17.327	0
"Item238_Critical_Vadv3"	-4.184	0.066	-63.873	0
"Item238_Critical_Vadv5"	-2.874	0.066	-43.874	0
"Item238_Critical_Vadv6"	-4.105	0.066	-62.676	0
"Item238_Critical_Vadv7"	-3.439	0.066	-52.498	0
"Item238_Critical_Vadv8"	-6.721	0.066	-102.603	0
"Item238_Critical_Vadv9"	-3.043	0.066	-46.454	0
"Item238_Critical_VN1"	-6.665	0.066	-101.754	0
"Item238_Critical_VN2"	-2.714	0.066	-41.435	0
"Item238_Critical_VN3"	-2.274	0.066	-34.712	0
"Item238_Critical_VN5"	-0.245	0.066	-3.737	0
"ItemCritical_6"	-6.502	0.066	-99.264	0
"EmbBias.C"	0.013	0.047	0.267	0.789
"SC.C"	1.973	0.097	20.433	0
"RC.C:compatible.C"	-0.125	0.172	-0.726	0.468
"RC.C:ItemMixed_11"	-0.526	0.122	-4.305	0
"RC.C:ItemMixed_12"	-0.792	0.122	-6.483	0
"RC.C:ItemMixed_13"	-1.442	0.122	-11.807	0
