"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	11.252	0.028	395.511	0
"RC.C"	-0.142	0.051	-2.797	0.005
"compatible.C"	-1.038	0.051	-20.403	0
"Item232_Critical_29"	0.211	0.04	5.238	0
"Item232_Critical_31"	0.897	0.04	22.292	0
"ItemCritical_0"	-4.119	0.04	-102.385	0
"ItemCritical_1"	0.055	0.04	1.355	0.175
"ItemCritical_10"	-4.162	0.04	-103.432	0
"ItemCritical_11"	-4.065	0.04	-101.027	0
"ItemCritical_12"	-4.037	0.04	-100.327	0
"ItemCritical_13"	-4.214	0.04	-104.746	0
"ItemCritical_14"	-4.309	0.04	-107.091	0
"ItemCritical_15"	-4.223	0.04	-104.969	0
"ItemCritical_16"	-4.518	0.04	-112.287	0
"ItemCritical_17"	-4.106	0.04	-102.047	0
"ItemCritical_18"	1.362	0.04	33.859	0
"ItemCritical_19"	-4.038	0.04	-100.374	0
"ItemCritical_2"	0.007	0.04	0.18	0.857
"ItemCritical_20"	-0.016	0.04	-0.407	0.684
"ItemCritical_21"	-4.389	0.04	-109.087	0
"ItemCritical_22"	-0.007	0.04	-0.175	0.861
"ItemCritical_23"	0.658	0.04	16.365	0
"ItemCritical_24"	-4.488	0.04	-111.557	0
"ItemCritical_25"	-4.31	0.04	-107.128	0
"ItemCritical_26"	1.126	0.04	27.975	0
"ItemCritical_27"	-1.848	0.04	-45.932	0
"ItemCritical_28"	3.941	0.04	97.941	0
"ItemCritical_29"	1.452	0.04	36.09	0
"ItemCritical_3"	-4.087	0.04	-101.569	0
"ItemCritical_30"	-4.573	0.04	-113.653	0
"ItemCritical_31"	-0.36	0.04	-8.954	0
"ItemCritical_32"	0.408	0.04	10.134	0
"ItemCritical_33"	0.501	0.04	12.462	0
"ItemCritical_34"	1.847	0.04	45.917	0
"ItemCritical_35"	1.742	0.04	43.299	0
"ItemCritical_36"	2.198	0.04	54.63	0
"ItemCritical_4"	-4.178	0.04	-103.847	0
"ItemCritical_5"	-1.451	0.04	-36.071	0
"ItemCritical_7"	-4.477	0.04	-111.277	0
"ItemCritical_8"	-4.33	0.04	-107.621	0
"ItemCritical_9"	-4.42	0.04	-109.868	0
"ItemMixed_1"	2.459	0.04	61.106	0
"ItemMixed_11"	-1.464	0.04	-36.38	0
"ItemMixed_12"	-1.536	0.04	-38.172	0
"ItemMixed_13"	-0.636	0.04	-15.8	0
"ItemMixed_14"	-4.169	0.04	-103.614	0
"ItemMixed_15"	1.944	0.04	48.325	0
"ItemMixed_16"	0.608	0.04	15.103	0
"ItemMixed_17"	-4.671	0.04	-116.095	0
"ItemMixed_18"	-4.131	0.04	-102.672	0
"ItemMixed_19"	1.361	0.04	33.826	0
"ItemMixed_2"	-1.22	0.04	-30.324	0
"ItemMixed_21"	-1.98	0.04	-49.204	0
"ItemMixed_22"	3.298	0.04	81.972	0
"ItemMixed_23"	-1.363	0.04	-33.886	0
"ItemMixed_24"	0.261	0.04	6.479	0
"ItemMixed_25"	0.162	0.04	4.019	0
"ItemMixed_26"	-0.536	0.04	-13.313	0
"ItemMixed_27"	-1.881	0.04	-46.743	0
"ItemMixed_28"	-0.984	0.04	-24.468	0
"ItemMixed_29"	-4.205	0.04	-104.514	0
"ItemMixed_3"	-4.214	0.04	-104.735	0
"ItemMixed_30"	-0.124	0.04	-3.089	0.002
"ItemMixed_31"	3.616	0.04	89.885	0
"ItemMixed_32"	-2.923	0.04	-72.649	0
"ItemMixed_33"	-2.618	0.04	-65.071	0
"ItemMixed_34"	-4.296	0.04	-106.772	0
