"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.498	0.058	215.722	0
"RC.C"	0.768	0.104	7.408	0
"compatible.C"	0.3	0.104	2.897	0.004
"Item232_Critical_29"	-0.492	0.082	-6.011	0
"Item232_Critical_31"	-0.129	0.082	-1.571	0.116
"ItemCritical_0"	-8.841	0.082	-107.905	0
"ItemCritical_1"	-1.561	0.082	-19.057	0
"ItemCritical_10"	-8.597	0.082	-104.926	0
"ItemCritical_11"	-8.807	0.082	-107.493	0
"ItemCritical_12"	-8.893	0.082	-108.544	0
"ItemCritical_13"	-8.143	0.082	-99.386	0
"ItemCritical_14"	-8.002	0.082	-97.669	0
"ItemCritical_15"	-8.479	0.082	-103.494	0
"ItemCritical_16"	-8.286	0.082	-101.13	0
"ItemCritical_17"	-8.327	0.082	-101.633	0
"ItemCritical_18"	0.843	0.082	10.283	0
"ItemCritical_19"	-8.697	0.082	-106.155	0
"ItemCritical_2"	0.63	0.082	7.687	0
"ItemCritical_20"	-3.722	0.082	-45.432	0
"ItemCritical_21"	-8.918	0.082	-108.851	0
"ItemCritical_22"	-4.284	0.082	-52.283	0
"ItemCritical_23"	-1.669	0.082	-20.366	0
"ItemCritical_24"	-8.856	0.082	-108.09	0
"ItemCritical_25"	-8.584	0.082	-104.775	0
"ItemCritical_26"	-0.514	0.082	-6.278	0
"ItemCritical_27"	-6.055	0.082	-73.899	0
"ItemCritical_28"	1.985	0.082	24.231	0
"ItemCritical_29"	1.08	0.082	13.185	0
"ItemCritical_3"	-9.041	0.082	-110.355	0
"ItemCritical_30"	-8.327	0.082	-101.63	0
"ItemCritical_31"	-3.907	0.082	-47.687	0
"ItemCritical_32"	-2.527	0.082	-30.838	0
"ItemCritical_33"	-0.29	0.082	-3.541	0
"ItemCritical_34"	-1.394	0.082	-17.018	0
"ItemCritical_35"	0.219	0.082	2.678	0.007
"ItemCritical_36"	0.048	0.082	0.583	0.56
"ItemCritical_4"	-8.521	0.082	-103.999	0
"ItemCritical_5"	-4.572	0.082	-55.804	0
"ItemCritical_7"	-8.522	0.082	-104.015	0
"ItemCritical_8"	-8.623	0.082	-105.248	0
"ItemCritical_9"	-8.351	0.082	-101.925	0
"ItemMixed1"	-4.626	0.775	-5.967	0
"ItemMixed_1"	1.001	0.082	12.222	0
"ItemMixed_11"	-4.33	0.082	-52.848	0
"ItemMixed_12"	-4.208	0.082	-51.359	0
"ItemMixed_13"	-4.703	0.082	-57.408	0
"ItemMixed_14"	-6.921	0.082	-84.471	0
"ItemMixed_15"	0.311	0.082	3.792	0
"ItemMixed_16"	-2.07	0.082	-25.271	0
"ItemMixed_17"	-8.812	0.082	-107.552	0
"ItemMixed_18"	-8.476	0.082	-103.458	0
"ItemMixed_19"	-1.111	0.082	-13.554	0
"ItemMixed_2"	-4.085	0.082	-49.859	0
"ItemMixed_21"	-6.136	0.082	-74.897	0
"ItemMixed_22"	1.69	0.082	20.626	0
"ItemMixed_23"	-3.88	0.082	-47.352	0
"ItemMixed_24"	-1.88	0.082	-22.949	0
"ItemMixed_25"	-4.493	0.082	-54.841	0
"ItemMixed_26"	-3.302	0.082	-40.306	0
"ItemMixed_27"	-5.41	0.082	-66.036	0
"ItemMixed_28"	-4.219	0.082	-51.495	0
"ItemMixed_29"	-8.782	0.082	-107.189	0
"ItemMixed_3"	-8.144	0.082	-99.407	0
"ItemMixed_30"	-4.322	0.082	-52.75	0
"ItemMixed_31"	2.577	0.082	31.455	0
"ItemMixed_32"	-5.36	0.082	-65.424	0
"ItemMixed_33"	-5.391	0.082	-65.803	0
"ItemMixed_34"	-8.362	0.082	-102.058	0
"ItemMixed_35"	1.663	0.082	20.292	0
"ItemMixed_36"	-1.015	0.082	-12.383	0
"ItemMixed_37"	-3.542	0.082	-43.227	0
"ItemMixed_38"	-0.751	0.082	-9.166	0
"ItemMixed_39"	-8.492	0.082	-103.652	0
"ItemMixed_4"	-8.423	0.082	-102.811	0
"ItemMixed_40"	-5.423	0.082	-66.185	0
"ItemMixed_41"	-4.013	0.082	-48.978	0
"ItemMixed_42"	-1.299	0.082	-15.854	0
"ItemMixed_43"	-5.526	0.082	-67.447	0
"ItemMixed_5"	-1.2	0.082	-14.651	0
"ItemMixed_6"	0.829	0.082	10.124	0
"ItemMixed_7"	-8.609	0.082	-105.079	0
"ItemMixed_8"	-5.844	0.082	-71.327	0
"ItemMixed_9"	-8.935	0.082	-109.062	0
"Item232_Critical_0"	-8.762	0.082	-106.95	0
"Item232_Critical_1"	-4.555	0.082	-55.601	0
"Item232_Critical_10"	-6.721	0.082	-82.028	0
"Item232_Critical_11"	-3.372	0.082	-41.161	0
"Item232_Critical_12"	-1.901	0.082	-23.208	0
"Item232_Critical_13"	-4.135	0.082	-50.471	0
"Item232_Critical_14"	-8.926	0.082	-108.943	0
"Item232_Critical_15"	-3.507	0.082	-42.805	0
"Item232_Critical_16"	-3.113	0.082	-37.995	0
"Item232_Critical_17"	-8.673	0.082	-105.862	0
"Item232_Critical_18"	-8.593	0.082	-104.88	0
"Item232_Critical_19"	-3.87	0.082	-47.24	0
"Item232_Critical_2"	-8.535	0.082	-104.176	0
"Item232_Critical_20"	-4.844	0.082	-59.126	0
"Item232_Critical_21"	-1.687	0.082	-20.596	0
"Item232_Critical_23"	-3.947	0.082	-48.18	0
"Item232_Critical_24"	-3.991	0.082	-48.71	0
"Item232_Critical_25"	-8.73	0.082	-106.55	0
"Item232_Critical_26"	-8.551	0.082	-104.374	0
"Item232_Critical_27"	-1.794	0.082	-21.902	0
"Item232_Critical_28"	-3.866	0.082	-47.181	0
"Item232_Critical_3"	-8.003	0.082	-97.679	0
"Item232_Critical_30"	-8.55	0.082	-104.359	0
"Item232_Critical_4"	-0.488	0.082	-5.962	0
"Item232_Critical_5"	-4.812	0.082	-58.734	0
"Item232_Critical_6"	-5.902	0.082	-72.04	0
"Item232_Critical_7"	-2.949	0.082	-35.992	0
"Item232_Critical_8"	-4.379	0.082	-53.451	0
"Item232_Critical_9"	-8.517	0.082	-103.955	0
"Item238_Critical_Vadv1"	0	0.147	0	1
"Item238_Critical_VAdv1"	0	0.147	0	1
"Item238_Critical_Vadv2"	1.91	0.082	23.31	0
"Item238_Critical_Vadv3"	-4.683	0.082	-57.163	0
"Item238_Critical_Vadv5"	-3.307	0.082	-40.36	0
"Item238_Critical_Vadv6"	-3.435	0.082	-41.928	0
"Item238_Critical_Vadv7"	-2.956	0.082	-36.08	0
"Item238_Critical_Vadv8"	-8.486	0.082	-103.581	0
"Item238_Critical_Vadv9"	-3.976	0.082	-48.528	0
"Item238_Critical_VN1"	-8.332	0.082	-101.702	0
"Item238_Critical_VN2"	-3.929	0.082	-47.954	0
"Item238_Critical_VN3"	-2.499	0.082	-30.497	0
"Item238_Critical_VN5"	-1.483	0.082	-18.095	0
"ItemCritical_6"	-8.357	0.082	-102.006	0
"EmbBias.C"	0.016	0.053	0.3	0.764
"SC.C"	-0.684	0.116	-5.903	0
"RC.C:compatible.C"	0.843	0.207	4.069	0
"RC.C:Item232_Critical_29"	-1.189	0.147	-8.111	0
"RC.C:Item232_Critical_31"	-0.134	0.147	-0.918	0.359
"RC.C:ItemCritical_0"	0.406	0.147	2.768	0.006
"RC.C:ItemCritical_1"	1.01	0.147	6.89	0
"RC.C:ItemCritical_10"	1.505	0.147	10.266	0
"RC.C:ItemCritical_11"	1.14	0.147	7.781	0
"RC.C:ItemCritical_12"	0.415	0.147	2.833	0.005
"RC.C:ItemCritical_13"	0.862	0.147	5.88	0
"RC.C:ItemCritical_14"	1.483	0.147	10.117	0
"RC.C:ItemCritical_15"	1.191	0.147	8.126	0
"RC.C:ItemCritical_16"	0.58	0.147	3.954	0
"RC.C:ItemCritical_17"	2.136	0.147	14.573	0
"RC.C:ItemCritical_18"	-0.018	0.147	-0.126	0.9
"RC.C:ItemCritical_19"	1.426	0.147	9.73	0
"RC.C:ItemCritical_2"	0.69	0.147	4.708	0
"RC.C:ItemCritical_20"	1.458	0.147	9.95	0
"RC.C:ItemCritical_21"	1.208	0.147	8.242	0
"RC.C:ItemCritical_22"	0.825	0.147	5.626	0
"RC.C:ItemCritical_23"	1.104	0.147	7.532	0
"RC.C:ItemCritical_24"	0.688	0.147	4.698	0
"RC.C:ItemCritical_25"	0.329	0.147	2.247	0.025
"RC.C:ItemCritical_26"	-0.437	0.147	-2.982	0.003
"RC.C:ItemCritical_27"	-0.632	0.147	-4.312	0
"RC.C:ItemCritical_28"	1.579	0.147	10.771	0
"RC.C:ItemCritical_29"	-0.455	0.147	-3.103	0.002
"RC.C:ItemCritical_3"	1.091	0.147	7.444	0
"RC.C:ItemCritical_30"	1.553	0.147	10.596	0
"RC.C:ItemCritical_31"	0.321	0.147	2.19	0.029
"RC.C:ItemCritical_32"	3.023	0.147	20.627	0
"RC.C:ItemCritical_33"	0.192	0.147	1.311	0.19
"RC.C:ItemCritical_34"	0.839	0.147	5.723	0
"RC.C:ItemCritical_35"	1.072	0.147	7.317	0
"RC.C:ItemCritical_36"	0.199	0.147	1.355	0.175
"RC.C:ItemCritical_4"	1.543	0.147	10.527	0
"RC.C:ItemCritical_5"	0.709	0.147	4.836	0
"RC.C:ItemCritical_7"	1.545	0.147	10.539	0
"RC.C:ItemCritical_8"	1.127	0.147	7.693	0
"RC.C:ItemCritical_9"	0.985	0.147	6.723	0
"RC.C:ItemMixed_1"	1.338	0.147	9.128	0
"RC.C:ItemMixed_11"	0.32	0.147	2.184	0.029
"RC.C:ItemMixed_12"	1.034	0.147	7.058	0
"RC.C:ItemMixed_13"	0.414	0.147	2.824	0.005
"RC.C:ItemMixed_14"	1.256	0.147	8.571	0
"RC.C:ItemMixed_15"	1.074	0.147	7.327	0
"RC.C:ItemMixed_16"	0.472	0.147	3.219	0.001
"RC.C:ItemMixed_17"	1.572	0.147	10.725	0
"RC.C:ItemMixed_18"	0.998	0.147	6.809	0
"RC.C:ItemMixed_19"	0.67	0.147	4.571	0
"RC.C:ItemMixed_2"	0.424	0.147	2.895	0.004
"RC.C:ItemMixed_21"	0.099	0.147	0.675	0.5
"RC.C:ItemMixed_22"	0.161	0.147	1.1	0.271
"RC.C:ItemMixed_23"	1.256	0.147	8.568	0
"RC.C:ItemMixed_24"	1.166	0.147	7.958	0
"RC.C:ItemMixed_25"	2.045	0.147	13.951	0
"RC.C:ItemMixed_26"	3.165	0.147	21.595	0
"RC.C:ItemMixed_27"	1.375	0.147	9.379	0
"RC.C:ItemMixed_28"	0.609	0.147	4.157	0
"RC.C:ItemMixed_29"	1.027	0.147	7.008	0
