"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.287	0.059	224.666	0
"RC.C"	1.295	0.106	12.242	0
"compatible.C"	-0.147	0.106	-1.389	0.165
"ItemMixed_11"	-5.289	0.084	-63.237	0
"ItemMixed_12"	-5.463	0.084	-65.312	0
"ItemMixed_13"	-5.801	0.084	-69.355	0
"ItemMixed_14"	-7.772	0.084	-92.919	0
"ItemMixed_15"	-0.93	0.084	-11.121	0
"ItemMixed_16"	-3.26	0.084	-38.976	0
"ItemMixed_17"	-9.992	0.084	-119.463	0
"ItemMixed_18"	-9.674	0.084	-115.66	0
"ItemMixed_19"	-2.424	0.084	-28.98	0
"ItemMixed_2"	-5.229	0.084	-62.523	0
"ItemMixed_21"	-7.157	0.084	-85.572	0
"ItemMixed_22"	0.704	0.084	8.414	0
"ItemMixed_23"	-5.204	0.084	-62.22	0
"ItemMixed_24"	-3.115	0.084	-37.242	0
"ItemMixed_25"	-6.22	0.084	-74.36	0
"ItemMixed_26"	-4.775	0.084	-57.084	0
"ItemMixed_27"	-6.431	0.084	-76.886	0
"ItemMixed_28"	-5.327	0.084	-63.693	0
"ItemMixed_29"	-9.96	0.084	-119.085	0
"ItemMixed_3"	-9.32	0.084	-111.426	0
"ItemMixed_30"	-5.408	0.084	-64.66	0
"ItemMixed_31"	1.544	0.084	18.456	0
"ItemMixed_32"	-6.387	0.084	-76.365	0
"ItemMixed_33"	-6.681	0.084	-79.877	0
"ItemMixed_34"	-9.76	0.084	-116.686	0
"ItemMixed_35"	0.668	0.084	7.986	0
"ItemMixed_36"	-2.115	0.084	-25.29	0
"ItemMixed_37"	-4.83	0.084	-57.743	0
"ItemMixed_38"	-1.842	0.084	-22.025	0
"ItemMixed_39"	-9.633	0.084	-115.177	0
"ItemMixed_4"	-9.608	0.084	-114.875	0
"ItemMixed_40"	-6.494	0.084	-77.643	0
"ItemMixed_41"	-5.227	0.084	-62.494	0
"ItemMixed_42"	-2.468	0.084	-29.511	0
"ItemMixed_43"	-6.864	0.084	-82.071	0
"ItemMixed_5"	-2.366	0.084	-28.287	0
"ItemMixed_6"	-0.103	0.084	-1.236	0.217
"ItemMixed_7"	-9.838	0.084	-117.625	0
"ItemMixed_8"	-6.854	0.084	-81.942	0
"ItemMixed_9"	-9.952	0.084	-118.981	0
"Item232_Critical_0"	-9.812	0.084	-117.308	0
"Item232_Critical_1"	-5.532	0.084	-66.136	0
"Item232_Critical_10"	-7.837	0.084	-93.695	0
"Item232_Critical_11"	-4.393	0.084	-52.526	0
"Item232_Critical_12"	-2.927	0.084	-34.993	0
"Item232_Critical_13"	-5.15	0.084	-61.568	0
"Item232_Critical_14"	-10.011	0.084	-119.689	0
"Item232_Critical_15"	-4.536	0.084	-54.232	0
