"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	4.13	0.056	74.243	0
"RC.C"	2.914	0.1	29.282	0
"compatible.C"	-0.227	0.1	-2.277	0.023
"Item232_Critical_1"	4.121	0.079	52.378	0
"Item232_Critical_10"	1.897	0.079	24.114	0
"Item232_Critical_11"	5.244	0.079	66.655	0
"Item232_Critical_12"	6.753	0.079	85.836	0
"Item232_Critical_13"	4.474	0.079	56.868	0
"Item232_Critical_14"	-0.216	0.079	-2.75	0.006
"Item232_Critical_15"	5.011	0.079	63.701	0
"Item232_Critical_16"	5.632	0.079	71.586	0
"Item232_Critical_17"	0.072	0.079	0.912	0.362
"Item232_Critical_18"	-0.035	0.079	-0.445	0.656
"Item232_Critical_19"	4.779	0.079	60.753	0
"Item232_Critical_2"	0.207	0.079	2.637	0.008
"Item232_Critical_20"	3.625	0.079	46.084	0
"Item232_Critical_21"	6.954	0.079	88.39	0
"Item232_Critical_23"	4.572	0.079	58.117	0
"Item232_Critical_24"	4.618	0.079	58.7	0
"Item232_Critical_25"	0.036	0.079	0.456	0.649
"Item232_Critical_26"	0.311	0.079	3.949	0
"Item232_Critical_27"	6.903	0.079	87.752	0
"Item232_Critical_28"	4.693	0.079	59.651	0
"Item232_Critical_3"	0.589	0.079	7.481	0
"Item232_Critical_30"	0.072	0.079	0.915	0.36
"Item232_Critical_4"	8.095	0.079	102.896	0
"Item232_Critical_5"	3.709	0.079	47.147	0
"Item232_Critical_6"	2.759	0.079	35.067	0
"Item232_Critical_7"	5.61	0.079	71.312	0
"Item232_Critical_8"	4.294	0.079	54.578	0
"Item232_Critical_9"	0.192	0.079	2.437	0.015
"Item238_Critical_Vadv1"	8.936	0.141	63.497	0
"Item238_Critical_VAdv1"	8.938	0.141	63.51	0
"Item238_Critical_Vadv2"	9.923	0.079	126.137	0
"Item238_Critical_Vadv3"	3.354	0.079	42.636	0
"Item238_Critical_Vadv5"	5.318	0.079	67.602	0
"Item238_Critical_Vadv6"	4.813	0.079	61.176	0
"Item238_Critical_Vadv7"	4.929	0.079	62.66	0
"Item238_Critical_Vadv8"	-0.662	0.079	-8.414	0
"Item238_Critical_Vadv9"	4.463	0.079	56.73	0
"Item238_Critical_VN1"	0.309	0.079	3.922	0
"Item238_Critical_VN2"	4.847	0.079	61.614	0
"Item238_Critical_VN3"	5.94	0.079	75.506	0
"Item238_Critical_VN5"	7.323	0.079	93.086	0
"ItemCritical_6"	0.485	0.079	6.16	0
"EmbBias.C"	0.104	0.051	2.036	0.042
"SC.C"	0.454	0.111	4.084	0
"RC.C:compatible.C"	0.355	0.199	1.786	0.074
"RC.C:Item232_Critical_1"	-1.255	0.141	-8.919	0
"RC.C:Item232_Critical_10"	-2.971	0.141	-21.11	0
"RC.C:Item232_Critical_11"	-2.272	0.141	-16.142	0
"RC.C:Item232_Critical_12"	-1.64	0.141	-11.655	0
"RC.C:Item232_Critical_13"	-1.553	0.141	-11.039	0
"RC.C:Item232_Critical_14"	-1.531	0.141	-10.88	0
"RC.C:Item232_Critical_15"	-1.577	0.141	-11.207	0
"RC.C:Item232_Critical_16"	-0.684	0.141	-4.858	0
"RC.C:Item232_Critical_17"	-0.893	0.141	-6.349	0
"RC.C:Item232_Critical_18"	-0.944	0.141	-6.71	0
"RC.C:Item232_Critical_19"	-0.792	0.141	-5.626	0
"RC.C:Item232_Critical_2"	0.334	0.141	2.373	0.018
"RC.C:Item232_Critical_20"	-2.189	0.141	-15.554	0
"RC.C:Item232_Critical_21"	-1.706	0.141	-12.12	0
"RC.C:Item232_Critical_23"	-2.517	0.141	-17.888	0
"RC.C:Item232_Critical_24"	-1.692	0.141	-12.023	0
"RC.C:Item232_Critical_25"	-0.092	0.141	-0.653	0.514
"RC.C:Item232_Critical_26"	0.443	0.141	3.149	0.002
"RC.C:Item232_Critical_27"	-1.438	0.141	-10.218	0
"RC.C:Item232_Critical_28"	-1.724	0.141	-12.251	0
"RC.C:Item232_Critical_3"	-1.778	0.141	-12.635	0
"RC.C:Item232_Critical_30"	-0.92	0.141	-6.535	0
"RC.C:Item232_Critical_4"	-0.601	0.141	-4.271	0
"RC.C:Item232_Critical_5"	-1.498	0.141	-10.646	0
"RC.C:Item232_Critical_6"	-1.226	0.141	-8.712	0
"RC.C:Item232_Critical_7"	-2.221	0.141	-15.781	0
"RC.C:Item232_Critical_8"	-1.742	0.141	-12.381	0
"RC.C:Item232_Critical_9"	-0.363	0.141	-2.581	0.01
"RC.C:Item238_Critical_Vadv1"	-1.07	0.199	-5.376	0
"RC.C:Item238_Critical_VAdv1"	-1.597	0.199	-8.022	0
"RC.C:Item238_Critical_Vadv2"	-3.241	0.141	-23.031	0
"RC.C:Item238_Critical_Vadv3"	-3.067	0.141	-21.792	0
"RC.C:Item238_Critical_Vadv5"	-0.069	0.141	-0.493	0.622
"RC.C:Item238_Critical_Vadv6"	-2.87	0.141	-20.395	0
"RC.C:Item238_Critical_Vadv7"	-3.125	0.141	-22.206	0
"RC.C:Item238_Critical_Vadv8"	-2.877	0.141	-20.446	0
"RC.C:Item238_Critical_Vadv9"	-2.107	0.141	-14.975	0
"RC.C:Item238_Critical_VN1"	-0.624	0.141	-4.435	0
"RC.C:Item238_Critical_VN2"	-1.972	0.141	-14.016	0
"RC.C:Item238_Critical_VN3"	0.426	0.141	3.024	0.002
"RC.C:Item238_Critical_VN5"	-0.734	0.141	-5.216	0
"RC.C:ItemCritical_6"	-0.48	0.141	-3.408	0.001
"compatible.C:Item232_Critical_1"	0.131	0.141	0.933	0.351
"compatible.C:Item232_Critical_10"	-0.967	0.141	-6.873	0
"compatible.C:Item232_Critical_11"	-1.961	0.141	-13.933	0
"compatible.C:Item232_Critical_12"	0.193	0.141	1.37	0.171
"compatible.C:Item232_Critical_13"	-1.879	0.141	-13.354	0
"compatible.C:Item232_Critical_14"	-1.113	0.141	-7.908	0
"compatible.C:Item232_Critical_15"	-0.373	0.141	-2.648	0.008
"compatible.C:Item232_Critical_16"	1.45	0.141	10.301	0
"compatible.C:Item232_Critical_17"	0.517	0.141	3.672	0
"compatible.C:Item232_Critical_18"	0.076	0.141	0.537	0.591
"compatible.C:Item232_Critical_19"	0.333	0.141	2.367	0.018
"compatible.C:Item232_Critical_2"	0.625	0.141	4.442	0
"compatible.C:Item232_Critical_20"	0.199	0.141	1.415	0.157
"compatible.C:Item232_Critical_21"	0.085	0.141	0.603	0.547
"compatible.C:Item232_Critical_23"	-0.321	0.141	-2.28	0.023
"compatible.C:Item232_Critical_24"	1.365	0.141	9.697	0
"compatible.C:Item232_Critical_25"	0.453	0.141	3.222	0.001
"compatible.C:Item232_Critical_26"	0.28	0.141	1.992	0.046
"compatible.C:Item232_Critical_27"	-0.474	0.141	-3.369	0.001
"compatible.C:Item232_Critical_28"	0.895	0.141	6.359	0
"compatible.C:Item232_Critical_3"	3.974	0.141	28.238	0
"compatible.C:Item232_Critical_30"	0.127	0.141	0.905	0.365
