"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.528	0.068	184.459	0
"RC.C"	0.011	0.121	0.088	0.93
"compatible.C"	-0.206	0.121	-1.694	0.09
"Item232_Critical_29"	-0.888	0.096	-9.243	0
"Item232_Critical_31"	-0.061	0.096	-0.64	0.522
"ItemCritical_0"	-8.025	0.096	-83.554	0
"ItemCritical_1"	-1.273	0.096	-13.249	0
"ItemCritical_10"	-7.668	0.096	-79.832	0
"ItemCritical_11"	-8.068	0.096	-84	0
"ItemCritical_12"	-7.601	0.096	-79.132	0
"ItemCritical_13"	-7.531	0.096	-78.407	0
"ItemCritical_14"	-7.052	0.096	-73.421	0
"ItemCritical_15"	-7.434	0.096	-77.395	0
"ItemCritical_16"	-7.338	0.096	-76.396	0
"ItemCritical_17"	-7.522	0.096	-78.31	0
"ItemCritical_18"	1.114	0.096	11.596	0
"ItemCritical_19"	-8.096	0.096	-84.291	0
"ItemCritical_2"	0.81	0.096	8.431	0
"ItemCritical_20"	-2.664	0.096	-27.739	0
"ItemCritical_21"	-8.139	0.096	-84.739	0
"ItemCritical_22"	-3.495	0.096	-36.39	0
"ItemCritical_23"	-1.284	0.096	-13.363	0
"ItemCritical_24"	-8.213	0.096	-85.509	0
"ItemCritical_25"	-7.971	0.096	-82.992	0
"ItemCritical_26"	-0.088	0.096	-0.918	0.358
"ItemCritical_27"	-5.54	0.096	-57.673	0
"ItemCritical_28"	3.025	0.096	31.494	0
"ItemCritical_29"	1.528	0.096	15.907	0
"ItemCritical_3"	-7.588	0.096	-79.003	0
"ItemCritical_30"	-7.938	0.096	-82.645	0
"ItemCritical_31"	-2.882	0.096	-30.003	0
"ItemCritical_32"	-2.186	0.096	-22.76	0
"ItemCritical_33"	-0.194	0.096	-2.021	0.043
"ItemCritical_34"	-0.766	0.096	-7.974	0
"ItemCritical_35"	0.377	0.096	3.924	0
"ItemCritical_36"	0.427	0.096	4.447	0
"ItemCritical_4"	-7.848	0.096	-81.706	0
"ItemCritical_5"	-3.599	0.096	-37.465	0
"ItemCritical_7"	-7.928	0.096	-82.539	0
"ItemCritical_8"	-7.73	0.096	-80.474	0
"ItemCritical_9"	-7.294	0.096	-75.94	0
"ItemMixed_1"	1.453	0.096	15.124	0
"ItemMixed_11"	-4.049	0.096	-42.159	0
"ItemMixed_12"	-3.372	0.096	-35.102	0
"ItemMixed_13"	-3.953	0.096	-41.151	0
"ItemMixed_14"	-6.86	0.096	-71.417	0
"ItemMixed_15"	0.767	0.096	7.983	0
"ItemMixed_16"	-1.296	0.096	-13.494	0
"ItemMixed_17"	-8.184	0.096	-85.201	0
"ItemMixed_18"	-7.956	0.096	-82.834	0
"ItemMixed_19"	-0.393	0.096	-4.091	0
"ItemMixed_2"	-2.96	0.096	-30.822	0
"ItemMixed_21"	-5.399	0.096	-56.21	0
"ItemMixed_22"	1.877	0.096	19.546	0
"ItemMixed_23"	-2.998	0.096	-31.21	0
"ItemMixed_24"	-1.502	0.096	-15.642	0
"ItemMixed_25"	-3.894	0.096	-40.543	0
"ItemMixed_26"	-2.517	0.096	-26.209	0
"ItemMixed_27"	-4.997	0.096	-52.024	0
"ItemMixed_28"	-3.572	0.096	-37.184	0
"ItemMixed_29"	-7.994	0.096	-83.222	0
"ItemMixed_3"	-7.534	0.096	-78.439	0
"ItemMixed_30"	-3.699	0.096	-38.506	0
"ItemMixed_31"	3.198	0.096	33.292	0
"ItemMixed_32"	-5.119	0.096	-53.291	0
"ItemMixed_33"	-5.448	0.096	-56.722	0
"ItemMixed_34"	-7.755	0.096	-80.737	0
"ItemMixed_35"	1.841	0.096	19.167	0
"ItemMixed_36"	-0.333	0.096	-3.47	0.001
"ItemMixed_37"	-2.291	0.096	-23.849	0
"ItemMixed_38"	0.216	0.096	2.244	0.025
"ItemMixed_39"	-7.726	0.096	-80.44	0
"ItemMixed_4"	-7.45	0.096	-77.565	0
"ItemMixed_40"	-4.852	0.096	-50.512	0
"ItemMixed_41"	-2.93	0.096	-30.501	0
"ItemMixed_42"	-0.019	0.096	-0.197	0.844
"ItemMixed_43"	-5.297	0.096	-55.144	0
"ItemMixed_5"	-0.721	0.096	-7.506	0
"ItemMixed_6"	1.108	0.096	11.539	0
"ItemMixed_7"	-7.817	0.096	-81.386	0
"ItemMixed_8"	-5.517	0.096	-57.434	0
"ItemMixed_9"	-7.977	0.096	-83.054	0
"Item232_Critical_0"	-7.937	0.096	-82.633	0
"Item232_Critical_1"	-3.882	0.096	-40.421	0
"Item232_Critical_10"	-6.117	0.096	-63.687	0
"Item232_Critical_11"	-2.427	0.096	-25.271	0
"Item232_Critical_12"	-1.594	0.096	-16.6	0
"Item232_Critical_13"	-3.623	0.096	-37.716	0
"Item232_Critical_14"	-7.601	0.096	-79.133	0
"Item232_Critical_15"	-2.866	0.096	-29.837	0
"Item232_Critical_16"	-2.279	0.096	-23.727	0
"Item232_Critical_17"	-7.903	0.096	-82.281	0
"Item232_Critical_18"	-7.726	0.096	-80.436	0
"Item232_Critical_19"	-2.906	0.096	-30.255	0
"Item232_Critical_2"	-7.833	0.096	-81.547	0
"Item232_Critical_20"	-4.354	0.096	-45.326	0
"Item232_Critical_21"	-1.051	0.096	-10.945	0
"Item232_Critical_23"	-3.815	0.096	-39.717	0
"Item232_Critical_24"	-3.312	0.096	-34.477	0
"Item232_Critical_25"	-7.353	0.096	-76.554	0
"Item232_Critical_26"	-7.477	0.096	-77.84	0
"Item232_Critical_27"	-1.33	0.096	-13.845	0
"Item232_Critical_28"	-3.306	0.096	-34.424	0
"Item232_Critical_3"	-6.663	0.096	-69.367	0
"Item232_Critical_30"	-7.303	0.096	-76.034	0
"Item232_Critical_4"	0.241	0.096	2.509	0.012
"Item232_Critical_5"	-4.067	0.096	-42.344	0
"Item232_Critical_6"	-5.165	0.096	-53.775	0
"Item232_Critical_7"	-2.424	0.096	-25.24	0
"Item232_Critical_8"	-3.241	0.096	-33.748	0
"Item232_Critical_9"	-7.874	0.096	-81.982	0
"Item238_Critical_Vadv1"	-0.047	0.172	-0.273	0.785
"Item238_Critical_VAdv1"	-0.052	0.172	-0.303	0.762
"Item238_Critical_Vadv2"	2.076	0.096	21.611	0
"Item238_Critical_Vadv3"	-4.456	0.096	-46.396	0
"Item238_Critical_Vadv5"	-3.277	0.096	-34.12	0
"Item238_Critical_Vadv6"	-3.261	0.096	-33.954	0
"Item238_Critical_Vadv7"	-2.687	0.096	-27.98	0
"Item238_Critical_Vadv8"	-7.876	0.096	-81.996	0
"Item238_Critical_Vadv9"	-3.482	0.096	-36.247	0
"Item238_Critical_VN1"	-7.775	0.096	-80.949	0
"Item238_Critical_VN2"	-2.681	0.096	-27.915	0
"Item238_Critical_VN3"	-2.05	0.096	-21.346	0
"Item238_Critical_VN5"	-0.705	0.096	-7.345	0
"ItemCritical_6"	-7.133	0.096	-74.261	0
"EmbBias.C"	0.01	0.062	0.169	0.866
"SC.C"	-0.652	0.136	-4.803	0
"RC.C:compatible.C"	-0.325	0.243	-1.339	0.18
"RC.C:Item232_Critical_29"	-0.39	0.172	-2.271	0.023
"RC.C:Item232_Critical_31"	-0.142	0.172	-0.826	0.409
"RC.C:ItemCritical_0"	-0.077	0.172	-0.447	0.655
"RC.C:ItemCritical_1"	0.173	0.172	1.008	0.313
"RC.C:ItemCritical_10"	0.692	0.172	4.03	0
"RC.C:ItemCritical_11"	0.446	0.172	2.597	0.009
"RC.C:ItemCritical_12"	-0.842	0.172	-4.9	0
"RC.C:ItemCritical_13"	0.431	0.172	2.511	0.012
"RC.C:ItemCritical_14"	0.608	0.172	3.541	0
"RC.C:ItemCritical_15"	0.799	0.172	4.65	0
"RC.C:ItemCritical_16"	0.129	0.172	0.749	0.454
"RC.C:ItemCritical_17"	1.241	0.172	7.224	0
"RC.C:ItemCritical_18"	-0.029	0.172	-0.168	0.866
"RC.C:ItemCritical_19"	1.1	0.172	6.405	0
"RC.C:ItemCritical_2"	-0.348	0.172	-2.024	0.043
"RC.C:ItemCritical_20"	0.593	0.172	3.45	0.001
"RC.C:ItemCritical_21"	0.038	0.172	0.219	0.827
"RC.C:ItemCritical_22"	0.978	0.172	5.691	0
"RC.C:ItemCritical_23"	0.038	0.172	0.221	0.825
"RC.C:ItemCritical_24"	0.368	0.172	2.14	0.032
"RC.C:ItemCritical_25"	-0.272	0.172	-1.585	0.113
"RC.C:ItemCritical_26"	-0.375	0.172	-2.184	0.029
"RC.C:ItemCritical_27"	-0.279	0.172	-1.624	0.104
"RC.C:ItemCritical_28"	0.185	0.172	1.077	0.282
"RC.C:ItemCritical_29"	-0.173	0.172	-1.008	0.313
"RC.C:ItemCritical_3"	1.249	0.172	7.268	0
"RC.C:ItemCritical_30"	1.074	0.172	6.253	0
"RC.C:ItemCritical_31"	-0.663	0.172	-3.859	0
"RC.C:ItemCritical_32"	0.84	0.172	4.888	0
"RC.C:ItemCritical_33"	0.619	0.172	3.605	0
"RC.C:ItemCritical_34"	0.421	0.172	2.45	0.014
"RC.C:ItemCritical_35"	0.415	0.172	2.414	0.016
"RC.C:ItemCritical_36"	0.601	0.172	3.497	0
"RC.C:ItemCritical_4"	0.816	0.172	4.751	0
"RC.C:ItemCritical_5"	-0.443	0.172	-2.578	0.01
"RC.C:ItemCritical_7"	0.49	0.172	2.849	0.004
"RC.C:ItemCritical_8"	-0.249	0.172	-1.448	0.148
"RC.C:ItemCritical_9"	1.429	0.172	8.32	0
"RC.C:ItemMixed_1"	0.405	0.172	2.358	0.018
"RC.C:ItemMixed_11"	0.772	0.172	4.494	0
"RC.C:ItemMixed_12"	-0.239	0.172	-1.391	0.164
"RC.C:ItemMixed_13"	-0.077	0.172	-0.446	0.656
"RC.C:ItemMixed_14"	0.827	0.172	4.816	0
"RC.C:ItemMixed_15"	0.133	0.172	0.776	0.438
"RC.C:ItemMixed_16"	1.157	0.172	6.737	0
"RC.C:ItemMixed_17"	0.945	0.172	5.502	0
"RC.C:ItemMixed_18"	0.474	0.172	2.758	0.006
"RC.C:ItemMixed_19"	-0.104	0.172	-0.605	0.545
"RC.C:ItemMixed_2"	-0.89	0.172	-5.181	0
"RC.C:ItemMixed_21"	0.251	0.172	1.458	0.145
"RC.C:ItemMixed_22"	-0.011	0.172	-0.064	0.949
"RC.C:ItemMixed_23"	0.732	0.172	4.259	0
"RC.C:ItemMixed_24"	0.205	0.172	1.191	0.234
"RC.C:ItemMixed_25"	-0.719	0.172	-4.182	0
"RC.C:ItemMixed_26"	-0.49	0.172	-2.852	0.004
"RC.C:ItemMixed_27"	1.142	0.172	6.648	0
"RC.C:ItemMixed_28"	1.045	0.172	6.082	0
"RC.C:ItemMixed_29"	0.507	0.172	2.951	0.003
"RC.C:ItemMixed_3"	0.485	0.172	2.822	0.005
"RC.C:ItemMixed_30"	0.288	0.172	1.675	0.094
"RC.C:ItemMixed_31"	-1.028	0.172	-5.984	0
"RC.C:ItemMixed_32"	0.076	0.172	0.442	0.658
"RC.C:ItemMixed_33"	0.785	0.172	4.57	0
"RC.C:ItemMixed_34"	-0.335	0.172	-1.952	0.051
"RC.C:ItemMixed_35"	-0.732	0.172	-4.26	0
"RC.C:ItemMixed_36"	-0.175	0.172	-1.02	0.308
"RC.C:ItemMixed_37"	1.214	0.172	7.064	0
"RC.C:ItemMixed_38"	1.272	0.172	7.405	0
"RC.C:ItemMixed_39"	0.688	0.172	4.002	0
"RC.C:ItemMixed_4"	0.273	0.172	1.589	0.112
"RC.C:ItemMixed_40"	-0.317	0.172	-1.847	0.065
"RC.C:ItemMixed_41"	0.564	0.172	3.281	0.001
"RC.C:ItemMixed_42"	1.713	0.172	9.968	0
"RC.C:ItemMixed_43"	0.012	0.172	0.068	0.946
"RC.C:ItemMixed_5"	-0.337	0.172	-1.964	0.05
"RC.C:ItemMixed_6"	0.085	0.172	0.495	0.621
"RC.C:ItemMixed_7"	1.307	0.172	7.609	0
"RC.C:ItemMixed_8"	0.55	0.172	3.2	0.001
"RC.C:ItemMixed_9"	0.336	0.172	1.957	0.05
"RC.C:Item232_Critical_0"	1.323	0.172	7.699	0
"RC.C:Item232_Critical_1"	0.715	0.172	4.163	0
"RC.C:Item232_Critical_10"	-0.224	0.172	-1.303	0.192
"RC.C:Item232_Critical_11"	0.861	0.172	5.009	0
"RC.C:Item232_Critical_12"	0.293	0.172	1.703	0.088
"RC.C:Item232_Critical_13"	-0.217	0.172	-1.265	0.206
"RC.C:Item232_Critical_14"	0.781	0.172	4.544	0
"RC.C:Item232_Critical_15"	0.243	0.172	1.417	0.157
"RC.C:Item232_Critical_16"	1.053	0.172	6.128	0
"RC.C:Item232_Critical_17"	1.059	0.172	6.164	0
"RC.C:Item232_Critical_18"	0.46	0.172	2.677	0.007
"RC.C:Item232_Critical_19"	0.965	0.172	5.618	0
"RC.C:Item232_Critical_2"	1.368	0.172	7.962	0
"RC.C:Item232_Critical_20"	-0.067	0.172	-0.392	0.695
"RC.C:Item232_Critical_21"	0.176	0.172	1.022	0.307
"RC.C:Item232_Critical_23"	-0.328	0.172	-1.911	0.056
"RC.C:Item232_Critical_24"	0.048	0.172	0.282	0.778
"RC.C:Item232_Critical_25"	1.527	0.172	8.889	0
"RC.C:Item232_Critical_26"	1.804	0.172	10.499	0
"RC.C:Item232_Critical_27"	-0.264	0.172	-1.539	0.124
"RC.C:Item232_Critical_28"	0.187	0.172	1.091	0.275
"RC.C:Item232_Critical_3"	0.555	0.172	3.23	0.001
"RC.C:Item232_Critical_30"	0.917	0.172	5.339	0
"RC.C:Item232_Critical_4"	1.805	0.172	10.503	0
"RC.C:Item232_Critical_5"	0.569	0.172	3.313	0.001
"RC.C:Item232_Critical_6"	0.111	0.172	0.645	0.519
"RC.C:Item232_Critical_7"	0.16	0.172	0.931	0.352
"RC.C:Item232_Critical_8"	1.026	0.172	5.974	0
"RC.C:Item232_Critical_9"	1.497	0.172	8.712	0
