"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.111	0.054	242.293	0
"RC.C"	0.128	0.097	1.326	0.185
"compatible.C"	-0.246	0.097	-2.543	0.011
"Item232_Critical_29"	-1.322	0.077	-17.275	0
"Item232_Critical_31"	-0.476	0.077	-6.218	0
"ItemCritical_0"	-8.193	0.077	-107.062	0
"ItemCritical_1"	-1.322	0.077	-17.269	0
"ItemCritical_10"	-7.153	0.077	-93.464	0
"ItemCritical_11"	-8.295	0.077	-108.399	0
"ItemCritical_12"	-8.165	0.077	-106.695	0
"ItemCritical_13"	-7.557	0.077	-98.756	0
"ItemCritical_14"	-7.521	0.077	-98.275	0
"ItemCritical_15"	-7.39	0.077	-96.571	0
"ItemCritical_16"	-8.174	0.077	-106.806	0
"ItemCritical_17"	-7.928	0.077	-103.593	0
"ItemCritical_18"	0.493	0.077	6.449	0
"ItemCritical_19"	-8.221	0.077	-107.432	0
"ItemCritical_2"	0.487	0.077	6.365	0
"ItemCritical_20"	-3.579	0.077	-46.77	0
"ItemCritical_21"	-8.508	0.077	-111.178	0
"ItemCritical_22"	-3.821	0.077	-49.937	0
"ItemCritical_23"	-1.161	0.077	-15.167	0
"ItemCritical_24"	-8.056	0.077	-105.271	0
"ItemCritical_25"	-7.778	0.077	-101.633	0
"ItemCritical_26"	-0.283	0.077	-3.7	0
"ItemCritical_27"	-6.24	0.077	-81.541	0
"ItemCritical_28"	3.111	0.077	40.652	0
"ItemCritical_29"	1.157	0.077	15.113	0
"ItemCritical_3"	-8.375	0.077	-109.441	0
"ItemCritical_30"	-8.16	0.077	-106.635	0
"ItemCritical_31"	-3.092	0.077	-40.408	0
"ItemCritical_32"	-2.52	0.077	-32.935	0
"ItemCritical_33"	-0.625	0.077	-8.173	0
"ItemCritical_34"	-0.676	0.077	-8.838	0
"ItemCritical_35"	-0.05	0.077	-0.653	0.514
"ItemCritical_36"	0.252	0.077	3.298	0.001
"ItemCritical_4"	-7.461	0.077	-97.501	0
"ItemCritical_5"	-4.084	0.077	-53.362	0
"ItemCritical_7"	-7.415	0.077	-96.897	0
"ItemCritical_8"	-7.17	0.077	-93.692	0
"ItemCritical_9"	-7.736	0.077	-101.095	0
"ItemMixed_1"	1.161	0.077	15.172	0
"ItemMixed_11"	-4.776	0.077	-62.407	0
"ItemMixed_12"	-3.647	0.077	-47.661	0
"ItemMixed_13"	-3.987	0.077	-52.1	0
"ItemMixed_14"	-7.561	0.077	-98.802	0
"ItemMixed_15"	0.407	0.077	5.325	0
"ItemMixed_16"	-1.807	0.077	-23.617	0
"ItemMixed_17"	-8.325	0.077	-108.781	0
"ItemMixed_18"	-7.548	0.077	-98.636	0
"ItemMixed_19"	-1.162	0.077	-15.19	0
"ItemMixed_2"	-3.662	0.077	-47.85	0
"ItemMixed_21"	-5.742	0.077	-75.037	0
"ItemMixed_22"	1.582	0.077	20.676	0
"ItemMixed_23"	-3.514	0.077	-45.914	0
"ItemMixed_24"	-1.533	0.077	-20.036	0
"ItemMixed_25"	-3.578	0.077	-46.758	0
"ItemMixed_26"	-2.831	0.077	-36.995	0
"ItemMixed_27"	-5.532	0.077	-72.289	0
"ItemMixed_28"	-3.423	0.077	-44.736	0
"ItemMixed_29"	-8.288	0.077	-108.308	0
"ItemMixed_3"	-7.402	0.077	-96.729	0
"ItemMixed_30"	-3.607	0.077	-47.137	0
"ItemMixed_31"	2.848	0.077	37.222	0
"ItemMixed_32"	-5.458	0.077	-71.317	0
"ItemMixed_33"	-5.385	0.077	-70.367	0
"ItemMixed_34"	-8.454	0.077	-110.477	0
"ItemMixed_35"	1.363	0.077	17.809	0
"ItemMixed_36"	-0.985	0.077	-12.875	0
"ItemMixed_37"	-3.15	0.077	-41.159	0
"ItemMixed_38"	-0.566	0.077	-7.397	0
"ItemMixed_39"	-8.172	0.077	-106.786	0
"ItemMixed_4"	-7.514	0.077	-98.184	0
"ItemMixed_40"	-5.096	0.077	-66.585	0
"ItemMixed_41"	-3.051	0.077	-39.871	0
"ItemMixed_42"	-0.671	0.077	-8.769	0
"ItemMixed_43"	-5.685	0.077	-74.293	0
"ItemMixed_5"	-0.967	0.077	-12.641	0
"ItemMixed_6"	0.56	0.077	7.323	0
"ItemMixed_7"	-7.392	0.077	-96.594	0
"ItemMixed_8"	-6.086	0.077	-79.524	0
"ItemMixed_9"	-7.791	0.077	-101.811	0
"Item232_Critical_0"	-8.464	0.077	-110.598	0
"Item232_Critical_1"	-4.228	0.077	-55.255	0
"Item232_Critical_10"	-6.87	0.077	-89.773	0
"Item232_Critical_11"	-3.258	0.077	-42.568	0
"Item232_Critical_12"	-1.734	0.077	-22.661	0
"Item232_Critical_13"	-4.407	0.077	-57.589	0
"Item232_Critical_14"	-7.979	0.077	-104.27	0
"Item232_Critical_15"	-3.489	0.077	-45.594	0
"Item232_Critical_16"	-2.848	0.077	-37.217	0
"Item232_Critical_17"	-8.221	0.077	-107.423	0
"Item232_Critical_18"	-8.247	0.077	-107.761	0
"Item232_Critical_19"	-3.476	0.077	-45.425	0
"Item232_Critical_2"	-8.351	0.077	-109.126	0
"Item232_Critical_20"	-4.833	0.077	-63.153	0
"Item232_Critical_21"	-1.506	0.077	-19.682	0
"Item232_Critical_23"	-4.287	0.077	-56.023	0
"Item232_Critical_24"	-3.77	0.077	-49.258	0
"Item232_Critical_25"	-7.872	0.077	-102.862	0
"Item232_Critical_26"	-7.824	0.077	-102.243	0
"Item232_Critical_27"	-1.79	0.077	-23.393	0
"Item232_Critical_28"	-3.839	0.077	-50.16	0
"Item232_Critical_3"	-7.758	0.077	-101.373	0
"Item232_Critical_30"	-8.008	0.077	-104.641	0
"Item232_Critical_4"	-0.546	0.077	-7.139	0
"Item232_Critical_5"	-4.708	0.077	-61.516	0
"Item232_Critical_6"	-5.532	0.077	-72.295	0
"Item232_Critical_7"	-3.109	0.077	-40.632	0
"Item232_Critical_8"	-3.744	0.077	-48.925	0
"Item232_Critical_9"	-8.311	0.077	-108.602	0
"Item238_Critical_Vadv1"	-0.003	0.137	-0.019	0.985
"Item238_Critical_VAdv1"	0.007	0.137	0.052	0.958
"Item238_Critical_Vadv2"	2.174	0.077	28.404	0
"Item238_Critical_Vadv3"	-4.13	0.077	-53.972	0
"Item238_Critical_Vadv5"	-2.66	0.077	-34.765	0
"Item238_Critical_Vadv6"	-3.87	0.077	-50.577	0
"Item238_Critical_Vadv7"	-2.73	0.077	-35.669	0
"Item238_Critical_Vadv8"	-8.069	0.077	-105.438	0
"Item238_Critical_Vadv9"	-3.114	0.077	-40.687	0
"Item238_Critical_VN1"	-8.153	0.077	-106.542	0
"Item238_Critical_VN2"	-3.093	0.077	-40.415	0
"Item238_Critical_VN3"	-2.523	0.077	-32.969	0
"Item238_Critical_VN5"	-0.68	0.077	-8.885	0
"ItemCritical_6"	-7.55	0.077	-98.653	0
"EmbBias.C"	0.11	0.05	2.228	0.026
"SC.C"	0.548	0.108	5.068	0
"RC.C:compatible.C"	0.113	0.194	0.586	0.558
"RC.C:Item232_Critical_29"	-0.98	0.137	-7.162	0
"RC.C:Item232_Critical_31"	-0.939	0.137	-6.862	0
"RC.C:ItemCritical_0"	0.406	0.137	2.963	0.003
"RC.C:ItemCritical_1"	-1.097	0.137	-8.013	0
"RC.C:ItemCritical_10"	-0.281	0.137	-2.053	0.04
"RC.C:ItemCritical_11"	2.968	0.137	21.677	0
"RC.C:ItemCritical_12"	2.671	0.137	19.511	0
"RC.C:ItemCritical_13"	3.35	0.137	24.471	0
"RC.C:ItemCritical_14"	2.816	0.137	20.569	0
"RC.C:ItemCritical_15"	0.991	0.137	7.242	0
"RC.C:ItemCritical_16"	1.221	0.137	8.92	0
"RC.C:ItemCritical_17"	3.279	0.137	23.953	0
"RC.C:ItemCritical_18"	0.33	0.137	2.407	0.016
"RC.C:ItemCritical_19"	3.292	0.137	24.051	0
"RC.C:ItemCritical_2"	1.286	0.137	9.396	0
"RC.C:ItemCritical_20"	1.787	0.137	13.057	0
"RC.C:ItemCritical_21"	2.972	0.137	21.708	0
"RC.C:ItemCritical_22"	3.037	0.137	22.181	0
"RC.C:ItemCritical_23"	-0.784	0.137	-5.728	0
"RC.C:ItemCritical_24"	-0.326	0.137	-2.379	0.017
"RC.C:ItemCritical_25"	-0.959	0.137	-7.005	0
"RC.C:ItemCritical_26"	-0.741	0.137	-5.415	0
"RC.C:ItemCritical_27"	-0.617	0.137	-4.507	0
"RC.C:ItemCritical_28"	2.158	0.137	15.764	0
"RC.C:ItemCritical_29"	-1.088	0.137	-7.948	0
"RC.C:ItemCritical_3"	3.562	0.137	26.023	0
"RC.C:ItemCritical_30"	-0.3	0.137	-2.19	0.029
"RC.C:ItemCritical_31"	-0.964	0.137	-7.044	0
"RC.C:ItemCritical_32"	0.521	0.137	3.805	0
"RC.C:ItemCritical_33"	-0.133	0.137	-0.971	0.331
"RC.C:ItemCritical_34"	-0.325	0.137	-2.378	0.017
"RC.C:ItemCritical_35"	-0.349	0.137	-2.548	0.011
"RC.C:ItemCritical_36"	-0.597	0.137	-4.358	0
"RC.C:ItemCritical_4"	0.111	0.137	0.812	0.417
"RC.C:ItemCritical_5"	2.366	0.137	17.28	0
"RC.C:ItemCritical_7"	-0.442	0.137	-3.232	0.001
"RC.C:ItemCritical_8"	-0.722	0.137	-5.275	0
"RC.C:ItemCritical_9"	3.487	0.137	25.475	0
"RC.C:ItemMixed_1"	1.562	0.137	11.408	0
"RC.C:ItemMixed_11"	0.916	0.137	6.691	0
"RC.C:ItemMixed_12"	2.02	0.137	14.757	0
