"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	11.222	0.033	336.914	0
"RC.C"	-0.322	0.06	-5.401	0
"compatible.C"	-0.931	0.06	-15.628	0
"Item232_Critical_29"	0.221	0.047	4.697	0
"Item232_Critical_31"	1.085	0.047	23.031	0
"ItemCritical_0"	-3.657	0.047	-77.64	0
"ItemCritical_1"	-0.114	0.047	-2.424	0.015
"ItemCritical_10"	-4.141	0.047	-87.911	0
"ItemCritical_11"	-3.702	0.047	-78.59	0
"ItemCritical_12"	-3.67	0.047	-77.912	0
"ItemCritical_13"	-3.649	0.047	-77.479	0
"ItemCritical_14"	-3.755	0.047	-79.716	0
"ItemCritical_15"	-3.74	0.047	-79.391	0
"ItemCritical_16"	-3.92	0.047	-83.221	0
"ItemCritical_17"	-3.776	0.047	-80.169	0
"ItemCritical_18"	0.84	0.047	17.839	0
"ItemCritical_19"	-4.023	0.047	-85.412	0
"ItemCritical_2"	-0.114	0.047	-2.431	0.015
"ItemCritical_20"	0.479	0.047	10.161	0
"ItemCritical_21"	-3.814	0.047	-80.971	0
"ItemCritical_22"	0.377	0.047	8.008	0
"ItemCritical_23"	0.82	0.047	17.399	0
"ItemCritical_24"	-4.564	0.047	-96.898	0
"ItemCritical_25"	-3.984	0.047	-84.583	0
"ItemCritical_26"	1.077	0.047	22.874	0
"ItemCritical_27"	-1.292	0.047	-27.435	0
"ItemCritical_28"	3.337	0.047	70.853	0
"ItemCritical_29"	1.374	0.047	29.173	0
"ItemCritical_3"	-3.71	0.047	-78.757	0
"ItemCritical_30"	-3.962	0.047	-84.117	0
"ItemCritical_31"	-0.065	0.047	-1.377	0.169
"ItemCritical_32"	0.527	0.047	11.192	0
"ItemCritical_33"	0.327	0.047	6.94	0
"ItemCritical_34"	2.14	0.047	45.422	0
"ItemCritical_35"	1.633	0.047	34.674	0
"ItemCritical_36"	2.024	0.047	42.977	0
"ItemCritical_4"	-3.664	0.047	-77.783	0
"ItemCritical_5"	-1.043	0.047	-22.146	0
"ItemCritical_7"	-4.119	0.047	-87.437	0
"ItemCritical_8"	-4.173	0.047	-88.6	0
"ItemCritical_9"	-3.903	0.047	-82.868	0
"ItemMixed_1"	2.406	0.047	51.074	0
"ItemMixed_11"	-1.303	0.047	-27.671	0
"ItemMixed_12"	-1.022	0.047	-21.691	0
"ItemMixed_13"	-0.093	0.047	-1.966	0.049
"ItemMixed_14"	-3.75	0.047	-79.603	0
"ItemMixed_15"	2.022	0.047	42.935	0
"ItemMixed_16"	1.058	0.047	22.455	0
"ItemMixed_17"	-4.223	0.047	-89.661	0
"ItemMixed_18"	-3.64	0.047	-77.269	0
"ItemMixed_19"	1.372	0.047	29.132	0
"ItemMixed_2"	-1.116	0.047	-23.687	0
"ItemMixed_21"	-1.387	0.047	-29.436	0
"ItemMixed_22"	3.14	0.047	66.668	0
"ItemMixed_23"	-0.859	0.047	-18.231	0
"ItemMixed_24"	-0.34	0.047	-7.218	0
"ItemMixed_25"	0.626	0.047	13.294	0
"ItemMixed_26"	0.078	0.047	1.652	0.099
"ItemMixed_27"	-1.464	0.047	-31.071	0
"ItemMixed_28"	-0.264	0.047	-5.613	0
"ItemMixed_29"	-3.685	0.047	-78.243	0
"ItemMixed_3"	-3.592	0.047	-76.248	0
"ItemMixed_30"	0.238	0.047	5.056	0
"ItemMixed_31"	3.689	0.047	78.327	0
"ItemMixed_32"	-2.327	0.047	-49.403	0
"ItemMixed_33"	-2.204	0.047	-46.789	0
"ItemMixed_34"	-3.99	0.047	-84.704	0
"ItemMixed_35"	1.615	0.047	34.28	0
"ItemMixed_36"	0.72	0.047	15.281	0
"ItemMixed_37"	0.112	0.047	2.371	0.018
"ItemMixed_38"	2.463	0.047	52.281	0
"ItemMixed_39"	-4.024	0.047	-85.436	0
"ItemMixed_4"	-3.932	0.047	-83.466	0
"ItemMixed_40"	-1.023	0.047	-21.712	0
"ItemMixed_41"	0.376	0.047	7.983	0
"ItemMixed_42"	0.962	0.047	20.413	0
"ItemMixed_43"	-2.777	0.047	-58.95	0
"ItemMixed_5"	0.297	0.047	6.311	0
"ItemMixed_6"	0.92	0.047	19.541	0
"ItemMixed_7"	-3.975	0.047	-84.398	0
"ItemMixed_8"	-1.173	0.047	-24.902	0
"ItemMixed_9"	-3.927	0.047	-83.375	0
"Item232_Critical_0"	-4.022	0.047	-85.382	0
"Item232_Critical_1"	-0.086	0.047	-1.836	0.066
"Item232_Critical_10"	-3.636	0.047	-77.183	0
"Item232_Critical_11"	-0.115	0.047	-2.435	0.015
"Item232_Critical_12"	1.52	0.047	32.27	0
"Item232_Critical_13"	-0.478	0.047	-10.153	0
"Item232_Critical_14"	-4.134	0.047	-87.757	0
"Item232_Critical_15"	-0.101	0.047	-2.137	0.033
"Item232_Critical_16"	0.4	0.047	8.491	0
"Item232_Critical_17"	-3.931	0.047	-83.459	0
"Item232_Critical_18"	-3.743	0.047	-79.461	0
"Item232_Critical_19"	0.335	0.047	7.107	0
"Item232_Critical_2"	-3.837	0.047	-81.459	0
"Item232_Critical_20"	-2.25	0.047	-47.763	0
"Item232_Critical_21"	2.213	0.047	46.985	0
"Item232_Critical_23"	-0.979	0.047	-20.784	0
"Item232_Critical_24"	-0.585	0.047	-12.41	0
"Item232_Critical_25"	-3.967	0.047	-84.223	0
"Item232_Critical_26"	-3.948	0.047	-83.807	0
"Item232_Critical_27"	1.66	0.047	35.244	0
"Item232_Critical_28"	-0.631	0.047	-13.404	0
"Item232_Critical_3"	-4.015	0.047	-85.231	0
"Item232_Critical_30"	-3.807	0.047	-80.82	0
"Item232_Critical_4"	1.689	0.047	35.866	0
"Item232_Critical_5"	-1.315	0.047	-27.917	0
"Item232_Critical_6"	-1.543	0.047	-32.768	0
"Item232_Critical_7"	-0.223	0.047	-4.725	0
"Item232_Critical_8"	-0.057	0.047	-1.22	0.222
"Item232_Critical_9"	-3.872	0.047	-82.202	0
"Item238_Critical_Vadv1"	-0.008	0.084	-0.092	0.926
"Item238_Critical_VAdv1"	-0.015	0.084	-0.175	0.861
"Item238_Critical_Vadv2"	3.812	0.047	80.926	0
"Item238_Critical_Vadv3"	-1.277	0.047	-27.107	0
"Item238_Critical_Vadv5"	-0.452	0.047	-9.589	0
"Item238_Critical_Vadv6"	-1.548	0.047	-32.855	0
