"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.399	0.06	207.886	0
"RC.C"	0.451	0.107	4.225	0
"compatible.C"	0.296	0.107	2.771	0.006
"Item232_Critical_29"	-0.416	0.084	-4.929	0
"Item232_Critical_31"	-0.164	0.084	-1.946	0.052
"ItemCritical_0"	-8.933	0.084	-105.907	0
"ItemCritical_1"	-1.654	0.084	-19.615	0
"ItemCritical_10"	-8.758	0.084	-103.831	0
"ItemCritical_11"	-9.021	0.084	-106.952	0
"ItemCritical_12"	-8.986	0.084	-106.531	0
"ItemCritical_13"	-8.317	0.084	-98.606	0
"ItemCritical_14"	-8.295	0.084	-98.339	0
"ItemCritical_15"	-8.572	0.084	-101.629	0
"ItemCritical_16"	-8.406	0.084	-99.654	0
"ItemCritical_17"	-8.633	0.084	-102.347	0
"ItemCritical_18"	0.84	0.084	9.958	0
"ItemCritical_19"	-8.914	0.084	-105.678	0
"ItemCritical_2"	0.637	0.084	7.547	0
"ItemCritical_20"	-3.919	0.084	-46.467	0
"ItemCritical_21"	-9.027	0.084	-107.017	0
"ItemCritical_22"	-4.447	0.084	-52.721	0
"ItemCritical_23"	-1.717	0.084	-20.36	0
"ItemCritical_24"	-8.909	0.084	-105.627	0
"ItemCritical_25"	-8.529	0.084	-101.114	0
"ItemCritical_26"	-0.542	0.084	-6.43	0
"ItemCritical_27"	-5.948	0.084	-70.512	0
"ItemCritical_28"	1.775	0.084	21.043	0
"ItemCritical_29"	1.14	0.084	13.516	0
"ItemCritical_3"	-9.219	0.084	-109.298	0
"ItemCritical_30"	-8.478	0.084	-100.517	0
"ItemCritical_31"	-3.897	0.084	-46.202	0
"ItemCritical_32"	-2.485	0.084	-29.457	0
"ItemCritical_33"	-0.203	0.084	-2.402	0.016
"ItemCritical_34"	-1.459	0.084	-17.303	0
"ItemCritical_35"	0.224	0.084	2.658	0.008
"ItemCritical_36"	0.097	0.084	1.154	0.248
"ItemCritical_4"	-8.725	0.084	-103.443	0
"ItemCritical_5"	-4.755	0.084	-56.378	0
"ItemCritical_7"	-8.687	0.084	-102.996	0
"ItemCritical_8"	-8.698	0.084	-103.12	0
"ItemCritical_9"	-8.612	0.084	-102.108	0
"ItemMixed_1"	0.992	0.084	11.762	0
"ItemMixed_11"	-4.272	0.084	-50.649	0
"ItemMixed_12"	-4.297	0.084	-50.944	0
"ItemMixed_13"	-4.698	0.084	-55.697	0
"ItemMixed_14"	-6.823	0.084	-80.889	0
"ItemMixed_15"	0.234	0.084	2.769	0.006
"ItemMixed_16"	-2.155	0.084	-25.548	0
"ItemMixed_17"	-8.699	0.084	-103.132	0
"ItemMixed_18"	-8.339	0.084	-98.865	0
"ItemMixed_19"	-1.134	0.084	-13.443	0
"ItemMixed_2"	-4.095	0.084	-48.551	0
"ItemMixed_21"	-6.123	0.084	-72.592	0
"ItemMixed_22"	1.778	0.084	21.078	0
"ItemMixed_23"	-3.998	0.084	-47.4	0
"ItemMixed_24"	-1.973	0.084	-23.386	0
"ItemMixed_25"	-4.512	0.084	-53.49	0
"ItemMixed_26"	-3.331	0.084	-39.492	0
"ItemMixed_27"	-5.268	0.084	-62.451	0
"ItemMixed_28"	-4.263	0.084	-50.544	0
"ItemMixed_29"	-8.706	0.084	-103.213	0
"ItemMixed_3"	-8.179	0.084	-96.966	0
"ItemMixed_30"	-4.338	0.084	-51.433	0
"ItemMixed_31"	2.636	0.084	31.248	0
"ItemMixed_32"	-5.27	0.084	-62.476	0
"ItemMixed_33"	-5.545	0.084	-65.739	0
"ItemMixed_34"	-8.32	0.084	-98.634	0
"ItemMixed_35"	1.7	0.084	20.16	0
"ItemMixed_36"	-0.997	0.084	-11.824	0
"ItemMixed_37"	-3.482	0.084	-41.286	0
"ItemMixed_38"	-0.721	0.084	-8.55	0
"ItemMixed_39"	-8.541	0.084	-101.257	0
"ItemMixed_4"	-8.487	0.084	-100.622	0
"ItemMixed_40"	-5.467	0.084	-64.813	0
"ItemMixed_41"	-4.018	0.084	-47.639	0
"ItemMixed_42"	-1.34	0.084	-15.885	0
"ItemMixed_43"	-5.488	0.084	-65.065	0
"ItemMixed_5"	-1.245	0.084	-14.758	0
"ItemMixed_6"	0.877	0.084	10.399	0
"ItemMixed_7"	-8.506	0.084	-100.842	0
"ItemMixed_8"	-5.839	0.084	-69.221	0
"ItemMixed_9"	-8.85	0.084	-104.918	0
"Item232_Critical_0"	-8.699	0.084	-103.138	0
"Item232_Critical_1"	-4.498	0.084	-53.331	0
"Item232_Critical_10"	-6.668	0.084	-79.055	0
"Item232_Critical_11"	-3.362	0.084	-39.859	0
"Item232_Critical_12"	-1.848	0.084	-21.914	0
"Item232_Critical_13"	-4.117	0.084	-48.815	0
"Item232_Critical_14"	-8.858	0.084	-105.024	0
"Item232_Critical_15"	-3.412	0.084	-40.454	0
"Item232_Critical_16"	-3.088	0.084	-36.61	0
"Item232_Critical_17"	-8.661	0.084	-102.683	0
"Item232_Critical_18"	-8.507	0.084	-100.858	0
"Item232_Critical_19"	-3.857	0.084	-45.727	0
"Item232_Critical_2"	-8.483	0.084	-100.567	0
"Item232_Critical_20"	-4.78	0.084	-56.668	0
"Item232_Critical_21"	-1.644	0.084	-19.495	0
"Item232_Critical_23"	-3.849	0.084	-45.63	0
"Item232_Critical_24"	-3.908	0.084	-46.335	0
"Item232_Critical_25"	-8.708	0.084	-103.244	0
"Item232_Critical_26"	-8.464	0.084	-100.351	0
"Item232_Critical_27"	-1.746	0.084	-20.696	0
"Item232_Critical_28"	-3.81	0.084	-45.17	0
"Item232_Critical_3"	-7.969	0.084	-94.477	0
"Item232_Critical_30"	-8.52	0.084	-101.013	0
"Item232_Critical_4"	-0.463	0.084	-5.49	0
"Item232_Critical_5"	-4.75	0.084	-56.315	0
"Item232_Critical_6"	-5.87	0.084	-69.599	0
"Item232_Critical_7"	-2.871	0.084	-34.037	0
"Item232_Critical_8"	-4.324	0.084	-51.267	0
"Item232_Critical_9"	-8.449	0.084	-100.164	0
"Item238_Critical_Vadv1"	0	0.151	0	1
"Item238_Critical_VAdv1"	0	0.151	0	1
"Item238_Critical_Vadv2"	1.722	0.084	20.411	0
"Item238_Critical_Vadv3"	-4.925	0.084	-58.387	0
"Item238_Critical_Vadv5"	-3.443	0.084	-40.824	0
"Item238_Critical_Vadv6"	-3.42	0.084	-40.552	0
"Item238_Critical_Vadv7"	-3.219	0.084	-38.159	0
"Item238_Critical_Vadv8"	-8.552	0.084	-101.389	0
"Item238_Critical_Vadv9"	-4.039	0.084	-47.889	0
"Item238_Critical_VN1"	-8.393	0.084	-99.51	0
"Item238_Critical_VN2"	-3.863	0.084	-45.795	0
"Item238_Critical_VN3"	-2.459	0.084	-29.153	0
"Item238_Critical_VN5"	-1.567	0.084	-18.573	0
"ItemCritical_6"	-8.323	0.084	-98.678	0
"EmbBias.C"	0.061	0.055	1.11	0.267
"SC.C"	-0.881	0.119	-7.389	0
"RC.C:compatible.C"	0.85	0.213	3.985	0
"RC.C:Item232_Critical_29"	-0.954	0.151	-6.323	0
"RC.C:Item232_Critical_31"	-0.303	0.151	-2.005	0.045
"RC.C:ItemCritical_0"	0.04	0.151	0.266	0.79
"RC.C:ItemCritical_1"	0.649	0.151	4.303	0
"RC.C:ItemCritical_10"	0.923	0.151	6.118	0
