"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.148	0.059	206.061	0
"RC.C"	-0.537	0.105	-5.097	0
"compatible.C"	0.428	0.105	4.061	0
"Item232_Critical_29"	-0.039	0.083	-0.47	0.639
"Item232_Critical_31"	-0.048	0.083	-0.577	0.564
"ItemCritical_0"	-8.926	0.083	-107.062	0
"ItemCritical_1"	-1.655	0.083	-19.855	0
"ItemCritical_10"	-8.9	0.083	-106.753	0
"ItemCritical_11"	-8.942	0.083	-107.255	0
"ItemCritical_12"	-8.874	0.083	-106.435	0
"ItemCritical_13"	-8.271	0.083	-99.207	0
"ItemCritical_14"	-8.295	0.083	-99.491	0
"ItemCritical_15"	-8.678	0.083	-104.086	0
"ItemCritical_16"	-8.316	0.083	-99.744	0
"ItemCritical_17"	-8.62	0.083	-103.395	0
"ItemCritical_18"	1.016	0.083	12.188	0
"ItemCritical_19"	-8.834	0.083	-105.956	0
"ItemCritical_2"	0.829	0.083	9.94	0
"ItemCritical_20"	-4.121	0.083	-49.432	0
"ItemCritical_21"	-9.092	0.083	-109.061	0
"ItemCritical_22"	-4.452	0.083	-53.4	0
"ItemCritical_23"	-2.021	0.083	-24.241	0
"ItemCritical_24"	-8.91	0.083	-106.872	0
"ItemCritical_25"	-8.472	0.083	-101.613	0
"ItemCritical_26"	-0.484	0.083	-5.801	0
"ItemCritical_27"	-5.818	0.083	-69.788	0
"ItemCritical_28"	1.659	0.083	19.896	0
"ItemCritical_29"	1.122	0.083	13.454	0
"ItemCritical_3"	-9.132	0.083	-109.531	0
"ItemCritical_30"	-8.76	0.083	-105.077	0
"ItemCritical_31"	-3.863	0.083	-46.334	0
"ItemCritical_32"	-3.127	0.083	-37.512	0
"ItemCritical_33"	-0.08	0.083	-0.963	0.335
"ItemCritical_34"	-1.527	0.083	-18.313	0
"ItemCritical_35"	0.102	0.083	1.223	0.221
"ItemCritical_36"	0.084	0.083	1.01	0.312
"ItemCritical_4"	-8.893	0.083	-106.674	0
"ItemCritical_5"	-4.705	0.083	-56.435	0
"ItemCritical_7"	-8.836	0.083	-105.986	0
"ItemCritical_8"	-8.815	0.083	-105.729	0
"ItemCritical_9"	-8.596	0.083	-103.112	0
"ItemMixed_1"	1.108	0.083	13.288	0
"ItemMixed_11"	-4.208	0.083	-50.478	0
"ItemMixed_12"	-4.418	0.083	-52.998	0
"ItemMixed_13"	-4.741	0.083	-56.873	0
"ItemMixed_14"	-6.632	0.083	-79.548	0
"ItemMixed_15"	0.094	0.083	1.124	0.261
"ItemMixed_16"	-2.207	0.083	-26.476	0
"ItemMixed_17"	-9.001	0.083	-107.962	0
"ItemMixed_18"	-8.708	0.083	-104.455	0
"ItemMixed_19"	-1.405	0.083	-16.853	0
"ItemMixed_2"	-4.199	0.083	-50.368	0
"ItemMixed_21"	-6.077	0.083	-72.89	0
"ItemMixed_22"	1.778	0.083	21.331	0
"ItemMixed_23"	-4.157	0.083	-49.868	0
"ItemMixed_24"	-2.132	0.083	-25.572	0
"ItemMixed_25"	-5.287	0.083	-63.412	0
"ItemMixed_26"	-3.831	0.083	-45.957	0
"ItemMixed_27"	-5.425	0.083	-65.075	0
"ItemMixed_28"	-4.244	0.083	-50.908	0
"ItemMixed_29"	-8.974	0.083	-107.643	0
"ItemMixed_3"	-8.27	0.083	-99.195	0
"ItemMixed_30"	-4.315	0.083	-51.762	0
"ItemMixed_31"	2.623	0.083	31.46	0
"ItemMixed_32"	-5.336	0.083	-64.009	0
"ItemMixed_33"	-5.703	0.083	-68.409	0
"ItemMixed_34"	-8.751	0.083	-104.962	0
"ItemMixed_35"	1.744	0.083	20.915	0
"ItemMixed_36"	-1.033	0.083	-12.385	0
"ItemMixed_37"	-3.909	0.083	-46.881	0
"ItemMixed_38"	-0.77	0.083	-9.233	0
"ItemMixed_39"	-8.543	0.083	-102.475	0
"ItemMixed_4"	-8.622	0.083	-103.417	0
"ItemMixed_40"	-5.421	0.083	-65.024	0
"ItemMixed_41"	-4.229	0.083	-50.728	0
"ItemMixed_42"	-1.429	0.083	-17.135	0
"ItemMixed_43"	-5.877	0.083	-70.487	0
