"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"Tail_ESS"
"Intercept"	8.25046221045929	0.344903267967822	7.58207233572728	8.92793437656572	1.01128503203044	354	738
"RC.C"	1.3058860345202	0.0768673042540701	1.1530621850238	1.45525000152608	1.00714072503726	837	1606
"compatible.C"	0.290573509315339	0.128702138103188	0.0410785654993744	0.546819949833673	1.00405344023625	596	1158
"EmbBias.C"	-0.189787301132904	0.0405292955111449	-0.270334262374049	-0.110664595494068	1.00274789275582	1405	2285
"RC.C:compatible.C"	0.652211098652244	0.10895354639144	0.442006418217786	0.87095907915829	1.00338336152712	1365	2540
"RC.C:EmbBias.C"	-0.148028599889223	0.015485905244159	-0.178239672294681	-0.117929562277008	1.00106757485031	4321	6091
"compatible.C:EmbBias.C"	-0.0119698000020536	0.0111627946091095	-0.0337648386968429	0.00984469550629863	1.00101842144031	3647	6264
