"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	11.95	0.043	281.045	0
"RC.C"	0.265	0.076	3.482	0
"compatible.C"	0.07	0.076	0.916	0.36
"Item232_Critical_29"	-0.062	0.06	-1.026	0.305
"Item232_Critical_31"	0.915	0.06	15.216	0
"ItemCritical_0"	-4.913	0.06	-81.692	0
"ItemCritical_1"	0.211	0.06	3.504	0
"ItemCritical_10"	-4.861	0.06	-80.841	0
"ItemCritical_11"	-4.925	0.06	-81.892	0
"ItemCritical_12"	-4.943	0.06	-82.201	0
"ItemCritical_13"	-4.934	0.06	-82.045	0
"ItemCritical_14"	-4.908	0.06	-81.618	0
"ItemCritical_15"	-4.918	0.06	-81.785	0
"ItemCritical_16"	-4.891	0.06	-81.339	0
"ItemCritical_17"	-4.94	0.06	-82.154	0
"ItemCritical_18"	1.009	0.06	16.774	0
"ItemCritical_19"	-4.934	0.06	-82.046	0
"ItemCritical_2"	0.023	0.06	0.376	0.707
"ItemCritical_20"	-0.896	0.06	-14.892	0
"ItemCritical_21"	-4.929	0.06	-81.967	0
"ItemCritical_22"	-0.936	0.06	-15.558	0
"ItemCritical_23"	0.292	0.06	4.859	0
"ItemCritical_24"	-4.871	0.06	-81.003	0
"ItemCritical_25"	-4.98	0.06	-82.815	0
"ItemCritical_26"	0.929	0.06	15.451	0
"ItemCritical_27"	-2.419	0.06	-40.228	0
"ItemCritical_28"	3.135	0.06	52.132	0
"ItemCritical_29"	1.046	0.06	17.387	0
"ItemCritical_3"	-4.944	0.06	-82.208	0
"ItemCritical_30"	-4.954	0.06	-82.385	0
"ItemCritical_31"	-0.941	0.06	-15.643	0
"ItemCritical_32"	-0.272	0.06	-4.52	0
"ItemCritical_33"	0.187	0.06	3.115	0.002
"ItemCritical_34"	1.302	0.06	21.649	0
"ItemCritical_35"	1.683	0.06	27.979	0
"ItemCritical_36"	2.164	0.06	35.979	0
"ItemCritical_4"	-4.921	0.06	-81.838	0
"ItemCritical_5"	-2.227	0.06	-37.041	0
"ItemCritical_7"	-4.923	0.06	-81.87	0
"ItemCritical_8"	-4.756	0.06	-79.088	0
"ItemCritical_9"	-4.951	0.06	-82.338	0
"ItemMixed_1"	1.722	0.06	28.635	0
"ItemMixed_11"	-2.229	0.06	-37.065	0
"ItemMixed_12"	-2.228	0.06	-37.056	0
"ItemMixed_13"	-0.949	0.06	-15.783	0
"ItemMixed_14"	-4.915	0.06	-81.734	0
"ItemMixed_15"	2.197	0.06	36.543	0
"ItemMixed_16"	0.102	0.06	1.692	0.091
"ItemMixed_17"	-4.931	0.06	-82.006	0
"ItemMixed_18"	-4.889	0.06	-81.3	0
"ItemMixed_19"	0.747	0.06	12.427	0
"ItemMixed_2"	-1.666	0.06	-27.709	0
"ItemMixed_21"	-3.049	0.06	-50.704	0
"ItemMixed_22"	2.926	0.06	48.666	0
"ItemMixed_23"	-2.256	0.06	-37.508	0
"ItemMixed_24"	0.099	0.06	1.642	0.101
"ItemMixed_25"	-0.859	0.06	-14.285	0
"ItemMixed_26"	-1.122	0.06	-18.654	0
"ItemMixed_27"	-2.442	0.06	-40.608	0
"ItemMixed_28"	-1.658	0.06	-27.564	0
"ItemMixed_29"	-4.87	0.06	-80.98	0
"ItemMixed_3"	-4.927	0.06	-81.941	0
"ItemMixed_30"	-1.086	0.06	-18.063	0
"ItemMixed_31"	3.132	0.06	52.088	0
"ItemMixed_32"	-3.738	0.06	-62.154	0
"ItemMixed_33"	-3.199	0.06	-53.189	0
"ItemMixed_34"	-4.9	0.06	-81.489	0
"ItemMixed_35"	1.061	0.06	17.647	0
"ItemMixed_36"	0.244	0.06	4.052	0
"ItemMixed_37"	-1.133	0.06	-18.839	0
"ItemMixed_38"	2.091	0.06	34.768	0
"ItemMixed_39"	-4.967	0.06	-82.59	0
"ItemMixed_4"	-4.89	0.06	-81.317	0
"ItemMixed_40"	-2.344	0.06	-38.986	0
"ItemMixed_41"	-0.936	0.06	-15.572	0
"ItemMixed_42"	0.952	0.06	15.824	0
"ItemMixed_43"	-3.69	0.06	-61.355	0
"ItemMixed_5"	0.041	0.06	0.675	0.5
"ItemMixed_6"	0.941	0.06	15.65	0
"ItemMixed_7"	-4.909	0.06	-81.638	0
"ItemMixed_8"	-2.402	0.06	-39.951	0
"ItemMixed_9"	-4.854	0.06	-80.719	0
"Item232_Critical_0"	-4.892	0.06	-81.358	0
"Item232_Critical_1"	-0.927	0.06	-15.412	0
"Item232_Critical_10"	-4.899	0.06	-81.47	0
"Item232_Critical_11"	-1.125	0.06	-18.7	0
"Item232_Critical_12"	0.66	0.06	10.983	0
"Item232_Critical_13"	-1.462	0.06	-24.305	0
"Item232_Critical_14"	-4.905	0.06	-81.566	0
"Item232_Critical_15"	-1.159	0.06	-19.279	0
"Item232_Critical_16"	-0.295	0.06	-4.9	0
"Item232_Critical_17"	-4.905	0.06	-81.571	0
"Item232_Critical_18"	-4.909	0.06	-81.633	0
"Item232_Critical_19"	-0.903	0.06	-15.017	0
"Item232_Critical_2"	-4.831	0.06	-80.335	0
"Item232_Critical_20"	-3.281	0.06	-54.556	0
"Item232_Critical_21"	1.286	0.06	21.385	0
"Item232_Critical_23"	-1.721	0.06	-28.616	0
"Item232_Critical_24"	-1.928	0.06	-32.057	0
"Item232_Critical_25"	-4.888	0.06	-81.288	0
"Item232_Critical_26"	-4.843	0.06	-80.536	0
"Item232_Critical_27"	0.645	0.06	10.718	0
"Item232_Critical_28"	-1.795	0.06	-29.856	0
"Item232_Critical_3"	-4.898	0.06	-81.453	0
"Item232_Critical_30"	-4.915	0.06	-81.725	0
"Item232_Critical_4"	1.278	0.06	21.26	0
"Item232_Critical_5"	-2.272	0.06	-37.788	0
"Item232_Critical_6"	-2.415	0.06	-40.16	0
"Item232_Critical_7"	-0.711	0.06	-11.815	0
"Item232_Critical_8"	-0.926	0.06	-15.402	0
"Item232_Critical_9"	-4.835	0.06	-80.41	0
"Item238_Critical_Vadv1"	0.014	0.108	0.135	0.893
"Item238_Critical_VAdv1"	0.024	0.108	0.221	0.825
"Item238_Critical_Vadv2"	3.173	0.06	52.768	0
"Item238_Critical_Vadv3"	-2.064	0.06	-34.318	0
"Item238_Critical_Vadv5"	-1.094	0.06	-18.192	0
"Item238_Critical_Vadv6"	-2.051	0.06	-34.104	0
"Item238_Critical_Vadv7"	-1.642	0.06	-27.307	0
"Item238_Critical_Vadv8"	-4.738	0.06	-78.793	0
"Item238_Critical_Vadv9"	-0.871	0.06	-14.488	0
"Item238_Critical_VN1"	-4.877	0.06	-81.094	0
"Item238_Critical_VN2"	-0.871	0.06	-14.479	0
"Item238_Critical_VN3"	-0.272	0.06	-4.524	0
"Item238_Critical_VN5"	1.278	0.06	21.25	0
"ItemCritical_6"	-4.931	0.06	-81.993	0
"EmbBias.C"	0.014	0.039	0.352	0.725
"SC.C"	0.827	0.085	9.725	0
"RC.C:compatible.C"	0.009	0.152	0.061	0.951
"RC.C:Item232_Critical_29"	-0.046	0.108	-0.43	0.667
"RC.C:Item232_Critical_31"	-0.101	0.108	-0.934	0.35
"RC.C:ItemCritical_0"	-0.178	0.108	-1.653	0.098
"RC.C:ItemCritical_1"	0.144	0.108	1.339	0.18
"RC.C:ItemCritical_10"	-0.113	0.108	-1.052	0.293
"RC.C:ItemCritical_11"	-0.507	0.108	-4.717	0
"RC.C:ItemCritical_12"	-0.669	0.108	-6.223	0
"RC.C:ItemCritical_13"	-0.53	0.108	-4.924	0
"RC.C:ItemCritical_14"	-0.652	0.108	-6.064	0
"RC.C:ItemCritical_15"	-0.129	0.108	-1.2	0.23
"RC.C:ItemCritical_16"	-0.44	0.108	-4.093	0
"RC.C:ItemCritical_17"	-0.505	0.108	-4.699	0
"RC.C:ItemCritical_18"	-0.366	0.108	-3.404	0.001
"RC.C:ItemCritical_19"	-0.512	0.108	-4.761	0
"RC.C:ItemCritical_2"	-0.469	0.108	-4.363	0
"RC.C:ItemCritical_20"	-0.639	0.108	-5.939	0
"RC.C:ItemCritical_21"	-0.632	0.108	-5.879	0
"RC.C:ItemCritical_22"	-0.558	0.108	-5.189	0
"RC.C:ItemCritical_23"	0.029	0.108	0.269	0.788
"RC.C:ItemCritical_24"	-0.292	0.108	-2.713	0.007
"RC.C:ItemCritical_25"	-0.155	0.108	-1.441	0.15
