"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.23	0.064	190.36	0
"RC.C"	-0.453	0.115	-3.943	0
"compatible.C"	0.564	0.115	4.911	0
"Item232_Critical_29"	-0.198	0.091	-2.181	0.029
"Item232_Critical_31"	-0.071	0.091	-0.786	0.432
"ItemCritical_0"	-8.792	0.091	-96.765	0
"ItemCritical_1"	-1.459	0.091	-16.054	0
"ItemCritical_10"	-8.736	0.091	-96.146	0
"ItemCritical_11"	-8.709	0.091	-95.847	0
"ItemCritical_12"	-8.64	0.091	-95.088	0
"ItemCritical_13"	-8.096	0.091	-89.102	0
"ItemCritical_14"	-7.949	0.091	-87.49	0
"ItemCritical_15"	-8.398	0.091	-92.427	0
"ItemCritical_16"	-8.092	0.091	-89.059	0
"ItemCritical_17"	-8.36	0.091	-92.009	0
"ItemCritical_18"	1.038	0.091	11.421	0
"ItemCritical_19"	-8.599	0.091	-94.642	0
"ItemCritical_2"	0.791	0.091	8.704	0
"ItemCritical_20"	-3.665	0.091	-40.333	0
"ItemCritical_21"	-8.925	0.091	-98.23	0
"ItemCritical_22"	-4.129	0.091	-45.447	0
"ItemCritical_23"	-1.82	0.091	-20.029	0
"ItemCritical_232_Critical_31"	-0.077	0.855	-0.09	0.928
"ItemCritical_24"	-8.624	0.091	-94.913	0
"ItemCritical_25"	-8.38	0.091	-92.228	0
"ItemCritical_26"	-0.342	0.091	-3.768	0
"ItemCritical_27"	-5.523	0.091	-60.783	0
"ItemCritical_28"	1.95	0.091	21.458	0
"ItemCritical_29"	1.109	0.091	12.207	0
"ItemCritical_3"	-8.854	0.091	-97.444	0
"ItemCritical_30"	-8.526	0.091	-93.839	0
"ItemCritical_31"	-3.554	0.091	-39.112	0
"ItemCritical_32"	-2.856	0.091	-31.437	0
"ItemCritical_33"	-0.05	0.091	-0.549	0.583
"ItemCritical_34"	-1.151	0.091	-12.664	0
"ItemCritical_35"	0.254	0.091	2.793	0.005
"ItemCritical_36"	0.262	0.091	2.881	0.004
"ItemCritical_4"	-8.754	0.091	-96.348	0
"ItemCritical_5"	-4.424	0.091	-48.688	0
"ItemCritical_7"	-8.673	0.091	-95.457	0
"ItemCritical_8"	-8.365	0.091	-92.062	0
"ItemCritical_9"	-8.245	0.091	-90.74	0
"ItemMixed_1"	1.265	0.091	13.918	0
"ItemMixed_11"	-3.872	0.091	-42.612	0
"ItemMixed_12"	-4.092	0.091	-45.035	0
"ItemMixed_13"	-4.362	0.091	-48.004	0
"ItemMixed_14"	-6.628	0.091	-72.942	0
"ItemMixed_15"	0.325	0.091	3.576	0
"ItemMixed_16"	-1.909	0.091	-21.011	0
"ItemMixed_17"	-8.821	0.091	-97.084	0
"ItemMixed_18"	-8.598	0.091	-94.63	0
"ItemMixed_19"	-1.234	0.091	-13.585	0
"ItemMixed_2"	-3.883	0.091	-42.737	0
"ItemMixed_21"	-5.695	0.091	-62.683	0
"ItemMixed_22"	1.737	0.091	19.118	0
"ItemMixed_23"	-3.895	0.091	-42.871	0
"ItemMixed_24"	-1.945	0.091	-21.404	0
"ItemMixed_25"	-5.04	0.091	-55.475	0
"ItemMixed_26"	-3.286	0.091	-36.163	0
"ItemMixed_27"	-5.346	0.091	-58.838	0
"ItemMixed_28"	-3.987	0.091	-43.875	0
"ItemMixed_29"	-8.775	0.091	-96.577	0
"ItemMixed_3"	-8.079	0.091	-88.918	0
"ItemMixed_30"	-4.223	0.091	-46.483	0
"ItemMixed_31"	2.766	0.091	30.446	0
"ItemMixed_32"	-5.253	0.091	-57.81	0
"ItemMixed_33"	-5.404	0.091	-59.473	0
"ItemMixed_34"	-8.388	0.091	-92.314	0
"ItemMixed_35"	1.801	0.091	19.82	0
"ItemMixed_36"	-0.872	0.091	-9.592	0
"ItemMixed_37"	-3.642	0.091	-40.089	0
"ItemMixed_38"	-0.451	0.091	-4.964	0
"ItemMixed_39"	-8.336	0.091	-91.746	0
"ItemMixed_4"	-8.302	0.091	-91.372	0
"ItemMixed_40"	-5.286	0.091	-58.18	0
"ItemMixed_41"	-3.896	0.091	-42.875	0
"ItemMixed_42"	-1.187	0.091	-13.064	0
"ItemMixed_43"	-5.562	0.091	-61.212	0
