"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	3.714	0.06	61.664	0
"RC.C"	0.434	0.108	4.025	0
"compatible.C"	-0.717	0.108	-6.655	0
"Item232_Critical_1"	4.383	0.085	51.45	0
"Item232_Critical_10"	1.933	0.085	22.694	0
"Item232_Critical_11"	5.506	0.085	64.641	0
"Item232_Critical_12"	6.895	0.085	80.948	0
"Item232_Critical_13"	4.618	0.085	54.215	0
"Item232_Critical_14"	-0.077	0.085	-0.903	0.366
"Item232_Critical_15"	5.209	0.085	61.155	0
"Item232_Critical_16"	5.573	0.085	65.425	0
"Item232_Critical_17"	-0.019	0.085	-0.219	0.827
"Item232_Critical_18"	0.201	0.085	2.358	0.018
"Item232_Critical_19"	4.901	0.085	57.54	0
"Item232_Critical_2"	0.129	0.085	1.518	0.129
"Item232_Critical_20"	3.904	0.085	45.837	0
"Item232_Critical_21"	7.161	0.085	84.069	0
"Item232_Critical_23"	4.851	0.085	56.952	0
"Item232_Critical_24"	4.89	0.085	57.403	0
"Item232_Critical_25"	0.062	0.085	0.73	0.465
"Item232_Critical_26"	0.116	0.085	1.365	0.172
"Item232_Critical_27"	6.87	0.085	80.65	0
"Item232_Critical_28"	4.886	0.085	57.366	0
"Item232_Critical_3"	0.632	0.085	7.424	0
"Item232_Critical_30"	0.172	0.085	2.023	0.043
"Item232_Critical_4"	8.381	0.085	98.387	0
"Item232_Critical_5"	3.963	0.085	46.525	0
"Item232_Critical_6"	2.872	0.085	33.718	0
"Item232_Critical_7"	5.946	0.085	69.806	0
"Item232_Critical_8"	4.58	0.085	53.766	0
"Item232_Critical_9"	0.213	0.085	2.506	0.012
"Item238_Critical_Vadv1"	8.939	0.152	58.664	0
"Item238_Critical_VAdv1"	8.935	0.152	58.635	0
"Item238_Critical_Vadv2"	10.275	0.085	120.624	0
"Item238_Critical_Vadv3"	3.499	0.085	41.083	0
"Item238_Critical_Vadv5"	5.152	0.085	60.481	0
"Item238_Critical_Vadv6"	5.129	0.085	60.211	0
"Item238_Critical_Vadv7"	5.209	0.085	61.151	0
"Item238_Critical_Vadv8"	-0.431	0.085	-5.064	0
"Item238_Critical_Vadv9"	4.611	0.085	54.129	0
"Item238_Critical_VN1"	0.236	0.085	2.773	0.006
"Item238_Critical_VN2"	5.077	0.085	59.608	0
"Item238_Critical_VN3"	5.891	0.085	69.16	0
"Item238_Critical_VN5"	7.336	0.085	86.125	0
"ItemCritical_6"	0.462	0.085	5.426	0
"EmbBias.C"	-0.026	0.055	-0.467	0.64
"SC.C"	-0.376	0.12	-3.122	0.002
"RC.C:compatible.C"	-1.268	0.215	-5.885	0
"RC.C:Item232_Critical_1"	0.075	0.152	0.495	0.621
"RC.C:Item232_Critical_10"	-2.506	0.152	-16.445	0
"RC.C:Item232_Critical_11"	-1.195	0.152	-7.846	0
"RC.C:Item232_Critical_12"	-0.932	0.152	-6.117	0
"RC.C:Item232_Critical_13"	-0.891	0.152	-5.848	0
"RC.C:Item232_Critical_14"	-1.213	0.152	-7.961	0
"RC.C:Item232_Critical_15"	-0.633	0.152	-4.154	0
"RC.C:Item232_Critical_16"	-0.751	0.152	-4.928	0
"RC.C:Item232_Critical_17"	-1.094	0.152	-7.182	0
"RC.C:Item232_Critical_18"	-0.091	0.152	-0.595	0.552
"RC.C:Item232_Critical_19"	-0.378	0.152	-2.48	0.013
"RC.C:Item232_Critical_2"	-0.016	0.152	-0.108	0.914
"RC.C:Item232_Critical_20"	-0.794	0.152	-5.212	0
"RC.C:Item232_Critical_21"	-0.775	0.152	-5.086	0
"RC.C:Item232_Critical_23"	-0.836	0.152	-5.484	0
"RC.C:Item232_Critical_24"	-0.551	0.152	-3.617	0
"RC.C:Item232_Critical_25"	-0.663	0.152	-4.35	0
"RC.C:Item232_Critical_26"	-0.682	0.152	-4.473	0
"RC.C:Item232_Critical_27"	-1.599	0.152	-10.496	0
"RC.C:Item232_Critical_28"	-0.712	0.152	-4.675	0
"RC.C:Item232_Critical_3"	-1.045	0.152	-6.855	0
"RC.C:Item232_Critical_30"	-0.729	0.152	-4.785	0
"RC.C:Item232_Critical_4"	0.381	0.152	2.497	0.013
"RC.C:Item232_Critical_5"	-0.337	0.152	-2.209	0.027
"RC.C:Item232_Critical_6"	-0.598	0.152	-3.927	0
"RC.C:Item232_Critical_7"	-0.794	0.152	-5.212	0
"RC.C:Item232_Critical_8"	-0.62	0.152	-4.066	0
"RC.C:Item232_Critical_9"	-0.028	0.152	-0.186	0.852
"RC.C:Item238_Critical_Vadv1"	-0.725	0.215	-3.366	0.001
"RC.C:Item238_Critical_VAdv1"	-0.774	0.215	-3.592	0
"RC.C:Item238_Critical_Vadv2"	-0.862	0.152	-5.656	0
"RC.C:Item238_Critical_Vadv3"	-0.299	0.152	-1.963	0.05
"RC.C:Item238_Critical_Vadv5"	-0.419	0.152	-2.748	0.006
"RC.C:Item238_Critical_Vadv6"	-0.343	0.152	-2.252	0.024
"RC.C:Item238_Critical_Vadv7"	-0.748	0.152	-4.909	0
"RC.C:Item238_Critical_Vadv8"	-0.297	0.152	-1.95	0.051
"RC.C:Item238_Critical_Vadv9"	-1.043	0.152	-6.843	0
"RC.C:Item238_Critical_VN1"	-0.737	0.152	-4.834	0
"RC.C:Item238_Critical_VN2"	-0.991	0.152	-6.507	0
"RC.C:Item238_Critical_VN3"	-0.02	0.152	-0.131	0.896
"RC.C:Item238_Critical_VN5"	-0.562	0.152	-3.686	0
"RC.C:ItemCritical_6"	-1.117	0.152	-7.333	0
"compatible.C:Item232_Critical_1"	0.399	0.152	2.619	0.009
"compatible.C:Item232_Critical_10"	-0.685	0.152	-4.494	0
"compatible.C:Item232_Critical_11"	-0.991	0.152	-6.501	0
"compatible.C:Item232_Critical_12"	0.396	0.152	2.601	0.009
"compatible.C:Item232_Critical_13"	-1.441	0.152	-9.458	0
"compatible.C:Item232_Critical_14"	-0.263	0.152	-1.725	0.084
"compatible.C:Item232_Critical_15"	-0.097	0.152	-0.636	0.525
"compatible.C:Item232_Critical_16"	1.836	0.152	12.048	0
"compatible.C:Item232_Critical_17"	0.844	0.152	5.539	0
