"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.203	0.052	255.751	0
"RC.C"	0.105	0.092	1.136	0.256
"compatible.C"	-0.024	0.092	-0.263	0.792
"Item232_Critical_29"	-0.982	0.073	-13.448	0
"Item232_Critical_31"	-0.752	0.073	-10.297	0
"ItemCritical_0"	-7.474	0.073	-102.38	0
"ItemCritical_1"	-1.152	0.073	-15.776	0
"ItemCritical_10"	-7.275	0.073	-99.642	0
"ItemCritical_11"	-7.707	0.073	-105.563	0
"ItemCritical_12"	-6.669	0.073	-91.348	0
"ItemCritical_13"	-6.975	0.073	-95.538	0
"ItemCritical_14"	-6.844	0.073	-93.746	0
"ItemCritical_15"	-7.21	0.073	-98.764	0
"ItemCritical_16"	-8.286	0.073	-113.492	0
"ItemCritical_17"	-7.006	0.073	-95.963	0
"ItemCritical_18"	0.404	0.073	5.539	0
"ItemCritical_19"	-7.717	0.073	-105.708	0
"ItemCritical_2"	0.291	0.073	3.988	0
"ItemCritical_20"	-2.402	0.073	-32.907	0
"ItemCritical_21"	-7.582	0.073	-103.856	0
"ItemCritical_22"	-2.906	0.073	-39.808	0
"ItemCritical_23"	-1.486	0.073	-20.356	0
"ItemCritical_24"	-8.234	0.073	-112.781	0
"ItemCritical_25"	-7.834	0.073	-107.31	0
"ItemCritical_26"	-0.383	0.073	-5.241	0
"ItemCritical_27"	-6.226	0.073	-85.276	0
"ItemCritical_28"	3.182	0.073	43.592	0
"ItemCritical_29"	1.046	0.073	14.33	0
"ItemCritical_3"	-6.519	0.073	-89.288	0
"ItemCritical_30"	-8.128	0.073	-111.336	0
"ItemCritical_31"	-3.663	0.073	-50.17	0
"ItemCritical_32"	-2.446	0.073	-33.499	0
"ItemCritical_33"	-0.478	0.073	-6.55	0
"ItemCritical_34"	-0.586	0.073	-8.021	0
"ItemCritical_35"	-0.008	0.073	-0.105	0.916
"ItemCritical_36"	0.332	0.073	4.542	0
"ItemCritical_4"	-7.544	0.073	-103.335	0
"ItemCritical_5"	-3.45	0.073	-47.249	0
"ItemCritical_7"	-8.009	0.073	-109.709	0
"ItemCritical_8"	-8.085	0.073	-110.739	0
"ItemCritical_9"	-6.806	0.073	-93.229	0
"ItemMixed_1"	1.088	0.073	14.909	0
"ItemMixed_11"	-4.792	0.073	-65.635	0
"ItemMixed_12"	-3.439	0.073	-47.108	0
"ItemMixed_13"	-3.69	0.073	-50.537	0
"ItemMixed_14"	-8.052	0.073	-110.296	0
"ItemMixed_15"	0.527	0.073	7.212	0
"ItemMixed_16"	-1.224	0.073	-16.763	0
"ItemMixed_17"	-8.059	0.073	-110.394	0
"ItemMixed_18"	-7.51	0.073	-102.863	0
"ItemMixed_19"	-1.794	0.073	-24.568	0
"ItemMixed_2"	-2.367	0.073	-32.426	0
"ItemMixed_21"	-5.103	0.073	-69.892	0
"ItemMixed_22"	1.667	0.073	22.83	0
"ItemMixed_23"	-3.684	0.073	-50.457	0
"ItemMixed_24"	-1.296	0.073	-17.745	0
"ItemMixed_25"	-3.408	0.073	-46.684	0
"ItemMixed_26"	-2.578	0.073	-35.31	0
"ItemMixed_27"	-5.627	0.073	-77.073	0
"ItemMixed_28"	-2.722	0.073	-37.287	0
"ItemMixed_29"	-7.485	0.073	-102.528	0
"ItemMixed_3"	-6.961	0.073	-95.353	0
"ItemMixed_30"	-2.715	0.073	-37.192	0
"ItemMixed_31"	3.151	0.073	43.16	0
"ItemMixed_32"	-5.871	0.073	-80.414	0
"ItemMixed_33"	-4.949	0.073	-67.787	0
"ItemMixed_34"	-8.191	0.073	-112.189	0
"ItemMixed_35"	1.483	0.073	20.307	0
"ItemMixed_36"	-0.499	0.073	-6.831	0
"ItemMixed_37"	-2.163	0.073	-29.629	0
"ItemMixed_38"	0.449	0.073	6.152	0
"ItemMixed_39"	-8.27	0.073	-113.283	0
"ItemMixed_4"	-7.695	0.073	-105.395	0
"ItemMixed_40"	-5.334	0.073	-73.056	0
"ItemMixed_41"	-2.617	0.073	-35.844	0
"ItemMixed_42"	0.488	0.073	6.685	0
"ItemMixed_43"	-5.48	0.073	-75.067	0
"ItemMixed_5"	-0.787	0.073	-10.773	0
"ItemMixed_6"	0.43	0.073	5.892	0
"ItemMixed_7"	-7.227	0.073	-98.987	0
"ItemMixed_8"	-5.636	0.073	-77.196	0
"ItemMixed_9"	-7.625	0.073	-104.439	0
"Item232_Critical_0"	-7.964	0.073	-109.086	0
