"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.249	0.06	221.545	0
"RC.C"	1.19	0.107	11.119	0
"compatible.C"	-0.201	0.107	-1.875	0.061
"ItemMixed_11"	-5.311	0.085	-62.791	0
"ItemMixed_12"	-5.524	0.085	-65.317	0
"ItemMixed_13"	-5.851	0.085	-69.185	0
"ItemMixed_14"	-7.734	0.085	-91.448	0
"ItemMixed_15"	-1.01	0.085	-11.941	0
"ItemMixed_16"	-3.31	0.085	-39.138	0
"ItemMixed_17"	-10.113	0.085	-119.576	0
"ItemMixed_18"	-9.816	0.085	-116.067	0
"ItemMixed_19"	-2.51	0.085	-29.676	0
"ItemMixed_2"	-5.305	0.085	-62.726	0
"ItemMixed_21"	-7.18	0.085	-84.895	0
"ItemMixed_22"	0.678	0.085	8.013	0
"ItemMixed_23"	-5.268	0.085	-62.29	0
"ItemMixed_24"	-3.233	0.085	-38.229	0
"ItemMixed_25"	-6.404	0.085	-75.715	0
"ItemMixed_26"	-4.95	0.085	-58.532	0
"ItemMixed_27"	-6.533	0.085	-77.242	0
"ItemMixed_28"	-5.355	0.085	-63.312	0
"ItemMixed_29"	-10.082	0.085	-119.213	0
"ItemMixed_3"	-9.376	0.085	-110.857	0
"ItemMixed_30"	-5.427	0.085	-64.163	0
"ItemMixed_31"	1.52	0.085	17.968	0
"ItemMixed_32"	-6.439	0.085	-76.132	0
"ItemMixed_33"	-6.811	0.085	-80.535	0
"ItemMixed_34"	-9.867	0.085	-116.663	0
"ItemMixed_35"	0.642	0.085	7.589	0
"ItemMixed_36"	-2.139	0.085	-25.295	0
"ItemMixed_37"	-5.023	0.085	-59.388	0
"ItemMixed_38"	-1.874	0.085	-22.157	0
"ItemMixed_39"	-9.652	0.085	-114.122	0
"ItemMixed_4"	-9.731	0.085	-115.063	0
"ItemMixed_40"	-6.525	0.085	-77.151	0
"ItemMixed_41"	-5.335	0.085	-63.076	0
"ItemMixed_42"	-2.531	0.085	-29.93	0
"ItemMixed_43"	-6.986	0.085	-82.597	0
"ItemMixed_5"	-2.442	0.085	-28.872	0
"ItemMixed_6"	-0.097	0.085	-1.143	0.253
"ItemMixed_7"	-9.986	0.085	-118.077	0
"ItemMixed_8"	-6.866	0.085	-81.184	0
"ItemMixed_9"	-10.01	0.085	-118.357	0
"Item232_Critical_0"	-9.87	0.085	-116.7	0
"Item232_Critical_1"	-5.584	0.085	-66.03	0
"Item232_Critical_10"	-7.964	0.085	-94.163	0
"Item232_Critical_11"	-4.491	0.085	-53.101	0
"Item232_Critical_12"	-2.997	0.085	-35.442	0
"Item232_Critical_13"	-5.243	0.085	-61.994	0
