"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	13.244	0.067	198.86	0
"RC.C"	1.174	0.119	9.853	0
"compatible.C"	-0.184	0.119	-1.546	0.122
"ItemMixed_11"	-5.272	0.094	-55.978	0
"ItemMixed_12"	-5.501	0.094	-58.402	0
"ItemMixed_13"	-5.883	0.094	-62.459	0
"ItemMixed_14"	-7.718	0.094	-81.944	0
"ItemMixed_15"	-1.037	0.094	-11.005	0
"ItemMixed_16"	-3.305	0.094	-35.087	0
"ItemMixed_17"	-10.11	0.094	-107.301	0
"ItemMixed_18"	-9.81	0.095	-103.503	0
"ItemMixed_19"	-2.551	0.095	-26.914	0
"ItemMixed_2"	-5.296	0.094	-56.229	0
"ItemMixed_21"	-7.177	0.095	-75.725	0
"ItemMixed_22"	0.665	0.095	7.018	0
"ItemMixed_23"	-5.247	0.095	-55.363	0
"ItemMixed_24"	-3.255	0.095	-34.348	0
"ItemMixed_25"	-6.435	0.095	-67.894	0
"ItemMixed_26"	-4.961	0.095	-52.344	0
"ItemMixed_27"	-6.58	0.095	-69.431	0
"ItemMixed_28"	-5.33	0.095	-56.241	0
"ItemMixed_29"	-10.068	0.095	-106.23	0
"ItemMixed_3"	-9.368	0.094	-99.461	0
"ItemMixed_30"	-5.423	0.095	-57.214	0
"ItemMixed_31"	1.557	0.095	16.426	0
"ItemMixed_32"	-6.419	0.095	-67.723	0
"ItemMixed_33"	-6.762	0.095	-71.349	0
"ItemMixed_34"	-9.856	0.095	-103.994	0
"ItemMixed_35"	0.613	0.095	6.464	0
"ItemMixed_36"	-2.145	0.095	-22.63	0
"ItemMixed_37"	-4.986	0.095	-52.606	0
"ItemMixed_38"	-1.899	0.095	-20.036	0
"ItemMixed_39"	-9.628	0.095	-101.581	0
"ItemMixed_4"	-9.737	0.094	-103.374	0
"ItemMixed_40"	-6.554	0.095	-69.156	0
"ItemMixed_41"	-5.357	0.095	-56.518	0
"ItemMixed_42"	-2.479	0.095	-26.156	0
"ItemMixed_43"	-6.972	0.094	-74.019	0
"ItemMixed_5"	-2.468	0.094	-26.201	0
"ItemMixed_6"	-0.072	0.094	-0.76	0.447
"ItemMixed_7"	-9.992	0.094	-106.084	0
"ItemMixed_8"	-6.899	0.094	-73.252	0
"ItemMixed_9"	-10.011	0.094	-106.287	0
"Item232_Critical_0"	-9.863	0.09	-109.465	0
"Item232_Critical_1"	-5.584	0.09	-61.972	0
"Item232_Critical_10"	-7.968	0.09	-88.432	0
"Item232_Critical_11"	-4.491	0.09	-49.849	0
"Item232_Critical_12"	-2.997	0.09	-33.258	0
"Item232_Critical_13"	-5.239	0.09	-58.142	0
"Item232_Critical_14"	-10.093	0.09	-112.024	0
"Item232_Critical_15"	-4.627	0.09	-51.355	0
"Item232_Critical_16"	-4.318	0.09	-47.923	0
"Item232_Critical_17"	-9.925	0.09	-110.157	0
"Item232_Critical_18"	-9.592	0.09	-106.46	0
