"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	12.173	0.06	201.62	0
"RC.C"	-0.515	0.108	-4.771	0
"compatible.C"	0.421	0.108	3.898	0
"Item232_Critical_29"	-0.054	0.085	-0.63	0.529
"Item232_Critical_31"	-0.05	0.085	-0.585	0.559
"ItemCritical_0"	-8.932	0.085	-104.605	0
"ItemCritical_1"	-1.648	0.085	-19.302	0
"ItemCritical_10"	-8.896	0.085	-104.186	0
"ItemCritical_11"	-8.921	0.085	-104.486	0
"ItemCritical_12"	-8.864	0.085	-103.819	0
"ItemCritical_13"	-8.261	0.085	-96.757	0
"ItemCritical_14"	-8.284	0.085	-97.018	0
"ItemCritical_15"	-8.662	0.085	-101.453	0
"ItemCritical_16"	-8.326	0.085	-97.518	0
"ItemCritical_17"	-8.607	0.085	-100.806	0
"ItemCritical_18"	1.01	0.085	11.827	0
"ItemCritical_19"	-8.802	0.085	-103.086	0
"ItemCritical_2"	0.821	0.085	9.621	0
"ItemCritical_20"	-4.103	0.085	-48.051	0
"ItemCritical_21"	-9.092	0.085	-106.481	0
"ItemCritical_22"	-4.44	0.085	-52.003	0
"ItemCritical_23"	-2.017	0.085	-23.62	0
"ItemCritical_24"	-8.912	0.085	-104.373	0
"ItemCritical_25"	-8.542	0.085	-100.038	0
"ItemCritical_26"	-0.484	0.085	-5.663	0
"ItemCritical_27"	-5.856	0.085	-68.58	0
"ItemCritical_28"	1.656	0.085	19.398	0
"ItemCritical_29"	1.113	0.085	13.039	0
"ItemCritical_3"	-9.124	0.085	-106.862	0
"ItemCritical_30"	-8.746	0.085	-102.428	0
"ItemCritical_31"	-3.87	0.085	-45.325	0
"ItemCritical_32"	-3.101	0.085	-36.32	0
"ItemCritical_33"	-0.091	0.085	-1.061	0.289
"ItemCritical_34"	-1.515	0.085	-17.744	0
"ItemCritical_35"	0.098	0.085	1.151	0.25
"ItemCritical_36"	0.097	0.085	1.131	0.258
"ItemCritical_4"	-8.883	0.085	-104.035	0
"ItemCritical_5"	-4.699	0.085	-55.038	0
"ItemCritical_7"	-8.835	0.085	-103.47	0
"ItemCritical_8"	-8.806	0.085	-103.134	0
"ItemCritical_9"	-8.575	0.085	-100.425	0
"ItemMixed_1"	1.104	0.085	12.934	0
"ItemMixed_11"	-4.208	0.085	-49.284	0
"ItemMixed_12"	-4.404	0.085	-51.576	0
"ItemMixed_13"	-4.743	0.085	-55.552	0
"ItemMixed_14"	-6.653	0.085	-77.922	0
"ItemMixed_15"	0.113	0.085	1.326	0.185
"ItemMixed_16"	-2.186	0.085	-25.606	0
"ItemMixed_17"	-9.006	0.085	-105.474	0
"ItemMixed_18"	-8.697	0.085	-101.861	0
