"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	14.186	0.052	271.217	0
"RC.C"	1.489	0.094	15.91	0
"compatible.C"	0.326	0.094	3.487	0
"ItemMixed_11"	-5.845	0.074	-79.018	0
"ItemMixed_12"	-4.966	0.074	-67.131	0
"ItemMixed_13"	-5.279	0.074	-71.365	0
"ItemMixed_14"	-8.772	0.074	-118.593	0
"ItemMixed_15"	-0.655	0.074	-8.858	0
"ItemMixed_16"	-2.529	0.074	-34.184	0
"ItemMixed_17"	-9.434	0.074	-127.54	0
"ItemMixed_18"	-8.594	0.074	-116.177	0
"ItemMixed_19"	-2.17	0.074	-29.338	0
"ItemMixed_2"	-4.334	0.074	-58.595	0
"ItemMixed_21"	-6.198	0.074	-83.787	0
"ItemMixed_22"	0.505	0.074	6.833	0
"ItemMixed_23"	-4.619	0.074	-62.439	0
"ItemMixed_24"	-2.571	0.074	-34.751	0
"ItemMixed_25"	-4.981	0.074	-67.336	0
"ItemMixed_26"	-3.764	0.074	-50.887	0
"ItemMixed_27"	-6.749	0.074	-91.24	0
"ItemMixed_28"	-4.254	0.074	-57.505	0
"ItemMixed_29"	-9.311	0.074	-125.869	0
"ItemMixed_3"	-8.368	0.074	-113.128	0
"ItemMixed_30"	-4.576	0.074	-61.868	0
"ItemMixed_31"	1.824	0.074	24.661	0
"ItemMixed_32"	-6.511	0.074	-88.02	0
"ItemMixed_33"	-6.64	0.074	-89.771	0
"ItemMixed_34"	-9.382	0.074	-126.835	0
"ItemMixed_35"	0.528	0.074	7.14	0
"ItemMixed_36"	-1.928	0.074	-26.058	0
"ItemMixed_37"	-4.067	0.074	-54.976	0
"ItemMixed_38"	-1.4	0.074	-18.925	0
"ItemMixed_39"	-8.887	0.074	-120.136	0
"ItemMixed_4"	-8.623	0.074	-116.573	0
"ItemMixed_40"	-6.137	0.074	-82.971	0
"ItemMixed_41"	-4.108	0.074	-55.537	0
"ItemMixed_42"	-1.536	0.074	-20.771	0
"ItemMixed_43"	-6.589	0.074	-89.079	0
"ItemMixed_5"	-2.001	0.074	-27.05	0
"ItemMixed_6"	-0.444	0.074	-6.001	0
"ItemMixed_7"	-8.682	0.074	-117.366	0
"ItemMixed_8"	-6.711	0.074	-90.723	0
"ItemMixed_9"	-9.194	0.074	-124.298	0
"Item232_Critical_0"	-9.614	0.074	-129.974	0
"Item232_Critical_1"	-5.409	0.074	-73.13	0
"Item232_Critical_10"	-7.816	0.074	-105.663	0
"Item232_Critical_11"	-4.324	0.074	-58.458	0
"Item232_Critical_12"	-3.061	0.074	-41.377	0
"Item232_Critical_13"	-5.537	0.074	-74.851	0
"Item232_Critical_14"	-9.238	0.074	-124.884	0
"Item232_Critical_15"	-4.691	0.074	-63.411	0
"Item232_Critical_16"	-3.962	0.074	-53.562	0
"Item232_Critical_17"	-9.428	0.074	-127.454	0
"Item232_Critical_18"	-9.468	0.074	-127.995	0
"Item232_Critical_19"	-4.692	0.074	-63.435	0
"Item232_Critical_2"	-9.559	0.074	-129.232	0
"Item232_Critical_20"	-5.988	0.074	-80.951	0
"Item232_Critical_21"	-2.736	0.074	-36.991	0
"Item232_Critical_23"	-5.413	0.074	-73.18	0
"Item232_Critical_24"	-5.021	0.074	-67.875	0
"Item232_Critical_25"	-9.214	0.074	-124.565	0
"Item232_Critical_26"	-9.019	0.074	-121.922	0
"Item232_Critical_27"	-2.886	0.074	-39.013	0
"Item232_Critical_28"	-4.98	0.074	-67.329	0
"Item232_Critical_3"	-9.07	0.074	-122.62	0
"Item232_Critical_30"	-9.169	0.074	-123.953	0
"Item232_Critical_4"	-1.503	0.074	-20.323	0
"Item232_Critical_5"	-5.847	0.074	-79.045	0
"Item232_Critical_6"	-6.88	0.074	-93.006	0
"Item232_Critical_7"	-4.267	0.074	-57.684	0
"Item232_Critical_8"	-5.063	0.074	-68.452	0
"Item232_Critical_9"	-9.568	0.074	-129.345	0
"Item238_Critical_Vadv1"	-1.165	0.132	-8.804	0
"Item238_Critical_VAdv1"	-1.165	0.132	-8.803	0
"Item238_Critical_Vadv2"	1.004	0.074	13.578	0
"Item238_Critical_Vadv3"	-5.046	0.074	-68.21	0
"Item238_Critical_Vadv5"	-4.014	0.074	-54.268	0
"Item238_Critical_Vadv6"	-4.973	0.074	-67.235	0
"Item238_Critical_Vadv7"	-3.781	0.074	-51.12	0
"Item238_Critical_Vadv8"	-9.186	0.074	-124.185	0
"Item238_Critical_Vadv9"	-4.5	0.074	-60.831	0
"Item238_Critical_VN1"	-9.415	0.074	-127.276	0
"Item238_Critical_VN2"	-4.517	0.074	-61.068	0
"Item238_Critical_VN3"	-3.683	0.074	-49.794	0
"Item238_Critical_VN5"	-2.06	0.074	-27.847	0
"ItemCritical_6"	-8.74	0.074	-118.157	0
"EmbBias.C"	0.148	0.048	3.083	0.002
"SC.C"	0.363	0.105	3.475	0.001
"RC.C:compatible.C"	1.056	0.187	5.643	0
"RC.C:ItemMixed_11"	-0.595	0.132	-4.499	0
"RC.C:ItemMixed_12"	1.279	0.132	9.668	0
