"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	14.285	0.051	279.429	0
"RC.C"	0.994	0.091	10.864	0
"compatible.C"	0.983	0.091	10.746	0
"ItemMixed_11"	-5.922	0.072	-81.917	0
"ItemMixed_12"	-4.699	0.072	-65.003	0
"ItemMixed_13"	-5.092	0.072	-70.425	0
"ItemMixed_14"	-8.824	0.072	-122.057	0
"ItemMixed_15"	-0.716	0.072	-9.902	0
"ItemMixed_16"	-2.814	0.072	-38.924	0
"ItemMixed_17"	-9.39	0.072	-129.878	0
"ItemMixed_18"	-8.188	0.072	-113.253	0
"ItemMixed_19"	-2.33	0.072	-32.225	0
"ItemMixed_2"	-4.453	0.072	-61.592	0
"ItemMixed_21"	-6.552	0.072	-90.63	0
"ItemMixed_22"	0.508	0.072	7.025	0
"ItemMixed_23"	-4.561	0.072	-63.087	0
"ItemMixed_24"	-2.519	0.072	-34.844	0
"ItemMixed_25"	-4.522	0.072	-62.547	0
"ItemMixed_26"	-3.473	0.072	-48.038	0
"ItemMixed_27"	-6.696	0.072	-92.625	0
"ItemMixed_28"	-4.411	0.072	-61.018	0
"ItemMixed_29"	-9.026	0.072	-124.847	0
"ItemMixed_3"	-8.308	0.072	-114.916	0
"ItemMixed_30"	-4.533	0.072	-62.696	0
"ItemMixed_31"	1.826	0.072	25.261	0
"ItemMixed_32"	-6.824	0.072	-94.394	0
"ItemMixed_33"	-6.539	0.072	-90.44	0
"ItemMixed_34"	-9.437	0.072	-130.527	0
"ItemMixed_35"	0.289	0.072	4.002	0
"ItemMixed_36"	-1.969	0.072	-27.24	0
"ItemMixed_37"	-4.171	0.072	-57.687	0
"ItemMixed_38"	-1.569	0.072	-21.697	0
"ItemMixed_39"	-9.119	0.072	-126.137	0
"ItemMixed_4"	-8.183	0.072	-113.182	0
"ItemMixed_40"	-6.16	0.072	-85.199	0
"ItemMixed_41"	-3.625	0.072	-50.145	0
"ItemMixed_42"	-1.601	0.072	-22.146	0
"ItemMixed_43"	-6.615	0.072	-91.492	0
"ItemMixed_5"	-1.992	0.072	-27.55	0
"ItemMixed_6"	-0.566	0.072	-7.835	0
"ItemMixed_7"	-8.193	0.072	-113.326	0
"ItemMixed_8"	-6.991	0.072	-96.702	0
"ItemMixed_9"	-8.748	0.072	-121.002	0
"Item232_Critical_0"	-9.384	0.072	-129.794	0
"Item232_Critical_1"	-5.288	0.072	-73.142	0
"Item232_Critical_10"	-7.9	0.072	-109.278	0
"Item232_Critical_11"	-4.266	0.072	-59.01	0
"Item232_Critical_12"	-3.135	0.072	-43.365	0
"Item232_Critical_13"	-5.773	0.072	-79.853	0
"Item232_Critical_14"	-8.915	0.072	-123.315	0
"Item232_Critical_15"	-4.686	0.072	-64.814	0
"Item232_Critical_16"	-3.894	0.072	-53.856	0
"Item232_Critical_17"	-9.237	0.072	-127.763	0
"Item232_Critical_18"	-9.139	0.072	-126.412	0
"Item232_Critical_19"	-4.564	0.072	-63.131	0
"Item232_Critical_2"	-9.554	0.072	-132.155	0
