"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"Tail_ESS"
"Intercept"	6.81063644640983	0.0652336234206339	6.68430947202142	6.94489379356771	1.00162259543221	1221	1468
"compatible.C"	0.0802460328901147	0.0471262803936988	-0.0110974420988392	0.176059929782179	1.00081743433117	2715	2929
"EmbeddingBias.C"	-0.0100935757854097	0.0198590742413619	-0.049285173715267	0.0291200267479754	1.00044427069719	2076	2507
"compatible.C:EmbeddingBias.C"	-0.0289727736183926	0.0267320245281744	-0.0842127402306566	0.0206472352611432	0.999584859826434	3761	2971
