Filler_27	1	The	2	DET	det	NA
Filler_27	2	company	4	NOUN	nsubj	0
Filler_27	3	was	4	AUX	cop	NA
Filler_27	4	sure	0	ADJ	root	NA
Filler_27	5	that	17	SCONJ	mark	NA
Filler_27	6	its	8	PRON	nmod:poss	NA
Filler_27	7	new	8	ADJ	amod	NA
Filler_27	8	product	17	NOUN	nsubj:pass	0
Filler_27	9	which	13	PRON	obj	NA
Filler_27	10	its	11	PRON	nmod:poss	NA
Filler_27	11	researchers	13	NOUN	nsubj	0
Filler_27	12	had	13	AUX	aux	NA
Filler_27	13	developed	8	VERB	acl:relcl	1
Filler_27	14	would	17	AUX	aux	NA
Filler_27	15	soon	17	ADV	advmod	NA
Filler_27	16	be	17	AUX	aux:pass	NA
Filler_27	17	sold	4	VERB	ccomp	2
Filler_27	18	out	17	ADP	compound:prt	NA
Filler_27	19	.	4	PUNCT	punct	NA
Filler_17	1	The	2	DET	det	NA
Filler_17	2	spider	12	NOUN	nsubj	0
Filler_17	3	that	11	PRON	obj	NA
Filler_17	4	the	5	DET	det	NA
Filler_17	5	boy	11	NOUN	nsubj	0
Filler_17	6	who	10	PRON	nsubj	NA
Filler_17	7	was	10	AUX	cop	NA
Filler_17	8	in	10	ADP	case	NA
Filler_17	9	the	10	DET	det	NA
Filler_17	10	yard	5	NOUN	acl:relcl	0
Filler_17	11	captured	2	VERB	acl:relcl	3
Filler_17	12	scared	0	VERB	root	3
Filler_17	13	the	14	DET	det	NA
Filler_17	14	dog	12	NOUN	obj	0
Filler_17	15	since	18	SCONJ	mark	NA
Filler_17	16	it	18	PRON	nsubj	NA
Filler_17	17	was	18	AUX	cop	NA
Filler_17	18	larger	12	ADJ	advcl	NA
Filler_17	19	than	22	ADP	case	NA
Filler_17	20	the	22	DET	det	NA
Filler_17	21	average	22	ADJ	amod	NA
Filler_17	22	spider	18	NOUN	obl	0
Filler_17	23	.	12	PUNCT	punct	NA
Filler_48	1	The	2	DET	det	NA
Filler_48	2	student	4	NOUN	nsubj	0
Filler_48	3	quickly	4	ADV	advmod	NA
Filler_48	4	finished	0	VERB	root	0
Filler_48	5	his	7	PRON	nmod:poss	NA
Filler_48	6	homework	7	NOUN	compound	0
Filler_48	7	assignments	4	NOUN	obj	1
Filler_48	8	.	4	PUNCT	punct	NA
Filler_24	1	The	2	DET	det	NA
Filler_24	2	natives	6	NOUN	nsubj	0
Filler_24	3	on	5	ADP	case	NA
Filler_24	4	the	5	DET	det	NA
Filler_24	5	island	2	NOUN	nmod	0
Filler_24	6	captured	0	VERB	root	1
Filler_24	7	the	8	DET	det	NA
Filler_24	8	anthropologist	6	NOUN	obj	0
Filler_24	9	because	11	SCONJ	mark	NA
Filler_24	10	she	11	PRON	nsubj	NA
Filler_24	11	had	6	VERB	advcl	1
Filler_24	12	information	11	NOUN	obj	0
Filler_24	13	that	15	PRON	nsubj	NA
Filler_24	14	could	15	AUX	aux	NA
Filler_24	15	help	12	VERB	acl:relcl	0
Filler_24	16	the	17	DET	det	NA
Filler_24	17	tribe	15	NOUN	obj	0
Filler_24	18	.	6	PUNCT	punct	NA
Filler_31	1	The	2	DET	det	NA
Filler_31	2	salesman	3	NOUN	nsubj	0
Filler_31	3	feared	0	VERB	root	0
Filler_31	4	that	12	SCONJ	mark	NA
Filler_31	5	the	6	DET	det	NA
Filler_31	6	printer	12	NOUN	nsubj:pass	0
Filler_31	7	which	10	PRON	obj	NA
Filler_31	8	the	9	DET	det	NA
Filler_31	9	customer	10	NOUN	nsubj	0
Filler_31	10	bought	6	VERB	acl:relcl	1
Filler_31	11	was	12	AUX	aux:pass	NA
Filler_31	12	damaged	3	VERB	ccomp	5
Filler_31	13	.	3	PUNCT	punct	NA
Filler_36	1	The	2	DET	det	NA
Filler_36	2	surgeon	12	NOUN	nsubj	0
Filler_36	3	who	11	PRON	obj	NA
Filler_36	4	the	5	DET	det	NA
Filler_36	5	detective	11	NOUN	nsubj	0
Filler_36	6	who	10	PRON	nsubj	NA
Filler_36	7	was	10	AUX	cop	NA
Filler_36	8	on	10	ADP	case	NA
Filler_36	9	the	10	DET	det	NA
Filler_36	10	case	5	NOUN	acl:relcl	0
Filler_36	11	consulted	2	VERB	acl:relcl	3
Filler_36	12	questioned	0	VERB	root	3
Filler_36	13	the	14	DET	det	NA
Filler_36	14	coroner	12	NOUN	obj	0
Filler_36	15	because	22	SCONJ	mark	NA
Filler_36	16	the	17	DET	det	NA
Filler_36	17	markings	22	NOUN	nsubj	0
Filler_36	18	on	20	ADP	case	NA
Filler_36	19	the	20	DET	det	NA
Filler_36	20	body	17	NOUN	nmod	0
Filler_36	21	were	22	AUX	cop	NA
Filler_36	22	difficult	12	ADJ	advcl	NA
Filler_36	23	to	24	PART	mark	NA
Filler_36	24	explain	22	VERB	xcomp	0
