"deletion_rate"	"predictability_weight"	"condition"	"noun"	"Condition"	"HasRC"	"HasSC"	"compatible"	"EmbeddingBias"	"SurprisalReweighted"	"LogRT"	"rt"
"1"	0.05	1	"critical_incompatible"	"admission"	"SC_in"	FALSE	TRUE	FALSE	-4.47385855010188	7.62633333333333	7.0356233375321	1246.66666666667
"2"	0.05	1	"critical_incompatible"	"announcement"	"SC_in"	FALSE	TRUE	FALSE	-2.29349828960863	6.5755	6.89412528687847	1041.875
"3"	0.05	1	"critical_incompatible"	"assertion"	"SC_in"	FALSE	TRUE	FALSE	-0.769280360774168	5.9974375	6.90966501378421	1179.375
"4"	0.05	1	"critical_incompatible"	"assessment"	"SC_in"	FALSE	TRUE	FALSE	-3.82079821902807	7.18085	7.08839729219421	1310.4
"5"	0.05	1	"critical_incompatible"	"assumption"	"SC_in"	FALSE	TRUE	FALSE	-0.576562057256959	9.68215384615385	6.95272784872088	1160.30769230769
"6"	0.05	1	"critical_incompatible"	"assurance"	"SC_in"	FALSE	TRUE	FALSE	-1.07983917416018	7.32196153846154	6.77469704665063	907.153846153846
"7"	0.05	1	"critical_incompatible"	"belief"	"SC_in"	FALSE	TRUE	FALSE	-0.455950591043695	8.05261111111111	6.80455478366232	931.111111111111
"8"	0.05	1	"critical_incompatible"	"complaint"	"SC_in"	FALSE	TRUE	FALSE	-3.95780800629851	6.97026666666667	7.01330671936056	1185.6
"9"	0.05	1	"critical_incompatible"	"conclusion"	"SC_in"	FALSE	TRUE	FALSE	-1.7311988703202	6.746875	6.87570781807633	1014.625
"10"	0.05	1	"critical_incompatible"	"confirmation"	"SC_in"	FALSE	TRUE	FALSE	-3.3360930439149	7.49490909090909	6.87191682006204	1058.27272727273
"11"	0.05	1	"critical_incompatible"	"contention"	"SC_in"	FALSE	TRUE	FALSE	-0.650587566141149	9.14740625	6.94983768615712	1083.6875
"12"	0.05	1	"critical_incompatible"	"declaration"	"SC_in"	FALSE	TRUE	FALSE	-3.80214343753486	5.05626923076923	6.8927094887981	1062.15384615385
"13"	0.05	1	"critical_incompatible"	"disclosure"	"SC_in"	FALSE	TRUE	FALSE	-3.4852804988727	8.4635	7.08461052678959	1266.125
"14"	0.05	1	"critical_incompatible"	"fact"	"SC_in"	FALSE	TRUE	FALSE	-0.372301529788876	7.38657692307692	6.96610712039914	1256.46153846154
"15"	0.05	1	"critical_incompatible"	"impression"	"SC_in"	FALSE	TRUE	FALSE	-0.787062301582269	7.88313636363636	7.16088541259684	1472.72727272727
"16"	0.05	1	"critical_incompatible"	"intuition"	"SC_in"	FALSE	TRUE	FALSE	-1.36636014621907	6.50058333333333	6.78582560531966	926.833333333333
"17"	0.05	1	"critical_incompatible"	"message"	"SC_in"	FALSE	TRUE	FALSE	-2.63823425350908	7.75552941176471	7.05916911106288	1270.88235294118
"18"	0.05	1	"critical_incompatible"	"news"	"SC_in"	FALSE	TRUE	FALSE	-3.06668200460218	8.49135714285714	6.93208452065141	1064.64285714286
"19"	0.05	1	"critical_incompatible"	"notion"	"SC_in"	FALSE	TRUE	FALSE	-1.22565894230935	9.29878125	6.94872118435697	1172.875
"20"	0.05	1	"critical_incompatible"	"opinion"	"SC_in"	FALSE	TRUE	FALSE	-1.18763147838701	7.407	6.95869407191798	1097.46666666667
"21"	0.05	1	"critical_incompatible"	"proof"	"SC_in"	FALSE	TRUE	FALSE	-2.85064690852377	5.9811	6.88307261392755	1013
"22"	0.05	1	"critical_incompatible"	"realization"	"SC_in"	FALSE	TRUE	FALSE	-0.977268418388717	6.85422727272727	7.04295600482364	1309.09090909091
"23"	0.05	1	"critical_incompatible"	"remark"	"SC_in"	FALSE	TRUE	FALSE	-3.27834197946862	6.12645	7.1728661084652	1512.2
"24"	0.05	1	"critical_incompatible"	"report"	"SC_in"	FALSE	TRUE	FALSE	-4.52833936893058	6.94125	6.80786493544744	1021.64285714286
"25"	0.05	1	"critical_incompatible"	"sense"	"SC_in"	FALSE	TRUE	FALSE	-1.18238456128549	4.98788888888889	6.91663845513531	1043.55555555556
"26"	0.05	1	"critical_incompatible"	"statement"	"SC_in"	FALSE	TRUE	FALSE	-2.13490985171733	8.18184615384615	7.03714685031169	1218.69230769231
"27"	0.05	1	"critical_incompatible"	"story"	"SC_in"	FALSE	TRUE	FALSE	-4.49253905469054	6.4751875	6.94423000490797	1173.125
"28"	0.05	1	"critical_incompatible"	"suggestion"	"SC_in"	FALSE	TRUE	FALSE	-1.69397575795232	7.73377777777778	6.9763297114153	1125.33333333333
"29"	0.05	1	"critical_incompatible"	"suspicion"	"SC_in"	FALSE	TRUE	FALSE	-1.44675780959405	7.38115	6.83485978638652	1001.5
"30"	0.05	1	"critical_incompatible"	"truth"	"SC_in"	FALSE	TRUE	FALSE	-4.02569212914745	6.89722727272727	6.83416865348727	1026.18181818182
"31"	0.05	1	"critical_NoSC"	"admission"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.47385855010188	7.72025	6.96968532492512	1098
"32"	0.05	1	"critical_NoSC"	"announcement"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.29349828960863	6.971	7.01039483999312	1180.25
"33"	0.05	1	"critical_NoSC"	"assertion"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.769280360774168	6.5654	7.43418542872556	1725
"34"	0.05	1	"critical_NoSC"	"assessment"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.82079821902807	8.12775	6.95913351847402	1275.75
"35"	0.05	1	"critical_NoSC"	"assumption"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.576562057256959	8.33283333333333	6.82498197254827	951
"36"	0.05	1	"critical_NoSC"	"assurance"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.07983917416018	8.04714285714286	7.00175399776364	1193.42857142857
"37"	0.05	1	"critical_NoSC"	"belief"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.455950591043695	4.477	7.09223483251912	1268.25
"38"	0.05	1	"critical_NoSC"	"complaint"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.95780800629851	6.825	6.74900911844693	859.333333333333
"39"	0.05	1	"critical_NoSC"	"conclusion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.7311988703202	8.97942857142857	7.03929193836916	1209.85714285714
"40"	0.05	1	"critical_NoSC"	"confirmation"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.3360930439149	8.18366666666667	6.93615276607922	1168.66666666667
"41"	0.05	1	"critical_NoSC"	"contention"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.650587566141149	8.1264	6.88534814601968	1087.6
"42"	0.05	1	"critical_NoSC"	"declaration"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.80214343753486	7.05057142857143	6.81702462142953	1008.28571428571
"43"	0.05	1	"critical_NoSC"	"disclosure"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.4852804988727	6.399	7.26598621382427	1527.14285714286
"44"	0.05	1	"critical_NoSC"	"fact"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.372301529788876	11.5712857142857	7.50390865252052	1980.71428571429
"45"	0.05	1	"critical_NoSC"	"impression"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.787062301582269	8.3125	7.10826906593356	1301.5
"46"	0.05	1	"critical_NoSC"	"intuition"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.36636014621907	7.2724	6.99991019572226	1190.6
"47"	0.05	1	"critical_NoSC"	"message"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.63823425350908	9.427	6.97292082850564	1109.75
"48"	0.05	1	"critical_NoSC"	"news"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.06668200460218	7.544	7.08600332320669	1260.6
"49"	0.05	1	"critical_NoSC"	"notion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.22565894230935	11.4685	7.15425213397349	1314
"50"	0.05	1	"critical_NoSC"	"opinion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.18763147838701	7.2445	6.96153397322006	1257.75
"51"	0.05	1	"critical_NoSC"	"proof"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.85064690852377	11.54625	7.1883937685064	1513.5
"52"	0.05	1	"critical_NoSC"	"realization"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.977268418388717	7.83057142857143	6.9618243078467	1147.85714285714
"53"	0.05	1	"critical_NoSC"	"remark"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.27834197946862	4.25833333333333	6.71420198516519	830
"54"	0.05	1	"critical_NoSC"	"report"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.52833936893058	6.64022222222222	7.03085586046601	1233.88888888889
"55"	0.05	1	"critical_NoSC"	"sense"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.18238456128549	10.4124230769231	7.39609355676786	1801.84615384615
"56"	0.05	1	"critical_NoSC"	"statement"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.13490985171733	7.747	6.86884375298871	1018.66666666667
"57"	0.05	1	"critical_NoSC"	"story"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.49253905469054	10.058625	7.10786357288717	1310
"58"	0.05	1	"critical_NoSC"	"suggestion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.69397575795232	6.69728571428571	7.25835648919477	1516.57142857143
"59"	0.05	1	"critical_NoSC"	"suspicion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.44675780959405	6.9725	7.28840507593377	1574.125
"60"	0.05	1	"critical_NoSC"	"truth"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.02569212914745	11.2720714285714	7.190131114121	1417.28571428571
"61"	0.05	1	"critical_SCRC_incompatible"	"admission"	"SCRC_in"	TRUE	TRUE	FALSE	-4.47385855010188	8.91426923076923	7.1063363363994	1343.76923076923
"62"	0.05	1	"critical_SCRC_incompatible"	"announcement"	"SCRC_in"	TRUE	TRUE	FALSE	-2.29349828960863	6.85296875	6.98089940296503	1181.125
"63"	0.05	1	"critical_SCRC_incompatible"	"assertion"	"SCRC_in"	TRUE	TRUE	FALSE	-0.769280360774168	7.879	7.12343297675164	1551.625
"64"	0.05	1	"critical_SCRC_incompatible"	"assessment"	"SCRC_in"	TRUE	TRUE	FALSE	-3.82079821902807	8.9950625	7.33778584683943	1724.5
"65"	0.05	1	"critical_SCRC_incompatible"	"assumption"	"SCRC_in"	TRUE	TRUE	FALSE	-0.576562057256959	7.87777272727273	7.17334001693593	1452.18181818182
"66"	0.05	1	"critical_SCRC_incompatible"	"assurance"	"SCRC_in"	TRUE	TRUE	FALSE	-1.07983917416018	6.31827272727273	6.96822508037628	1154.09090909091
"67"	0.05	1	"critical_SCRC_incompatible"	"belief"	"SCRC_in"	TRUE	TRUE	FALSE	-0.455950591043695	6.75173076923077	6.94786071902963	1137.38461538462
"68"	0.05	1	"critical_SCRC_incompatible"	"complaint"	"SCRC_in"	TRUE	TRUE	FALSE	-3.95780800629851	7.63458333333333	7.22381353691393	1474
"69"	0.05	1	"critical_SCRC_incompatible"	"conclusion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.7311988703202	8.56569230769231	7.093125902367	1333.69230769231
"70"	0.05	1	"critical_SCRC_incompatible"	"confirmation"	"SCRC_in"	TRUE	TRUE	FALSE	-3.3360930439149	8.14733333333333	7.23013947223486	1399
"71"	0.05	1	"critical_SCRC_incompatible"	"contention"	"SCRC_in"	TRUE	TRUE	FALSE	-0.650587566141149	8.966125	6.86762301819798	1046.25
"72"	0.05	1	"critical_SCRC_incompatible"	"declaration"	"SCRC_in"	TRUE	TRUE	FALSE	-3.80214343753486	6.888625	7.22620185610092	1494.5
"73"	0.05	1	"critical_SCRC_incompatible"	"disclosure"	"SCRC_in"	TRUE	TRUE	FALSE	-3.4852804988727	5.8189375	7.11725955372016	1345.375
"74"	0.05	1	"critical_SCRC_incompatible"	"fact"	"SCRC_in"	TRUE	TRUE	FALSE	-0.372301529788876	7.06094444444444	6.98962732709162	1117.83333333333
"75"	0.05	1	"critical_SCRC_incompatible"	"impression"	"SCRC_in"	TRUE	TRUE	FALSE	-0.787062301582269	8.07411538461538	7.19085718122882	1528.61538461538
"76"	0.05	1	"critical_SCRC_incompatible"	"intuition"	"SCRC_in"	TRUE	TRUE	FALSE	-1.36636014621907	7.51184210526316	7.2528317385172	1504.47368421053
"77"	0.05	1	"critical_SCRC_incompatible"	"message"	"SCRC_in"	TRUE	TRUE	FALSE	-2.63823425350908	8.11180769230769	7.37433767124943	1770.30769230769
"78"	0.05	1	"critical_SCRC_incompatible"	"news"	"SCRC_in"	TRUE	TRUE	FALSE	-3.06668200460218	7.15092857142857	7.13950238151551	1353
"79"	0.05	1	"critical_SCRC_incompatible"	"notion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.22565894230935	8.29491666666667	7.01652919709111	1261.16666666667
"80"	0.05	1	"critical_SCRC_incompatible"	"opinion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.18763147838701	7.67461111111111	7.1520821628473	1380.77777777778
"81"	0.05	1	"critical_SCRC_incompatible"	"proof"	"SCRC_in"	TRUE	TRUE	FALSE	-2.85064690852377	9.67509090909091	7.28679777133053	1554.36363636364
"82"	0.05	1	"critical_SCRC_incompatible"	"realization"	"SCRC_in"	TRUE	TRUE	FALSE	-0.977268418388717	5.3325	7.09081722227652	1314.11111111111
"83"	0.05	1	"critical_SCRC_incompatible"	"remark"	"SCRC_in"	TRUE	TRUE	FALSE	-3.27834197946862	6.93685714285714	7.26644356369955	1539.78571428571
"84"	0.05	1	"critical_SCRC_incompatible"	"report"	"SCRC_in"	TRUE	TRUE	FALSE	-4.52833936893058	6.82245454545455	7.22353173977907	1591.72727272727
"85"	0.05	1	"critical_SCRC_incompatible"	"sense"	"SCRC_in"	TRUE	TRUE	FALSE	-1.18238456128549	5.83813636363636	6.9619802466781	1160.72727272727
"86"	0.05	1	"critical_SCRC_incompatible"	"statement"	"SCRC_in"	TRUE	TRUE	FALSE	-2.13490985171733	8.83064285714286	7.00672989218926	1229.42857142857
"87"	0.05	1	"critical_SCRC_incompatible"	"story"	"SCRC_in"	TRUE	TRUE	FALSE	-4.49253905469054	6.11627777777778	7.16887611132224	1493.22222222222
"88"	0.05	1	"critical_SCRC_incompatible"	"suggestion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.69397575795232	9.25315384615385	7.09611712212302	1289.84615384615
"89"	0.05	1	"critical_SCRC_incompatible"	"suspicion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.44675780959405	6.26866666666667	7.21839161709887	1556.22222222222
"90"	0.05	1	"critical_SCRC_incompatible"	"truth"	"SCRC_in"	TRUE	TRUE	FALSE	-4.02569212914745	7.84365384615385	7.21724974436675	1456.69230769231
"91"	0.5	1	"critical_incompatible"	"admission"	"SC_in"	FALSE	TRUE	FALSE	-4.47385855010188	7.65574269005848	7.0356233375321	1246.66666666667
"92"	0.5	1	"critical_incompatible"	"announcement"	"SC_in"	FALSE	TRUE	FALSE	-2.29349828960863	6.61572368421053	6.89412528687847	1041.875
"93"	0.5	1	"critical_incompatible"	"assertion"	"SC_in"	FALSE	TRUE	FALSE	-0.769280360774168	6.02635625	6.90966501378421	1179.375
"94"	0.5	1	"critical_incompatible"	"assessment"	"SC_in"	FALSE	TRUE	FALSE	-3.82079821902807	7.29120107142857	7.08839729219421	1310.4
"95"	0.5	1	"critical_incompatible"	"assumption"	"SC_in"	FALSE	TRUE	FALSE	-0.576562057256959	9.63835951417004	6.95272784872088	1160.30769230769
"96"	0.5	1	"critical_incompatible"	"assurance"	"SC_in"	FALSE	TRUE	FALSE	-1.07983917416018	7.42262307692308	6.77469704665063	907.153846153846
"97"	0.5	1	"critical_incompatible"	"belief"	"SC_in"	FALSE	TRUE	FALSE	-0.455950591043695	8.01214444444444	6.80455478366232	931.111111111111
"98"	0.5	1	"critical_incompatible"	"complaint"	"SC_in"	FALSE	TRUE	FALSE	-3.95780800629851	7.1288873015873	7.01330671936056	1185.6
"99"	0.5	1	"critical_incompatible"	"conclusion"	"SC_in"	FALSE	TRUE	FALSE	-1.7311988703202	6.8168375	6.87570781807633	1014.625
"100"	0.5	1	"critical_incompatible"	"confirmation"	"SC_in"	FALSE	TRUE	FALSE	-3.3360930439149	7.62214282296651	6.87191682006204	1058.27272727273
"101"	0.5	1	"critical_incompatible"	"contention"	"SC_in"	FALSE	TRUE	FALSE	-0.650587566141149	9.08428125	6.94983768615712	1083.6875
"102"	0.5	1	"critical_incompatible"	"declaration"	"SC_in"	FALSE	TRUE	FALSE	-3.80214343753486	5.28046781376518	6.8927094887981	1062.15384615385
"103"	0.5	1	"critical_incompatible"	"disclosure"	"SC_in"	FALSE	TRUE	FALSE	-3.4852804988727	8.60414880952381	7.08461052678959	1266.125
"104"	0.5	1	"critical_incompatible"	"fact"	"SC_in"	FALSE	TRUE	FALSE	-0.372301529788876	7.41680732600733	6.96610712039914	1256.46153846154
"105"	0.5	1	"critical_incompatible"	"impression"	"SC_in"	FALSE	TRUE	FALSE	-0.787062301582269	7.92198421052632	7.16088541259684	1472.72727272727
"106"	0.5	1	"critical_incompatible"	"intuition"	"SC_in"	FALSE	TRUE	FALSE	-1.36636014621907	6.71650043859649	6.78582560531966	926.833333333333
"107"	0.5	1	"critical_incompatible"	"message"	"SC_in"	FALSE	TRUE	FALSE	-2.63823425350908	7.98109821121431	7.05916911106288	1270.88235294118
"108"	0.5	1	"critical_incompatible"	"news"	"SC_in"	FALSE	TRUE	FALSE	-3.06668200460218	8.47758163265306	6.93208452065141	1064.64285714286
"109"	0.5	1	"critical_incompatible"	"notion"	"SC_in"	FALSE	TRUE	FALSE	-1.22565894230935	9.27296071428571	6.94872118435697	1172.875
"110"	0.5	1	"critical_incompatible"	"opinion"	"SC_in"	FALSE	TRUE	FALSE	-1.18763147838701	7.56866333333333	6.95869407191798	1097.46666666667
"111"	0.5	1	"critical_incompatible"	"proof"	"SC_in"	FALSE	TRUE	FALSE	-2.85064690852377	6.25054026315789	6.88307261392755	1013
"112"	0.5	1	"critical_incompatible"	"realization"	"SC_in"	FALSE	TRUE	FALSE	-0.977268418388717	6.90232272727273	7.04295600482364	1309.09090909091
"113"	0.5	1	"critical_incompatible"	"remark"	"SC_in"	FALSE	TRUE	FALSE	-3.27834197946862	6.345475	7.1728661084652	1512.2
"114"	0.5	1	"critical_incompatible"	"report"	"SC_in"	FALSE	TRUE	FALSE	-4.52833936893058	7.28662744360902	6.80786493544744	1021.64285714286
"115"	0.5	1	"critical_incompatible"	"sense"	"SC_in"	FALSE	TRUE	FALSE	-1.18238456128549	5.11112777777778	6.91663845513531	1043.55555555556
"116"	0.5	1	"critical_incompatible"	"statement"	"SC_in"	FALSE	TRUE	FALSE	-2.13490985171733	8.28755769230769	7.03714685031169	1218.69230769231
"117"	0.5	1	"critical_incompatible"	"story"	"SC_in"	FALSE	TRUE	FALSE	-4.49253905469054	6.60487202380952	6.94423000490797	1173.125
"118"	0.5	1	"critical_incompatible"	"suggestion"	"SC_in"	FALSE	TRUE	FALSE	-1.69397575795232	7.71731608187135	6.9763297114153	1125.33333333333
"119"	0.5	1	"critical_incompatible"	"suspicion"	"SC_in"	FALSE	TRUE	FALSE	-1.44675780959405	7.47513842105263	6.83485978638652	1001.5
