"deletion_rate"	"predictability_weight"	"condition"	"noun"	"Condition"	"HasRC"	"HasSC"	"compatible"	"EmbeddingBias"	"SurprisalReweighted"	"LogRT"	"rt"
"120"	0.5	1	"critical_incompatible"	"truth"	"SC_in"	FALSE	TRUE	FALSE	-4.02569212914745	6.88718636363636	6.83416865348727	1026.18181818182
"121"	0.5	1	"critical_NoSC"	"admission"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.47385855010188	7.72643421052632	6.96968532492512	1098
"122"	0.5	1	"critical_NoSC"	"announcement"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.29349828960863	6.97096052631579	7.01039483999312	1180.25
"123"	0.5	1	"critical_NoSC"	"assertion"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.769280360774168	6.56542	7.43418542872556	1725
"124"	0.5	1	"critical_NoSC"	"assessment"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.82079821902807	8.12803869047619	6.95913351847402	1275.75
"125"	0.5	1	"critical_NoSC"	"assumption"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.576562057256959	8.3326	6.82498197254827	951
"126"	0.5	1	"critical_NoSC"	"assurance"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.07983917416018	8.04747142857143	7.00175399776364	1193.42857142857
"127"	0.5	1	"critical_NoSC"	"belief"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.455950591043695	4.4771	7.09223483251912	1268.25
"128"	0.5	1	"critical_NoSC"	"complaint"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.95780800629851	6.82373015873016	6.74900911844693	859.333333333333
"129"	0.5	1	"critical_NoSC"	"conclusion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.7311988703202	8.98012857142857	7.03929193836916	1209.85714285714
"130"	0.5	1	"critical_NoSC"	"confirmation"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.3360930439149	8.18406535087719	6.93615276607922	1168.66666666667
"131"	0.5	1	"critical_NoSC"	"contention"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.650587566141149	8.12381	6.88534814601968	1087.6
"132"	0.5	1	"critical_NoSC"	"declaration"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.80214343753486	7.05081428571429	6.81702462142953	1008.28571428571
"133"	0.5	1	"critical_NoSC"	"disclosure"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.4852804988727	6.39872142857143	7.26598621382427	1527.14285714286
"134"	0.5	1	"critical_NoSC"	"fact"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.372301529788876	11.5696346938776	7.50390865252052	1980.71428571429
"135"	0.5	1	"critical_NoSC"	"impression"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.787062301582269	8.31255833333333	7.10826906593356	1301.5
"136"	0.5	1	"critical_NoSC"	"intuition"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.36636014621907	7.27256842105263	6.99991019572226	1190.6
"137"	0.5	1	"critical_NoSC"	"message"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.63823425350908	9.42737719298246	6.97292082850564	1109.75
"138"	0.5	1	"critical_NoSC"	"news"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.06668200460218	7.54448	7.08600332320669	1260.6
"139"	0.5	1	"critical_NoSC"	"notion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.22565894230935	11.4672380952381	7.15425213397349	1314
"140"	0.5	1	"critical_NoSC"	"opinion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.18763147838701	7.24660625	6.96153397322006	1257.75
"141"	0.5	1	"critical_NoSC"	"proof"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.85064690852377	11.5464625	7.1883937685064	1513.5
"142"	0.5	1	"critical_NoSC"	"realization"	"NoSC_ne"	FALSE	FALSE	FALSE	-0.977268418388717	7.83058571428571	6.9618243078467	1147.85714285714
"143"	0.5	1	"critical_NoSC"	"remark"	"NoSC_ne"	FALSE	FALSE	FALSE	-3.27834197946862	4.26059166666667	6.71420198516519	830
"144"	0.5	1	"critical_NoSC"	"report"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.52833936893058	6.64330643274854	7.03085586046601	1233.88888888889
"145"	0.5	1	"critical_NoSC"	"sense"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.18238456128549	10.4119769230769	7.39609355676786	1801.84615384615
"146"	0.5	1	"critical_NoSC"	"statement"	"NoSC_ne"	FALSE	FALSE	FALSE	-2.13490985171733	7.74703333333333	6.86884375298871	1018.66666666667
"147"	0.5	1	"critical_NoSC"	"story"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.49253905469054	10.0588979166667	7.10786357288717	1310
"148"	0.5	1	"critical_NoSC"	"suggestion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.69397575795232	6.697	7.25835648919477	1516.57142857143
"149"	0.5	1	"critical_NoSC"	"suspicion"	"NoSC_ne"	FALSE	FALSE	FALSE	-1.44675780959405	6.9762875	7.28840507593377	1574.125
"150"	0.5	1	"critical_NoSC"	"truth"	"NoSC_ne"	FALSE	FALSE	FALSE	-4.02569212914745	11.2716278911565	7.190131114121	1417.28571428571
"151"	0.5	1	"critical_SCRC_incompatible"	"admission"	"SCRC_in"	TRUE	TRUE	FALSE	-4.47385855010188	10.819024291498	7.1063363363994	1343.76923076923
"152"	0.5	1	"critical_SCRC_incompatible"	"announcement"	"SCRC_in"	TRUE	TRUE	FALSE	-2.29349828960863	8.194596875	6.98089940296503	1181.125
"153"	0.5	1	"critical_SCRC_incompatible"	"assertion"	"SCRC_in"	TRUE	TRUE	FALSE	-0.769280360774168	9.0387625	7.12343297675164	1551.625
"154"	0.5	1	"critical_SCRC_incompatible"	"assessment"	"SCRC_in"	TRUE	TRUE	FALSE	-3.82079821902807	10.1868639880952	7.33778584683943	1724.5
"155"	0.5	1	"critical_SCRC_incompatible"	"assumption"	"SCRC_in"	TRUE	TRUE	FALSE	-0.576562057256959	9.14468540669856	7.17334001693593	1452.18181818182
"156"	0.5	1	"critical_SCRC_incompatible"	"assurance"	"SCRC_in"	TRUE	TRUE	FALSE	-1.07983917416018	8.35109090909091	6.96822508037628	1154.09090909091
"157"	0.5	1	"critical_SCRC_incompatible"	"belief"	"SCRC_in"	TRUE	TRUE	FALSE	-0.455950591043695	8.13943421052632	6.94786071902963	1137.38461538462
"158"	0.5	1	"critical_SCRC_incompatible"	"complaint"	"SCRC_in"	TRUE	TRUE	FALSE	-3.95780800629851	8.92783511904762	7.22381353691393	1474
"159"	0.5	1	"critical_SCRC_incompatible"	"conclusion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.7311988703202	10.0455653846154	7.093125902367	1333.69230769231
"160"	0.5	1	"critical_SCRC_incompatible"	"confirmation"	"SCRC_in"	TRUE	TRUE	FALSE	-3.3360930439149	9.84278157894737	7.23013947223486	1399
"161"	0.5	1	"critical_SCRC_incompatible"	"contention"	"SCRC_in"	TRUE	TRUE	FALSE	-0.650587566141149	10.04124375	6.86762301819798	1046.25
"162"	0.5	1	"critical_SCRC_incompatible"	"declaration"	"SCRC_in"	TRUE	TRUE	FALSE	-3.80214343753486	9.2998375	7.22620185610092	1494.5
"163"	0.5	1	"critical_SCRC_incompatible"	"disclosure"	"SCRC_in"	TRUE	TRUE	FALSE	-3.4852804988727	7.90660238095238	7.11725955372016	1345.375
"164"	0.5	1	"critical_SCRC_incompatible"	"fact"	"SCRC_in"	TRUE	TRUE	FALSE	-0.372301529788876	8.34519682539683	6.98962732709162	1117.83333333333
"165"	0.5	1	"critical_SCRC_incompatible"	"impression"	"SCRC_in"	TRUE	TRUE	FALSE	-0.787062301582269	9.72723461538462	7.19085718122882	1528.61538461538
"166"	0.5	1	"critical_SCRC_incompatible"	"intuition"	"SCRC_in"	TRUE	TRUE	FALSE	-1.36636014621907	9.62155360110803	7.2528317385172	1504.47368421053
"167"	0.5	1	"critical_SCRC_incompatible"	"message"	"SCRC_in"	TRUE	TRUE	FALSE	-2.63823425350908	10.0583342330184	7.37433767124943	1770.30769230769
"168"	0.5	1	"critical_SCRC_incompatible"	"news"	"SCRC_in"	TRUE	TRUE	FALSE	-3.06668200460218	8.57038911564626	7.13950238151551	1353
"169"	0.5	1	"critical_SCRC_incompatible"	"notion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.22565894230935	9.45655357142857	7.01652919709111	1261.16666666667
"170"	0.5	1	"critical_SCRC_incompatible"	"opinion"	"SCRC_in"	TRUE	TRUE	FALSE	-1.18763147838701	9.54004444444444	7.1520821628473	1380.77777777778
