"Estimate"	"Est.Error"	"l-95% CI"	"u-95% CI"	"Rhat"	"Bulk_ESS"	"Tail_ESS"
"Intercept"	7.06468255800357	0.0205216113263458	7.02433294994607	7.10449484037621	1.00348240396652	1222	2536
"HasRC.C"	0.283349363634357	0.0161852229572079	0.250577056680326	0.31457456050749	1.00052313803039	10065	11469
"compatible.C"	0.0712993650697509	0.0156615480956544	0.0405486613546568	0.101634488358302	1.0004654023841	8889	10069
"EmbeddingBias.C"	-0.0158473208799518	0.00457681864559202	-0.0248378891093388	-0.0068187159623658	1.00020931828133	10618	10216
"HasSC.C"	0.041913817152155	0.0241230625155064	-0.00557421954229734	0.0895080245833631	1.0004345215913	8509	10641
"HasRC.C:compatible.C"	0.0658986682168472	0.0243573146688234	0.0176509352916897	0.113614350974645	1.00019630743171	13336	11527
"HasRC.C:EmbeddingBias.C"	-0.0216191372010493	0.0100264440765855	-0.0412405515300625	-0.0014176233729677	1.00047927442656	12053	11619
"EmbeddingBias.C:HasSC.C"	-0.0793412834062791	0.0161682256685793	-0.110982218972589	-0.0469518478182217	1.00023935003024	8366	9411
"compatible.C:EmbeddingBias.C"	-0.00144661307584923	0.00855781231596415	-0.0182812228354875	0.0155183748403568	1.00011958765597	11761	10217
