workerid	byWords	condition	item	sentence	slide_number
28	[{'region': 'The', 'correct': 'yes', 'rt': 726, 'word': 'The'}, {'region': 'teacher', 'correct': 'yes', 'rt': 1048, 'word': 'teacher'}, {'region': 'doubted', 'correct': 'yes', 'rt': 1229, 'word': 'doubted'}, {'region': 'that', 'correct': 'yes', 'rt': 840, 'word': 'that'}, {'region': 'the', 'correct': 'yes', 'rt': 702, 'word': 'the'}, {'region': 'test', 'correct': 'yes', 'rt': 1368, 'word': 'test'}, {'region': 'that', 'correct': 'yes', 'rt': 1377, 'word': 'that'}, {'region': 'had', 'correct': 'yes', 'rt': 773, 'word': 'had'}, {'region': 'taken', 'correct': 'yes', 'rt': 1181, 'word': 'taken'}, {'region': 'him', 'correct': 'yes', 'rt': 1131, 'word': 'him'}, {'region': 'a', 'correct': 'yes', 'rt': 844, 'word': 'a'}, {'region': 'long', 'correct': 'yes', 'rt': 681, 'word': 'long'}, {'region': 'time', 'correct': 'yes', 'rt': 697, 'word': 'time'}, {'region': 'to', 'correct': 'yes', 'rt': 1440, 'word': 'to'}, {'region': 'design', 'correct': 'yes', 'rt': 2907, 'word': 'design'}, {'region': 'would', 'correct': 'yes', 'rt': 793, 'word': 'would'}, {'region': 'be', 'correct': 'yes', 'rt': 743, 'word': 'be'}, {'region': 'easy', 'correct': 'yes', 'rt': 825, 'word': 'easy'}, {'region': 'to', 'correct': 'yes', 'rt': 682, 'word': 'to'}, {'region': 'answer.', 'correct': 'yes', 'rt': 758, 'word': 'answer.'}]	filler	Filler_54	The teacher doubted that the test that had taken him a long time to design would be easy to answer.	12
28	[{'region': 'The', 'correct': 'yes', 'rt': 493, 'word': 'The'}, {'region': 'woman', 'correct': 'yes', 'rt': 665, 'word': 'woman'}, {'region': 'who', 'correct': 'yes', 'rt': 813, 'word': 'who'}, {'region': 'was', 'correct': 'yes', 'rt': 447, 'word': 'was'}, {'region': 'in', 'correct': 'yes', 'rt': 663, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 971, 'word': 'the'}, {'region': 'apartment', 'correct': 'yes', 'rt': 2170, 'word': 'apartment'}, {'region': 'hired', 'correct': 'yes', 'rt': 1683, 'word': 'hired'}, {'region': 'the', 'correct': 'yes', 'rt': 471, 'word': 'the'}, {'region': 'plumber', 'correct': 'yes', 'rt': 867, 'word': 'plumber'}, {'region': 'despite', 'correct': 'yes', 'rt': 1157, 'word': 'despite'}, {'region': 'the', 'correct': 'yes', 'rt': 611, 'word': 'the'}, {'region': 'fact', 'correct': 'yes', 'rt': 1468, 'word': 'fact'}, {'region': 'that', 'correct': 'yes', 'rt': 741, 'word': 'that'}, {'region': 'he', 'correct': 'yes', 'rt': 647, 'word': 'he'}, {'region': "couldn't", 'correct': 'yes', 'rt': 712, 'word': "couldn't"}, {'region': 'fix', 'correct': 'yes', 'rt': 664, 'word': 'fix'}, {'region': 'the', 'correct': 'yes', 'rt': 494, 'word': 'the'}, {'region': 'toilet.', 'correct': 'yes', 'rt': 599, 'word': 'toilet.'}]	filler	Filler_34	The woman who was in the apartment hired the plumber despite the fact that he couldn't fix the toilet.	27
28	[{'region': 'The', 'correct': 'yes', 'rt': 733, 'word': 'The'}, {'region': 'office-worker', 'correct': 'yes', 'rt': 1917, 'word': 'office-worker'}, {'region': 'worked', 'correct': 'no', 'rt': 770, 'word': 'worked'}, {'region': 'through', 'correct': 'yes', 'rt': 670, 'word': 'through'}, {'region': 'the', 'correct': 'yes', 'rt': 524, 'word': 'the'}, {'region': 'stack', 'correct': 'yes', 'rt': 1419, 'word': 'stack'}, {'region': 'of', 'correct': 'yes', 'rt': 571, 'word': 'of'}, {'region': 'files', 'correct': 'yes', 'rt': 824, 'word': 'files'}, {'region': 'on', 'correct': 'yes', 'rt': 412, 'word': 'on'}, {'region': 'his', 'correct': 'yes', 'rt': 864, 'word': 'his'}, {'region': 'desk', 'correct': 'yes', 'rt': 719, 'word': 'desk'}, {'region': 'quickly.', 'correct': 'yes', 'rt': 639, 'word': 'quickly.'}]	filler	Filler_5	The office-worker worked through the stack of files on his desk quickly.	28
28	[{'region': 'The', 'correct': 'yes', 'rt': 480, 'word': 'The'}, {'region': 'speaker', 'correct': 'no', 'rt': 1009, 'word': 'speaker'}, {'region': 'who', 'correct': 'yes', 'rt': 753, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 539, 'word': 'the'}, {'region': 'historian', 'correct': 'yes', 'rt': 819, 'word': 'historian'}, {'region': 'offended', 'correct': 'yes', 'rt': 844, 'word': 'offended'}, {'region': 'kicked', 'correct': 'yes', 'rt': 977, 'word': 'kicked'}, {'region': 'a', 'correct': 'yes', 'rt': 609, 'word': 'a'}, {'region': 'chair', 'correct': 'yes', 'rt': 782, 'word': 'chair'}, {'region': 'after', 'correct': 'yes', 'rt': 600, 'word': 'after'}, {'region': 'the', 'correct': 'yes', 'rt': 647, 'word': 'the'}, {'region': 'talk', 'correct': 'yes', 'rt': 1116, 'word': 'talk'}, {'region': 'was', 'correct': 'yes', 'rt': 882, 'word': 'was'}, {'region': 'over', 'correct': 'yes', 'rt': 666, 'word': 'over'}, {'region': 'and', 'correct': 'yes', 'rt': 917, 'word': 'and'}, {'region': 'everyone', 'correct': 'yes', 'rt': 717, 'word': 'everyone'}, {'region': 'had', 'correct': 'yes', 'rt': 728, 'word': 'had'}, {'region': 'left', 'correct': 'yes', 'rt': 899, 'word': 'left'}, {'region': 'the', 'correct': 'yes', 'rt': 659, 'word': 'the'}, {'region': 'room.', 'correct': 'yes', 'rt': 1070, 'word': 'room.'}]	filler	Filler_8	The speaker who the historian offended kicked a chair after the talk was over and everyone had left the room.	31
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 485, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'no', 'rt': 1699, 'word': 'guess'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 1863, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 534, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 1785, 'word': 'sculptor'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 640, 'word': 'was'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 1131, 'word': 'popular'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1131, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1188, 'word': 'no'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 717, 'word': 'surprise.'}]	condition_2	Critical_1	The guess that the sculptor was popular was no surprise.	32
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 507, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1169, 'word': 'contention'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 706, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'no', 'rt': 1010, 'word': 'gaining'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 923, 'word': 'traction.'}]	condition_0	Critical_7	The contention was gaining traction.	37
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 535, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1395, 'word': 'assumption'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 633, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 666, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 963, 'word': 'commander'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 665, 'word': 'was'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 1735, 'word': 'confirmed'}, {'region': 'REGION_3_0', 'correct': 'no', 'rt': 1753, 'word': 'troubled'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 779, 'word': 'people.'}]	condition_2	Critical_2	The assumption that the commander was confirmed troubled people.	41
28	[{'region': 'The', 'correct': 'yes', 'rt': 9808, 'word': 'The'}, {'region': 'reporter', 'correct': 'yes', 'rt': 2555, 'word': 'reporter'}, {'region': 'had', 'correct': 'yes', 'rt': 2321, 'word': 'had'}, {'region': 'dinner', 'correct': 'yes', 'rt': 1421, 'word': 'dinner'}, {'region': 'yesterday', 'correct': 'yes', 'rt': 1032, 'word': 'yesterday'}, {'region': 'with', 'correct': 'yes', 'rt': 1303, 'word': 'with'}, {'region': 'the', 'correct': 'yes', 'rt': 2020, 'word': 'the'}, {'region': 'baseball', 'correct': 'no', 'rt': 1436, 'word': 'baseball'}, {'region': 'player', 'correct': 'yes', 'rt': 1415, 'word': 'player'}, {'region': 'who', 'correct': 'yes', 'rt': 1173, 'word': 'who'}, {'region': 'Kevin', 'correct': 'yes', 'rt': 1851, 'word': 'Kevin'}, {'region': 'admired.', 'correct': 'yes', 'rt': 1629, 'word': 'admired.'}]	filler	Practice_2	The reporter had dinner yesterday with the baseball player who Kevin admired.	4
28	[{'region': 'Yesterday', 'correct': 'yes', 'rt': 953, 'word': 'Yesterday'}, {'region': 'the', 'correct': 'yes', 'rt': 985, 'word': 'the'}, {'region': 'swimmer', 'correct': 'yes', 'rt': 1215, 'word': 'swimmer'}, {'region': 'saw', 'correct': 'yes', 'rt': 904, 'word': 'saw'}, {'region': 'only', 'correct': 'yes', 'rt': 1343, 'word': 'only'}, {'region': 'a', 'correct': 'yes', 'rt': 603, 'word': 'a'}, {'region': 'turtle', 'correct': 'yes', 'rt': 1264, 'word': 'turtle'}, {'region': 'at', 'correct': 'yes', 'rt': 663, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 741, 'word': 'the'}, {'region': 'beach.', 'correct': 'yes', 'rt': 979, 'word': 'beach.'}]	filler	Filler_35	Yesterday the swimmer saw only a turtle at the beach.	22
28	[{'region': 'The', 'correct': 'yes', 'rt': 541, 'word': 'The'}, {'region': 'students', 'correct': 'yes', 'rt': 1009, 'word': 'students'}, {'region': 'studied', 'correct': 'yes', 'rt': 875, 'word': 'studied'}, {'region': 'the', 'correct': 'yes', 'rt': 571, 'word': 'the'}, {'region': 'surgeon', 'correct': 'yes', 'rt': 745, 'word': 'surgeon'}, {'region': 'whenever', 'correct': 'yes', 'rt': 1099, 'word': 'whenever'}, {'region': 'he', 'correct': 'yes', 'rt': 577, 'word': 'he'}, {'region': 'performed', 'correct': 'yes', 'rt': 674, 'word': 'performed'}, {'region': 'an', 'correct': 'yes', 'rt': 689, 'word': 'an'}, {'region': 'important', 'correct': 'yes', 'rt': 953, 'word': 'important'}, {'region': 'operation.', 'correct': 'yes', 'rt': 800, 'word': 'operation.'}]	filler	Filler_32	The students studied the surgeon whenever he performed an important operation.	40
28	[{'region': 'The', 'correct': 'yes', 'rt': 2028, 'word': 'The'}, {'region': 'mother', 'correct': 'yes', 'rt': 1227, 'word': 'mother'}, {'region': 'of', 'correct': 'yes', 'rt': 925, 'word': 'of'}, {'region': 'the', 'correct': 'yes', 'rt': 789, 'word': 'the'}, {'region': 'prisoner', 'correct': 'yes', 'rt': 1154, 'word': 'prisoner'}, {'region': 'sent', 'correct': 'yes', 'rt': 1323, 'word': 'sent'}, {'region': 'him', 'correct': 'yes', 'rt': 756, 'word': 'him'}, {'region': 'packages', 'correct': 'yes', 'rt': 940, 'word': 'packages'}, {'region': 'that', 'correct': 'yes', 'rt': 1035, 'word': 'that'}, {'region': 'contained', 'correct': 'yes', 'rt': 855, 'word': 'contained'}, {'region': 'cookies', 'correct': 'yes', 'rt': 1788, 'word': 'cookies'}, {'region': 'and', 'correct': 'yes', 'rt': 950, 'word': 'and'}, {'region': 'novels.', 'correct': 'yes', 'rt': 936, 'word': 'novels.'}]	filler	Practice_1	The mother of the prisoner sent him packages that contained cookies and novels.	6
28	[{'region': 'The', 'correct': 'yes', 'rt': 9706, 'word': 'The'}, {'region': 'cook', 'correct': 'yes', 'rt': 1031, 'word': 'cook'}, {'region': 'who', 'correct': 'yes', 'rt': 705, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 693, 'word': 'the'}, {'region': 'servant', 'correct': 'yes', 'rt': 822, 'word': 'servant'}, {'region': 'in', 'correct': 'yes', 'rt': 1446, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 664, 'word': 'the'}, {'region': 'kitchen', 'correct': 'yes', 'rt': 801, 'word': 'kitchen'}, {'region': 'hired', 'correct': 'yes', 'rt': 902, 'word': 'hired'}, {'region': 'offended', 'correct': 'no', 'rt': 1237, 'word': 'offended'}, {'region': 'the', 'correct': 'yes', 'rt': 704, 'word': 'the'}, {'region': 'butler', 'correct': 'yes', 'rt': 867, 'word': 'butler'}, {'region': 'and', 'correct': 'yes', 'rt': 662, 'word': 'and'}, {'region': 'then', 'correct': 'yes', 'rt': 1273, 'word': 'then'}, {'region': 'left', 'correct': 'yes', 'rt': 1195, 'word': 'left'}, {'region': 'the', 'correct': 'yes', 'rt': 699, 'word': 'the'}, {'region': 'mansion', 'correct': 'yes', 'rt': 1256, 'word': 'mansion'}, {'region': 'early', 'correct': 'yes', 'rt': 1277, 'word': 'early'}, {'region': 'to', 'correct': 'yes', 'rt': 575, 'word': 'to'}, {'region': 'see', 'correct': 'yes', 'rt': 915, 'word': 'see'}, {'region': 'a', 'correct': 'yes', 'rt': 902, 'word': 'a'}, {'region': 'movie', 'correct': 'yes', 'rt': 1622, 'word': 'movie'}, {'region': 'at', 'correct': 'yes', 'rt': 773, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 755, 'word': 'the'}, {'region': 'local', 'correct': 'yes', 'rt': 2821, 'word': 'local'}, {'region': 'theater.', 'correct': 'yes', 'rt': 847, 'word': 'theater.'}]	filler	Filler_55	The cook who the servant in the kitchen hired offended the butler and then left the mansion early to see a movie at the local theater.	19
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1547, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1294, 'word': 'insinuation'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 989, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 535, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 792, 'word': 'politician'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 847, 'word': 'was'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 1732, 'word': 'refuted'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 634, 'word': 'did'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 723, 'word': 'not'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 1132, 'word': 'bother'}, {'region': 'REGION_3_3', 'correct': 'yes', 'rt': 927, 'word': 'the'}, {'region': 'REGION_3_4', 'correct': 'yes', 'rt': 1277, 'word': 'farmer.'}]	condition_2	Critical_8	The insinuation that the politician was refuted did not bother the farmer.	20
28	[{'region': 'The', 'correct': 'yes', 'rt': 512, 'word': 'The'}, {'region': 'scientists', 'correct': 'yes', 'rt': 1040, 'word': 'scientists'}, {'region': 'who', 'correct': 'yes', 'rt': 644, 'word': 'who'}, {'region': 'were', 'correct': 'yes', 'rt': 777, 'word': 'were'}, {'region': 'in', 'correct': 'yes', 'rt': 709, 'word': 'in'}, {'region': 'the', 'correct': 'yes', 'rt': 594, 'word': 'the'}, {'region': 'lab', 'correct': 'yes', 'rt': 923, 'word': 'lab'}, {'region': 'studied', 'correct': 'yes', 'rt': 833, 'word': 'studied'}, {'region': 'the', 'correct': 'yes', 'rt': 648, 'word': 'the'}, {'region': 'alien', 'correct': 'yes', 'rt': 835, 'word': 'alien'}, {'region': 'while', 'correct': 'yes', 'rt': 1250, 'word': 'while'}, {'region': 'the', 'correct': 'yes', 'rt': 813, 'word': 'the'}, {'region': 'blood', 'correct': 'yes', 'rt': 1301, 'word': 'blood'}, {'region': 'sample', 'correct': 'yes', 'rt': 836, 'word': 'sample'}, {'region': 'was', 'correct': 'yes', 'rt': 681, 'word': 'was'}, {'region': 'run', 'correct': 'yes', 'rt': 1307, 'word': 'run'}, {'region': 'through', 'correct': 'yes', 'rt': 804, 'word': 'through'}, {'region': 'the', 'correct': 'yes', 'rt': 512, 'word': 'the'}, {'region': 'computer.', 'correct': 'yes', 'rt': 651, 'word': 'computer.'}]	filler	Filler_47	The scientists who were in the lab studied the alien while the blood sample was run through the computer.	23
28	[{'region': 'The', 'correct': 'yes', 'rt': 731, 'word': 'The'}, {'region': 'natives', 'correct': 'yes', 'rt': 2072, 'word': 'natives'}, {'region': 'on', 'correct': 'yes', 'rt': 710, 'word': 'on'}, {'region': 'the', 'correct': 'yes', 'rt': 776, 'word': 'the'}, {'region': 'island', 'correct': 'yes', 'rt': 723, 'word': 'island'}, {'region': 'captured', 'correct': 'yes', 'rt': 1076, 'word': 'captured'}, {'region': 'the', 'correct': 'yes', 'rt': 641, 'word': 'the'}, {'region': 'anthropologist', 'correct': 'yes', 'rt': 1819, 'word': 'anthropologist'}, {'region': 'because', 'correct': 'yes', 'rt': 1233, 'word': 'because'}, {'region': 'she', 'correct': 'yes', 'rt': 788, 'word': 'she'}, {'region': 'had', 'correct': 'yes', 'rt': 725, 'word': 'had'}, {'region': 'information', 'correct': 'yes', 'rt': 1992, 'word': 'information'}, {'region': 'that', 'correct': 'yes', 'rt': 692, 'word': 'that'}, {'region': 'could', 'correct': 'yes', 'rt': 874, 'word': 'could'}, {'region': 'help', 'correct': 'yes', 'rt': 821, 'word': 'help'}, {'region': 'the', 'correct': 'yes', 'rt': 566, 'word': 'the'}, {'region': 'tribe.', 'correct': 'yes', 'rt': 652, 'word': 'tribe.'}]	filler	Filler_24	The natives on the island captured the anthropologist because she had information that could help the tribe.	46
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 1041, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1619, 'word': 'assessment'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 733, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1706, 'word': 'disconcerting.'}]	condition_0	Critical_0	The assessment was disconcerting.	10
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 12543, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 2397, 'word': 'assertion'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 728, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'no', 'rt': 1471, 'word': 'sad'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 676, 'word': 'to'}, {'region': 'REGION_3_3', 'correct': 'yes', 'rt': 804, 'word': 'hear.'}]	condition_0	Critical_3	The assertion was sad to hear.	15
28	[{'region': 'The', 'correct': 'yes', 'rt': 517, 'word': 'The'}, {'region': 'firemen', 'correct': 'yes', 'rt': 1463, 'word': 'firemen'}, {'region': 'at', 'correct': 'yes', 'rt': 974, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 557, 'word': 'the'}, {'region': 'scene', 'correct': 'yes', 'rt': 1787, 'word': 'scene'}, {'region': 'apprehended', 'correct': 'yes', 'rt': 1509, 'word': 'apprehended'}, {'region': 'the', 'correct': 'yes', 'rt': 863, 'word': 'the'}, {'region': 'arsonist', 'correct': 'yes', 'rt': 1192, 'word': 'arsonist'}, {'region': 'because', 'correct': 'yes', 'rt': 799, 'word': 'because'}, {'region': 'there', 'correct': 'yes', 'rt': 681, 'word': 'there'}, {'region': 'was', 'correct': 'yes', 'rt': 406, 'word': 'was'}, {'region': 'a', 'correct': 'yes', 'rt': 628, 'word': 'a'}, {'region': 'great', 'correct': 'yes', 'rt': 898, 'word': 'great'}, {'region': 'deal', 'correct': 'yes', 'rt': 724, 'word': 'deal'}, {'region': 'of', 'correct': 'yes', 'rt': 648, 'word': 'of'}, {'region': 'evidence', 'correct': 'yes', 'rt': 974, 'word': 'evidence'}, {'region': 'pointing', 'correct': 'yes', 'rt': 908, 'word': 'pointing'}, {'region': 'to', 'correct': 'yes', 'rt': 599, 'word': 'to'}, {'region': 'his', 'correct': 'yes', 'rt': 809, 'word': 'his'}, {'region': 'guilt.', 'correct': 'yes', 'rt': 688, 'word': 'guilt.'}]	filler	Filler_6	The firemen at the scene apprehended the arsonist because there was a great deal of evidence pointing to his guilt.	29
28	[{'region': 'The', 'correct': 'yes', 'rt': 539, 'word': 'The'}, {'region': 'trainee', 'correct': 'yes', 'rt': 788, 'word': 'trainee'}, {'region': 'knew', 'correct': 'yes', 'rt': 1600, 'word': 'knew'}, {'region': 'that', 'correct': 'yes', 'rt': 780, 'word': 'that'}, {'region': 'the', 'correct': 'yes', 'rt': 789, 'word': 'the'}, {'region': 'task', 'correct': 'yes', 'rt': 905, 'word': 'task'}, {'region': 'which', 'correct': 'yes', 'rt': 565, 'word': 'which'}, {'region': 'the', 'correct': 'yes', 'rt': 558, 'word': 'the'}, {'region': 'director', 'correct': 'yes', 'rt': 1406, 'word': 'director'}, {'region': 'had', 'correct': 'yes', 'rt': 789, 'word': 'had'}, {'region': 'set', 'correct': 'yes', 'rt': 20765, 'word': 'set'}, {'region': 'for', 'correct': 'yes', 'rt': 689, 'word': 'for'}, {'region': 'him', 'correct': 'yes', 'rt': 639, 'word': 'him'}, {'region': 'was', 'correct': 'yes', 'rt': 584, 'word': 'was'}, {'region': 'impossible', 'correct': 'yes', 'rt': 910, 'word': 'impossible'}, {'region': 'to', 'correct': 'yes', 'rt': 476, 'word': 'to'}, {'region': 'finish', 'correct': 'yes', 'rt': 607, 'word': 'finish'}, {'region': 'within', 'correct': 'yes', 'rt': 585, 'word': 'within'}, {'region': 'a', 'correct': 'yes', 'rt': 614, 'word': 'a'}, {'region': 'week.', 'correct': 'yes', 'rt': 702, 'word': 'week.'}]	filler	Filler_25	The trainee knew that the task which the director had set for him was impossible to finish within a week.	44
28	[{'region': 'The', 'correct': 'yes', 'rt': 492, 'word': 'The'}, {'region': 'producer', 'correct': 'yes', 'rt': 1037, 'word': 'producer'}, {'region': 'shoots', 'correct': 'yes', 'rt': 1140, 'word': 'shoots'}, {'region': 'a', 'correct': 'yes', 'rt': 552, 'word': 'a'}, {'region': 'new', 'correct': 'yes', 'rt': 759, 'word': 'new'}, {'region': 'movie', 'correct': 'yes', 'rt': 563, 'word': 'movie'}, {'region': 'every', 'correct': 'yes', 'rt': 624, 'word': 'every'}, {'region': 'year.', 'correct': 'yes', 'rt': 648, 'word': 'year.'}]	filler	Filler_50	The producer shoots a new movie every year.	25
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 461, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'no', 'rt': 1, 'word': 'declaration'}, {'region': 'REGION_0_0', 'correct': 'yes', 'rt': 528, 'word': 'that'}, {'region': 'REGION_0_1', 'correct': 'yes', 'rt': 751, 'word': 'the'}, {'region': 'REGION_0_2', 'correct': 'yes', 'rt': 1310, 'word': 'trader'}, {'region': 'REGION_2_0', 'correct': 'yes', 'rt': 1670, 'word': 'hurt'}, {'region': 'REGION_2_1', 'correct': 'yes', 'rt': 982, 'word': 'him'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 735, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 772, 'word': 'unnerving.'}]	condition_2	Critical_6	The declaration that the trader hurt him was unnerving.	30
28	[{'region': 'Dinosaurs', 'correct': 'yes', 'rt': 1606, 'word': 'Dinosaurs'}, {'region': 'ate', 'correct': 'yes', 'rt': 1092, 'word': 'ate'}, {'region': 'other', 'correct': 'yes', 'rt': 1638, 'word': 'other'}, {'region': 'reptiles', 'correct': 'yes', 'rt': 773, 'word': 'reptiles'}, {'region': 'during', 'correct': 'yes', 'rt': 1053, 'word': 'during'}, {'region': 'the', 'correct': 'yes', 'rt': 604, 'word': 'the'}, {'region': 'stone', 'correct': 'yes', 'rt': 993, 'word': 'stone'}, {'region': 'age.', 'correct': 'yes', 'rt': 550, 'word': 'age.'}]	filler	Filler_52	Dinosaurs ate other reptiles during the stone age.	33
28	[{'region': 'REGION_D0', 'correct': 'yes', 'rt': 684, 'word': 'The'}, {'region': 'REGION_N0', 'correct': 'yes', 'rt': 1395, 'word': 'truth'}, {'region': 'REGION_3_0', 'correct': 'yes', 'rt': 1116, 'word': 'was'}, {'region': 'REGION_3_1', 'correct': 'yes', 'rt': 1039, 'word': 'widely'}, {'region': 'REGION_3_2', 'correct': 'yes', 'rt': 748, 'word': 'acknowledged.'}]	condition_0	Critical_5	The truth was widely acknowledged.	35
28	[{'region': 'The', 'correct': 'yes', 'rt': 485, 'word': 'The'}, {'region': 'administrator', 'correct': 'yes', 'rt': 895, 'word': 'administrator'}, {'region': 'who', 'correct': 'yes', 'rt': 774, 'word': 'who'}, {'region': 'the', 'correct': 'yes', 'rt': 716, 'word': 'the'}, {'region': 'nurse', 'correct': 'yes', 'rt': 898, 'word': 'nurse'}, {'region': 'from', 'correct': 'yes', 'rt': 1027, 'word': 'from'}, {'region': 'the', 'correct': 'yes', 'rt': 455, 'word': 'the'}, {'region': 'clinic', 'correct': 'yes', 'rt': 1195, 'word': 'clinic'}, {'region': 'supervised', 'correct': 'yes', 'rt': 1586, 'word': 'supervised'}, {'region': 'scolded', 'correct': 'yes', 'rt': 928, 'word': 'scolded'}, {'region': 'the', 'correct': 'yes', 'rt': 767, 'word': 'the'}, {'region': 'medic', 'correct': 'yes', 'rt': 715, 'word': 'medic'}, {'region': 'while', 'correct': 'yes', 'rt': 554, 'word': 'while'}, {'region': 'a', 'correct': 'yes', 'rt': 684, 'word': 'a'}, {'region': 'patient', 'correct': 'yes', 'rt': 657, 'word': 'patient'}, {'region': 'was', 'correct': 'yes', 'rt': 632, 'word': 'was'}, {'region': 'brought', 'correct': 'yes', 'rt': 1045, 'word': 'brought'}, {'region': 'into', 'correct': 'yes', 'rt': 539, 'word': 'into'}, {'region': 'the', 'correct': 'yes', 'rt': 625, 'word': 'the'}, {'region': 'emergency', 'correct': 'yes', 'rt': 650, 'word': 'emergency'}, {'region': 'room.', 'correct': 'yes', 'rt': 813, 'word': 'room.'}]	filler	Filler_26	The administrator who the nurse from the clinic supervised scolded the medic while a patient was brought into the emergency room.	39
28	[{'region': 'The', 'correct': 'yes', 'rt': 539, 'word': 'The'}, {'region': 'fans', 'correct': 'yes', 'rt': 1404, 'word': 'fans'}, {'region': 'at', 'correct': 'yes', 'rt': 574, 'word': 'at'}, {'region': 'the', 'correct': 'yes', 'rt': 884, 'word': 'the'}, {'region': 'concert', 'correct': 'yes', 'rt': 924, 'word': 'concert'}, {'region': 'loved', 'correct': 'yes', 'rt': 747, 'word': 'loved'}, {'region': 'the', 'correct': 'yes', 'rt': 606, 'word': 'the'}, {'region': 'guitarist', 'correct': 'yes', 'rt': 646, 'word': 'guitarist'}, {'region': 'because', 'correct': 'yes', 'rt': 784, 'word': 'because'}, {'region': 'he', 'correct': 'yes', 'rt': 528, 'word': 'he'}, {'region': 'played', 'correct': 'yes', 'rt': 586, 'word': 'played'}, {'region': 'with', 'correct': 'yes', 'rt': 787, 'word': 'with'}, {'region': 'so', 'correct': 'yes', 'rt': 2231, 'word': 'so'}, {'region': 'much', 'correct': 'yes', 'rt': 782, 'word': 'much'}, {'region': 'energy.', 'correct': 'yes', 'rt': 791, 'word': 'energy.'}]	filler	Filler_39	The fans at the concert loved the guitarist because he played with so much energy.	48
