deletion_rate	predictability_weight	AICRaw	AIC	AICFull	N1	0.35	1	2613.164	2630.26	2416.038	2733	
2	0.3	1	2564.827	2579.728	2412.791	2733	
3	0.4	1	2483.539	2489.931	2413.182	2733	
4	0.75	1	2660.459	2669.764	2424.608	2733	
5	0.05	1	2667.998	2677.812	2419.864	2733	
6	0.6	1	2467.171	2480.746	2419.834	2733	
7	0.55	1	2446.571	2457.135	2414.912	2733	
8	0.5	1	2490.581	2495.054	2411.621	2733	
9	0.95	1	2723.856	2709.974	2430.154	2733	
10	0.1	1	2650.583	2664.118	2419.732	2733	
11	0.45	1	2486.414	2491.588	2411.793	2733	
12	0.15	1	2664.4	2675.016	2421.434	2733	
13	0.65	1	2511.712	2525.526	2418.684	2733	
14	0.25	1	2560.609	2575.015	2413.686	2733	
15	0.2	1	2609.004	2626.129	2415.193	2733	
16	0.7	1	2588.143	2605.048	2425.639	2733	
17	0.8	1	2755.204	2716.785	2437.834	2733	
18	0.85	1	2759.642	2717.097	2435.624	2733	
19	0.9	1	2716.817	2707.003	2432.912	2733	
