ID	deletion_rate	predictability_weight	AICRaw	AIC	AICFull	N	None
433	457060544	0.45	1	4805.849	4817.807	4665.651	5332	
434	991524829	0.5	0.75	5209.994	5225.523	4693.665	5332	
435	114531207	0.45	0.75	5250.171	5262.387	4688.493	5332	
436	613492113	0.65	0.5	5169.101	5183.403	4677.033	5332	
437	60354353	0.75	0	5404.516	5355.427	4697.528	5332	
438	389492521	0.8	0.5	5399.282	5352.487	4673.357	5332	
439	102975222	0.75	1	5221.56	5182.887	4561.75	5173	
440	853050717	0.8	0.25	5369.35	5339.05	4687.292	5332	
441	638296640	0.7	1	4993.478	5008.679	4668.731	5302	
442	546109169	0.4	0.75	5265.568	5275.953	4681.21	5332	
443	222173287	0.2	1	5303.751	5304.232	4679.528	5332	
444	944010237	0.3	0.5	5295.785	5299.354	4683.135	5332	
445	212750446	0.25	1	4062.425	4078.346	3714.05	4138	
446	442176776	0.25	1	5273.542	5281.85	4675.122	5332	
447	982355323	0.45	0.75	5423.008	5356.308	4681.442	5332	
448	117652434	0.8	1	4659.879	4619.774	4041.884	4560	
449	949843784	0.05	1	5302.722	5303.552	4680.96	5332	
450	625845299	0.95	0.25	5353.778	5336.145	4688.583	5332	
451	670366717	0.8	0.25	5407.958	5355.368	4682.644	5332	
452	61967625	0.5	0	5206.013	5221.081	4657.231	5332	
453	67269348	0.95	0.75	5337.039	5315.367	4667.544	5307	
454	662128466	0.85	0.25	5170.261	5155.02	4571.104	5175	
455	602768040	0.25	1	5094.237	5099.971	4496.647	5082	
456	551081459	0.6	0.25	5242.787	5248.952	4680.876	5332	
457	983078007	0.8	0.25	5283.408	5286.451	4683.117	5332	
458	666051892	0.15	1	5274.91	5283.444	4678.364	5332	
459	116730793	0.2	1	4932.944	4944.822	4658.823	5332	
460	873629433	0.35	0.75	5298.316	5300.971	4678.281	5332	
461	214275975	0.35	1	5133.409	5150.108	4672.487	5332	
462	62700039	0.75	1	5390.838	5349.769	4679.599	5332	
463	973565860	0.4	1	5030.582	5046.158	4682.413	5332	
464	430792180	0.1	1	5002.04	5018.207	4680.794	5332	
465	552205812	0.55	1	4421.277	4435.248	4247.824	4828	
466	907808253	0.75	1	5223.086	5200.351	4590.291	5167	
467	164752572	0.75	1	4932.435	4946.478	4484.272	5121	
468	624848654	0.65	0	5253.166	5259.427	4687.343	5332	
469	665599355	0.9	1	1506.02	1503.058	1396.571	1447	
470	832508929	0.7	0	5419.481	5354.417	4718.579	5332	
471	665465306	0.7	1	2908.207	2877.826	2572.278	2801	
472	738765027	0.9	0.25	5172.08	5163.209	4552.897	5165	
473	742778138	0.5	0.25	5144.539	5151.925	4629.693	5247	
474	737612592	0.85	0.75	5300.283	5241.61	4584.69	5220	
475	410741551	0.55	1	4804.989	4816.82	4676.203	5332	
476	507660319	0.1	1	5305.568	5305.539	4679.974	5332	
477	442028400	0.5	1	4934.833	4944.805	4674.426	5332	
478	641654339	0.6	0.75	4865.147	4880.108	4576.674	5134	
479	125106310	0.05	1	5295.129	5298.362	4677.893	5332	
480	451230695	0.55	1	4991.373	5005.271	4673.262	5332	
481	15798591	0.6	1	5325.771	5310.303	4689.68	5332	
482	775276523	0.45	1	4816.586	4828.417	4658.649	5332	
483	851480847	0.45	1	4598.06	4612.745	4457.038	5057	
484	569763001	0.5	1	5032.707	5044.301	4671.303	5332	
485	674688179	0.6	1	4928.621	4939.368	4686.569	5332	
486	997154275	0.8	0	5371.129	5345.925	4711.161	5332	
487	520868618	0.85	1	4631.995	4600.689	4062.944	4559	
488	594811768	0.5	0.75	4322.848	4339.221	3886.717	4436	
489	428044335	0.15	1	4453.952	4456.344	3899.124	4439	
490	324155278	0.4	0.5	4547.518	4500.171	3899.573	4439	
491	905632956	0.6	0.75	4263.007	4276.395	3900.61	4439	
492	232047458	0.4	0.75	4451.742	4455.611	3902.669	4439	
493	352824132	0.35	0.75	4414.548	4425.019	3898.208	4439	
494	862756647	0.4	1	4224.866	4236.766	3886.888	4439	
495	707276880	0.5	1	4308.06	4323.956	3902.117	4439	
496	208145144	0.65	0.25	4425.67	4428.431	3897.778	4439	
497	772719299	0.55	0.25	4401.054	4409.293	3897.246	4439	
498	755361905	0.4	0.5	4451.482	4453.984	3899.422	4439	
499	937025291	0.2	1	4442.699	4446.439	3906.075	4439	
500	451714900	0.5	0.75	4445.774	4451.744	3891.598	4439	
501	338751314	0.5	0.75	4412.617	4415.794	3895.946	4439	
502	220965930	0.55	0.75	4316.247	4329.243	3897.986	4439	
503	931404494	0.35	0.75	4443.762	4449.312	3902.205	4439	
504	596613826	0.4	0.5	4390.067	4404.321	3896.972	4439	
505	934063089	0.5	1	4152.137	4167.48	3909.795	4439	
506	182140365	0.35	1	4205.346	4217.996	3900.547	4439	
507	454655395	0.45	0.25	4304.374	4317.767	3887.526	4439	
508	102926043	0.55	0.75	4354.635	4356.289	3844	4385	
509	456498581	0.45	0.75	4171.89	4179.917	3882.232	4439	
510	388367530	0.4	0.75	4401.935	4413.013	3894.039	4436	
511	689227049	0.35	1	4207.648	4220.261	3896.098	4439	
512	700311815	0.35	0.75	4330.167	4346.308	3888.422	4439	
513	360453126	0.4	1	4298.848	4313.148	3898.239	4439	
514	712483889	0.5	1	4353.534	4368.451	3905.446	4439	
515	180543057	0.35	0.75	4333.517	4349.582	3893.719	4439	
516	537514633	0.5	0.75	4343.009	4358.767	3893.247	4439	
517	576245879	0.5	0.75	4188.709	4199.203	3891.327	4439	
518	707260210	0.35	1	4204.912	4211.134	3884.558	4439	
519	186973161	0.5	0.75	4166.772	4176.484	3886.619	4439	
520	882272954	0.5	0.75	4462.734	4463.195	3904.615	4439	
521	453118582	0.5	1	4379.299	4393.584	3897.88	4439	
522	663238744	0.5	1	4281.066	4294.992	3894.366	4439	
523	848836236	0.45	1	4369.055	4383.387	3905.681	4439	
524	990188738	0.45	1	4363.722	4378.583	3904.651	4439	
525	99057865	0.5	1	4325.89	4338.262	3891.538	4439	
526	475590510	0.5	1	4049.466	4062.508	3899.716	4439	
527	72437809	0.5	0.75	4317.277	4332.269	3878.291	4439	
528	451856964	0.35	0.75	4342.87	4359.524	3890.449	4439	
529	135997409	0.45	0.75	4308.833	4324.221	3891.47	4439	
530	276604118	0.6	0.25	4363.778	4374.679	3900.838	4439	
531	98212282	0.35	1	4366.623	4381.345	3898.734	4439	
532	660356146	0.45	0.25	4395.089	4404.721	3896.371	4439	
533	836983165	0.55	1	4102.923	4113.751	3902.93	4439	
534	997549757	0.5	1	4231.709	4242.214	3896.505	4439	
535	337498382	0.5	0.75	4284.545	4299.918	3887.974	4439	
536	200874177	0.5	0.75	4323.167	4338.206	3884.22	4439	
537	97810831	0.35	0.75	4179.368	4193.768	3903.553	4439	
538	67276703	0.35	0.75	4338.186	4354.458	3886.675	4439	
539	307250258	0.45	0.75	4167.325	4179.555	3899.125	4439	
540	163112441	0.5	0.75	4527.084	4495.004	3893.57	4439	
541	715619957	0.55	0.75	4095.88	4105.499	3900.933	4439	
542	607160052	0.5	1	4031.59	4039.997	3890.575	4439	
543	857715231	0.6	1	4111.37	4117.498	3892.112	4439	
544	777172441	0.35	1	4377.791	4392.031	3900.646	4439	
545	821638711	0.5	1	4524.241	4493.471	3891.315	4439	
546	173893192	0.5	0.75	4462.544	4452.073	3900.664	4439	
547	249264473	0.45	0.75	4234.17	4249.122	3905.978	4439	
548	824140374	0.45	1	4214.06	4222.699	3888.989	4439	
549	963634441	0.15	1	4457.256	4458.958	3899.434	4439	
550	640524107	0.4	0.75	4541.922	4500.516	3897.301	4439	
551	442862504	0.5	0.75	4205.35	4218.552	3895.044	4439	
552	596775513	0.35	1	4380.479	4394.26	3898.262	4439	
553	691995387	0.5	0.5	4436.12	4432.462	3890.72	4439	
554	908907274	0.35	1	4370.601	4385.083	3896.288	4439	
555	944618845	0.5	0.75	4539.643	4499.925	3896.666	4439	
556	107815656	0.3	1	4463.622	4463.355	3898.091	4439	
557	124599861	0.45	0.75	4457.194	4459.399	3895.523	4439	
558	472144096	0.45	0.75	4364.971	4381.052	3890.481	4439	
559	555591210	0.5	0.75	4361.578	4375.886	3901.917	4439	
560	361838541	0.4	0.75	4140.036	4147.976	3886.976	4439	
561	288088006	0.45	0.75	4447.085	4451.638	3907.304	4439	
562	696236282	0.5	0.75	4154.461	4166.197	3899.502	4439	
563	925960090	0.55	0.75	4155.474	4169.976	3882.879	4420	
564	843484065	0.5	0.75	4217.887	4230.791	3894.349	4439	
565	446729470	0.5	1	4112.215	4124.083	3901.492	4439	
566	167731656	0.4	1	4413.522	4423.845	3897.001	4439	
567	129597971	0.55	1	4052.425	4062.791	3900.757	4439	
568	253147347	0.5	1	4439.308	4441.615	3914.503	4439	
569	321686400	0.35	1	4306.24	4320.929	3885.262	4439	
570	80531381	0.35	0.75	4416.171	4424.664	3902.088	4439	
571	548900909	0.5	1	4207.941	4219.698	3898.541	4439	
572	603064621	0.45	0.75	4155.761	4167.161	3898.586	4439	
573	235662348	0.25	1	4030.889	4043.723	3896.643	4439	
574	825270130	0.6	1	4514.045	4485.895	3890.448	4439	
575	10881754	0.5	1	4215.209	4223.012	3888.635	4439	
576	617410859	0.35	0.75	4406.997	4419.421	3893.076	4439	
577	604304291	0.5	0.75	4100.99	4112.953	3894.921	4439	
578	876457277	0.5	0.75	4176.304	4189.735	3902.247	4439	
579	961905474	0.5	1	4320.447	4334.84	3902.144	4439	
580	527959870	0.45	0.75	4192.856	4206.297	3896.024	4439	
581	55814725	0.2	1	4188.817	4203.743	3903.42	4439	
582	708196788	0.35	0.75	4462.668	4463.002	3904.645	4439	
583	658928794	0.55	0.75	4394.111	4397.297	3896.133	4439	
584	550394192	0.4	1	4170.258	4182.613	3898.825	4439	
585	786572050	0.4	0.75	4437.632	4437.177	3882.707	4439	
586	528932913	0.3	1	4048.194	4055.524	3880.685	4439	
587	317505608	0.45	0.75	4432.002	4440.649	3902.773	4439	
588	689971742	0.5	1	4080.244	4092.774	3899.661	4439	
589	281918673	0.4	1	4373.117	4387.165	3905.837	4439	
590	291130077	0.35	0.75	4374.044	4389.157	3899.123	4439	
591	989475390	0.45	0.75	4357.921	4372.715	3909.943	4439	
592	675356305	0.5	0.75	4145.659	4158.416	3895.442	4439	
593	890348341	0.45	0.75	4437.115	4444.238	3900.411	4439	
594	171984113	0.5	0.75	4323.396	4338.994	3894.022	4439	
595	695605351	0.35	0.5	4396.519	4408.577	3897.552	4439	
