workerid	byWords	condition	distractor_condition	item	noun	sentence	slide_number
22	[{'word': 'The', 'rt': 670, 'correct': 'yes', 'region': 'The'}, {'word': 'environmentalist', 'rt': 1126, 'correct': 'yes', 'region': 'environmentalist'}, {'word': 'who', 'rt': 1008, 'correct': 'yes', 'region': 'who'}, {'word': 'the', 'rt': 1055, 'correct': 'yes', 'region': 'the'}, {'word': 'demonstrators', 'rt': 1032, 'correct': 'yes', 'region': 'demonstrators'}, {'word': 'at', 'rt': 1640, 'correct': 'yes', 'region': 'at'}, {'word': 'the', 'rt': 687, 'correct': 'yes', 'region': 'the'}, {'word': 'rally', 'rt': 919, 'correct': 'yes', 'region': 'rally'}, {'word': 'supported', 'rt': 1017, 'correct': 'yes', 'region': 'supported'}, {'word': 'calmed', 'rt': 1015, 'correct': 'yes', 'region': 'calmed'}, {'word': 'the', 'rt': 823, 'correct': 'yes', 'region': 'the'}, {'word': 'crowd', 'rt': 712, 'correct': 'yes', 'region': 'crowd'}, {'word': 'until', 'rt': 1455, 'correct': 'yes', 'region': 'until'}, {'word': 'security', 'rt': 1935, 'correct': 'yes', 'region': 'security'}, {'word': 'came', 'rt': 1424, 'correct': 'yes', 'region': 'came'}, {'word': 'and', 'rt': 856, 'correct': 'yes', 'region': 'and'}, {'word': 'sent', 'rt': 1024, 'correct': 'yes', 'region': 'sent'}, {'word': 'everyone', 'rt': 903, 'correct': 'yes', 'region': 'everyone'}, {'word': 'home.', 'rt': 1080, 'correct': 'yes', 'region': 'home.'}]	filler	NA	Filler_49	NA	The environmentalist who the demonstrators at the rally supported calmed the crowd until security came and sent everyone home.	17
22	[{'word': 'The', 'rt': 717, 'correct': 'yes', 'region': 'The'}, {'word': 'fans', 'rt': 928, 'correct': 'yes', 'region': 'fans'}, {'word': 'at', 'rt': 879, 'correct': 'yes', 'region': 'at'}, {'word': 'the', 'rt': 575, 'correct': 'yes', 'region': 'the'}, {'word': 'concert', 'rt': 791, 'correct': 'yes', 'region': 'concert'}, {'word': 'loved', 'rt': 1423, 'correct': 'yes', 'region': 'loved'}, {'word': 'the', 'rt': 783, 'correct': 'yes', 'region': 'the'}, {'word': 'guitarist', 'rt': 712, 'correct': 'yes', 'region': 'guitarist'}, {'word': 'because', 'rt': 816, 'correct': 'yes', 'region': 'because'}, {'word': 'he', 'rt': 631, 'correct': 'yes', 'region': 'he'}, {'word': 'played', 'rt': 791, 'correct': 'yes', 'region': 'played'}, {'word': 'with', 'rt': 839, 'correct': 'yes', 'region': 'with'}, {'word': 'so', 'rt': 1321, 'correct': 'yes', 'region': 'so'}, {'word': 'much', 'rt': 632, 'correct': 'yes', 'region': 'much'}, {'word': 'energy.', 'rt': 756, 'correct': 'yes', 'region': 'energy.'}]	filler	NA	Filler_39	NA	The fans at the concert loved the guitarist because he played with so much energy.	30
22	[{'word': 'The', 'rt': 1141, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'assurance', 'rt': 2056, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 790, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 695, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'principal', 'rt': 880, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'had', 'rt': 887, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'an', 'rt': 967, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'affair', 'rt': 1703, 'correct': 'yes', 'region': 'REGION_2_2'}, {'word': 'was', 'rt': 1070, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'false.', 'rt': 872, 'correct': 'yes', 'region': 'REGION_3_1'}]	critical_incompatible	dist1	Critical_7	assurance	The assurance that the principal had an affair was false.	11
22	[{'word': 'The', 'rt': 575, 'correct': 'yes', 'region': 'The'}, {'word': 'engineer', 'rt': 799, 'correct': 'yes', 'region': 'engineer'}, {'word': 'who', 'rt': 767, 'correct': 'yes', 'region': 'who'}, {'word': 'the', 'rt': 688, 'correct': 'yes', 'region': 'the'}, {'word': 'lawyer', 'rt': 1537, 'correct': 'yes', 'region': 'lawyer'}, {'word': 'who', 'rt': 1262, 'correct': 'yes', 'region': 'who'}, {'word': 'was', 'rt': 743, 'correct': 'yes', 'region': 'was'}, {'word': 'by', 'rt': 1551, 'correct': 'yes', 'region': 'by'}, {'word': 'the', 'rt': 783, 'correct': 'yes', 'region': 'the'}, {'word': 'elevator', 'rt': 983, 'correct': 'yes', 'region': 'elevator'}, {'word': 'scolded', 'rt': 2919, 'correct': 'yes', 'region': 'scolded'}, {'word': 'blamed', 'rt': 2360, 'correct': 'yes', 'region': 'blamed'}, {'word': 'the', 'rt': 1359, 'correct': 'yes', 'region': 'the'}, {'word': 'secretary', 'rt': 1183, 'correct': 'yes', 'region': 'secretary'}, {'word': 'but', 'rt': 975, 'correct': 'yes', 'region': 'but'}, {'word': 'nobody', 'rt': 1207, 'correct': 'yes', 'region': 'nobody'}, {'word': 'listened', 'rt': 832, 'correct': 'yes', 'region': 'listened'}, {'word': 'to', 'rt': 743, 'correct': 'yes', 'region': 'to'}, {'word': 'his', 'rt': 983, 'correct': 'yes', 'region': 'his'}, {'word': 'complaints.', 'rt': 762, 'correct': 'yes', 'region': 'complaints.'}]	filler	NA	Filler_14	NA	The engineer who the lawyer who was by the elevator scolded blamed the secretary but nobody listened to his complaints.	31
22	[{'word': 'The', 'rt': 597, 'correct': 'yes', 'region': 'The'}, {'word': 'photographer', 'rt': 1334, 'correct': 'yes', 'region': 'photographer'}, {'word': 'processed', 'rt': 984, 'correct': 'yes', 'region': 'processed'}, {'word': 'the', 'rt': 582, 'correct': 'yes', 'region': 'the'}, {'word': 'film', 'rt': 673, 'correct': 'yes', 'region': 'film'}, {'word': 'on', 'rt': 774, 'correct': 'yes', 'region': 'on'}, {'word': 'time.', 'rt': 822, 'correct': 'yes', 'region': 'time.'}]	filler	NA	Filler_16	NA	The photographer processed the film on time.	39
22	[{'word': 'The', 'rt': 654, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'suspicion', 'rt': 1224, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 631, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 1414, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'consultant', 'rt': 927, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'detested', 'rt': 1119, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'the', 'rt': 752, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'janitor', 'rt': 1080, 'correct': 'yes', 'region': 'REGION_2_2'}, {'word': 'shocked', 'rt': 886, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'everyone.', 'rt': 890, 'correct': 'yes', 'region': 'REGION_3_1'}]	critical_incompatible	dist1	Critical_1	suspicion	The suspicion that the consultant detested the janitor shocked everyone.	44
22	[{'word': 'The', 'rt': 765, 'correct': 'yes', 'region': 'The'}, {'word': 'cartoonist', 'rt': 1255, 'correct': 'yes', 'region': 'cartoonist'}, {'word': 'who', 'rt': 791, 'correct': 'yes', 'region': 'who'}, {'word': 'the', 'rt': 880, 'correct': 'yes', 'region': 'the'}, {'word': 'readers', 'rt': 983, 'correct': 'yes', 'region': 'readers'}, {'word': 'supported', 'rt': 816, 'correct': 'yes', 'region': 'supported'}, {'word': 'pressured', 'rt': 2119, 'correct': 'yes', 'region': 'pressured'}, {'word': 'the', 'rt': 919, 'correct': 'yes', 'region': 'the'}, {'word': 'dean', 'rt': 1111, 'correct': 'yes', 'region': 'dean'}, {'word': 'because', 'rt': 1487, 'correct': 'yes', 'region': 'because'}, {'word': 'she', 'rt': 872, 'correct': 'yes', 'region': 'she'}, {'word': 'thought', 'rt': 965, 'correct': 'yes', 'region': 'thought'}, {'word': 'that', 'rt': 711, 'correct': 'yes', 'region': 'that'}, {'word': 'censorship', 'rt': 1064, 'correct': 'yes', 'region': 'censorship'}, {'word': 'was', 'rt': 758, 'correct': 'yes', 'region': 'was'}, {'word': 'never', 'rt': 1503, 'correct': 'yes', 'region': 'never'}, {'word': 'appropriate.', 'rt': 807, 'correct': 'yes', 'region': 'appropriate.'}]	filler	NA	Filler_43	NA	The cartoonist who the readers supported pressured the dean because she thought that censorship was never appropriate.	46
22	[{'word': 'The', 'rt': 1053, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'contention', 'rt': 1430, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 560, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 663, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'preacher', 'rt': 807, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'was', 'rt': 680, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'fired', 'rt': 1472, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'was', 'rt': 935, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'gaining', 'rt': 1479, 'correct': 'yes', 'region': 'REGION_3_1'}, {'word': 'traction.', 'rt': 705, 'correct': 'yes', 'region': 'REGION_3_2'}]	critical_incompatible	dist1	Critical_17	contention	The contention that the preacher was fired was gaining traction.	47
22	[{'word': 'The', 'rt': 1141, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'assumption', 'rt': 2103, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 919, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 1087, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'senator', 'rt': 1120, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'annoyed', 'rt': 1511, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'him', 'rt': 1399, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'was', 'rt': 880, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'absolutely', 'rt': 1551, 'correct': 'yes', 'region': 'REGION_3_1'}, {'word': 'true.', 'rt': 903, 'correct': 'yes', 'region': 'REGION_3_2'}]	critical_compatible	dist1	Critical_11	assumption	The assumption that the senator annoyed him was absolutely true.	9
22	[{'word': 'The', 'rt': 725, 'correct': 'yes', 'region': 'The'}, {'word': 'speaker', 'rt': 834, 'correct': 'yes', 'region': 'speaker'}, {'word': 'who', 'rt': 765, 'correct': 'yes', 'region': 'who'}, {'word': 'the', 'rt': 1782, 'correct': 'yes', 'region': 'the'}, {'word': 'historian', 'rt': 904, 'correct': 'yes', 'region': 'historian'}, {'word': 'offended', 'rt': 934, 'correct': 'yes', 'region': 'offended'}, {'word': 'kicked', 'rt': 1255, 'correct': 'yes', 'region': 'kicked'}, {'word': 'a', 'rt': 1322, 'correct': 'yes', 'region': 'a'}, {'word': 'chair', 'rt': 942, 'correct': 'yes', 'region': 'chair'}, {'word': 'after', 'rt': 831, 'correct': 'yes', 'region': 'after'}, {'word': 'the', 'rt': 728, 'correct': 'yes', 'region': 'the'}, {'word': 'talk', 'rt': 1105, 'correct': 'yes', 'region': 'talk'}, {'word': 'was', 'rt': 743, 'correct': 'yes', 'region': 'was'}, {'word': 'over', 'rt': 759, 'correct': 'yes', 'region': 'over'}, {'word': 'and', 'rt': 1167, 'correct': 'yes', 'region': 'and'}, {'word': 'everyone', 'rt': 1256, 'correct': 'yes', 'region': 'everyone'}, {'word': 'had', 'rt': 719, 'correct': 'yes', 'region': 'had'}, {'word': 'left', 'rt': 855, 'correct': 'yes', 'region': 'left'}, {'word': 'the', 'rt': 864, 'correct': 'yes', 'region': 'the'}, {'word': 'room.', 'rt': 831, 'correct': 'yes', 'region': 'room.'}]	filler	NA	Filler_8	NA	The speaker who the historian offended kicked a chair after the talk was over and everyone had left the room.	12
22	[{'word': 'The', 'rt': 1189, 'correct': 'yes', 'region': 'The'}, {'word': 'quarterback', 'rt': 1071, 'correct': 'yes', 'region': 'quarterback'}, {'word': 'dated', 'rt': 807, 'correct': 'yes', 'region': 'dated'}, {'word': 'the', 'rt': 624, 'correct': 'yes', 'region': 'the'}, {'word': 'cheerleader', 'rt': 656, 'correct': 'yes', 'region': 'cheerleader'}, {'word': 'although', 'rt': 847, 'correct': 'yes', 'region': 'although'}, {'word': 'this', 'rt': 1328, 'correct': 'yes', 'region': 'this'}, {'word': 'hurt', 'rt': 1575, 'correct': 'yes', 'region': 'hurt'}, {'word': 'her', 'rt': 736, 'correct': 'yes', 'region': 'her'}, {'word': 'reputation', 'rt': 1175, 'correct': 'yes', 'region': 'reputation'}, {'word': 'around', 'rt': 887, 'correct': 'yes', 'region': 'around'}, {'word': 'school.', 'rt': 751, 'correct': 'yes', 'region': 'school.'}]	filler	NA	Filler_10	NA	The quarterback dated the cheerleader although this hurt her reputation around school.	19
22	[{'word': 'The', 'rt': 893, 'correct': 'yes', 'region': 'The'}, {'word': 'defender', 'rt': 1519, 'correct': 'yes', 'region': 'defender'}, {'word': 'is', 'rt': 1527, 'correct': 'yes', 'region': 'is'}, {'word': 'constantly', 'rt': 1520, 'correct': 'yes', 'region': 'constantly'}, {'word': 'scolding', 'rt': 1432, 'correct': 'yes', 'region': 'scolding'}, {'word': 'the', 'rt': 808, 'correct': 'yes', 'region': 'the'}, {'word': 'keeper.', 'rt': 1040, 'correct': 'yes', 'region': 'keeper.'}]	filler	NA	Filler_22	NA	The defender is constantly scolding the keeper.	23
22	[{'word': 'The', 'rt': 764, 'correct': 'yes', 'region': 'The'}, {'word': 'customer', 'rt': 800, 'correct': 'yes', 'region': 'customer'}, {'word': 'who', 'rt': 1056, 'correct': 'yes', 'region': 'who'}, {'word': 'was', 'rt': 831, 'correct': 'yes', 'region': 'was'}, {'word': 'on', 'rt': 872, 'correct': 'yes', 'region': 'on'}, {'word': 'the', 'rt': 790, 'correct': 'yes', 'region': 'the'}, {'word': 'phone', 'rt': 991, 'correct': 'yes', 'region': 'phone'}, {'word': 'contacted', 'rt': 863, 'correct': 'yes', 'region': 'contacted'}, {'word': 'the', 'rt': 920, 'correct': 'yes', 'region': 'the'}, {'word': 'operator', 'rt': 855, 'correct': 'yes', 'region': 'operator'}, {'word': 'because', 'rt': 911, 'correct': 'yes', 'region': 'because'}, {'word': 'the', 'rt': 888, 'correct': 'yes', 'region': 'the'}, {'word': 'new', 'rt': 1066, 'correct': 'yes', 'region': 'new'}, {'word': 'long-distance', 'rt': 1229, 'correct': 'yes', 'region': 'long-distance'}, {'word': 'pricing', 'rt': 1223, 'correct': 'yes', 'region': 'pricing'}, {'word': 'plan', 'rt': 743, 'correct': 'yes', 'region': 'plan'}, {'word': 'was', 'rt': 713, 'correct': 'yes', 'region': 'was'}, {'word': 'extremely', 'rt': 903, 'correct': 'yes', 'region': 'extremely'}, {'word': 'inconvenient.', 'rt': 1695, 'correct': 'yes', 'region': 'inconvenient.'}]	filler	NA	Filler_19	NA	The customer who was on the phone contacted the operator because the new long-distance pricing plan was extremely inconvenient.	33
22	[{'word': 'The', 'rt': 591, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'confirmation', 'rt': 1951, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 736, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 673, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'student', 'rt': 1023, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'was', 'rt': 680, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'foolish', 'rt': 1126, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'was', 'rt': 635, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'a', 'rt': 636, 'correct': 'yes', 'region': 'REGION_3_1'}, {'word': 'malicious', 'rt': 1896, 'correct': 'yes', 'region': 'REGION_3_2'}, {'word': 'smear.', 'rt': 1040, 'correct': 'yes', 'region': 'REGION_3_3'}]	critical_compatible	dist1	Critical_9	confirmation	The confirmation that the student was foolish was a malicious smear.	38
22	[{'word': 'The', 'rt': 1061, 'correct': 'yes', 'region': 'The'}, {'word': 'reporter', 'rt': 1145, 'correct': 'yes', 'region': 'reporter'}, {'word': 'had', 'rt': 1390, 'correct': 'yes', 'region': 'had'}, {'word': 'dinner', 'rt': 1303, 'correct': 'yes', 'region': 'dinner'}, {'word': 'yesterday', 'rt': 1208, 'correct': 'yes', 'region': 'yesterday'}, {'word': 'with', 'rt': 1400, 'correct': 'yes', 'region': 'with'}, {'word': 'the', 'rt': 976, 'correct': 'yes', 'region': 'the'}, {'word': 'baseball', 'rt': 1568, 'correct': 'yes', 'region': 'baseball'}, {'word': 'player', 'rt': 1183, 'correct': 'yes', 'region': 'player'}, {'word': 'who', 'rt': 934, 'correct': 'yes', 'region': 'who'}, {'word': 'Kevin', 'rt': 4912, 'correct': 'yes', 'region': 'Kevin'}, {'word': 'admired.', 'rt': 1511, 'correct': 'yes', 'region': 'admired.'}]	filler	NA	Practice_2	NA	The reporter had dinner yesterday with the baseball player who Kevin admired.	5
22	[{'word': 'The', 'rt': 1081, 'correct': 'yes', 'region': 'The'}, {'word': 'mother', 'rt': 1135, 'correct': 'yes', 'region': 'mother'}, {'word': 'of', 'rt': 1080, 'correct': 'yes', 'region': 'of'}, {'word': 'the', 'rt': 775, 'correct': 'yes', 'region': 'the'}, {'word': 'prisoner', 'rt': 1152, 'correct': 'yes', 'region': 'prisoner'}, {'word': 'sent', 'rt': 1318, 'correct': 'yes', 'region': 'sent'}, {'word': 'him', 'rt': 1479, 'correct': 'yes', 'region': 'him'}, {'word': 'packages', 'rt': 1088, 'correct': 'yes', 'region': 'packages'}, {'word': 'that', 'rt': 1063, 'correct': 'yes', 'region': 'that'}, {'word': 'contained', 'rt': 1176, 'correct': 'yes', 'region': 'contained'}, {'word': 'cookies', 'rt': 1135, 'correct': 'yes', 'region': 'cookies'}, {'word': 'and', 'rt': 1168, 'correct': 'yes', 'region': 'and'}, {'word': 'novels.', 'rt': 1367, 'correct': 'yes', 'region': 'novels.'}]	filler	NA	Practice_1	NA	The mother of the prisoner sent him packages that contained cookies and novels.	7
22	[{'word': 'The', 'rt': 621, 'correct': 'yes', 'region': 'The'}, {'word': 'citizens', 'rt': 870, 'correct': 'yes', 'region': 'citizens'}, {'word': 'of', 'rt': 864, 'correct': 'yes', 'region': 'of'}, {'word': 'France', 'rt': 912, 'correct': 'yes', 'region': 'France'}, {'word': 'eat', 'rt': 1223, 'correct': 'yes', 'region': 'eat'}, {'word': 'oysters.', 'rt': 1278, 'correct': 'yes', 'region': 'oysters.'}]	filler	NA	Filler_11	NA	The citizens of France eat oysters.	28
22	[{'word': 'The', 'rt': 950, 'correct': 'yes', 'region': 'The'}, {'word': 'roommate', 'rt': 830, 'correct': 'yes', 'region': 'roommate'}, {'word': 'takes', 'rt': 1160, 'correct': 'yes', 'region': 'takes'}, {'word': 'out', 'rt': 1361, 'correct': 'yes', 'region': 'out'}, {'word': 'the', 'rt': 622, 'correct': 'yes', 'region': 'the'}, {'word': 'garbage', 'rt': 888, 'correct': 'yes', 'region': 'garbage'}, {'word': 'every', 'rt': 1144, 'correct': 'yes', 'region': 'every'}, {'word': 'week.', 'rt': 870, 'correct': 'yes', 'region': 'week.'}]	filler	NA	Filler_3	NA	The roommate takes out the garbage every week.	49
22	[{'word': 'The', 'rt': 1630, 'correct': 'yes', 'region': 'The'}, {'word': 'company', 'rt': 1833, 'correct': 'yes', 'region': 'company'}, {'word': 'was', 'rt': 1599, 'correct': 'yes', 'region': 'was'}, {'word': 'sure', 'rt': 1537, 'correct': 'yes', 'region': 'sure'}, {'word': 'that', 'rt': 645, 'correct': 'yes', 'region': 'that'}, {'word': 'its', 'rt': 1119, 'correct': 'yes', 'region': 'its'}, {'word': 'new', 'rt': 976, 'correct': 'yes', 'region': 'new'}, {'word': 'product,', 'rt': 1280, 'correct': 'yes', 'region': 'product,'}, {'word': 'which', 'rt': 1423, 'correct': 'yes', 'region': 'which'}, {'word': 'its', 'rt': 1441, 'correct': 'yes', 'region': 'its'}, {'word': 'researchers', 'rt': 1127, 'correct': 'yes', 'region': 'researchers'}, {'word': 'had', 'rt': 823, 'correct': 'yes', 'region': 'had'}, {'word': 'developed,', 'rt': 927, 'correct': 'yes', 'region': 'developed,'}, {'word': 'would', 'rt': 1568, 'correct': 'yes', 'region': 'would'}, {'word': 'soon', 'rt': 1255, 'correct': 'yes', 'region': 'soon'}, {'word': 'be', 'rt': 904, 'correct': 'yes', 'region': 'be'}, {'word': 'sold', 'rt': 1072, 'correct': 'yes', 'region': 'sold'}, {'word': 'out.', 'rt': 1111, 'correct': 'yes', 'region': 'out.'}]	filler	NA	Filler_27	NA	The company was sure that its new product, which its researchers had developed, would soon be sold out.	15
22	[{'word': 'The', 'rt': 822, 'correct': 'yes', 'region': 'The'}, {'word': 'prisoner', 'rt': 992, 'correct': 'yes', 'region': 'prisoner'}, {'word': 'who', 'rt': 968, 'correct': 'yes', 'region': 'who'}, {'word': 'the', 'rt': 904, 'correct': 'yes', 'region': 'the'}, {'word': 'guard', 'rt': 911, 'correct': 'yes', 'region': 'guard'}, {'word': 'attacked', 'rt': 1224, 'correct': 'yes', 'region': 'attacked'}, {'word': 'tackled', 'rt': 1751, 'correct': 'yes', 'region': 'tackled'}, {'word': 'the', 'rt': 791, 'correct': 'yes', 'region': 'the'}, {'word': 'warden', 'rt': 1254, 'correct': 'yes', 'region': 'warden'}, {'word': 'although', 'rt': 1496, 'correct': 'yes', 'region': 'although'}, {'word': 'he', 'rt': 664, 'correct': 'yes', 'region': 'he'}, {'word': 'had', 'rt': 799, 'correct': 'yes', 'region': 'had'}, {'word': 'no', 'rt': 816, 'correct': 'yes', 'region': 'no'}, {'word': 'intention', 'rt': 1160, 'correct': 'yes', 'region': 'intention'}, {'word': 'of', 'rt': 1078, 'correct': 'yes', 'region': 'of'}, {'word': 'trying', 'rt': 864, 'correct': 'yes', 'region': 'trying'}, {'word': 'to', 'rt': 992, 'correct': 'yes', 'region': 'to'}, {'word': 'escape.', 'rt': 1032, 'correct': 'yes', 'region': 'escape.'}]	filler	NA	Filler_44	NA	The prisoner who the guard attacked tackled the warden although he had no intention of trying to escape.	20
22	[{'word': 'The', 'rt': 1167, 'correct': 'yes', 'region': 'The'}, {'word': 'woman', 'rt': 1439, 'correct': 'yes', 'region': 'woman'}, {'word': 'who', 'rt': 759, 'correct': 'yes', 'region': 'who'}, {'word': 'was', 'rt': 888, 'correct': 'yes', 'region': 'was'}, {'word': 'in', 'rt': 793, 'correct': 'yes', 'region': 'in'}, {'word': 'the', 'rt': 759, 'correct': 'yes', 'region': 'the'}, {'word': 'apartment', 'rt': 1327, 'correct': 'yes', 'region': 'apartment'}, {'word': 'hired', 'rt': 1319, 'correct': 'yes', 'region': 'hired'}, {'word': 'the', 'rt': 896, 'correct': 'yes', 'region': 'the'}, {'word': 'plumber', 'rt': 799, 'correct': 'yes', 'region': 'plumber'}, {'word': 'despite', 'rt': 1024, 'correct': 'yes', 'region': 'despite'}, {'word': 'the', 'rt': 826, 'correct': 'yes', 'region': 'the'}, {'word': 'fact', 'rt': 773, 'correct': 'yes', 'region': 'fact'}, {'word': 'that', 'rt': 663, 'correct': 'yes', 'region': 'that'}, {'word': 'he', 'rt': 927, 'correct': 'yes', 'region': 'he'}, {'word': "couldn't", 'rt': 807, 'correct': 'yes', 'region': "couldn't"}, {'word': 'fix', 'rt': 768, 'correct': 'yes', 'region': 'fix'}, {'word': 'the', 'rt': 864, 'correct': 'yes', 'region': 'the'}, {'word': 'toilet.', 'rt': 878, 'correct': 'yes', 'region': 'toilet.'}]	filler	NA	Filler_34	NA	The woman who was in the apartment hired the plumber despite the fact that he couldn't fix the toilet.	32
22	[{'word': 'The', 'rt': 604, 'correct': 'yes', 'region': 'REGION_D0'}, {'word': 'realization', 'rt': 1935, 'correct': 'yes', 'region': 'REGION_N0'}, {'word': 'that', 'rt': 824, 'correct': 'yes', 'region': 'REGION_0_0'}, {'word': 'the', 'rt': 760, 'correct': 'yes', 'region': 'REGION_0_1'}, {'word': 'criminal', 'rt': 898, 'correct': 'yes', 'region': 'REGION_0_2'}, {'word': 'killed', 'rt': 894, 'correct': 'yes', 'region': 'REGION_2_0'}, {'word': 'everyone', 'rt': 1046, 'correct': 'yes', 'region': 'REGION_2_1'}, {'word': 'was', 'rt': 799, 'correct': 'yes', 'region': 'REGION_3_0'}, {'word': 'disconcerting.', 'rt': 1186, 'correct': 'yes', 'region': 'REGION_3_1'}]	critical_incompatible	dist1	Critical_16	realization	The realization that the criminal killed everyone was disconcerting.	36
22	[{'word': 'The', 'rt': 1237, 'correct': 'yes', 'region': 'The'}, {'word': 'trainee', 'rt': 1264, 'correct': 'yes', 'region': 'trainee'}, {'word': 'knew', 'rt': 1583, 'correct': 'yes', 'region': 'knew'}, {'word': 'that', 'rt': 695, 'correct': 'yes', 'region': 'that'}, {'word': 'the', 'rt': 800, 'correct': 'yes', 'region': 'the'}, {'word': 'task', 'rt': 959, 'correct': 'yes', 'region': 'task'}, {'word': 'which', 'rt': 1207, 'correct': 'yes', 'region': 'which'}, {'word': 'the', 'rt': 839, 'correct': 'yes', 'region': 'the'}, {'word': 'director', 'rt': 806, 'correct': 'yes', 'region': 'director'}, {'word': 'had', 'rt': 735, 'correct': 'yes', 'region': 'had'}, {'word': 'set', 'rt': 847, 'correct': 'yes', 'region': 'set'}, {'word': 'for', 'rt': 896, 'correct': 'yes', 'region': 'for'}, {'word': 'him', 'rt': 824, 'correct': 'yes', 'region': 'him'}, {'word': 'was', 'rt': 840, 'correct': 'yes', 'region': 'was'}, {'word': 'impossible', 'rt': 1338, 'correct': 'yes', 'region': 'impossible'}, {'word': 'to', 'rt': 764, 'correct': 'yes', 'region': 'to'}, {'word': 'finish', 'rt': 919, 'correct': 'yes', 'region': 'finish'}, {'word': 'within', 'rt': 991, 'correct': 'yes', 'region': 'within'}, {'word': 'a', 'rt': 904, 'correct': 'yes', 'region': 'a'}, {'word': 'week.', 'rt': 935, 'correct': 'yes', 'region': 'week.'}]	filler	NA	Filler_25	NA	The trainee knew that the task which the director had set for him was impossible to finish within a week.	35
